Date,Team,HomeTeam,AwayTeam,PDO,SCF,SCA,SCF%,GF,GA,GF%,HDCF,HDCA,HDCF%
2014-11-05,Anaheim Ducks,Ducks,Islanders,0.997,29.39,21.79,57.43,0.92,1.06,46.65,10.94,6.56,62.52
2014-11-05,New York Rangers,Rangers,Red Wings,1.028,25.11,21.33,54.07,1.93,1.01,65.64,11.47,13.35,46.21
2014-11-06,San Jose Sharks,Sharks,Canucks,0.915,19.7,10.55,65.12,0.94,2.07,31.33,11.06,3.13,77.93
2014-11-06,St Louis Blues,Blues,Devils,0.98,17.15,15.7,52.21,1.93,2.01,49.03,6.88,5.1,57.42
2014-11-06,Tampa Bay Lightning,Lightning,Flames,1.05,27.88,16.27,63.15,2.88,1.01,73.98,8.84,8.27,51.67
2014-11-06,Los Angeles Kings,Kings,Islanders,1.046,16.34,18.77,46.54,0.94,0.0,100.00,5.73,7.39,43.67
2014-11-06,Colorado Avalanche,Avalanche,Maple Leafs,1.06,31.19,26.62,53.95,2.81,1.01,73.54,17.15,15.42,52.66
2014-11-06,Boston Bruins,Bruins,Oilers,1.052,14.05,17.94,43.92,1.85,1.06,63.62,6.41,5.33,54.63
2014-11-06,Philadelphia Flyers,Flyers,Panthers,1.14,20.96,7.55,73.51,3.9,0.0,100.00,10.15,0.97,91.31
2014-11-06,Winnipeg Jets,Jets,Penguins,0.904,23.56,27.83,45.85,1.87,3.14,37.26,12.0,9.69,55.32
2014-11-06,Dallas Stars,Stars,Predators,1.032,29.46,24.57,54.53,1.87,1.06,63.96,13.54,11.87,53.28
2014-11-06,Ottawa Senators,Senators,Wild,1.144,13.24,17.62,42.9,1.97,0.0,100.00,7.09,9.93,41.67
2014-11-07,Carolina Hurricanes,Hurricanes,Blue Jackets,0.983,23.5,19.82,54.25,1.87,2.07,47.45,9.14,8.39,52.15
2014-11-07,Chicago Blackhawks,Blackhawks,Capitals,0.883,18.15,16.51,52.37,0.94,3.08,23.44,9.39,9.38,50.05
2014-11-07,Anaheim Ducks,Ducks,Coyotes,0.935,28.48,18.04,61.22,0.99,2.03,32.80,12.49,7.1,63.76
2014-11-07,Detroit Red Wings,Red Wings,Devils,0.933,10.85,13.17,45.17,1.93,2.06,48.35,4.03,3.15,56.15
2014-11-07,Buffalo Sabres,Sabres,Oilers,1.007,21.77,44.89,32.66,1.89,3.08,38.00,9.3,22.21,29.5
2014-11-08,Philadelphia Flyers,Flyers,Avalanche,0.95,16.03,16.79,48.83,0.99,3.02,24.59,5.07,5.03,50.18
2014-11-08,Los Angeles Kings,Kings,Canucks,1.064,28.92,11.47,71.6,4.91,1.0,83.02,10.04,5.83,63.25
2014-11-08,Florida Panthers,Panthers,Flames,0.919,22.73,14.01,61.87,3.86,4.09,48.56,10.78,4.0,72.95
2014-11-08,Washington Capitals,Capitals,Hurricanes,0.973,29.79,20.04,59.79,1.98,2.03,49.39,13.57,8.03,62.82
2014-11-08,Arizona Coyotes,Coyotes,Islanders,0.955,8.56,17.82,32.46,0.0,1.06,0.00,2.8,4.26,39.69
2014-11-08,Ottawa Senators,Senators,Jets,1.0,29.5,20.81,58.64,0.0,0.0,0,9.35,5.26,63.98
2014-11-08,Columbus Blue Jackets,Blue Jackets,Lightning,0.931,21.53,32.98,39.5,0.92,4.3,17.58,7.63,20.6,27.04
2014-11-08,Buffalo Sabres,Sabres,Penguins,0.944,12.58,22.84,35.52,0.92,4.27,17.68,4.98,11.62,30.0
2014-11-08,St Louis Blues,Blues,Predators,0.967,16.28,19.5,45.49,0.94,2.07,31.33,7.6,6.26,54.86
2014-11-08,Toronto Maple Leafs,Maple Leafs,Rangers,0.961,23.25,29.86,43.77,2.86,4.14,40.83,7.74,12.57,38.1
2014-11-08,Dallas Stars,Stars,Sharks,0.965,29.09,27.2,51.68,1.93,2.07,48.27,14.33,10.02,58.85
2014-11-08,Montreal Canadiens,Canadiens,Wild,1.091,21.25,28.71,42.53,3.86,1.01,79.24,10.91,12.56,46.48
2014-11-09,Anaheim Ducks,Ducks,Canucks,0.966,20.09,22.85,46.78,0.0,1.01,0.00,5.73,10.53,35.26
2014-11-09,Detroit Red Wings,Red Wings,Lightning,1.011,9.29,21.19,30.47,0.92,2.13,30.22,4.57,9.59,32.27
2014-11-09,Ottawa Senators,Senators,Maple Leafs,0.859,20.77,18.72,52.59,0.94,4.11,18.67,13.02,9.33,58.25
2014-11-09,New York Rangers,Rangers,Oilers,0.986,9.18,24.91,26.92,0.92,2.11,30.42,3.58,14.26,20.08
2014-11-09,Chicago Blackhawks,Blackhawks,Sharks,1.079,23.96,12.07,66.5,3.91,1.0,79.55,7.9,5.04,61.04
2014-11-10,Boston Bruins,Bruins,Devils,1.067,12.88,20.92,38.12,2.88,2.07,58.17,1.87,8.13,18.7
2014-11-10,Carolina Hurricanes,Hurricanes,Flames,1.101,24.81,23.2,51.67,2.9,0.0,100.00,12.66,16.53,43.38
2014-11-11,New York Islanders,Islanders,Avalanche,1.117,29.27,20.01,59.39,3.92,0.0,100.00,18.47,8.91,67.45
2014-11-11,Washington Capitals,Capitals,Blue Jackets,1.05,11.1,16.76,39.85,2.92,2.03,59.01,5.89,6.98,45.76
2014-11-11,Montreal Canadiens,Canadiens,Jets,1.091,15.81,21.29,42.61,1.93,0.0,100.00,3.86,11.33,25.43
2014-11-11,Chicago Blackhawks,Blackhawks,Lightning,1.034,21.93,16.02,57.79,1.87,1.01,64.87,12.57,3.19,79.78
2014-11-11,Nashville Predators,Predators,Oilers,0.974,20.3,13.8,59.53,2.92,2.02,59.11,9.9,5.03,66.3
2014-11-11,New York Rangers,Rangers,Penguins,1.125,16.2,23.02,41.3,2.92,0.0,100.00,7.1,4.83,59.51
2014-11-11,St Louis Blues,Blues,Sabres,1.098,21.4,21.98,49.33,1.93,0.0,100.00,6.01,8.27,42.11
2014-11-11,Vancouver Canucks,Canucks,Senators,0.972,19.14,13.1,59.36,2.83,3.03,48.26,9.41,7.08,57.06
2014-11-11,Florida Panthers,Panthers,Sharks,1.099,18.61,20.26,47.87,3.91,1.0,79.58,8.13,6.0,57.54
2014-11-11,Arizona Coyotes,Coyotes,Stars,1.026,30.69,33.37,47.91,2.86,2.07,57.97,3.75,13.28,22.02
2014-11-11,New Jersey Devils,Devils,Wild,1.106,6.96,12.0,36.7,1.93,0.0,100.00,3.93,2.99,56.74
2014-11-12,Toronto Maple Leafs,Maple Leafs,Bruins,1.044,21.56,24.2,47.12,2.92,1.0,74.39,5.88,7.84,42.87
2014-11-12,Anaheim Ducks,Ducks,Kings,0.945,36.01,16.49,68.59,4.7,4.29,52.31,14.14,6.74,67.7
2014-11-13,New York Rangers,Rangers,Avalanche,0.959,23.5,13.75,63.09,0.94,2.11,30.87,11.24,8.63,56.58
2014-11-13,Montreal Canadiens,Canadiens,Bruins,1.121,18.55,14.21,56.63,2.92,0.0,100.00,9.51,6.16,60.68
2014-11-13,Calgary Flames,Flames,Coyotes,1.128,20.82,14.33,59.23,3.86,2.02,65.64,10.8,6.19,63.56
2014-11-13,Carolina Hurricanes,Hurricanes,Jets,0.936,21.82,34.85,38.5,0.0,2.11,0.00,5.35,9.85,35.2
2014-11-13,St Louis Blues,Blues,Predators,1.039,19.51,25.28,43.56,2.88,2.03,58.67,4.8,5.14,48.29
2014-11-13,Minnesota Wild,Wild,Sabres,0.928,34.44,8.66,79.91,2.81,3.07,47.78,11.75,2.96,79.9
2014-11-13,Edmonton Oilers,Oilers,Senators,0.942,15.75,14.47,52.13,1.87,3.18,37.08,7.8,2.31,77.17
2014-11-13,Tampa Bay Lightning,Lightning,Sharks,0.966,14.59,28.09,34.18,0.95,2.13,30.84,7.31,8.81,45.35
2014-11-13,Los Angeles Kings,Kings,Stars,0.921,15.09,19.84,43.2,0.0,2.13,0.00,4.48,3.39,56.89
2014-11-14,Detroit Red Wings,Red Wings,Blackhawks,1.088,23.08,18.59,55.38,2.88,0.0,100.00,10.64,8.97,54.25
2014-11-14,Philadelphia Flyers,Flyers,Blue Jackets,1.01,7.39,29.26,20.15,0.95,1.06,47.38,4.57,10.98,29.39
2014-11-14,Vancouver Canucks,Canucks,Coyotes,0.788,16.77,15.73,51.59,0.0,4.26,0.00,4.28,8.08,34.66
2014-11-14,Washington Capitals,Capitals,Devils,0.949,16.96,18.93,47.26,0.0,1.06,0.00,5.5,7.46,42.47
2014-11-14,Florida Panthers,Panthers,Islanders,0.968,14.31,27.28,34.41,1.87,3.14,37.26,6.63,7.5,46.91
2014-11-14,Toronto Maple Leafs,Maple Leafs,Penguins,1.004,10.0,24.76,28.77,0.95,2.13,30.84,2.74,11.94,18.66
2014-11-15,New Jersey Devils,Devils,Avalanche,0.975,19.35,13.58,58.77,1.89,3.08,38.00,11.47,4.2,73.2
2014-11-15,St Louis Blues,Blues,Capitals,1.08,19.98,11.87,62.74,3.86,1.01,79.24,7.8,5.03,60.79
2014-11-15,Los Angeles Kings,Kings,Ducks,0.919,19.7,27.43,41.8,0.0,2.11,0.00,7.48,12.89,36.72
2014-11-15,Montreal Canadiens,Canadiens,Flyers,1.052,14.37,19.66,42.22,2.96,2.02,59.48,5.03,9.08,35.65
2014-11-15,Boston Bruins,Bruins,Hurricanes,1.045,17.71,10.33,63.16,1.87,1.06,63.87,4.81,5.25,47.79
2014-11-15,Tampa Bay Lightning,Lightning,Islanders,1.029,16.16,19.77,44.98,3.84,2.11,64.52,3.83,6.98,35.41
2014-11-15,Nashville Predators,Predators,Jets,1.068,19.76,9.44,67.68,1.87,0.0,100.00,7.43,3.2,69.91
2014-11-15,Buffalo Sabres,Sabres,Maple Leafs,1.052,18.44,28.93,38.92,3.95,2.01,66.31,12.0,12.16,49.67
2014-11-15,Pittsburgh Penguins,Penguins,Rangers,1.013,16.01,16.95,48.57,1.87,1.01,64.87,5.56,6.38,46.55
2014-11-15,Calgary Flames,Flames,Senators,0.994,15.77,22.83,40.86,2.86,2.07,57.97,8.16,8.31,49.56
2014-11-15,Columbus Blue Jackets,Blue Jackets,Sharks,1.009,8.91,27.1,24.75,0.94,1.01,48.19,2.99,11.19,21.1
2014-11-15,Dallas Stars,Stars,Wild,0.948,24.66,26.29,48.4,0.94,2.07,31.33,6.67,12.7,34.43
2014-11-16,Detroit Red Wings,Red Wings,Canadiens,0.783,14.41,9.84,59.43,0.0,4.23,0.00,3.64,3.33,52.22
2014-11-16,Edmonton Oilers,Oilers,Coyotes,0.957,13.82,20.83,39.89,0.0,1.08,0.00,5.35,7.77,40.78
2014-11-16,Minnesota Wild,Wild,Jets,0.844,8.98,13.35,40.22,1.97,3.03,39.45,5.07,1.97,72.01
2014-11-16,Anaheim Ducks,Ducks,Panthers,0.891,26.32,29.1,47.5,1.84,5.32,25.70,10.55,10.05,51.21
2014-11-16,Carolina Hurricanes,Hurricanes,Sharks,0.919,31.95,17.45,64.67,0.0,1.06,0.00,17.19,5.53,75.65
2014-11-16,Chicago Blackhawks,Blackhawks,Stars,1.03,32.97,26.06,55.85,4.86,2.07,70.14,12.36,10.47,54.14
2014-11-17,New York Rangers,Rangers,Lightning,0.854,20.97,38.17,35.46,0.0,4.26,0.00,7.97,24.99,24.17
2014-11-18,Boston Bruins,Bruins,Blues,1.134,17.05,19.63,46.49,1.93,0.0,100.00,6.9,5.01,57.91
2014-11-18,Arizona Coyotes,Coyotes,Capitals,0.996,12.2,5.24,69.95,0.92,1.06,46.65,3.69,1.07,77.59
2014-11-18,Winnipeg Jets,Jets,Devils,1.091,18.03,13.86,56.54,2.92,0.0,100.00,8.88,1.0,89.85
2014-11-18,Calgary Flames,Flames,Ducks,1.19,12.81,22.46,36.31,2.82,1.06,72.74,0.93,4.36,17.64
2014-11-18,Dallas Stars,Stars,Hurricanes,0.841,21.28,22.71,48.38,1.89,5.23,26.60,8.31,12.5,39.94
2014-11-18,New York Islanders,Islanders,Lightning,1.018,24.65,20.9,54.11,2.92,2.06,58.61,13.79,9.11,60.2
2014-11-18,Los Angeles Kings,Kings,Panthers,1.055,13.71,12.08,53.16,1.94,1.0,65.88,6.7,5.03,57.14
2014-11-18,Montreal Canadiens,Canadiens,Penguins,0.857,16.15,28.32,36.31,0.0,3.18,0.00,7.56,11.46,39.74
2014-11-18,Toronto Maple Leafs,Maple Leafs,Predators,0.765,12.68,35.56,26.28,1.83,8.63,17.53,1.69,16.34,9.38
2014-11-18,Columbus Blue Jackets,Blue Jackets,Red Wings,0.888,18.79,21.54,46.6,0.0,3.22,0.00,5.27,7.93,39.96
2014-11-18,Buffalo Sabres,Sabres,Sharks,1.284,9.04,9.94,47.63,2.88,0.0,100.00,4.89,5.06,49.13
2014-11-19,Edmonton Oilers,Oilers,Canucks,1.051,20.89,22.72,47.9,2.8,2.13,56.75,5.34,8.79,37.76
2014-11-19,New York Rangers,Rangers,Flyers,1.038,20.99,14.76,58.71,0.94,0.0,100.00,9.8,8.93,52.33
2014-11-20,Calgary Flames,Flames,Blackhawks,0.947,6.47,23.7,21.44,0.92,3.19,22.46,1.82,7.68,19.14
2014-11-20,Montreal Canadiens,Canadiens,Blues,1.094,26.98,25.47,51.44,3.84,1.06,78.43,11.27,10.0,52.98
2014-11-20,Colorado Avalanche,Avalanche,Capitals,0.976,17.63,20.09,46.73,1.85,2.11,46.65,6.39,7.46,46.14
2014-11-20,Dallas Stars,Stars,Coyotes,1.119,31.84,15.88,66.72,2.86,0.0,100.00,10.16,5.46,65.05
2014-11-20,Vancouver Canucks,Canucks,Ducks,0.927,27.71,26.23,51.37,1.89,3.14,37.60,10.05,8.71,53.57
2014-11-20,Los Angeles Kings,Kings,Hurricanes,1.007,28.71,12.05,70.43,1.89,1.01,65.11,10.59,3.01,77.88
2014-11-20,Toronto Maple Leafs,Maple Leafs,Lightning,1.215,19.23,14.7,56.67,2.88,0.0,100.00,4.96,5.94,45.49
2014-11-20,San Jose Sharks,Sharks,Panthers,0.935,18.13,14.25,55.98,0.0,1.06,0.00,4.52,2.23,66.91
2014-11-20,Ottawa Senators,Senators,Predators,1.095,18.52,17.48,51.45,1.93,1.01,65.57,9.61,10.33,48.19
2014-11-20,Winnipeg Jets,Jets,Red Wings,0.942,26.32,17.16,60.54,2.88,3.08,48.27,8.73,8.21,51.52
2014-11-20,Philadelphia Flyers,Flyers,Wild,0.936,15.06,9.55,61.19,0.92,2.11,30.42,7.37,6.44,53.37
2014-11-21,Columbus Blue Jackets,Blue Jackets,Bruins,1.025,20.2,23.94,45.76,2.86,3.08,48.09,7.97,1.98,80.13
2014-11-21,Edmonton Oilers,Oilers,Devils,0.909,17.44,17.35,50.13,0.0,2.13,0.00,5.41,7.59,41.63
2014-11-21,Pittsburgh Penguins,Penguins,Islanders,1.026,22.67,32.57,41.04,3.77,4.22,47.18,5.45,15.29,26.27
2014-11-22,Edmonton Oilers,Oilers,Blackhawks,0.743,13.69,21.76,38.61,0.92,5.35,14.64,5.93,9.22,39.15
2014-11-22,Philadelphia Flyers,Flyers,Blue Jackets,1.033,23.86,17.02,58.36,2.88,1.01,73.92,6.7,8.17,45.05
2014-11-22,Ottawa Senators,Senators,Blues,0.878,20.7,18.62,52.65,0.0,3.19,0.00,5.3,4.42,54.53
2014-11-22,Boston Bruins,Bruins,Canadiens,0.946,15.22,17.67,46.28,0.0,1.08,0.00,5.32,3.31,61.63
2014-11-22,San Jose Sharks,Sharks,Coyotes,0.909,23.87,15.26,61.0,0.92,2.13,30.22,17.18,4.38,79.69
2014-11-22,Calgary Flames,Flames,Devils,0.916,19.38,26.72,42.04,0.95,3.21,22.86,6.14,14.54,29.69
2014-11-22,Colorado Avalanche,Avalanche,Hurricanes,1.03,14.43,23.15,38.4,3.77,3.21,54.02,4.5,11.08,28.9
2014-11-22,Dallas Stars,Stars,Kings,1.065,12.11,26.27,31.56,2.93,3.02,49.20,3.0,11.04,21.38
2014-11-22,Nashville Predators,Predators,Panthers,1.05,24.19,10.21,70.32,1.93,0.0,100.00,10.53,2.01,84.0
2014-11-22,New York Islanders,Islanders,Penguins,1.054,39.77,30.13,56.9,2.85,1.06,72.98,13.91,13.63,50.52
2014-11-22,Toronto Maple Leafs,Maple Leafs,Red Wings,1.037,14.54,22.69,39.05,1.93,1.01,65.64,3.8,8.33,31.32
2014-11-22,Washington Capitals,Capitals,Sabres,0.904,35.25,24.4,59.1,0.0,2.11,0.00,10.96,17.3,38.77
2014-11-22,Tampa Bay Lightning,Lightning,Wild,0.992,21.19,12.48,62.93,0.94,1.06,47.18,6.73,4.31,60.95
2014-11-23,Vancouver Canucks,Canucks,Blackhawks,1.107,29.92,23.58,55.93,2.88,0.0,100.00,11.47,5.26,68.54
2014-11-23,Winnipeg Jets,Jets,Blues,1.022,26.0,14.34,64.45,1.89,1.06,64.11,7.6,4.14,64.77
2014-11-23,New York Rangers,Rangers,Canadiens,1.172,27.98,13.46,67.52,4.91,0.0,100.00,13.03,3.92,76.86
2014-11-23,Anaheim Ducks,Ducks,Coyotes,1.028,27.19,18.08,60.06,1.93,1.01,65.57,12.42,8.1,60.51
2014-11-24,New York Islanders,Islanders,Flyers,1.0,36.16,16.77,68.31,0.0,0.0,0,17.76,7.46,70.43
2014-11-24,Boston Bruins,Bruins,Penguins,1.05,21.65,21.2,50.52,1.87,1.06,63.87,11.18,7.5,59.85
2014-11-24,Detroit Red Wings,Red Wings,Senators,0.998,16.84,9.84,63.11,1.97,1.0,66.28,7.65,3.17,70.7
2014-11-24,Florida Panthers,Panthers,Wild,0.954,14.91,31.14,32.37,0.95,3.21,22.86,7.86,12.34,38.92
2014-11-25,Arizona Coyotes,Coyotes,Avalanche,0.984,18.86,23.83,44.18,2.92,3.03,49.06,11.7,8.05,59.25
2014-11-25,Vancouver Canucks,Canucks,Devils,1.058,25.54,22.16,53.53,1.93,0.0,100.00,12.46,8.15,60.47
2014-11-25,Anaheim Ducks,Ducks,Flames,1.107,31.41,17.79,63.84,2.92,0.0,100.00,17.95,4.01,81.73
2014-11-25,Columbus Blue Jackets,Blue Jackets,Jets,0.952,17.26,19.34,47.16,0.95,2.13,30.84,5.32,9.82,35.14
2014-11-25,Nashville Predators,Predators,Kings,0.927,16.44,6.19,72.65,2.81,3.08,47.72,2.87,3.07,48.28
2014-11-25,Dallas Stars,Stars,Oilers,1.062,24.76,27.29,47.57,2.88,1.01,73.92,12.65,11.24,52.96
2014-11-25,St Louis Blues,Blues,Senators,0.997,9.87,19.87,33.19,0.94,1.01,48.19,2.94,6.01,32.88
2014-11-26,Colorado Avalanche,Avalanche,Blackhawks,1.043,21.25,24.29,46.66,1.87,1.06,63.87,14.68,10.69,57.85
2014-11-26,New York Islanders,Islanders,Capitals,1.034,23.42,19.39,54.71,0.94,0.0,100.00,6.73,5.26,56.12
2014-11-26,San Jose Sharks,Sharks,Flames,1.0,15.78,21.2,42.68,0.0,0.0,0,3.69,7.51,32.93
2014-11-26,Detroit Red Wings,Red Wings,Flyers,1.105,13.15,15.86,45.33,2.87,1.01,73.96,5.92,9.07,39.48
2014-11-26,Florida Panthers,Panthers,Hurricanes,1.034,18.93,15.93,54.31,0.94,0.0,100.00,2.93,8.02,26.75
2014-11-26,Buffalo Sabres,Sabres,Jets,1.066,10.62,16.57,39.07,0.95,0.0,100.00,6.99,8.95,43.87
2014-11-26,Minnesota Wild,Wild,Kings,0.803,16.27,17.24,48.54,0.0,4.26,0.00,5.03,5.72,46.77
2014-11-26,Pittsburgh Penguins,Penguins,Maple Leafs,0.987,18.84,13.06,59.06,1.89,2.03,48.23,6.82,3.97,63.22
2014-11-26,Tampa Bay Lightning,Lightning,Rangers,0.935,24.63,16.95,59.23,1.93,2.03,48.82,13.6,2.01,87.15
2014-11-27,Nashville Predators,Predators,Oilers,1.0,16.18,20.97,43.55,0.0,0.0,0,4.67,5.33,46.74
2014-11-28,Anaheim Ducks,Ducks,Blackhawks,0.944,10.61,25.52,29.36,0.95,3.21,22.86,4.36,13.4,24.55
2014-11-28,Buffalo Sabres,Sabres,Canadiens,1.042,15.86,24.58,39.22,0.94,0.0,100.00,6.92,8.15,45.92
2014-11-28,Columbus Blue Jackets,Blue Jackets,Canucks,0.857,20.21,21.56,48.38,0.0,4.26,0.00,5.43,4.38,55.36
2014-11-28,Pittsburgh Penguins,Penguins,Hurricanes,1.035,14.66,21.42,40.63,1.85,2.11,46.65,7.17,7.61,48.49
2014-11-28,Washington Capitals,Capitals,Islanders,1.048,26.51,19.92,57.09,2.92,2.03,59.05,5.69,8.15,41.08
2014-11-28,Boston Bruins,Bruins,Jets,1.038,18.52,18.39,50.18,0.92,0.0,100.00,9.04,4.31,67.69
2014-11-28,St Louis Blues,Blues,Oilers,0.886,21.54,11.38,65.43,2.79,3.12,47.18,11.08,5.26,67.8
2014-11-28,Philadelphia Flyers,Flyers,Rangers,0.925,12.34,16.61,42.63,0.0,1.08,0.00,2.64,8.95,22.77
2014-11-28,New Jersey Devils,Devils,Red Wings,0.952,15.85,15.02,51.35,0.99,2.02,32.91,5.91,7.09,45.44
2014-11-28,Florida Panthers,Panthers,Senators,0.977,25.9,11.65,68.98,2.79,2.11,56.91,14.44,5.38,72.86
2014-11-28,Dallas Stars,Stars,Wild,0.982,30.84,18.29,62.78,3.74,3.18,54.01,9.83,10.94,47.33
2014-11-29,Los Angeles Kings,Kings,Blackhawks,0.931,19.22,20.14,48.82,0.95,3.21,22.86,6.97,6.71,50.96
2014-11-29,Nashville Predators,Predators,Blue Jackets,1.055,20.99,6.29,76.94,1.89,0.0,100.00,6.54,1.07,86.0
2014-11-29,Minnesota Wild,Wild,Blues,0.913,21.3,13.31,61.54,0.92,2.07,30.88,8.66,4.2,67.36
2014-11-29,Toronto Maple Leafs,Maple Leafs,Capitals,1.116,18.63,21.17,46.81,2.91,1.0,74.38,7.02,5.13,57.77
2014-11-29,New York Islanders,Islanders,Devils,1.045,25.32,29.13,46.5,1.89,1.01,65.11,12.53,12.1,50.87
2014-11-29,San Jose Sharks,Sharks,Ducks,0.966,22.71,11.81,65.79,2.92,3.02,49.20,8.81,5.0,63.78
2014-11-29,Arizona Coyotes,Coyotes,Flames,0.914,17.61,17.77,49.78,0.0,2.13,0.00,4.17,5.6,42.68
2014-11-29,New York Rangers,Rangers,Flyers,1.051,23.42,16.29,58.98,2.86,1.01,73.85,10.72,5.19,67.39
2014-11-29,Carolina Hurricanes,Hurricanes,Penguins,0.883,16.28,20.83,43.87,0.0,3.14,0.00,8.0,11.07,41.95
2014-11-29,Montreal Canadiens,Canadiens,Sabres,0.927,32.51,15.84,67.24,2.79,3.12,47.18,19.16,6.33,75.17
2014-11-29,Tampa Bay Lightning,Lightning,Senators,1.106,27.04,18.21,59.75,2.86,0.0,100.00,12.32,6.13,66.77
2014-11-29,Colorado Avalanche,Avalanche,Stars,1.005,13.9,16.88,45.16,2.81,2.07,57.61,6.88,5.97,53.54
2014-11-30,Detroit Red Wings,Red Wings,Canucks,1.042,14.2,11.81,54.59,1.93,1.01,65.57,7.97,3.01,72.6
2014-12-01,Anaheim Ducks,Ducks,Bruins,0.992,23.45,22.66,50.85,2.86,2.07,57.97,12.55,13.52,48.14
2014-12-01,Colorado Avalanche,Avalanche,Canadiens,0.999,16.11,23.08,41.1,2.81,3.12,47.36,4.68,5.32,46.84
2014-12-01,Edmonton Oilers,Oilers,Coyotes,0.998,17.31,11.04,61.05,0.92,1.05,46.65,6.23,3.26,65.62
2014-12-01,New York Rangers,Rangers,Lightning,0.863,18.62,23.7,44.0,1.85,4.2,30.55,6.38,5.46,53.92
2014-12-01,Columbus Blue Jackets,Blue Jackets,Panthers,1.101,15.38,20.76,42.57,1.89,0.0,100.00,8.54,10.53,44.78
2014-12-02,Los Angeles Kings,Kings,Bruins,1.037,21.78,23.08,48.56,0.94,0.0,100.00,4.86,6.06,44.49
2014-12-02,Washington Capitals,Capitals,Canucks,1.066,22.05,21.45,50.7,1.87,1.06,63.96,8.19,9.69,45.81
2014-12-02,Calgary Flames,Flames,Coyotes,1.109,17.76,25.96,40.63,3.82,2.02,65.38,3.74,2.01,65.09
2014-12-02,Pittsburgh Penguins,Penguins,Devils,1.056,16.44,22.75,41.95,0.94,0.0,100.00,6.73,6.33,51.54
2014-12-02,San Jose Sharks,Sharks,Flyers,1.09,24.17,25.9,48.28,1.87,0.0,100.00,15.48,7.66,66.88
2014-12-02,Buffalo Sabres,Sabres,Lightning,1.012,15.95,30.57,34.28,0.92,1.06,46.65,9.19,13.9,39.81
2014-12-02,Detroit Red Wings,Red Wings,Panthers,0.9,16.43,20.14,44.93,0.92,4.19,17.95,5.36,9.58,35.88
2014-12-02,Carolina Hurricanes,Hurricanes,Predators,1.044,17.64,23.04,43.36,1.93,1.01,65.57,7.67,12.27,38.44
2014-12-02,New York Islanders,Islanders,Senators,0.93,23.94,23.25,50.73,0.92,2.07,30.88,7.22,6.32,53.32
2014-12-02,Toronto Maple Leafs,Maple Leafs,Stars,1.041,25.01,20.37,55.1,3.9,2.01,66.03,15.28,6.87,68.97
2014-12-03,Chicago Blackhawks,Blackhawks,Blues,1.14,17.98,12.61,58.79,3.86,0.0,100.00,8.81,7.02,55.66
2014-12-03,Minnesota Wild,Wild,Canadiens,1.062,23.27,15.55,59.94,1.93,0.0,100.00,6.96,5.96,53.87
2014-12-03,Anaheim Ducks,Ducks,Flyers,1.002,24.43,17.0,58.96,1.87,2.11,47.02,7.43,7.56,49.55
2014-12-03,Winnipeg Jets,Jets,Oilers,0.986,20.81,19.22,51.99,1.87,2.07,47.45,8.42,3.25,72.17
2014-12-04,Calgary Flames,Flames,Avalanche,0.933,17.68,31.14,36.22,0.92,3.12,22.82,3.64,12.46,22.59
2014-12-04,Florida Panthers,Panthers,Blue Jackets,0.841,33.77,14.2,70.4,1.87,3.18,37.00,10.68,6.72,61.39
2014-12-04,Nashville Predators,Predators,Blues,1.047,21.83,19.19,53.23,3.84,3.09,55.48,3.7,5.12,41.91
2014-12-04,San Jose Sharks,Sharks,Bruins,0.905,26.38,15.89,62.41,3.8,4.2,47.52,14.95,5.32,73.77
2014-12-04,Pittsburgh Penguins,Penguins,Canucks,0.923,12.27,19.08,39.13,0.0,2.13,0.00,5.93,13.48,30.55
2014-12-04,Carolina Hurricanes,Hurricanes,Capitals,0.96,20.14,28.11,41.74,0.92,2.11,30.42,3.58,11.98,23.03
2014-12-04,Toronto Maple Leafs,Maple Leafs,Devils,0.911,18.79,28.6,39.65,0.92,3.18,22.50,5.27,7.73,40.54
2014-12-04,Ottawa Senators,Senators,Islanders,0.949,10.41,14.79,41.31,0.0,1.06,0.00,2.8,6.44,30.32
2014-12-04,Arizona Coyotes,Coyotes,Kings,0.95,16.8,26.08,39.17,0.0,2.13,0.00,6.86,10.37,39.82
2014-12-04,Tampa Bay Lightning,Lightning,Sabres,1.148,25.91,9.72,72.72,3.91,0.0,100.00,12.24,2.94,80.65
2014-12-04,Detroit Red Wings,Red Wings,Stars,1.084,16.31,12.83,55.97,3.86,1.01,79.24,9.97,3.98,71.45
2014-12-05,Winnipeg Jets,Jets,Avalanche,1.12,26.18,7.82,77.01,5.85,1.01,85.27,12.92,4.93,72.4
2014-12-05,Chicago Blackhawks,Blackhawks,Canadiens,1.059,20.62,25.98,44.24,2.88,2.03,58.67,4.92,12.88,27.66
2014-12-05,Minnesota Wild,Wild,Ducks,0.837,12.6,16.39,43.45,1.87,5.25,26.24,6.15,6.6,48.25
2014-12-06,Nashville Predators,Predators,Blackhawks,0.962,19.81,21.85,47.55,0.95,2.13,30.84,7.21,9.98,41.93
2014-12-06,Tampa Bay Lightning,Lightning,Blue Jackets,0.894,15.72,17.93,46.71,0.0,2.11,0.00,6.99,9.05,43.57
2014-12-06,New York Islanders,Islanders,Blues,0.975,21.2,23.61,47.31,1.97,3.15,38.55,9.48,8.44,52.92
