"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDSF/60","HDSA/60","HDSF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","MDCF/60","MDCA/60","MDCF%","MDSF/60","MDSA/60","MDSF%","MDGF/60","MDGA/60","MDGF%","MDSH%","MDSV%","LDCF/60","LDCA/60","LDCF%","LDSF/60","LDSA/60","LDSF%","LDGF/60","LDGA/60","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2013-12-23 - Jets 2, Oilers 6","Edmonton Oilers","Limited ReportFull Report","41.25","56.25","56.66","49.82","46.56","45.94","50.33","25.99","24.33","51.65","5.63","1.47","79.29","2.39","1.94","55.14","28.64","20.69","58.06","13.92","7.45","65.13","9.87","4.51","68.65","5.6","0","100.00","56.73","100.00","14.82","13.12","53.04","7.1","7.33","49.20","0","1.54","0.00","0.00","79.01","23.9","32.03","42.73","7.3","12.36","37.14","0","0","-","0.00","100.00","21.67","93.95","1.156","16839"
"2013-12-23 - Lightning 6, Panthers 1","Florida Panthers","Limited ReportFull Report","48.333333333333","34.18","73.02","31.88","29.95","58.08","34.02","27.9","41.01","40.49","0","6.56","0.00","2.42","3.6","40.18","20.95","41.52","33.53","12.95","25.43","33.74","11.94","16.86","41.47","0","5.28","0.00","0.00","68.68","7.77","16.43","32.11","5.69","7.89","41.91","0","1.21","0.00","0.00","84.70","12.15","24.58","33.08","8.78","12.67","40.92","0","0","-","0.00","100.00","0.00","84.01","0.840","15942"
"2013-12-23 - Maple Leafs 1, Rangers 2","New York Rangers","Limited ReportFull Report","45.033333333333","57.36","40.56","58.58","46.88","32.55","59.02","36.6","24.24","60.16","1.26","1.35","48.26","2.76","2.17","56.06","20.5","22.07","48.16","11.46","8.43","57.61","11.59","5.53","67.69","1.25","1.35","48.24","10.82","75.68","9.01","13.55","39.93","3.88","6.78","36.40","0","0","-","0.00","100.00","31.45","17.5","64.25","18.52","11.92","60.84","0","0","-","0.00","100.00","3.44","94.44","0.979","18006"
"2013-12-23 - Penguins 0, Senators 5","Ottawa Senators","Limited ReportFull Report","43.083333333333","71.48","45.88","60.91","54.39","33.42","61.94","36.86","17.43","67.90","5.46","0","100.00","3.66","1.52","70.64","37.14","19.32","65.78","12.53","6.96","64.28","7.1","4.12","63.31","2.67","0","100.00","37.62","100.00","25.11","12.17","67.36","12.94","2.75","82.45","2.76","0","100.00","21.31","100.00","29.94","23.29","56.24","15.26","10.36","59.55","0","0","-","0.00","100.00","14.81","100.00","1.148","19838"
"2013-12-23 - Stars 5, Kings 2","Los Angeles Kings","Limited ReportFull Report","49.583333333333","59.71","44.48","57.31","47.44","32.36","59.45","25.41","22.09","53.50","0","3.8","0.00","1.86","1.66","52.77","22.92","23.6","49.27","6.54","9.19","41.57","2.15","5.24","29.05","0","1.22","0.00","0.00","76.68","16.06","14.58","52.42","6.74","7.68","46.76","0","2.53","0.00","0.00","67.03","31.75","18.46","63.23","16.51","8","67.37","0","0","-","0.00","100.00","0.00","82.78","0.828","18274"
"2013-12-23 - Wild 1, Flyers 4","Philadelphia Flyers","Limited ReportFull Report","45.516666666667","62.44","52.53","54.31","37.54","43.72","46.19","29.29","31.21","48.42","2.55","0","100.00","2.64","1.86","58.59","31","16.8","64.86","10.61","6.53","61.89","8.07","3.85","67.67","1.3","0","100.00","16.18","100.00","20.85","10.1","67.36","8","6.53","55.05","1.25","0","100.00","15.62","100.00","21.58","28.81","42.83","8.88","16.5","35.00","0","0","-","0.00","100.00","8.70","100.00","1.087","19872"
"2013-12-27 - Avalanche 2, Blackhawks 7","Chicago Blackhawks","Limited ReportFull Report","54.116666666667","68.46","27.87","71.06","55.46","20.7","72.82","41.39","16.74","71.20","6.56","2.23","74.65","3.5","1.21","74.33","40.35","12.9","75.77","19.22","5.47","77.86","18.45","5.39","77.40","5.43","2.27","70.56","29.45","57.92","21.3","7.35","74.34","11.39","2.18","83.93","1.05","0","100.00","9.23","100.00","24.11","13.3","64.45","10.98","8.98","55.01","0","0","-","0.00","100.00","15.85","86.70","1.025","22201"
"2013-12-27 - Blue Jackets 2, Devils 1","New Jersey Devils","Limited ReportFull Report","43.55","29.37","38.49","43.29","24.51","32.3","43.14","15.36","24.97","38.08","1.27","1.46","46.65","1.9","1.74","52.25","13.87","17.8","43.80","8.59","2.94","74.52","6.11","2.9","67.77","1.26","1.46","46.44","20.71","49.79","5.21","14.94","25.83","2.62","11.69","18.29","0","0","-","0.00","100.00","15.56","19.15","44.82","6.55","10.26","38.97","0","0","-","0.00","100.00","8.29","94.17","1.025","16592"
"2013-12-27 - Oilers 2, Flames 0","Calgary Flames","Limited ReportFull Report","48.2","49.75","46.05","51.93","36.72","37.56","49.44","26.78","32","45.56","0","1.32","0.00","1.64","2.09","44.06","21.59","20.49","51.30","10.15","11.06","47.85","6.92","9.63","41.81","0","1.32","0.00","0.00","86.31","11.18","9.64","53.71","3.52","7.95","30.69","0","0","-","0.00","100.00","23.84","24.1","49.73","13.97","13.16","51.48","0","0","-","0.00","100.00","0.00","95.89","0.959","19289"
"2013-12-27 - Penguins 4, Hurricanes 3","Carolina Hurricanes","Limited ReportFull Report","56","68.07","48.42","58.43","49.39","40.05","55.22","33.72","23.49","58.94","3.01","3.3","47.72","2.5","2.07","54.62","23.78","27.69","46.20","9.09","13.35","40.51","5.14","7.57","40.42","1.01","3.3","23.42","19.64","56.42","14.77","14.31","50.78","6.23","5.46","53.30","2.04","0","100.00","32.85","100.00","38.53","17.88","68.30","20.47","8.3","71.15","0","0","-","0.00","100.00","8.93","85.96","0.949","18124"
"2013-12-27 - Predators 1, Stars 4","Dallas Stars","Limited ReportFull Report","47.783333333333","71.1","63.22","52.93","52.69","50.51","51.06","38.23","30.74","55.43","4.85","1.27","79.24","2.64","2.51","51.22","38.23","30.5","55.62","12.52","14.91","45.65","8.88","4.88","64.54","3.64","1.27","74.14","40.94","74.00","26.17","15.34","63.04","15.38","9.81","61.07","1.19","0","100.00","7.74","100.00","24.65","28.06","46.76","12.41","15.76","44.06","0","0","-","0.00","100.00","12.68","95.87","1.085","17197"
"2013-12-27 - Rangers 2, Capitals 3","Washington Capitals","Limited ReportFull Report","43.816666666667","45","70.78","38.87","31.13","54.47","36.36","27.05","45.94","37.06","1.29","0","100.00","1.28","2.54","33.45","17.23","22.9","42.94","5.29","4.38","54.73","5.35","2.89","64.97","0","0","-","0.00","100.00","12.06","18.33","39.68","9.35","14.05","39.95","1.3","0","100.00","13.89","100.00","21.87","36.88","37.23","12.4","24.37","33.73","0","0","-","0.00","100.00","4.78","100.00","1.048","18506"
"2013-12-27 - Sabres 3, Maple Leafs 4","Toronto Maple Leafs","Limited ReportFull Report","54.633333333333","56.07","58.23","49.06","42.54","47.88","47.05","31.53","33.73","48.31","2.06","2.34","46.78","3.1","3.76","45.21","32.84","32.98","49.89","11","13.01","45.82","8.21","10.6","43.64","0","2.35","0.00","0.00","77.83","21.75","20.16","51.89","11.63","8.26","58.48","1.06","0","100.00","9.07","100.00","21.95","21.88","50.08","11.36","11.59","49.49","0.97","0","100.00","8.54","100.00","6.53","93.06","0.996","19405"
"2013-12-27 - Senators 0, Bruins 5","Boston Bruins","Limited ReportFull Report","49.566666666667","72.12","61.67","53.91","54.22","49.1","52.48","44.59","38.25","53.83","3.6","0","100.00","2.26","2.15","51.30","27.5","22.2","55.33","5.95","10.2","36.84","4.88","8.81","35.64","0","0","-","0.00","100.00","21.91","11.89","64.83","13.31","6.01","68.90","2.4","0","100.00","18.00","100.00","40.27","38.54","51.10","26.9","21.82","55.21","1.29","0","100.00","4.78","100.00","8.06","100.00","1.081","17565"
"2013-12-27 - Sharks 4, Coyotes 3","Phoenix Coyotes","Limited ReportFull Report","50.333333333333","59.49","59.35","50.06","44.33","39.4","52.94","33.89","27.51","55.20","2.25","2.46","47.71","1.95","2.22","46.85","24.01","21.93","52.26","9.14","8.67","51.33","5.79","6.21","48.25","1.12","1.26","47.08","19.39","79.67","14.93","13.15","53.18","9.29","1.2","88.60","1.13","0","100.00","12.16","100.00","28.15","32.9","46.11","15.4","18.58","45.33","0","1.12","0.00","0.00","93.98","6.64","91.04","0.977","17125"
"2013-12-27 - Wild 4, Jets 6","Winnipeg Jets","Limited ReportFull Report","49.65","62.76","51.27","55.04","42.19","37.5","52.95","36.56","32.31","53.09","4.54","3.78","54.58","2.45","1.88","56.57","27.52","21.68","55.93","11.31","9.12","55.35","10.29","6.51","61.26","4.52","1.22","78.75","43.94","81.24","16.2","12.53","56.39","7.07","8.67","44.93","0","2.54","0.00","0.00","70.67","29.3","22.26","56.82","19.18","14.7","56.62","0","0","-","0.00","100.00","12.41","88.31","1.007","15004"
"2013-12-28 - Blackhawks 5, Blues 6","St Louis Blues","Limited ReportFull Report","52.35","54.75","51.12","51.71","39.11","39.78","49.58","21.67","28.24","43.42","4.33","4.89","46.97","2.5","2.01","55.51","30.91","24.87","55.41","8.17","6.24","56.69","7.19","4.92","59.35","1.06","2.43","30.50","14.82","50.70","22.38","18.79","54.36","7.41","7.31","50.34","3.46","0","100.00","46.66","100.00","20.11","26.14","43.48","6.92","16.08","30.09","0","2.55","0.00","0.00","84.17","19.98","82.69","1.027","20082"
"2013-12-28 - Bruins 3, Senators 4","Ottawa Senators","Limited ReportFull Report","47.766666666667","65.52","50.61","56.42","44.5","44.85","49.81","31.8","28.58","52.67","3.56","3.81","48.24","2.9","1.85","61.02","24.76","20.35","54.88","12.33","10.28","54.53","9.92","6.26","61.30","3.55","2.57","57.99","35.76","58.96","12.49","10.04","55.43","4.98","3.81","56.67","0","0","-","0.00","100.00","32.53","26.85","54.78","15.8","16.96","48.23","0","1.18","0.00","0.00","93.05","11.18","86.65","0.978","20500"
"2013-12-28 - Canadiens 2, Lightning 1","Tampa Bay Lightning","Limited ReportFull Report","48","54.13","54.3","49.92","38.38","47.9","44.49","24.06","25.78","48.27","1.15","1.32","46.65","1.27","2.25","36.16","22.39","30.21","42.56","5.84","10.72","35.28","4.73","6.59","41.80","0","1.32","0.00","0.00","79.91","16.58","19.39","46.09","9.61","10.29","48.29","1.2","0","100.00","12.50","100.00","26.73","23.15","53.60","8.52","7.71","52.48","0","0","-","0.00","100.00","4.80","94.88","0.997","19204"
"2013-12-28 - Coyotes 2, Ducks 3","Anaheim Ducks","Limited ReportFull Report","49.35","56.03","52.44","51.65","45.66","37.82","54.70","37.14","27.17","57.75","1.2","1.23","49.36","2.63","2.13","55.32","32.41","25.35","56.11","10.61","9.75","52.10","9.58","7.23","56.99","0","0","-","0.00","100.00","22.1","15.26","59.16","10.89","4.84","69.23","0","1.24","0.00","0.00","74.30","21.47","24.22","46.99","15.38","13.73","52.83","1.29","0","100.00","8.39","100.00","3.24","95.46","0.987","17442"
"2013-12-28 - Devils 2, Islanders 1","New York Islanders","Limited ReportFull Report","51.983333333333","52.09","58.54","47.09","33.74","39.51","46.06","28.58","29.45","49.25","1.07","2.44","30.42","2","3.09","39.31","23.95","32.64","42.33","9.23","15.17","37.83","8.26","13.79","37.44","0","2.44","0.00","0.00","82.29","14.44","17.78","44.82","11.89","7.37","61.72","1.11","0","100.00","9.33","100.00","21.17","22.15","48.87","8.4","8.39","50.02","0","0","-","0.00","100.00","3.73","91.72","0.954","16012"
"2013-12-28 - Flyers 4, Oilers 3","Edmonton Oilers","Limited ReportFull Report","45.316666666667","34.86","72.96","32.33","26.57","54.16","32.91","16.12","34.71","31.71","2.56","0","100.00","0.99","2.96","25.00","16.98","35.95","32.08","3.71","9.38","28.35","2.51","7.87","24.15","1.25","0","100.00","49.76","100.00","13.47","26.14","34.01","7.92","13.3","37.33","1.25","0","100.00","15.74","100.00","17.43","34.12","33.81","5.54","13.59","28.95","0","0","-","0.00","100.00","15.87","100.00","1.159","16839"
"2013-12-28 - Kings 2, Predators 3","Nashville Predators","Limited ReportFull Report","47.8","40.66","64.78","38.56","33.14","43.29","43.36","25.78","29.21","46.88","2.37","0","100.00","2.05","2.3","47.05","21.57","28.55","43.03","9.39","11.72","44.47","7.12","6.46","52.46","2.36","0","100.00","33.17","100.00","12.19","16.73","42.15","7.32","9.04","44.73","0","0","-","0.00","100.00","15.15","24.2","38.50","8.89","11.23","44.20","0","0","-","0.00","100.00","9.19","100.00","1.092","17113"
"2013-12-28 - Red Wings 4, Panthers 3","Florida Panthers","Limited ReportFull Report","40.766666666667","58.83","58.97","49.94","37.36","42.02","47.07","29.68","38.53","43.51","2.76","3.14","46.78","1.98","1.93","50.65","26.47","30.83","46.20","9.13","8.24","52.56","6.56","8.22","44.37","2.72","1.59","63.06","41.46","80.63","17.04","22.87","42.69","12.41","14.18","46.67","0","1.55","0.00","0.00","89.08","28.75","24.59","53.90","10.67","14.55","42.31","0","0","-","0.00","100.00","9.30","91.85","1.012","18932"
"2013-12-29 - Blues 3, Stars 2","Dallas Stars","Limited ReportFull Report","52.116666666667","57.74","45.07","56.16","35.65","32.78","52.10","22.9","21.79","51.25","1.06","1.24","46.19","1.93","1.82","51.43","28.57","25.95","52.41","8.43","11.17","43.00","5.31","6.14","46.39","0","0","-","0.00","100.00","19.92","14.95","57.13","5.44","9.75","35.82","0","1.2","0.00","0.00","87.73","25.85","15.42","62.64","11.05","5.84","65.44","1.02","0","100.00","9.26","100.00","4.64","94.31","0.990","15678"
"2013-12-29 - Canadiens 1, Panthers 4","Florida Panthers","Limited ReportFull Report","47.433333333333","56.43","36.99","60.40","42.88","30.33","58.57","27.52","19.43","58.62","2.44","1.28","65.64","1.83","1.33","57.88","22.63","12.61","64.22","7.43","3.79","66.23","3.77","3.74","50.20","1.25","0","100.00","33.21","100.00","15.44","8.66","64.06","8.87","6.34","58.32","1.2","1.34","47.26","13.52","78.89","30.67","22.24","57.97","15.15","9.18","62.28","0","0","-","0.00","100.00","8.88","93.42","1.023","19891"
"2013-12-29 - Canucks 2, Flames 0","Calgary Flames","Limited ReportFull Report","50.85","38.3","53.76","41.60","26.89","44.52","37.66","18.35","34.05","35.03","0","2.52","0.00","1.59","2.85","35.86","20.33","25.54","44.32","4.17","11.74","26.19","3.14","9.06","25.74","0","1.28","0.00","0.00","85.90","16","13.92","53.48","8.87","9.86","47.34","0","1.24","0.00","0.00","87.41","18.09","25.65","41.35","6.36","14.09","31.11","0","0","-","0.00","100.00","0.00","92.61","0.926","19289"
"2013-12-29 - Capitals 1, Sabres 2","Buffalo Sabres","Limited ReportFull Report","54","41.37","63.42","39.48","29.34","51.08","36.48","17.49","39.77","30.54","1.05","1.12","48.26","1.26","2.33","35.00","13.86","33.43","29.31","6.3","9.26","40.49","4.27","6.89","38.29","1.05","1.12","48.24","24.48","83.70","7.57","23.94","24.03","2.16","15.97","11.91","0","0","-","0.00","100.00","18.63","24.83","42.87","8.87","16.9","34.41","0","0","-","0.00","100.00","5.99","97.17","1.032","19070"
"2013-12-29 - Ducks 1, Sharks 3","San Jose Sharks","Limited ReportFull Report","53.083333333333","58.9","69.21","45.98","42.16","40.61","50.93","27.45","31.32","46.70","3.3","1.14","74.39","2.79","1.97","58.60","33.65","26.01","56.40","14.77","12.17","54.84","11.45","7.6","60.08","3.27","1.16","73.91","28.60","84.80","19.15","13.61","58.45","6.9","7.7","47.26","0","0","-","0.00","100.00","22.65","32.03","41.42","8.88","13.62","39.46","0","0","-","0.00","100.00","12.01","96.38","1.084","17562"
"2013-12-29 - Hurricanes 2, Maple Leafs 5","Toronto Maple Leafs","Limited ReportFull Report","51.183333333333","46.55","73.58","38.75","35.51","60.33","37.05","27.41","39.32","41.07","4.53","1.19","79.26","1.34","3.25","29.17","19.45","40.33","32.53","7.91","14.73","34.93","3.47","10.86","24.24","0","0","-","0.00","100.00","11.64","25.18","31.62","3.51","15.27","18.69","1.11","1.24","47.26","31.66","91.88","25.51","29.67","46.24","19.61","11.22","63.60","3.6","0","100.00","18.35","100.00","16.53","96.98","1.135","19452"
"2013-12-29 - Islanders 5, Wild 4","Minnesota Wild","Limited ReportFull Report","45.65","62.39","50.91","55.07","51.3","40.4","55.94","40.68","32.88","55.30","5.05","6.76","42.76","2.29","2.5","47.82","31.06","24.45","55.96","7.77","14.46","34.94","3.79","11.69","24.47","2.44","4.1","37.37","64.53","64.96","23.55","9.89","70.42","16.87","7.71","68.63","2.52","1.39","64.46","14.95","81.97","29.18","20.2","59.09","20.08","12.53","61.57","0","1.39","0.00","0.00","88.95","12.41","79.44","0.919","18851"
"2013-12-29 - Jets 2, Avalanche 1","Colorado Avalanche","Limited ReportFull Report","54","59.16","61.83","48.90","39.72","48.16","45.20","30.17","31.98","48.54","1.03","1.17","46.65","1.4","2.47","36.14","18.97","24.46","43.67","1.04","10.65","8.88","0","8.2","0.00","0","0","-","-","100.00","18.15","13.79","56.82","11.82","8","59.64","1.07","1.17","47.73","9.03","85.39","28.2","28.44","49.78","18.63","15.77","54.15","0","0","-","0.00","100.00","3.40","96.33","0.997","17733"
"2013-12-29 - Penguins 5, Blue Jackets 3","Columbus Blue Jackets","Limited ReportFull Report","45.233333333333","71.54","35.92","66.58","47.81","30.43","61.11","30.33","27.57","52.39","3.69","2.8","56.86","2.54","1.07","70.39","34.63","12.7","73.17","13.36","5.81","69.71","9.96","5.77","63.30","2.47","1.4","63.72","24.76","75.68","21.21","6.86","75.56","6.33","4.09","60.72","0","1.4","0.00","0.00","65.91","26.62","21.84","54.93","12.61","17.6","41.74","1.17","0","100.00","9.28","100.00","12.18","89.83","1.020","18871"
"2013-12-29 - Rangers 4, Lightning 3","Tampa Bay Lightning","Limited ReportFull Report","52.316666666667","59.78","45.92","56.55","46.71","34.57","57.47","37.74","30.73","55.12","2.17","1.21","64.20","2.46","1.46","62.80","34.01","17.46","66.07","18.39","7.52","70.97","13.35","6.18","68.35","2.15","1.21","63.86","16.07","80.36","15.26","10.09","60.20","12.76","8.59","59.75","0","0","-","0.00","100.00","25.23","25.86","49.38","10.65","13.56","43.99","0","0","-","0.00","100.00","5.76","96.06","1.018","19204"
"2013-12-30 - Capitals 1, Senators 3","Ottawa Senators","Limited ReportFull Report","46.883333333333","56.59","69.74","44.79","47.63","53.68","47.02","40","36.88","52.03","2.39","1.35","63.87","1.23","2.02","37.82","12.09","29.78","28.87","3.52","9.13","27.84","3.56","5.23","40.47","2.38","0","100.00","66.92","100.00","8.55","20.4","29.54","3.8","9.02","29.62","0","1.35","0.00","0.00","85.07","41.03","33.98","54.70","30.78","21.11","59.31","0","0","-","0.00","100.00","5.97","96.33","1.023","20193"
"2013-12-30 - Flyers 4, Canucks 3","Vancouver Canucks","Limited ReportFull Report","45.283333333333","57.26","49.17","53.80","45.73","34.01","57.35","36.92","28.36","56.56","3.72","2.74","57.61","2.47","1.9","56.59","30.03","31.82","48.56","14.81","12.45","54.32","12.38","8.13","60.36","2.46","1.34","64.80","19.91","83.54","15.13","19.3","43.95","6.38","10.9","36.91","0","1.39","0.00","0.00","87.22","21.88","13.67","61.54","12.95","9.4","57.95","1.25","0","100.00","9.68","100.00","10.09","90.34","1.004","18910"
"2013-12-30 - Kings 0, Blackhawks 1","Chicago Blackhawks","Limited ReportFull Report","49.633333333333","45.15","51.47","46.73","34.71","38.82","47.20","27.22","27.06","50.14","1.14","0","100.00","1.63","1.63","50.02","21.73","15.84","57.85","7.16","7.35","49.34","6.02","7.27","45.32","1.14","0","100.00","18.90","100.00","14.78","8.4","63.75","7.2","4.85","59.76","0","0","-","0.00","100.00","15.24","31.05","32.91","12.8","14.73","46.49","0","0","-","0.00","100.00","4.19","100.00","1.042","22161"
"2013-12-30 - Red Wings 4, Predators 6","Nashville Predators","Limited ReportFull Report","47.833333333333","51.58","59.66","46.37","42.91","41.77","50.67","32.4","24.9","56.55","6.09","3.81","61.48","2","2.61","43.35","27.76","24.74","52.87","13.77","7.48","64.81","12.66","7.38","63.18","2.48","2.57","49.18","19.62","65.21","14.04","16.91","45.37","9.94","8.7","53.34","2.37","0","100.00","23.85","100.00","18.88","23.99","44.03","8.27","8.85","48.32","1.19","1.17","50.39","14.35","86.79","18.79","84.68","1.035","17212"
"2013-12-31 - Blue Jackets 3, Avalanche 5","Colorado Avalanche","Limited ReportFull Report","50.333333333333","39.94","60.01","39.96","25.78","49.47","34.26","22.31","39.69","35.98","2.2","3.73","37.14","0.94","2.81","25.15","12.6","23.34","35.05","1.05","12.31","7.88","1.06","10.91","8.83","1.09","3.76","22.55","103.54","65.57","11.69","11.09","51.31","5.83","7.43","43.97","0","0","-","0.00","100.00","21.38","32.15","39.95","11.98","21.11","36.20","1.06","0","100.00","8.85","100.00","9.87","90.61","1.005","16177"
"2013-12-31 - Blues 2, Wild 1","Minnesota Wild","Limited ReportFull Report","50.666666666667","56.29","58.68","48.96","31.65","41.85","43.06","23.07","26.47","46.57","0","2.53","0.00","1.28","1.61","44.17","21.77","17.9","54.88","3.26","7.72","29.68","1.12","2.5","30.98","0","1.25","0.00","0.00","49.79","18.4","10.28","64.16","10.01","2.49","80.09","0","1.23","0.00","0.00","50.51","25.09","34.24","42.29","9.81","19.03","34.02","0","0","-","0.00","100.00","0.00","90.46","0.905","18919"
"2013-12-31 - Canadiens 4, Hurricanes 5","Carolina Hurricanes","Limited ReportFull Report","37.416666666667","73.34","43.71","62.66","46.44","32.95","58.49","27.68","25.8","51.76","2.99","3.38","47.01","3.08","1.95","61.20","32.77","13.84","70.31","14.49","8.75","62.34","10.15","7.01","59.15","1.47","3.41","30.12","14.50","51.29","17.91","5.17","77.61","4.38","5.06","46.40","1.52","0","100.00","34.71","100.00","29.64","21.2","58.30","11.56","10.42","52.60","0","0","-","0.00","100.00","10.82","86.91","0.977","16807"
"2013-12-31 - Flyers 4, Flames 1","Calgary Flames","Limited ReportFull Report","52.733333333333","54.11","41.19","56.78","33.45","33.35","50.07","21.13","23.32","47.53","1.05","3.63","22.46","1.65","1.19","58.04","25.66","21.11","54.87","6.13","1.27","82.83","6.17","1.27","82.96","1.04","1.23","45.90","16.94","2.82","19.21","19.96","49.05","6.39","13.32","32.40","0","1.2","0.00","0.00","91.02","24.64","14.94","62.26","7.56","6.07","55.47","0","1.2","0.00","0.00","80.24","4.97","84.44","0.894","19289"
"2013-12-31 - Islanders 5, Bruins 3","Boston Bruins","Limited ReportFull Report","44.8","58.71","56.17","51.10","44.34","35.89","55.27","35.17","27.63","56.00","2.59","1.41","64.65","2.97","1.5","66.40","33.22","15.31","68.45","12.39","4.42","73.71","11.23","2.9","79.46","2.59","0","100.00","23.04","100.00","20.93","10.78","66.01","14.3","6.9","67.45","0","0","-","0.00","100.00","19.58","35.27","35.70","8.05","12.2","39.76","0","1.41","0.00","0.00","88.43","7.36","94.88","1.022","17565"
"2013-12-31 - Kings 2, Stars 3","Dallas Stars","Limited ReportFull Report","46.35","50.11","54.28","48.00","36.56","37.83","49.15","27.28","21.05","56.45","1.28","1.31","49.36","1.68","2.24","42.91","19.31","19.88","49.28","6.37","8.08","44.10","3.84","6.71","36.36","0","1.34","0.00","0.00","80.03","13.16","11.72","52.90","6.39","5.35","54.42","0","0","-","0.00","100.00","23.83","25.92","47.90","15.98","7.87","67.00","1.37","0","100.00","8.60","100.00","4.69","93.76","0.985","15610"
"2013-12-31 - Oilers 3, Coyotes 4","Phoenix Coyotes","Limited ReportFull Report","55.483333333333","64.65","44.69","59.13","53.84","30.22","64.05","41.02","24.29","62.81","2.05","3.4","37.60","3.41","1.32","72.12","32.18","18.76","63.18","16.74","5.86","74.07","12.01","3.42","77.85","0","1.09","0.00","0.00","68.02","15.27","13.03","53.96","8.32","7.97","51.07","1.03","2.26","31.19","12.32","71.63","27.38","22.21","55.21","19.5","11.77","62.35","0.96","0","100.00","4.90","100.00","4.99","86.00","0.910","17416"
"2013-12-31 - Penguins 1, Devils 2","New Jersey Devils","Limited ReportFull Report","49.566666666667","55.72","41.4","57.37","42.56","31.5","57.47","32.54","22.15","59.50","2.34","1.23","65.57","1.8","1.47","55.07","20.62","18.04","53.34","6.05","2.43","71.37","4.9","2.4","67.14","0","0","-","0.00","100.00","14.79","15.3","49.15","10.83","8.46","56.14","2.29","0","100.00","21.11","100.00","32.17","20.38","61.22","15.71","11.15","58.48","0","1.13","0.00","0.00","89.89","7.19","94.46","1.016","16592"
"2013-12-31 - Rangers 2, Panthers 1","Florida Panthers","Limited ReportFull Report","45.95","40.89","41.41","49.69","32.91","28.51","53.58","23.67","23.34","50.35","1.23","1.32","48.26","1.79","1.59","52.96","15.39","18.68","45.18","5.13","6.63","43.61","5.19","6.55","44.18","1.23","1.32","48.24","23.70","79.87","10.39","11.93","46.55","5.14","8.03","39.04","0","0","-","0.00","100.00","22.71","17.79","56.08","12.18","7.47","61.99","0","0","-","0.00","100.00","5.21","94.34","0.995","16083"
"2013-12-31 - Sabres 0, Jets 3","Winnipeg Jets","Limited ReportFull Report","45.8","52.49","51.94","50.26","36.85","36.5","50.24","27.35","25.26","51.99","2.53","0","100.00","2.1","1.92","52.27","19.88","26.11","43.23","11.7","13.24","46.90","7.94","11.79","40.26","0","0","-","0.00","100.00","8.18","12.74","39.10","3.96","1.35","74.59","0","0","-","0.00","100.00","25.06","21.64","53.66","15.72","10.71","59.47","2.63","0","100.00","16.74","100.00","9.25","100.00","1.093","15004"
"2013-12-31 - Sharks 3, Ducks 6","Anaheim Ducks","Limited ReportFull Report","45.95","61.75","54.33","53.19","48.16","42.57","53.08","43.03","29.87","59.03","5.04","0","100.00","3.76","2.53","59.79","39.66","32.85","54.70","12.37","3.91","75.96","10.05","2.62","79.33","2.52","0","100.00","25.10","100.00","27.68","28.38","49.38","18.12","14.54","55.47","1.28","0","100.00","7.04","100.00","17.11","21.2","44.66","13.22","12.48","51.43","1.24","0","100.00","9.35","100.00","11.72","100.00","1.117","17424"
"2014-01-01 - Lightning 4, Canucks 2","Vancouver Canucks","Limited ReportFull Report","47.616666666667","57.75","69.06","45.54","47.56","49.17","49.16","28.51","39.59","41.86","2.35","3.96","37.26","2.26","2.54","47.10","30.37","46.86","39.33","11.52","6.86","62.67","8.12","2.75","74.67","2.34","1.33","63.72","28.86","51.57","18.7","39.79","31.97","9.65","24.82","28.00","0","2.64","0.00","0.00","89.35","23.81","18.54","56.22","7","12","36.83","0","0","-","0.00","100.00","8.25","89.99","0.982","18910"
"2014-01-01 - Maple Leafs 3, Red Wings 2","Detroit Red Wings","Limited ReportFull Report","47.65","51.77","38.83","57.14","43.46","32.49","57.22","33.86","24.6","57.92","2.35","2.6","47.45","2.05","1.12","64.68","21.63","11.81","64.67","10.53","2.68","79.69","9.45","2.65","78.08","2.34","0","100.00","24.76","100.00","11.09","9.04","55.08","3.7","5.15","41.83","0","1.33","0.00","0.00","74.12","26.41","22.02","54.53","19.32","14.15","57.73","0","1.33","0.00","0.00","90.62","6.94","89.42","0.964","105491"
"2014-01-02 - Blackhawks 2, Islanders 3","New York Islanders","Limited ReportFull Report","54.833333333333","57.45","64.71","47.03","42.86","48.74","46.79","33.06","40.26","45.09","2.11","1.11","65.64","2.64","3","46.81","27.87","27.85","50.02","15.85","14.71","51.87","14.94","12.32","54.80","2.11","1.11","65.66","14.14","91.03","12","13.09","47.82","7.56","10.01","43.00","0","0","-","0.00","100.00","19.07","24.38","43.88","9.25","16.84","35.46","0","0","-","0.00","100.00","6.40","97.25","1.036","13618"
