"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDSF/60","HDSA/60","HDSF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","MDCF/60","MDCA/60","MDCF%","MDSF/60","MDSA/60","MDSF%","MDGF/60","MDGA/60","MDGF%","MDSH%","MDSV%","LDCF/60","LDCA/60","LDCF%","LDSF/60","LDSA/60","LDSF%","LDGF/60","LDGA/60","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2013-10-03 - Lightning 1, Bruins 3","Boston Bruins","Limited ReportFull Report","48.15","60.9","45.89","57.03","39.97","35.27","53.12","25.86","28.19","47.85","1.18","1.26","48.26","2.21","2.13","51.00","18.71","23.67","44.15","7.41","10.04","42.48","3.79","8.68","30.40","0","1.26","0.00","0.00","85.50","11.46","13.41","46.06","3.73","6.31","37.16","1.18","0","100.00","31.66","100.00","35.55","20.61","63.31","18.93","13.12","59.06","0","0","-","0.00","100.00","4.55","95.53","1.001","17565"
"2013-10-03 - Panthers 4, Stars 2","Dallas Stars","Limited ReportFull Report","45.516666666667","64.42","55.82","53.57","41.58","46.34","47.29","31.69","37.96","45.50","1.22","4.12","22.82","2.13","3.27","39.47","33.57","26.21","56.15","3.63","18.05","16.74","2.42","17.88","11.90","1.21","2.73","30.74","50.09","84.75","30.22","8.33","78.40","17.87","6.8","72.43","0","0","-","0.00","100.00","21.54","21.59","49.94","11.47","10.81","51.49","0","1.39","0.00","0.00","87.15","3.84","89.15","0.930","16100"
"2013-10-03 - Predators 2, Blues 4","St Louis Blues","Limited ReportFull Report","45.65","51.02","54.17","48.50","41.79","41.79","50.00","30.61","30.7","49.93","2.59","2.65","49.45","1.78","2.25","44.21","25.78","29.35","46.77","6.63","11.68","36.20","4.02","10.24","28.20","2.57","1.34","65.65","63.87","86.88","19.72","17.29","53.28","10.75","7.72","58.19","0","1.34","0.00","0.00","82.59","22.85","22.52","50.37","16.03","11.55","58.13","0","0","-","0.00","100.00","8.48","91.36","0.998","18851"
"2013-10-03 - Rangers 1, Coyotes 4","Phoenix Coyotes","Limited ReportFull Report","46.2","51.82","44.04","54.06","33.25","27.27","54.94","23.74","16.13","59.55","2.45","0","100.00","1.8","1.24","59.12","20.87","21.86","48.84","7.45","6.51","53.35","4.91","3.86","55.99","2.45","0","100.00","49.76","100.00","13.67","15.05","47.61","7.89","7.7","50.62","0","0","-","0.00","100.00","23.55","19.26","55.00","9.44","4.72","66.64","0","0","-","0.00","100.00","10.32","100.00","1.103","17125"
"2013-10-04 - Flames 4, Blue Jackets 3","Columbus Blue Jackets","Limited ReportFull Report","46.866666666667","65.92","51.07","56.35","43.15","40.41","51.64","36.01","29.57","54.91","2.4","5.44","30.63","2.85","2.38","54.57","29.49","23.11","56.07","13.93","8.32","62.61","14.03","6.9","67.04","2.36","4.1","36.60","16.85","40.63","15.38","14.78","51.00","4.78","11.96","28.54","0","1.35","0.00","0.00","88.74","24.4","25.45","48.95","15.79","10.78","59.42","0","0","-","0.00","100.00","6.67","81.62","0.883","18151"
"2013-10-04 - Islanders 4, Devils 3","New Jersey Devils","Limited ReportFull Report","52","50.96","37.6","57.54","39.55","29.38","57.38","30.71","25.88","54.27","3.24","3.55","47.72","2.29","1.67","57.81","24.2","16.82","59.00","16.27","7.3","69.03","14.34","7.22","66.50","3.23","2.39","57.52","22.54","66.96","7.77","9.54","44.88","5.58","8.27","40.31","0","1.22","0.00","0.00","85.24","21.82","16.22","57.36","10.66","9.35","53.27","0","0","-","0.00","100.00","10.56","86.27","0.968","16624"
"2013-10-04 - Kings 3, Jets 5","Winnipeg Jets","Limited ReportFull Report","41.95","57.5","66.22","46.48","44.59","49.88","47.20","31.97","37.44","46.06","4.08","1.51","72.98","2.69","2.63","50.52","28.08","32.4","46.43","16.87","13.4","55.73","17.08","10.32","62.33","2.73","1.51","64.29","15.96","85.34","11.09","18.91","36.96","2.72","11.77","18.76","1.37","0","100.00","50.57","100.00","23.32","25.92","47.35","12.03","12.5","49.04","0","0","-","0.00","100.00","12.76","95.96","1.087","15004"
"2013-10-04 - Predators 1, Avalanche 3","Colorado Avalanche","Limited ReportFull Report","42.9","67.24","45.78","59.49","55.29","34.96","61.26","43.82","25.13","63.56","2.7","1.42","65.57","2.65","1.67","61.39","31.81","22.86","58.19","16.56","5.76","74.18","12.52","5.7","68.73","2.7","1.45","65.09","21.57","74.58","15.41","16.88","47.71","11.02","11.4","49.14","0","0","-","0.00","100.00","27.42","16.44","62.52","17.52","5.42","76.37","0","0","-","0.00","100.00","6.17","94.35","1.005","14494"
"2013-10-04 - Red Wings 3, Hurricanes 2","Carolina Hurricanes","Limited ReportFull Report","47.15","58.13","65.27","47.11","41.98","47.26","47.04","26.19","32.24","44.82","1.2","1.29","48.19","2.85","2.95","49.15","31.91","30.7","50.97","16.37","10.29","61.41","12.78","7.65","62.56","1.2","0","100.00","9.38","100.00","15.69","20.11","43.82","3.84","7.65","33.43","0","1.3","0.00","0.00","82.99","18.64","32.92","36.15","7.99","15.62","33.84","0","0","-","0.00","100.00","4.59","96.00","1.006","18680"
"2013-10-04 - Senators 1, Sabres 0","Buffalo Sabres","Limited ReportFull Report","46.716666666667","51.05","83.49","37.95","44.76","63.71","41.26","36.2","43.65","45.33","0","1.36","0.00","2.54","3.09","45.07","22","33.66","39.52","13.21","9.58","57.96","12.15","6.77","64.22","0","1.36","0.00","0.00","79.91","8.68","23.91","26.63","7.49","17.17","30.35","0","0","-","0.00","100.00","25.07","42.19","37.27","16.47","19.64","45.60","0","0","-","0.00","100.00","0.00","96.89","0.969","19070"
"2013-10-05 - Blue Jackets 3, Islanders 2","New York Islanders","Limited ReportFull Report","54.15","46.59","53.31","46.64","34.3","32.8","51.11","25.58","23.96","51.64","1.1","1.12","49.43","2.37","2.29","50.79","25.97","28.25","47.90","12.88","10.23","55.73","9.89","9.03","52.27","1.1","1.12","49.49","11.09","87.60","13.15","17.85","42.42","3.23","5.58","36.66","0","0","-","0.00","100.00","16.66","20.45","44.89","12.48","7.34","62.98","0","0","-","0.00","100.00","4.28","95.32","0.996","16170"
"2013-10-05 - Capitals 1, Stars 2","Dallas Stars","Limited ReportFull Report","51.683333333333","52.01","46.21","52.96","42.59","32.77","56.51","22.93","23.36","49.53","2.17","0","100.00","2.87","1.75","62.18","27.12","21.48","55.80","9.92","7.42","57.22","6.59","4.89","57.40","2.16","0","100.00","32.74","100.00","17.32","13.94","55.41","7.96","5.88","57.52","0","0","-","0.00","100.00","18.65","22.84","44.95","8.22","12.52","39.64","0","0","-","0.00","100.00","9.45","100.00","1.095","17200"
"2013-10-05 - Coyotes 1, Sharks 4","San Jose Sharks","Limited ReportFull Report","49.933333333333","75.89","39.14","65.97","60.07","26.75","69.19","45.48","21.2","68.20","1.13","1.21","48.44","3.53","0.99","78.05","40.34","10.37","79.55","14.68","2.41","85.90","12.37","1.19","91.22","1.13","0","100.00","9.15","100.00","26.23","7.64","77.44","15.17","5.73","72.59","0","0","-","0.00","100.00","28.42","24.68","53.53","15.11","13.63","52.57","0","1.13","0.00","0.00","91.72","2.49","94.31","0.968","17562"
"2013-10-05 - Ducks 4, Wild 3","Minnesota Wild","Limited ReportFull Report","49","55.22","34.65","61.44","39.46","29.16","57.50","27.64","22.35","55.29","1.13","2.61","30.22","3.21","1.29","71.35","32.62","16.03","67.05","16.24","9.51","63.07","10.93","8.11","57.42","1.12","1.32","45.90","10.28","83.66","15.88","6.64","70.51","10.04","5.14","66.13","0","1.29","0.00","0.00","74.95","18.93","13.11","59.09","6.65","5.18","56.21","0","0","-","0.00","100.00","4.09","88.31","0.924","18213"
"2013-10-05 - Flyers 1, Canadiens 4","Montreal Canadiens","Limited ReportFull Report","34.4","83.13","41.42","66.75","56.54","26.99","67.69","34.52","13.52","71.85","3.37","0","100.00","3.14","1.05","74.99","28.37","14.06","66.87","15.64","5.36","74.49","8.71","3.57","70.94","1.64","0","100.00","18.86","100.00","12.73","8.54","59.85","5.27","1.79","74.59","1.64","0","100.00","31.19","100.00","39.46","19.37","67.08","20.88","7.81","72.77","0","0","-","0.00","100.00","9.76","100.00","1.098","21273"
"2013-10-05 - Lightning 3, Blackhawks 2","Chicago Blackhawks","Limited ReportFull Report","49.35","59.64","39.97","59.87","48.05","20.01","70.60","35.76","13.98","71.89","1.15","1.23","48.19","3.38","1.12","75.09","33.78","13.45","71.53","15.41","5.09","75.18","11.87","1.28","90.25","1.14","0","100.00","9.65","100.00","18.49","8.2","69.28","9.74","4.77","67.12","0","1.24","0.00","0.00","73.94","19.83","22.08","47.32","12.74","7.76","62.14","0","0","-","0.00","100.00","3.21","91.18","0.944","21563"
"2013-10-05 - Oilers 2, Canucks 6","Vancouver Canucks","Limited ReportFull Report","37","62.35","42.02","59.74","41.34","29.17","58.63","34.67","16.67","67.52","3.13","0","100.00","2.35","1.44","62.05","37.61","17.48","68.27","14.23","3.45","80.46","11.34","1.71","86.90","1.61","0","100.00","14.15","100.00","23.8","13.57","63.68","11.4","4.63","71.14","1.54","0","100.00","13.48","100.00","20.3","24.94","44.87","10.07","9.92","50.36","0","0","-","0.00","100.00","9.04","100.00","1.090","18910"
"2013-10-05 - Panthers 0, Blues 7","St Louis Blues","Limited ReportFull Report","41","57.87","44.17","56.72","50.75","33.64","60.14","35.21","22.36","61.16","7.26","0","100.00","2.37","2.31","50.67","33.1","24.82","57.15","7.37","9.08","44.81","5.99","8.98","40.01","2.86","0","100.00","47.76","100.00","26.39","15.45","63.07","11.97","2.75","81.32","2.93","0","100.00","24.51","100.00","23.52","18.75","55.64","17.41","10.35","62.71","1.55","0","100.00","8.92","100.00","20.62","100.00","1.206","16264"
"2013-10-05 - Red Wings 1, Bruins 4","Boston Bruins","Limited ReportFull Report","49.95","57.18","47.31","54.72","47.38","35.43","57.21","36.03","26.29","57.82","2.32","1.21","65.64","2.14","1.41","60.22","26.76","18.79","58.75","9.65","4.78","66.86","7.31","4.72","60.75","1.19","1.21","49.49","16.26","74.31","17.41","13.64","56.07","9.71","9.46","50.66","0","0","-","0.00","100.00","25.61","25.71","49.90","16.63","9.76","63.03","1.14","0","100.00","6.83","100.00","6.44","95.38","1.018","17565"
"2013-10-05 - Sabres 1, Penguins 4","Pittsburgh Penguins","Limited ReportFull Report","51.95","68.08","33.78","66.83","49.91","19.44","71.96","34.06","17.33","66.28","2.23","1.16","65.80","3.4","0.84","80.24","36.68","15.57","70.20","19.69","4.56","81.20","15.22","4.49","77.20","2.23","1.18","65.39","14.65","73.73","17.08","10.7","61.48","7.16","5.54","56.37","0","0","-","0.00","100.00","26.07","14.68","63.98","11.3","6.22","64.52","0","0","-","0.00","100.00","6.55","93.31","0.999","18641"
"2013-10-05 - Senators 4, Maple Leafs 5","Toronto Maple Leafs","Limited ReportFull Report","48.966666666667","56.61","74.2","43.28","41.75","56.42","42.53","32.44","39.68","44.98","2.29","5.15","30.77","2.26","2","53.06","25.14","25.74","49.42","9.03","3.92","69.76","9.11","2.58","77.91","2.28","0","100.00","25.01","100.00","16.07","21.68","42.56","10.52","12.76","45.19","0","5.15","0.00","0.00","59.66","30.22","46.09","39.61","12.68","24.22","34.36","0","0","-","0.00","100.00","7.05","87.03","0.941","19552"
"2013-10-06 - Canucks 5, Flames 4","Calgary Flames","Limited ReportFull Report","50.2","55.64","63.05","46.88","40.58","45.43","47.18","31.2","30.41","50.64","3.41","4.95","40.83","2.41","3.03","44.38","30.74","36.05","46.03","13.61","17.6","43.61","10.21","14.83","40.77","1.13","3.77","23.00","11.02","74.59","17.05","18.55","47.90","9.18","4.94","65.02","2.27","1.26","64.26","24.78","74.39","22.08","19.3","53.36","11.69","7.3","61.55","0","0","-","0.00","100.00","10.94","83.74","0.947","19289"
"2013-10-06 - Ducks 3, Jets 2","Winnipeg Jets","Limited ReportFull Report","47.416666666667","43.11","60.69","41.53","27.54","48.27","36.33","18.85","35.47","34.70","1.19","2.56","31.81","1.44","3.32","30.28","20.74","35.22","37.06","8.36","15.86","34.52","4.87","14.35","25.33","0","2.56","0.00","0.00","82.19","12.44","19.27","39.23","6.21","14.19","30.45","1.2","0","100.00","19.31","100.00","18.19","21.01","46.40","7.72","7.24","51.60","0","0","-","0.00","100.00","6.33","92.78","0.991","15004"
"2013-10-06 - Flyers 1, Hurricanes 2","Carolina Hurricanes","Limited ReportFull Report","47.133333333333","63.09","44.81","58.47","48.7","33.94","58.93","37.24","21.37","63.54","2.4","1.29","65.11","2.04","1.46","58.30","19.99","16.74","54.42","10","5.19","65.84","6.34","2.6","70.89","0","0","-","0.00","100.00","10.05","11.41","46.85","3.74","9","29.36","1.21","1.35","47.26","32.25","85.04","39.09","24.48","61.49","26.38","8.46","75.72","1.2","0","100.00","4.57","100.00","6.45","93.97","1.004","16088"
"2013-10-07 - Devils 4, Oilers 5","Edmonton Oilers","Limited ReportFull Report","48.266666666667","39.56","50.96","43.70","26.91","37.51","41.78","16.86","24.7","40.57","3.5","2.62","57.24","1.78","2.07","46.18","24.33","26.59","47.78","6.72","4.32","60.90","4.59","1.47","75.70","1.17","0","100.00","25.51","100.00","17.4","22.51","43.60","6.76","12.07","35.91","1.28","2.52","33.68","18.90","79.15","11.14","22.66","32.95","4.51","11.04","29.00","1.11","0","100.00","24.50","100.00","20.78","89.40","1.102","16839"
"2013-10-07 - Rangers 3, Kings 1","Los Angeles Kings","Limited ReportFull Report","47.35","50.86","62.73","44.78","38.35","48.24","44.29","23.25","30","43.66","0","2.7","0.00","1.71","2.97","36.57","14.97","29.2","33.89","6.81","12.71","34.89","3.42","9.8","25.88","0","1.37","0.00","0.00","86.01","8.03","16.71","32.47","4.76","9.37","33.68","0","1.33","0.00","0.00","85.78","27.92","26.09","51.69","14.93","9.5","61.11","0","0","-","0.00","100.00","0.00","90.99","0.910","18118"
"2013-10-08 - Avalanche 2, Maple Leafs 1","Toronto Maple Leafs","Limited ReportFull Report","49.35","61.18","59.11","50.86","44.07","47.76","47.99","26.87","36.26","42.56","1.15","2.51","31.33","2.1","2.33","47.39","25.04","27.99","47.22","6.76","7.83","46.31","5.75","6.48","47.02","1.14","1.29","47.08","19.90","80.14","18.27","20.04","47.69","9.29","13.77","40.29","0","0","-","0.00","100.00","33.8","26.33","56.21","11.88","14.78","44.56","0","1.14","0.00","0.00","92.28","4.27","93.07","0.973","19388"
"2013-10-08 - Coyotes 1, Islanders 6","New York Islanders","Limited ReportFull Report","47.05","54.46","62.21","46.68","41.07","56.6","42.05","30","38.96","43.50","5","1.28","79.61","3","2.79","51.82","29.08","39.11","42.64","15.45","13.76","52.89","11.71","7.44","61.14","3.69","1.3","73.92","31.56","82.48","13.73","24.76","35.67","9.31","18.47","33.51","1.25","0","100.00","13.38","100.00","15.63","20.29","43.51","5.81","10.87","34.82","0","0","-","0.00","100.00","16.67","96.71","1.134","10288"
"2013-10-08 - Devils 2, Canucks 3","Vancouver Canucks","Limited ReportFull Report","54","49.09","37.27","56.84","36.6","34.92","51.17","28.37","25.56","52.61","2.08","2.37","46.78","1.6","1.75","47.82","18.84","19.99","48.52","6.17","12.01","33.96","5.19","8.4","38.20","0","2.38","0.00","0.00","71.67","12.69","8.05","61.20","7.46","8","48.25","1.07","0","100.00","14.31","100.00","29.06","17.44","62.49","14.55","9.3","61.00","0.98","0","100.00","6.75","100.00","7.34","90.73","0.981","18910"
"2013-10-08 - Hurricanes 2, Penguins 5","Pittsburgh Penguins","Limited ReportFull Report","48.016666666667","60.68","52.39","53.67","49.78","40.98","54.85","40.89","30.28","57.46","2.41","2.53","48.82","2.46","1.86","56.99","24.77","14.76","62.67","9.81","9.95","49.64","8.67","7.37","54.05","1.24","2.56","32.61","14.27","65.31","15.13","4.82","75.83","11.12","1.25","89.87","1.18","0","100.00","10.66","100.00","35.39","31.78","52.69","21.42","19.94","51.79","0","0","-","0.00","100.00","5.90","91.64","0.975","18451"
"2013-10-08 - Lightning 3, Sabres 2","Buffalo Sabres","Limited ReportFull Report","49.416666666667","39.23","56.5","40.98","29.63","43.12","40.72","19.03","33.32","36.36","0","1.23","0.00","1.53","2.43","38.67","19.77","23.93","45.24","6.89","16.66","29.24","3.45","12.72","21.31","0","0","-","0.00","100.00","12.97","7.39","63.68","5.93","1.25","82.60","0","0","-","0.00","100.00","17.88","30.33","37.10","9.69","19.26","33.47","0","1.14","0.00","0.00","94.08","0.00","96.31","0.963","18243"
"2013-10-08 - Panthers 1, Flyers 2","Philadelphia Flyers","Limited ReportFull Report","38.7","61.04","71.57","46.03","44","54.94","44.47","29.27","41.73","41.23","3","1.57","65.57","2.22","2.64","45.62","20.34","33.7","37.64","6.15","12.54","32.91","1.47","10.87","11.88","1.46","1.61","47.62","99.52","85.23","14.42","20.73","41.03","7.78","12.34","38.66","1.46","0","100.00","18.77","100.00","33.61","34.54","49.32","19.05","18.29","51.03","0","0","-","0.00","100.00","10.23","96.23","1.065","19589"
"2013-10-08 - Rangers 2, Sharks 9","San Jose Sharks","Limited ReportFull Report","52.633333333333","99.74","47.37","67.80","74.33","34.63","68.22","50.27","16.93","74.81","6.73","1.14","85.47","5.18","1.83","73.89","42.16","18.42","69.59","24.25","13.38","64.43","16.41","5.51","74.86","5.57","1.17","82.70","33.94","78.86","17.85","5.11","77.76","10.35","2.14","82.86","0","0","-","0.00","100.00","46.67","18.07","72.09","22.22","7.87","73.85","1.08","0","100.00","4.85","100.00","13.39","93.24","1.066","17562"
"2013-10-08 - Wild 2, Predators 3","Nashville Predators","Limited ReportFull Report","44.466666666667","35.74","57.1","38.49","30.96","45.19","40.66","21.14","33.39","38.76","0","0","-","1.25","1.88","39.84","12.37","17.32","41.66","4.08","6.81","37.43","4.13","3.97","51.00","0","0","-","0.00","100.00","8.43","10.33","44.92","4.11","8","33.95","0","0","-","0.00","100.00","21.77","28.76","43.08","11.77","18.31","39.13","0","0","-","0.00","100.00","0.00","100.00","1.000","17196"
"2013-10-09 - Blackhawks 2, Blues 3","St Louis Blues","Limited ReportFull Report","56.033333333333","46.8","51.86","47.44","38.42","37.57","50.56","32.33","27.52","54.02","2.02","0","100.00","1.7","1.69","50.25","21.45","17.96","54.43","6.01","7.98","42.93","6.08","6.77","47.30","1.01","0","100.00","16.59","100.00","15.57","9.97","60.97","11.47","6.61","63.44","1.02","0","100.00","8.85","100.00","22.99","27.41","45.62","14.78","13.03","53.16","0","0","-","0.00","100.00","6.25","100.00","1.062","16565"
"2013-10-09 - Canadiens 2, Flames 3","Calgary Flames","Limited ReportFull Report","50.1","52.39","58.63","47.19","36.68","47.08","43.79","28.98","32.18","47.38","2.31","1.21","65.57","2.03","2.76","42.42","18.29","27.17","40.23","7.07","14.31","33.06","7.16","10.6","40.30","2.31","1.24","65.09","32.31","88.30","11.47","12.75","47.34","4.88","4.87","50.07","0","0","-","0.00","100.00","29.92","28.91","50.86","17.39","14.08","55.25","0","0","-","0.00","100.00","7.98","96.23","1.042","19289"
"2013-10-09 - Senators 3, Kings 4","Los Angeles Kings","Limited ReportFull Report","47.133333333333","66.4","44.36","59.95","49.16","32.82","59.97","34.75","20.48","62.93","1.2","2.57","31.89","1.83","1.33","58.02","24.53","12.47","66.30","5.16","5.06","50.49","5.23","5","51.14","0","2.59","0.00","0.00","48.22","19.81","7.23","73.26","9","4.95","64.50","0","0","-","0.00","100.00","32.98","27.18","54.82","16.9","9.13","64.92","1.2","0","100.00","7.13","100.00","3.46","87.47","0.909","18118"
"2013-10-10 - Avalanche 2, Bruins 0","Boston Bruins","Limited ReportFull Report","44.166666666667","61.31","55.52","52.48","50.9","34.83","59.37","31.26","25.93","54.66","0","0","-","1.97","1.75","52.99","34.5","32.41","51.56","9.74","13.45","42.00","8.59","8.91","49.08","0","0","-","0.00","100.00","24.41","19.18","56.00","11.47","5.71","66.77","0","0","-","0.00","100.00","22.04","20.28","52.08","8.55","11.37","42.90","0","0","-","0.00","100.00","0.00","100.00","1.000","17565"
"2013-10-10 - Blue Jackets 4, Sabres 1","Buffalo Sabres","Limited ReportFull Report","49.716666666667","47.53","52.66","47.44","34.43","44.05","43.87","27.5","34.52","44.34","1.11","5.11","17.90","1.8","2.25","44.55","20.09","29.51","40.50","8.49","7.86","51.95","6.55","7.8","45.65","1.11","5.15","17.69","16.92","33.91","11.34","21.9","34.12","5.37","13.26","28.81","0","0","-","0.00","100.00","23.65","21.76","52.08","15.24","12.1","55.75","0","0","-","0.00","100.00","4.05","85.18","0.892","18210"
"2013-10-10 - Canadiens 4, Oilers 1","Edmonton Oilers","Limited ReportFull Report","45.616666666667","56.23","62.83","47.23","38.58","37.18","50.93","30.08","28.57","51.28","0","2.81","0.00","1.74","2.08","45.63","27.78","38.29","42.05","7.04","15.67","30.98","7.07","12.63","35.91","0","1.39","0.00","0.00","88.98","20.63","22.91","47.39","7.64","6.84","52.76","0","1.37","0.00","0.00","80.03","27.38","24.56","52.72","15.35","9.21","62.49","0","0","-","0.00","100.00","0.00","90.18","0.902","16839"
"2013-10-10 - Coyotes 4, Red Wings 2","Detroit Red Wings","Limited ReportFull Report","50.883333333333","44","61.37","41.75","34.43","57.4","37.49","27.74","42.21","39.66","2.2","3.68","37.41","1.41","2.42","36.78","19.86","29.95","39.87","6.43","8.71","42.48","6.48","7.38","46.77","1.08","1.19","47.61","16.70","83.86","13.43","21.23","38.76","5.66","16.02","26.09","0","1.24","0.00","0.00","92.26","22.98","26.5","46.44","15.46","17.52","46.87","1.12","1.24","47.31","7.22","92.91","7.94","91.27","0.992","20066"
