"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDSF/60","HDSA/60","HDSF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","MDCF/60","MDCA/60","MDCF%","MDSF/60","MDSA/60","MDSF%","MDGF/60","MDGA/60","MDGF%","MDSH%","MDSV%","LDCF/60","LDCA/60","LDCF%","LDSF/60","LDSA/60","LDSF%","LDGF/60","LDGA/60","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2018-03-15 - Red Wings 1, Kings 4","Los Angeles Kings","Limited ReportFull Report","48.916666666667","43.75","48.44","47.46","29.56","32.22","47.85","19.77","21.47","47.94","3.53","0","100.00","1.58","1.56","50.25","18.29","16","53.34","7.26","6.23","53.84","3.71","3.72","49.91","1.21","0","100.00","32.71","100.00","11.16","9.63","53.68","4.83","7.33","39.70","0","0","-","0.00","100.00","23.84","27.98","46.01","10.12","9.17","52.46","2.32","0","100.00","22.93","100.00","17.84","100.00","1.178","18230"
"2018-03-16 - Islanders 3, Capitals 6","Washington Capitals","Limited ReportFull Report","38.266666666667","64.82","59.25","52.25","55.8","37.43","59.85","34.33","19.54","63.73","3.11","0","100.00","4.04","2.62","60.63","38.17","29.35","56.53","23.6","12.54","65.30","15.87","7.72","67.28","3.08","0","100.00","19.44","100.00","14.5","16.56","46.69","6.27","3.19","66.32","0","0","-","0.00","100.00","22.02","27.8","44.20","10.51","8.58","55.07","0","0","-","0.00","100.00","9.06","100.00","1.091","18506"
"2018-03-16 - Predators 4, Avalanche 2","Colorado Avalanche","Limited ReportFull Report","44.95","53.04","47.55","52.73","46.91","31.86","59.55","36.93","24.8","59.83","2.49","4.17","37.41","2.88","2.12","57.55","26.58","20.94","55.94","14.85","8.42","63.81","12.55","8.35","60.06","1.26","1.35","48.24","10.01","83.85","11.64","12.5","48.23","7.76","5.42","58.85","0","2.81","0.00","0.00","48.22","23.74","19.81","54.51","13.9","8.47","62.13","1.19","0","100.00","8.54","100.00","6.75","83.18","0.899","17273"
"2018-03-16 - Red Wings 2, Ducks 4","Anaheim Ducks","Limited ReportFull Report","44.483333333333","55.11","50.18","52.34","50.4","41.85","54.63","40.92","26.18","60.98","5.15","2.73","65.38","3.56","3.53","50.19","34.5","32.29","51.65","18.11","13.49","57.32","15.67","11.99","56.66","5.14","2.73","65.37","32.83","77.27","16.4","18.48","47.02","12.04","6.83","63.80","0","0","-","0.00","100.00","13.93","12.7","52.29","11.48","3.71","75.58","0","0","-","0.00","100.00","12.59","89.58","1.022","17243"
"2018-03-16 - Sharks 7, Flames 4","Calgary Flames","Limited ReportFull Report","51.7","58.01","71.17","44.90","50.16","45.49","52.44","28.43","31.3","47.59","3.26","7.27","30.99","1.73","2.8","38.27","20.86","33.08","38.68","9.12","16.67","35.37","4.25","13.95","23.36","1.07","4.9","17.86","25.05","64.89","11.58","16.58","41.11","7.66","3.66","67.65","2.2","0","100.00","28.74","100.00","33.33","30.66","52.09","15.33","11.52","57.10","0","2.31","0.00","0.00","79.93","11.48","76.79","0.883","19196"
"2018-03-16 - Stars 2, Senators 3","Ottawa Senators","Limited ReportFull Report","51.916666666667","41.91","57.49","42.16","31.2","41.33","43.02","22.84","26.52","46.28","1.09","1.17","48.26","1.44","2.26","38.85","14.87","33.32","30.86","8.46","11.12","43.22","6.42","6.01","51.64","1.09","1.17","48.24","16.94","80.59","6.21","22.32","21.77","5.41","7.25","42.75","0","0","-","0.00","100.00","18.4","17.05","51.90","8.81","10.84","44.84","0","0","-","0.00","100.00","4.77","95.59","1.004","15842"
"2018-03-16 - Wild 4, Golden Knights 2","Vegas Golden Knights","Limited ReportFull Report","45.633333333333","57.96","66.65","46.52","44.88","46.73","48.99","21.81","33.51","39.42","1.21","4.18","22.38","1.79","2.95","37.75","21.95","29.31","42.82","5.86","19.1","23.48","3.56","14.63","19.57","1.19","4.22","22.04","33.53","71.13","15.81","10.51","60.07","2.31","4.23","35.38","0","0","-","0.00","100.00","31.69","31.16","50.43","14.43","12.07","54.44","0","0","-","0.00","100.00","5.53","87.52","0.930","18295"
"2018-03-17 - Blackhawks 3, Sabres 5","Buffalo Sabres","Limited ReportFull Report","48.783333333333","60.29","69.03","46.62","42.86","58.42","42.32","28.61","40.8","41.22","3.46","2.54","57.61","2.51","3.54","41.48","20.99","29.2","41.82","13.81","14.1","49.47","8.15","11.36","41.77","3.45","2.54","57.52","42.28","77.60","6.99","15.05","31.71","3.48","6.29","35.59","0","0","-","0.00","100.00","30.78","35.32","46.57","14.78","22.91","39.21","0","0","-","0.00","100.00","12.09","93.77","1.059","19070"
"2018-03-17 - Bruins 3, Lightning 0","Tampa Bay Lightning","Limited ReportFull Report","49.566666666667","50","49.8","50.10","38.53","40.93","48.49","19.74","28.51","40.91","0","1.28","0.00","1.22","1.97","38.17","17.76","25.82","40.76","4.05","9.46","30.01","1.97","8.16","19.47","0","1.28","0.00","0.00","84.30","13.45","16.73","44.57","6.5","9.26","41.25","0","0","-","0.00","100.00","25.23","22.2","53.19","9.04","9.8","47.97","0","0","-","0.00","100.00","0.00","95.51","0.955","19092"
"2018-03-17 - Canadiens 0, Maple Leafs 4","Toronto Maple Leafs","Limited ReportFull Report","51.916666666667","91.16","61.55","59.69","71.66","40.94","63.64","48.51","33.11","59.43","2.29","0","100.00","3.54","2.7","56.70","40","26.39","60.25","19.7","12.91","60.41","12.96","10.42","55.43","2.27","0","100.00","17.54","100.00","20.5","13.38","60.50","8.19","6.81","54.59","0","0","-","0.00","100.00","42.57","31.39","57.56","24.2","13.5","64.20","0","0","-","0.00","100.00","4.73","100.00","1.047","19364"
"2018-03-17 - Devils 3, Kings 0","Los Angeles Kings","Limited ReportFull Report","41.1","66.23","64.97","50.48","50.31","49.31","50.50","27.16","31.14","46.59","0","3.1","0.00","2.19","2.74","44.43","28.4","29.76","48.83","6.39","16.69","27.70","2.56","9.88","20.59","0","0","-","0.00","100.00","21.72","13.31","62.01","7.94","7.94","50.02","0","2.94","0.00","0.00","63.01","31.89","24.85","56.20","15.28","10.21","59.94","0","0","-","0.00","100.00","0.00","90.04","0.900","18230"
"2018-03-17 - Flyers 4, Hurricanes 2","Carolina Hurricanes","Limited ReportFull Report","49.716666666667","66.96","54.64","55.07","41.17","39.49","51.04","25.62","28.71","47.15","2.28","3.72","38.00","2.55","2.33","52.28","30.84","23.47","56.79","10.6","14.96","41.47","6.01","9.87","37.85","1.14","3.72","23.42","18.90","62.35","20.48","8.53","70.60","10.71","3.69","74.35","1.14","0","100.00","10.69","100.00","29.25","27.93","51.16","8.77","13.7","39.03","0","0","-","0.00","100.00","8.89","87.06","0.959","14805"
"2018-03-17 - Oilers 4, Panthers 2","Florida Panthers","Limited ReportFull Report","43.233333333333","53.91","75.96","41.51","49.8","54.52","47.74","39.2","41.84","48.37","2.62","2.87","47.71","2.96","3.74","44.14","20.1","35.27","36.30","9.25","11.71","44.14","5.43","7.48","42.05","0","1.47","0.00","0.00","80.36","10.88","23.69","31.47","8.12","17.41","31.82","1.32","1.47","47.26","16.19","91.56","28.11","36.56","43.47","21.66","15.47","58.34","1.31","0","100.00","6.06","100.00","6.68","93.14","0.998","14192"
"2018-03-17 - Rangers 3, Blues 4","St Louis Blues","Limited ReportFull Report","50.75","61.11","44.06","58.11","48.14","26.29","64.68","33.47","20.22","62.34","2.23","2.39","48.26","1.77","1.07","62.35","15.87","14.76","51.82","4.42","6.21","41.58","3.36","4.91","40.61","0","2.39","0.00","0.00","51.32","11.52","8.52","57.48","8.05","3.67","68.69","2.24","0","100.00","27.85","100.00","38.2","19.73","65.94","21.2","9.16","69.83","0","0","-","0.00","100.00","6.67","88.17","0.948","18975"
"2018-03-17 - Senators 1, Blue Jackets 2","Columbus Blue Jackets","Limited ReportFull Report","53.25","67.87","41.73","61.93","49.76","28.54","63.55","35.39","24.92","58.68","1.04","1.19","46.65","3.67","1.96","65.23","37.81","22.15","63.06","18.07","13.18","57.83","12.87","11.8","52.16","1.03","1.19","46.44","8.04","89.89","19.75","9","68.70","6.55","3.45","65.50","0","0","-","0.00","100.00","26","12.08","68.28","13.64","5.2","72.40","0","0","-","0.00","100.00","2.94","95.22","0.982","17612"
"2018-03-17 - Sharks 5, Canucks 3","Vancouver Canucks","Limited ReportFull Report","47.3","64.79","57.66","52.91","41.36","46.76","46.94","27.38","33.26","45.15","0","4.05","0.00","1.58","2.38","39.95","22.15","27","45.07","6.93","14.99","31.62","5.78","12.2","32.13","0","2.69","0.00","0.00","77.99","15.09","12.13","55.44","4.73","5.27","47.30","0","0","-","0.00","100.00","34.47","27.97","55.20","13.25","13.15","50.20","0","1.41","0.00","0.00","89.28","0.00","87.84","0.878","18332"
"2018-03-17 - Wild 3, Coyotes 1","Arizona Coyotes","Limited ReportFull Report","47.6","72.99","47.48","60.59","53.13","36.76","59.10","34.39","26.16","56.80","1.16","1.33","46.65","2.61","2.43","51.83","25.89","23.86","52.04","13.88","12.08","53.45","9.32","5.31","63.67","1.16","0","100.00","12.42","100.00","11.85","11.84","50.03","4.84","5.19","48.29","0","1.33","0.00","0.00","74.43","36.44","18.39","66.46","16.41","12.89","56.01","0","0","-","0.00","100.00","3.39","94.91","0.983","13735"
"2018-03-18 - Blues 5, Blackhawks 4","Chicago Blackhawks","Limited ReportFull Report","54.116666666667","50.03","55.58","47.37","37.53","35.28","51.55","29.86","28.58","51.10","3.19","1.12","73.98","1.92","1.66","53.60","27.96","24.77","53.02","7.39","2.29","76.33","5.38","2.27","70.36","2.14","1.12","65.66","39.78","50.61","20.79","22.11","48.46","13.04","7.9","62.28","1.05","0","100.00","8.06","100.00","18.1","29.18","38.29","11.44","17.98","38.87","0","0","-","0.00","100.00","10.68","96.08","1.068","21687"
"2018-03-18 - Capitals 3, Flyers 6","Philadelphia Flyers","Limited ReportFull Report","47.083333333333","67.4","51.59","56.64","49.96","40.19","55.42","31.68","25.65","55.26","4.97","3.85","56.38","2.44","2.1","53.68","26.72","24.12","52.55","11.15","10.42","51.70","6.47","6.42","50.18","1.26","2.59","32.75","19.49","59.69","15.7","13.44","53.88","6.32","10.04","38.64","2.45","1.27","65.86","38.79","87.34","32.15","21.03","60.45","17.78","8.02","68.92","1.36","0","100.00","7.66","100.00","15.70","85.00","1.007","19687"
"2018-03-18 - Devils 2, Ducks 4","Anaheim Ducks","Limited ReportFull Report","49.7","76.94","29.9","72.01","60.46","21.45","73.81","41.42","15.85","72.32","3.53","1.22","74.22","2.82","1.31","68.33","32.97","18.74","63.76","15.55","8.39","64.96","14.5","5.92","71.00","3.53","1.25","73.83","24.32","78.89","17.73","10.11","63.69","7.33","4.71","60.90","0","0","-","0.00","100.00","33.96","9.87","77.48","13.27","4.26","75.71","0","0","-","0.00","100.00","8.51","92.28","1.008","16401"
"2018-03-18 - Flames 0, Golden Knights 4","Vegas Golden Knights","Limited ReportFull Report","49.483333333333","51.46","62.79","45.04","43.22","51.05","45.85","33.18","36.74","47.45","2.39","0","100.00","1.85","2.05","47.49","22.02","27.65","44.33","9.62","8.44","53.27","7.46","1.15","86.61","1.2","0","100.00","16.09","100.00","12.51","18.93","39.80","7.39","14.47","33.82","0","0","-","0.00","100.00","22.22","28.29","44.00","15.95","17.4","47.82","1.3","0","100.00","8.12","100.00","7.21","100.00","1.072","18075"
"2018-03-18 - Hurricanes 4, Islanders 3","New York Islanders","Limited ReportFull Report","47.9","45.57","66.44","40.68","33.8","49.36","40.65","23.96","40.95","36.92","1.19","5.32","18.30","1.56","2.41","39.22","22.41","27.47","44.93","7.72","11.05","41.13","6.65","9.61","40.89","1.16","1.33","46.75","17.51","86.20","14.46","16.67","46.45","10.39","5.4","65.80","0","1.3","0.00","0.00","75.90","20.16","37.32","35.07","5.85","26.29","18.19","0","2.64","0.00","0.00","89.96","4.97","87.01","0.920","10688"
"2018-03-18 - Oilers 1, Lightning 3","Tampa Bay Lightning","Limited ReportFull Report","43.166666666667","82.96","43.66","65.52","65.89","34.52","65.62","46.7","18.5","71.63","2.66","1.47","64.42","3.65","1.11","76.64","51.15","11.68","81.41","21.11","4.66","81.92","11.85","3.1","79.29","1.38","0","100.00","11.61","100.00","30.07","6.98","81.15","17.85","2.79","86.49","0","0","-","0.00","100.00","29.5","31.83","48.10","15.22","12.54","54.82","1.24","1.46","45.77","8.12","88.32","5.69","92.06","0.978","19092"
"2018-03-18 - Red Wings 1, Avalanche 5","Colorado Avalanche","Limited ReportFull Report","49.9","58.37","56.13","50.97","41.92","40.49","50.87","31.54","31.45","50.06","4.69","1.21","79.54","2","2.18","47.82","29.8","29.24","50.47","13.36","9.68","57.97","11.05","4.78","69.79","4.64","0","100.00","42.02","100.00","16.69","19.02","46.74","7.31","10.49","41.05","0","1.2","0.00","0.00","88.57","23.5","23.71","49.78","11.8","14.78","44.40","0","0","-","0.00","100.00","14.88","96.16","1.110","18032"
"2018-03-18 - Stars 2, Jets 4","Winnipeg Jets","Limited ReportFull Report","46.75","61.8","48.34","56.11","42.98","35.44","54.81","23.39","21.45","52.16","2.48","1.3","65.64","2.57","2.2","53.83","29.3","20.87","58.40","10.02","10.68","48.40","3.72","6.58","36.13","0","1.3","0.00","0.00","80.30","19.54","10.12","65.89","5.12","5.14","49.89","1.21","0","100.00","23.62","100.00","25.27","25.4","49.87","10.78","9.64","52.79","1.21","0","100.00","11.27","100.00","10.60","93.95","1.046","15321"
"2018-03-19 - Blue Jackets 5, Bruins 4","Boston Bruins","Limited ReportFull Report","48.05","57.25","35.7","61.59","44.8","22.82","66.26","28.06","21.47","56.65","3.49","5.17","40.28","2.26","1.06","68.08","28.56","17.07","62.59","14.12","7.86","64.25","10.8","6.4","62.79","2.32","3.88","37.46","21.51","39.42","14.4","9.28","60.81","8.47","6.5","56.59","0","1.31","0.00","0.00","79.78","22.31","12.55","63.99","8.63","6.1","58.59","1.11","0","100.00","12.86","100.00","12.42","75.93","0.884","17565"
"2018-03-19 - Flames 2, Coyotes 5","Arizona Coyotes","Limited ReportFull Report","49.35","64.63","79.23","44.92","41.03","64.6","38.84","28.2","43.21","39.49","3.42","2.51","57.61","2.57","3.08","45.52","27.56","34.23","44.60","14.65","16.61","46.86","12.51","10.02","55.51","1.12","1.29","46.44","8.92","87.16","12.81","17.64","42.07","3.54","12.48","22.12","2.31","0","100.00","65.06","100.00","27.3","37.83","41.91","9.6","18.16","34.58","0","1.14","0.00","0.00","93.72","12.12","94.18","1.063","13288"
"2018-03-19 - Kings 4, Wild 3","Minnesota Wild","Limited ReportFull Report","52.816666666667","54.27","54.16","50.05","37.38","34.72","51.84","25.77","27.34","48.53","3.2","1.2","72.74","1.28","1.32","49.17","16.98","16.86","50.18","5.18","6.05","46.11","4.23","4.79","46.91","1.07","1.2","47.08","25.28","74.89","11.81","10.84","52.13","4.32","4.75","47.60","1.17","0","100.00","27.05","100.00","29.61","26.6","52.68","16.04","14.32","52.83","1.01","0","100.00","6.30","100.00","12.42","95.61","1.080","19081"
"2018-03-19 - Panthers 2, Canadiens 0","Montreal Canadiens","Limited ReportFull Report","43.45","38.14","93.09","29.06","26.72","67.7","28.30","16.83","48.13","25.90","0","2.95","0.00","0.79","3.01","20.70","10.24","36.21","22.06","2.58","9.11","22.08","1.31","5.99","17.91","0","1.46","0.00","0.00","75.58","7.61","27.41","21.72","1.28","19.17","6.27","0","0","-","0.00","100.00","21.52","45.91","31.91","11.63","23.09","33.51","0","1.53","0.00","0.00","93.36","0.00","93.88","0.939","21302"
"2018-03-19 - Predators 4, Sabres 0","Buffalo Sabres","Limited ReportFull Report","55.6","57.15","67.89","45.71","42.88","53.48","44.50","32.41","37.06","46.65","0","4.6","0.00","1.87","3.01","38.36","22.7","28.12","44.67","9.69","14.27","40.44","5.98","13.08","31.37","0","3.47","0.00","0.00","73.50","12.92","13.93","48.13","7.19","4.59","61.05","0","0","-","0.00","100.00","27.94","38.53","42.04","18.23","19.52","48.29","0","1.21","0.00","0.00","93.82","0.00","87.58","0.876","17507"
"2018-03-20 - Avalanche 5, Blackhawks 1","Chicago Blackhawks","Limited ReportFull Report","49.266666666667","80.17","66.77","54.56","44.94","49.43","47.62","39.51","39.53","49.99","0","2.61","0.00","2.67","3.25","45.12","37.02","30.19","55.08","13.15","14.65","47.31","12.17","11.9","50.56","0","1.33","0.00","0.00","88.82","23.73","15.77","60.07","7.01","6.4","52.29","0","0","-","0.00","100.00","35.32","34.07","50.90","18.92","18.98","49.93","0","1.28","0.00","0.00","93.24","0.00","93.41","0.934","21633"
"2018-03-20 - Blue Jackets 5, Rangers 3","New York Rangers","Limited ReportFull Report","49.35","53.02","69.82","43.16","33.39","57.45","36.75","26.96","33.91","44.29","0","3.9","0.00","1.38","3.51","28.26","29.81","39.81","42.82","6.49","18.92","25.53","6.52","10.71","37.84","0","1.32","0.00","0.00","87.71","23.1","21.14","52.21","6.85","9.07","43.02","0","2.54","0.00","0.00","71.96","14.4","25.92","35.72","10.03","12.92","43.71","0","0","-","0.00","100.00","0.00","88.49","0.885","17194"
"2018-03-20 - Canucks 1, Golden Knights 4","Vegas Golden Knights","Limited ReportFull Report","52.8","63.5","63.96","49.82","47.74","47.68","50.03","28.02","29.12","49.03","4.45","1.14","79.58","2.38","2.02","54.06","27.02","31.29","46.34","8.09","12.1","40.06","5.82","8.67","40.14","3.33","0","100.00","57.29","100.00","19.38","18.77","50.79","8.26","4.27","65.92","1.08","0","100.00","13.05","100.00","33.12","29.96","52.50","12.9","15.66","45.17","0","1.07","0.00","0.00","93.18","15.87","96.08","1.120","18214"
"2018-03-20 - Devils 2, Sharks 6","San Jose Sharks","Limited ReportFull Report","51.833333333333","72.37","54.61","56.99","45.5","39.79","53.35","27.02","22.67","54.38","4.53","2.33","66.00","2.53","1.95","56.53","34.65","24.45","58.63","11.86","10.2","53.75","7.19","6.75","51.57","1.15","1.18","49.19","15.93","82.48","23.22","13.96","62.45","7.06","2.29","75.51","1.1","1.22","47.26","15.55","46.49","31.39","28.03","52.83","13.07","12.18","51.76","2.46","0","100.00","18.86","100.00","16.76","89.71","1.065","17209"
"2018-03-20 - Flyers 4, Red Wings 5","Detroit Red Wings","Limited ReportFull Report","52.3","48.24","64.35","42.85","35.44","41.81","45.87","25.19","29.07","46.43","3.3","2.32","58.67","1.92","2.1","47.68","23.68","24.5","49.15","9.94","10.75","48.04","6.66","5.79","53.47","1.14","1.16","49.49","17.06","79.99","13.93","13.6","50.59","6.84","5.71","54.49","1.09","1.17","48.10","15.90","79.46","19.33","30.14","39.07","9.39","12.85","42.22","1.09","0","100.00","11.57","100.00","13.09","92.00","1.051","19515"
"2018-03-20 - Kings 1, Jets 2","Winnipeg Jets","Limited ReportFull Report","48","67.25","31.22","68.30","46.85","24.76","65.42","36.21","19.52","64.97","1.15","1.32","46.65","1.61","0.49","76.79","22.46","5.31","80.87","8.11","1.33","85.90","3.47","1.32","72.50","1.15","1.32","46.44","33.04","-0.43","14.38","3.98","78.31","9.71","1.34","87.88","0","0","-","0.00","100.00","32.73","18.13","64.35","20.74","14.16","59.43","0","0","-","0.00","100.00","3.19","93.23","0.964","15321"
"2018-03-20 - Maple Leafs 3, Lightning 4","Tampa Bay Lightning","Limited ReportFull Report","47.533333333333","41.21","52.99","43.74","34.62","38.01","47.67","27.6","26.72","50.81","4.72","1.32","78.08","2.28","1.9","54.49","25.13","34.14","42.40","13.7","6.89","66.54","12.59","5.52","69.53","0","0","-","0.00","100.00","11.18","27.45","28.95","8.04","12.05","40.00","3.71","1.23","75.12","46.10","89.82","12.59","16.19","43.75","5.83","7.74","42.95","1.12","0","100.00","19.27","100.00","17.09","95.05","1.121","19092"
"2018-03-20 - Oilers 7, Hurricanes 3","Carolina Hurricanes","Limited ReportFull Report","55.3","41.59","52.59","44.16","35.95","44.56","44.65","26.69","34.74","43.45","2.06","8.06","20.32","2.1","4.31","32.75","18.88","30.14","38.52","11.24","18.12","38.29","3.79","14.51","20.73","1.02","5.8","14.97","26.92","60.02","7.36","12.33","37.38","7.82","7.09","52.44","1.12","1.14","49.42","14.27","83.90","17.41","18.33","48.71","12.15","12.07","50.16","0","1.21","0.00","0.00","89.96","7.70","76.80","0.845","10554"
"2018-03-20 - Panthers 7, Senators 2","Ottawa Senators","Limited ReportFull Report","53.966666666667","59.42","81.33","42.22","42.21","55.06","43.39","28.93","47.44","37.88","2.05","8.29","19.81","1.47","2.95","33.27","22.12","40.24","35.47","9.38","10.18","47.96","4.61","7.64","37.64","0","2.37","0.00","0.00","69.01","12.47","30.52","29.01","5.98","14.58","29.08","0","4.56","0.00","0.00","68.70","29.96","29.11","50.72","14.98","20.18","42.59","1.97","1.24","61.31","13.15","93.84","7.08","82.53","0.896","14434"
"2018-03-20 - Penguins 1, Islanders 4","New York Islanders","Limited ReportFull Report","49.116666666667","56.21","63.22","47.06","42.43","50.66","45.58","34.62","39.16","46.93","2.36","1.24","65.57","3.15","3.51","47.32","33.84","44.1","43.42","20.8","21.78","48.85","17.32","14.32","54.75","0","1.27","0.00","0.00","91.16","13.01","22.05","37.11","4.94","13.23","27.20","1.15","0","100.00","23.28","100.00","19.52","20.04","49.33","12.02","11.97","50.11","1.16","0","100.00","9.61","100.00","6.82","96.84","1.037","10442"
"2018-03-20 - Stars 3, Capitals 4","Washington Capitals","Limited ReportFull Report","46.85","48.18","54.63","46.87","37.62","32.53","53.63","30.11","23.3","56.38","2.39","2.59","48.00","1.85","2.36","44.00","19.69","26.38","42.73","7.13","13.32","34.86","5.99","7.94","42.99","1.18","2.59","31.24","19.64","67.41","12.63","13.06","49.17","6.2","6.52","48.73","0","0","-","0.00","100.00","25.69","24.8","50.89","18.15","6.38","74.00","1.21","0","100.00","6.68","100.00","7.94","88.88","0.968","18506"
"2018-03-21 - Bruins 1, Blues 2","St Louis Blues","Limited ReportFull Report","52.283333333333","52.26","38.25","57.74","32.74","24.46","57.24","16.96","20.8","44.91","1.06","0","100.00","1.81","1.13","61.67","18.81","18.57","50.33","7.15","4.95","59.10","4.14","3.7","52.82","0","0","-","0.00","100.00","11.52","13.73","45.61","3.2","6.05","34.57","1.1","0","100.00","34.49","100.00","31.48","14.78","68.05","9.58","8.55","52.86","0","0","-","0.00","100.00","6.25","100.00","1.063","18423"
"2018-03-21 - Canadiens 3, Penguins 5","Pittsburgh Penguins","Limited ReportFull Report","50.883333333333","68.19","54.35","55.65","53.3","36.18","59.56","39.27","28.01","58.36","3.37","2.44","57.97","3.54","2.33","60.28","38.06","24","61.33","15.98","12.25","56.60","12.66","10.94","53.64","2.19","2.47","47.03","17.31","77.44","22.25","11.72","65.50","12.72","4.79","72.64","0","0","-","0.00","100.00","21.98","22.84","49.03","12.59","11.1","53.14","1.25","0","100.00","9.95","100.00","8.58","91.28","0.999","18574"
"2018-03-21 - Coyotes 4, Sabres 1","Buffalo Sabres","Limited ReportFull Report","43","63.54","64.31","49.70","45.58","47.22","49.12","28.17","30.22","48.25","1.29","1.5","46.19","2.01","3.1","39.35","31.31","26.09","54.55","8.59","14.03","37.96","4.95","13.98","26.14","1.28","1.51","45.90","25.88","89.20","22.38","12.3","64.54","11.72","4.4","72.69","0","0","-","0.00","100.00","28.86","33.37","46.37","11.58","12.12","48.87","0","0","-","0.00","100.00","4.58","95.03","0.996","17029"
"2018-03-21 - Ducks 4, Flames 0","Calgary Flames","Limited ReportFull Report","51.133333333333","57.64","44.17","56.62","46.04","29.12","61.26","30.8","15.8","66.10","0","3.76","0.00","1.96","1.53","56.26","23.56","27.88","45.80","8.16","9.48","46.28","5.15","4.09","55.76","0","1.27","0.00","0.00","68.94","15.05","18.73","44.55","6.36","7.81","44.91","0","2.36","0.00","0.00","69.75","28.14","7.91","78.05","14.99","2.54","85.51","0","0","-","0.00","100.00","0.00","76.17","0.762","19059"
"2018-03-22 - Canucks 5, Blackhawks 2","Chicago Blackhawks","Limited ReportFull Report","50","60.75","51.36","54.19","48.62","37.13","56.70","38.1","29.1","56.70","2.21","6.39","25.70","2.85","2.58","52.55","31.02","27.99","52.57","13.92","16.22","46.18","10.74","10.83","49.80","2.19","5.15","29.85","20.40","52.43","16.76","12.01","58.25","7.56","3.86","66.17","0","0","-","0.00","100.00","25.49","23.27","52.27","18.38","14.69","55.58","0","1.34","0.00","0.00","90.88","5.80","78.06","0.839","21526"
"2018-03-22 - Capitals 1, Red Wings 0","Detroit Red Wings","Limited ReportFull Report","45.816666666667","66.54","46.52","58.85","51.53","35.49","59.22","35.3","25.66","57.90","0","1.38","0.00","2.05","1.33","60.60","23.38","16.77","58.23","5.98","4.18","58.85","4.8","2.76","63.49","0","0","-","0.00","100.00","17.48","12.63","58.06","13.88","8.14","63.04","0","1.38","0.00","0.00","83.07","35.46","25.59","58.08","15.5","13.28","53.86","0","0","-","0.00","100.00","0.00","94.61","0.946","19515"
"2018-03-22 - Coyotes 5, Hurricanes 6","Carolina Hurricanes","Limited ReportFull Report","51.366666666667","70.82","56.23","55.74","46.32","43","51.85","32.68","29.85","52.27","6.62","4.78","58.06","3.21","2.82","53.23","33.35","23.51","58.65","19.45","11.43","62.99","14.02","8.82","61.37","4.37","2.42","64.40","31.18","72.61","13.74","12.11","53.16","6.8","4.91","58.08","1.1","0","100.00","16.19","100.00","30.25","28.06","51.87","11.64","14.76","44.09","1.04","1.1","48.66","8.93","92.57","20.25","83.98","1.042","10535"
"2018-03-22 - Golden Knights 1, Sharks 2","San Jose Sharks","Limited ReportFull Report","46.333333333333","64.85","60.19","51.86","45.25","42.56","51.53","33.06","28.63","53.60","1.2","1.37","46.65","2.26","1.83","55.29","28.91","20.73","58.24","8.41","8.41","49.99","4.82","5.54","46.56","0","1.37","0.00","0.00","75.24","20.39","12.38","62.22","13.5","5.44","71.28","0","0","-","0.00","100.00","27.04","35.46","43.27","12.32","16.32","43.01","1.15","0","100.00","9.35","100.00","3.62","95.22","0.988","17562"
"2018-03-22 - Kings 7, Avalanche 1","Colorado Avalanche","Limited ReportFull Report","52.1","41.72","55.06","43.11","33.24","51.66","39.15","23.29","38.51","37.69","1.09","7.33","12.91","1.75","2.48","41.39","17.28","25.96","39.96","10.19","11.95","46.01","7.41","9.27","44.42","1.08","4.91","18.08","14.64","47.00","6.85","14.19","32.55","2.03","8.71","18.88","0","1.2","0.00","0.00","86.24","20.41","28.94","41.36","11.45","20.75","35.55","0","1.21","0.00","0.00","94.15","4.67","80.97","0.856","17071"
"2018-03-22 - Lightning 7, Islanders 6","New York Islanders","Limited ReportFull Report","46.583333333333","53.6","64.84","45.26","39.06","51.23","43.26","32.53","40.89","44.31","3.63","5.52","39.69","1.63","2.57","38.77","24.72","31.19","44.22","4.44","9.99","30.74","4.43","9.96","30.79","2.37","4.15","36.31","53.43","58.31","19.83","21.5","47.98","12.9","13.79","48.32","0","1.34","0.00","0.00","90.29","28.22","28.88","49.42","15.04","14.33","51.21","1.14","0","100.00","7.57","100.00","11.16","86.50","0.977","10354"
"2018-03-22 - Maple Leafs 5, Predators 2","Nashville Predators","Limited ReportFull Report","45.7","46.02","50.1","47.88","36.15","33.32","52.03","21.94","30.15","42.12","1.2","4.22","22.19","1.97","1.61","54.91","21.21","17.34","55.03","9.25","8.73","51.44","8.12","8.69","48.29","0","2.81","0.00","0.00","67.67","11.76","8.77","57.28","4.92","5.63","46.67","1.26","0","100.00","25.59","100.00","16.83","25.28","39.98","6.34","14.47","30.48","0","1.47","0.00","0.00","89.86","5.49","86.00","0.915","17550"
