"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDSF/60","HDSA/60","HDSF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","MDCF/60","MDCA/60","MDCF%","MDSF/60","MDSA/60","MDSF%","MDGF/60","MDGA/60","MDGF%","MDSH%","MDSV%","LDCF/60","LDCA/60","LDCF%","LDSF/60","LDSA/60","LDSF%","LDGF/60","LDGA/60","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2018-12-13 - Oilers 4, Jets 5","Winnipeg Jets","Limited ReportFull Report","52.283333333333","71.26","36.7","66.00","50.33","29.94","62.70","39.77","22.79","63.57","3.28","3.54","48.09","2.5","1.55","61.70","27.98","14.16","66.39","14.69","4.85","75.18","10.59","2.26","82.44","2.19","2.35","48.25","20.67","-4.07","13.18","9.21","58.87","5.58","5.83","48.93","0","1.21","0.00","0.00","79.28","32.12","20.53","61.00","20.41","12.31","62.37","1.09","0","100.00","5.32","100.00","8.24","84.48","0.927","15321"
"2018-12-13 - Panthers 1, Wild 5","Minnesota Wild","Limited ReportFull Report","53.883333333333","48.59","54.65","47.06","34.66","33.94","50.52","27.14","28.66","48.64","5.39","1.18","82.08","1.66","1.58","51.12","22.99","17.24","57.15","10.96","7.97","57.89","7.76","6.81","53.27","1.1","1.18","48.32","14.19","82.70","11.98","9.41","56.01","7.54","7.11","51.45","3.21","0","100.00","42.64","100.00","18.13","23.68","43.37","10.75","10.46","50.68","1.18","0","100.00","10.99","100.00","19.85","95.89","1.157","18714"
"2018-12-13 - Stars 2, Sharks 3","San Jose Sharks","Limited ReportFull Report","56.366666666667","49.6","40.77","54.88","32.41","31.19","50.96","22.03","23.19","48.71","3.04","2.2","57.97","1.32","1.88","41.16","17.59","18.19","49.16","4.05","9.4","30.09","3.09","8.17","27.43","1","1.13","47.08","32.46","86.21","13.73","8.78","60.98","5.25","2.19","70.58","1","0","100.00","19.08","100.00","19.95","19.27","50.86","12.7","11.64","52.18","0.95","0.99","48.83","7.45","91.48","13.80","90.50","1.043","17185"
"2018-12-14 - Avalanche 3, Blues 4","St Louis Blues","Limited ReportFull Report","44.166666666667","58.82","68.51","46.19","44.34","54.77","44.74","28.7","41.91","40.64","3.82","2.81","57.61","1.95","2.62","42.71","25.84","41.62","38.31","10.26","11.49","47.16","7.72","9.94","43.71","1.25","2.81","30.74","16.16","71.72","15.63","30.08","34.19","7.86","15.6","33.49","0","0","-","0.00","100.00","26.06","24.55","51.49","13.04","14.9","46.67","2.57","0","100.00","19.71","100.00","13.31","93.30","1.066","16366"
"2018-12-14 - Bruins 3, Penguins 5","Pittsburgh Penguins","Limited ReportFull Report","52.583333333333","37.61","70.42","34.82","28.96","60.35","32.43","26.72","47","36.24","3.28","3.47","48.61","1.62","4.59","26.12","21.38","36.5","36.93","9.9","24.34","28.91","10.02","19.47","33.98","2.15","3.52","37.93","21.44","81.94","11.59","12.22","48.69","5.7","9.18","38.29","1.07","0","100.00","18.87","100.00","15.66","27.52","36.27","11","15.28","41.86","0","0","-","0.00","100.00","12.28","92.62","1.049","18549"
"2018-12-14 - Capitals 6, Hurricanes 5","Carolina Hurricanes","Limited ReportFull Report","47.45","52.76","62.35","45.83","34.28","45.3","43.07","20.14","27.93","41.90","1.19","5.11","18.93","2.17","3.44","38.62","30","30.36","49.70","12.18","14.05","46.45","6.06","8.7","41.06","1.19","2.57","31.66","19.64","70.46","17.99","16.16","52.69","3.72","6.3","37.10","0","1.29","0.00","0.00","79.47","19.44","28.95","40.17","9.17","11.6","44.17","0","1.19","0.00","0.00","89.77","5.92","81.70","0.876","14446"
"2018-12-14 - Coyotes 4, Rangers 3","New York Rangers","Limited ReportFull Report","42.616666666667","38.73","53.62","41.94","26.44","37.31","41.47","17.5","24.03","42.14","0","2.85","0.00","1.94","1.7","53.23","17.12","23.42","42.22","8.38","11.14","42.91","7.04","6.83","50.75","0","1.46","0.00","0.00","78.64","8.87","12.16","42.16","4.29","4.16","50.81","0","0","-","0.00","100.00","18.15","24.64","42.42","4.63","10.37","30.85","0","1.32","0.00","0.00","87.26","0.00","88.13","0.881","17441"
"2018-12-14 - Flyers 1, Oilers 4","Edmonton Oilers","Limited ReportFull Report","45.033333333333","45.64","59.71","43.32","30.68","42.92","41.68","22.34","32.6","40.66","3.89","1.34","74.39","1.78","3.32","34.86","21.72","32.38","40.15","3.82","18.42","17.17","3.86","14.21","21.38","0","1.36","0.00","0.00","90.42","18.39","14.07","56.65","8.14","9.18","47.01","3.82","0","100.00","46.90","100.00","21.74","21.06","50.80","10.5","7.09","59.68","0","0","-","0.00","100.00","17.40","95.90","1.133","18347"
"2018-12-14 - Golden Knights 4, Devils 5","New Jersey Devils","Limited ReportFull Report","46.85","60.11","44.81","57.29","51.28","34.34","59.89","38.08","25.41","59.98","3.58","4.07","46.74","2.42","2.33","51.01","29.03","25.85","52.89","3.3","9.99","24.80","3.29","9.97","24.82","0","2.74","0.00","0.00","72.50","25.47","16.17","61.17","16.14","9.8","62.23","1.23","0","100.00","7.62","100.00","30.26","12.95","70.03","17.59","4.18","80.79","2.27","1.43","61.36","12.91","65.82","9.39","83.97","0.934","14076"
"2018-12-14 - Jets 4, Blackhawks 3","Chicago Blackhawks","Limited ReportFull Report","50.183333333333","54.36","65.64","45.30","41.94","50.16","45.54","35.1","42.49","45.23","2.23","2.47","47.45","2.08","3.08","40.34","30.3","34.2","46.98","10.99","18.07","37.82","7.78","14.07","35.59","0","1.27","0.00","0.00","91.01","19.26","16.27","54.21","10.25","9.75","51.25","2.28","1.27","64.33","22.27","87.02","22.64","29.16","43.71","15.88","19.12","45.37","0","0","-","0.00","100.00","6.36","94.18","1.005","21235"
"2018-12-14 - Senators 4, Red Wings 2","Detroit Red Wings","Limited ReportFull Report","50.7","50.79","63.68","44.37","38.07","45.64","45.48","27.19","34.11","44.36","2.22","2.52","46.78","1.91","3.22","37.24","25.8","30.77","45.61","7.31","16.82","30.31","6.3","15.46","28.94","1.09","1.25","46.44","17.26","91.90","18.31","14.24","56.25","9.9","5.05","66.21","1.22","0","100.00","12.29","100.00","19.6","22.71","46.32","9.88","10.12","49.42","0","1.31","0.00","0.00","87.01","8.16","92.60","1.008","18330"
"2018-12-15 - Devils 1, Predators 2","Nashville Predators","Limited ReportFull Report","46.916666666667","58.93","50.49","53.85","47.86","38.31","55.54","32.44","29.11","52.71","1.21","0","100.00","2.59","1.94","57.22","35.16","14.34","71.03","13.63","9.22","59.66","10","6.42","60.90","1.2","0","100.00","12.04","100.00","21.73","5.14","80.86","10.1","3.91","72.08","0","0","-","0.00","100.00","18.84","24.82","43.15","9.52","13.45","41.45","0","0","-","0.00","100.00","3.72","100.00","1.037","17446"
"2018-12-15 - Ducks 2, Blue Jackets 1","Columbus Blue Jackets","Limited ReportFull Report","49.233333333333","68.82","48.21","58.81","56.87","33.47","62.95","36.95","25.93","58.77","1.15","1.23","48.26","3.08","1.75","63.73","34.92","20.25","63.30","20.66","6.41","76.30","13.99","5.06","73.43","0","0","-","0.00","100.00","14.12","13.73","50.71","5.92","7.49","44.14","0","0","-","0.00","100.00","26.28","21.92","54.52","14.53","12.02","54.72","1.15","1.14","50.21","7.94","90.49","3.11","95.25","0.984","16171"
"2018-12-15 - Flames 2, Wild 1","Minnesota Wild","Limited ReportFull Report","46.566666666667","49.96","51.09","49.44","41.45","38.91","51.58","35.49","24.09","59.56","1.19","1.36","46.65","1.58","1.54","50.64","20.62","21.69","48.74","9.5","6.93","57.83","5.94","5.51","51.89","0","1.36","0.00","0.00","75.24","11.09","14.66","43.07","7.45","3.98","65.21","0","0","-","0.00","100.00","26.69","21.44","55.46","22.08","13.29","62.43","1.15","0","100.00","5.19","100.00","3.35","94.35","0.977","18882"
"2018-12-15 - Flyers 1, Canucks 5","Vancouver Canucks","Limited ReportFull Report","48.066666666667","47.92","44.27","51.98","34.99","33.43","51.14","22.84","25.56","47.20","3.69","1.25","74.67","1.82","1.87","49.32","24.72","26.49","48.27","6.3","10.01","38.61","1.26","7.47","14.43","1.24","1.28","49.19","98.13","82.91","18.95","16.08","54.10","6.54","8.41","43.76","0","0","-","0.00","100.00","19.43","14.34","57.54","14.19","9.57","59.73","2.67","0","100.00","18.79","100.00","16.17","95.10","1.113","17238"
"2018-12-15 - Kings 3, Penguins 4","Pittsburgh Penguins","Limited ReportFull Report","48.4","50.49","54.09","48.28","37.18","40.52","47.85","30.69","37.01","45.33","2.45","2.51","49.36","1.71","2.07","45.25","16.06","22.31","41.85","6.18","9.97","38.27","6.25","7.39","45.84","2.45","1.28","65.65","39.25","82.62","10.01","12.2","45.06","4.91","12.45","28.29","0","1.27","0.00","0.00","89.82","28.84","21.84","56.91","17.29","14.67","54.10","0","0","-","0.00","100.00","7.99","93.20","1.012","18627"
"2018-12-15 - Maple Leafs 3, Panthers 4","Florida Panthers","Limited ReportFull Report","44.983333333333","53.05","72.26","42.34","43.12","50.84","45.89","35.2","33.68","51.10","1.26","2.7","31.78","1.69","3.45","32.85","21.18","37.59","36.04","5.26","24.65","17.58","1.35","16.09","7.72","0","2.73","0.00","0.00","83.04","16.2","13.04","55.41","11.98","5.31","69.28","1.26","0","100.00","10.55","100.00","25.91","29.14","47.06","20.85","11.15","65.15","0","0","-","0.00","100.00","3.58","91.98","0.956","14177"
"2018-12-15 - Red Wings 3, Islanders 4","New York Islanders","Limited ReportFull Report","48.883333333333","54.61","32.92","62.39","42.48","19.66","68.36","34.83","15.78","68.83","2.29","1.3","63.87","3.07","1.28","70.66","33.09","17.08","65.96","20.44","7.96","71.97","17.28","5.32","76.46","1.16","1.3","47.08","6.69","75.58","12.32","9.2","57.25","4.66","1.32","78.00","1.18","0","100.00","25.28","100.00","19.03","11.93","61.46","10.14","8","55.90","0","0","-","0.00","100.00","6.58","91.78","0.984","13917"
"2018-12-15 - Sabres 3, Capitals 4","Washington Capitals","Limited ReportFull Report","45.233333333333","70.91","44.49","61.45","53.84","33.87","61.38","30.76","21.74","58.59","2.48","1.4","63.87","2.98","2.01","59.71","39.32","24.98","61.15","12.51","6.98","64.18","6.28","5.51","53.28","1.22","1.4","46.44","19.38","74.51","26.95","17.94","60.03","14.09","8.23","63.13","1.26","0","100.00","8.92","100.00","29.57","15.82","65.14","10.35","6.72","60.64","0","0","-","0.00","100.00","8.05","93.55","1.016","18506"
"2018-12-15 - Senators 2, Canadiens 5","Montreal Canadiens","Limited ReportFull Report","46.4","77.84","36.16","68.28","56.41","26.18","68.30","48.78","19.47","71.48","4.91","2.67","64.76","2.55","1.47","63.48","32.2","17.2","65.19","11.06","9.31","54.30","9.97","6.47","60.66","3.71","2.67","58.14","37.26","58.64","21.23","7.96","72.74","11.41","4.05","73.82","0","0","-","0.00","100.00","39.99","14.35","73.59","26.22","8.96","74.54","1.15","0","100.00","4.39","100.00","10.07","86.26","0.963","21302"
"2018-12-15 - Stars 4, Avalanche 6","Colorado Avalanche","Limited ReportFull Report","42.183333333333","52.74","64.41","45.02","36.87","54.96","40.15","32.46","46.93","40.89","2.75","2.88","48.82","2.33","3.77","38.25","28.61","34.6","45.26","12.71","15.57","44.94","11.42","11.13","50.65","2.75","2.91","48.56","24.06","73.85","16.02","18.67","46.19","12.78","13.93","47.84","0","0","-","0.00","100.00","10.63","25.88","29.11","4.66","17.63","20.90","0","0","-","0.00","100.00","8.47","93.86","1.023","17626"
"2018-12-16 - Coyotes 0, Hurricanes 3","Carolina Hurricanes","Limited ReportFull Report","43.383333333333","59.04","48.29","55.01","49.98","35.05","58.78","31.42","23.14","57.59","4.04","0","100.00","3.39","1.81","65.16","28.94","20.98","57.97","17.75","8.48","67.67","11.08","4.14","72.78","2.64","0","100.00","23.79","100.00","11","12.38","47.04","5.41","4.19","56.33","1.3","0","100.00","24.08","100.00","23.28","21.04","52.53","11.87","10.54","52.97","0","0","-","0.00","100.00","12.84","100.00","1.128","13051"
"2018-12-16 - Flames 7, Blues 2","St Louis Blues","Limited ReportFull Report","49.083333333333","42.32","53.22","44.30","33.12","35.87","48.01","27.09","29.24","48.09","2.24","2.65","45.85","1.86","1.62","53.38","21.59","23.39","48.00","8.1","8.44","48.95","6.04","8.47","41.65","2.22","1.34","62.44","36.72","84.23","13.21","15.07","46.70","8.66","8.08","51.76","0","1.27","0.00","0.00","84.26","20.16","22.57","47.18","11.33","9.95","53.25","0","0","-","0.00","100.00","8.28","90.95","0.992","17064"
"2018-12-16 - Golden Knights 4, Rangers 3","New York Rangers","Limited ReportFull Report","50.366666666667","43.3","88.82","32.77","35.35","63.1","35.90","25.08","45.63","35.47","2.22","2.52","46.91","2.47","4.05","37.91","21.53","45.39","32.17","14.43","20.4","41.42","11.2","16.46","40.50","1.12","2.52","30.78","10.01","84.68","6.97","25.14","21.71","2.31","12.35","15.79","0","0","-","0.00","100.00","18.11","35.23","33.95","11.33","14.59","43.72","1.06","0","100.00","9.35","100.00","8.87","94.48","1.034","17660"
"2018-12-16 - Lightning 4, Jets 5","Winnipeg Jets","Limited ReportFull Report","55.5","59.73","76.64","43.80","47.34","55.1","46.21","36.36","41.33","46.80","3.02","2.24","57.44","3.63","3.39","51.69","29.28","37.83","43.63","15.89","11.68","57.62","11.06","10.38","51.57","3","1.14","72.41","27.16","88.98","13.21","26.08","33.62","5.2","13.44","27.92","0","0","-","0.00","100.00","27.16","35.6","43.28","17.94","17.44","50.70","0","1.01","0.00","0.00","94.18","8.30","94.59","1.029","15321"
"2018-12-16 - Oilers 2, Canucks 4","Vancouver Canucks","Limited ReportFull Report","50.466666666667","40.73","52.91","43.49","37.12","33.62","52.47","26.81","25.09","51.66","0","2.46","0.00","1.52","1.7","47.16","19.42","28.05","40.91","2.41","7.54","24.18","2.44","6.31","27.87","0","2.49","0.00","0.00","60.56","17.12","20.24","45.83","10.28","7.27","58.58","0","0","-","0.00","100.00","17.46","18.76","48.21","11.76","10.26","53.41","0","0","-","0.00","100.00","0.00","90.19","0.902","18036"
"2018-12-16 - Sabres 4, Bruins 2","Boston Bruins","Limited ReportFull Report","52.35","54.34","41.62","56.63","45.83","32.01","58.87","33.87","28.35","54.43","2.12","3.63","36.83","3.18","1.49","68.10","25.79","15.62","62.27","12.74","7.33","63.49","11.79","7.25","61.93","0","1.21","0.00","0.00","83.26","12.9","8.3","60.84","6.48","8.25","43.99","2.2","1.21","64.62","33.97","85.39","25.05","22.49","52.69","13.26","12.88","50.73","0","1.21","0.00","0.00","90.62","6.25","87.19","0.934","17565"
"2018-12-16 - Sharks 7, Blackhawks 3","Chicago Blackhawks","Limited ReportFull Report","48.116666666667","37.34","68.63","35.23","20.8","52.48","28.39","19.82","41.89","32.12","3.59","6.54","35.43","1.51","3.26","31.64","18.78","28.59","39.65","8.15","13.78","37.17","8.22","12.33","39.99","2.41","5.29","31.28","29.30","57.10","10.54","14.97","41.31","7.07","6.87","50.75","1.18","0","100.00","16.71","100.00","12.91","31.85","28.84","4.25","22.74","15.74","0","1.16","0.00","0.00","94.89","18.09","84.40","1.025","21237"
"2018-12-17 - Bruins 4, Canadiens 0","Montreal Canadiens","Limited ReportFull Report","46.816666666667","49.08","74.96","39.57","32.37","51.35","38.66","20.16","39.59","33.74","0","2.7","0.00","1.29","2.9","30.83","12.36","40.02","23.60","5.58","20.38","21.49","3.32","17.44","15.98","0","0","-","0.00","100.00","6.6","20.03","24.77","4.66","8.22","36.21","0","2.59","0.00","0.00","68.43","28.28","30.28","48.29","10.92","14.24","43.40","0","0","-","0.00","100.00","0.00","93.18","0.932","21302"
"2018-12-17 - Ducks 4, Penguins 2","Pittsburgh Penguins","Limited ReportFull Report","48.816666666667","54.04","53.61","50.20","34.09","42.45","44.54","24.92","32.02","43.77","1.22","2.54","32.34","1.79","2.16","45.41","22.03","21.33","50.81","9.15","5.14","64.03","9.24","5.08","64.50","1.22","1.3","48.32","13.17","74.41","12.85","15.95","44.62","2.42","11.17","17.81","0","1.3","0.00","0.00","88.36","28.39","27.57","50.74","13.12","14.38","47.72","0","0","-","0.00","100.00","4.88","92.06","0.969","18575"
"2018-12-17 - Golden Knights 0, Blue Jackets 1","Columbus Blue Jackets","Limited ReportFull Report","53","45.89","51.52","47.11","40.21","37.27","51.90","32.41","29.4","52.43","1.07","0","100.00","2.01","1.94","50.93","22.8","23.02","49.76","8.61","8.23","51.12","8.71","6.95","55.63","1.07","0","100.00","12.24","100.00","14.28","14.63","49.38","8.8","11.47","43.41","0","0","-","0.00","100.00","18.18","23.23","43.90","10.36","8.87","53.85","0","0","-","0.00","100.00","3.30","100.00","1.033","15008"
"2018-12-17 - Islanders 4, Avalanche 1","Colorado Avalanche","Limited ReportFull Report","44.283333333333","58.16","53.02","52.31","39.32","42.28","48.19","26.27","23.28","53.02","0","1.43","0.00","2.63","1.62","61.87","30.51","23.64","56.34","13.24","4.42","74.98","8.47","2.96","74.09","0","0","-","0.00","100.00","17.01","19.41","46.71","7.69","8.61","47.18","0","1.43","0.00","0.00","83.44","20.71","26.23","44.13","8.79","11.72","42.87","0","0","-","0.00","100.00","0.00","93.85","0.939","15066"
"2018-12-17 - Predators 3, Senators 4","Ottawa Senators","Limited ReportFull Report","46.183333333333","49.46","59.39","45.44","36.5","40.74","47.26","25.96","32.28","44.58","2.56","1.31","66.12","1.97","1.56","55.70","25.3","28.21","47.28","10.42","6.41","61.92","9.33","5.09","64.73","2.54","0","100.00","27.20","100.00","15.13","21.33","41.49","5.26","6.51","44.70","0","0","-","0.00","100.00","16.1","26.28","37.99","6.98","17.71","28.25","0","1.22","0.00","0.00","93.12","9.88","95.93","1.058","14492"
"2018-12-18 - Blues 4, Oilers 1","Edmonton Oilers","Limited ReportFull Report","42.883333333333","45.39","58.91","43.52","29.74","46.6","38.96","24.64","32.77","42.92","1.29","2.96","30.42","1.24","2.8","30.77","14.25","31.6","31.08","5.09","16.69","23.36","3.89","12.05","24.40","0","1.48","0.00","0.00","87.71","9.11","15.18","37.50","6.62","5.94","52.70","1.34","0","100.00","20.32","100.00","25.71","25.83","49.88","14.06","13.45","51.11","0","1.47","0.00","0.00","89.04","5.24","90.98","0.962","18347"
"2018-12-18 - Ducks 1, Rangers 3","New York Rangers","Limited ReportFull Report","45.183333333333","44.94","47.39","48.67","32.53","33.25","49.45","21.17","15.1","58.36","1.23","1.4","46.65","1.53","1.59","48.98","21.03","21.03","50.00","9.65","7.14","57.48","8.48","1.4","85.83","1.22","0","100.00","14.38","100.00","11.32","13.85","44.97","3.81","4.1","48.20","0","0","-","0.00","100.00","22.55","23.56","48.90","8.7","9.54","47.70","0","1.4","0.00","0.00","85.33","5.79","90.71","0.965","17590"
"2018-12-18 - Flames 0, Stars 2","Dallas Stars","Limited ReportFull Report","46.333333333333","56.93","48.06","54.23","41.81","34.74","54.62","29.85","23.59","55.85","2.5","0","100.00","2.56","1.51","62.85","28.12","16.62","62.85","16.34","6.52","71.48","12.58","2.55","83.17","2.5","0","100.00","19.89","100.00","11.77","9.98","54.11","5.13","7.76","39.82","0","0","-","0.00","100.00","22.74","24.39","48.25","10.57","10.56","50.01","0","0","-","0.00","100.00","8.38","100.00","1.084","18127"
"2018-12-18 - Islanders 3, Coyotes 1","Arizona Coyotes","Limited ReportFull Report","48.85","66.6","68.97","49.13","48.76","54.9","47.04","34.25","35.08","49.40","1.16","3.86","23.08","2.79","3.69","43.07","30.3","35.53","46.02","11.01","17.26","38.95","8.82","13.44","39.63","0","0","-","0.00","100.00","19.16","18.4","51.00","12.85","10.27","55.59","1.16","2.59","31.00","9.06","74.75","31.05","29.6","51.20","11.38","11.53","49.66","0","1.36","0.00","0.00","88.17","3.38","88.99","0.924","11640"
"2018-12-18 - Jets 1, Kings 4","Los Angeles Kings","Limited ReportFull Report","46.75","54.11","61.44","46.83","44.32","43.16","50.66","31.21","29.03","51.81","3.69","1.3","73.98","2.09","2.4","46.59","20.38","29.15","41.14","8.92","8.04","52.57","5.1","5.25","49.27","2.48","0","100.00","48.62","100.00","11.58","20.88","35.69","7.65","10.43","42.33","1.22","1.36","47.26","15.90","86.97","26.51","26.63","49.89","16.03","11.91","57.37","0","0","-","0.00","100.00","11.83","95.53","1.074","17405"
"2018-12-18 - Lightning 5, Canucks 2","Vancouver Canucks","Limited ReportFull Report","42.65","59.12","77.95","43.13","43.23","57.31","43.00","34.61","44.39","43.81","2.64","6","30.54","2.25","3.57","38.62","31.66","38.64","45.04","8.75","13.96","38.52","7.54","10.77","41.19","1.29","1.52","45.90","17.12","85.86","22.54","25.04","47.37","10.47","10.47","50.01","0","4.42","0.00","0.00","57.76","25.27","34.43","42.33","16.47","21.86","42.97","1.24","0","100.00","7.55","100.00","7.62","86.48","0.941","17193"
"2018-12-18 - Maple Leafs 7, Devils 2","New Jersey Devils","Limited ReportFull Report","49","45.09","69.7","39.28","38.04","61.5","38.22","29.91","40.43","42.53","2.25","9.16","19.69","1.74","4.06","29.92","20.53","35.02","36.96","6.1","12.73","32.38","2.99","9.94","23.15","1.11","6.62","14.37","37.12","33.37","14.17","22.55","38.59","11.85","13.43","46.87","0","2.56","0.00","0.00","80.93","22.93","32.93","41.05","14.08","15.82","47.10","1.08","0","100.00","7.67","100.00","7.51","77.35","0.849","14586"
"2018-12-18 - Panthers 5, Sabres 2","Buffalo Sabres","Limited ReportFull Report","46.9","50","55.58","47.36","40.04","51.46","43.76","29.39","39.56","42.62","2.41","2.67","47.48","1.68","2.92","36.48","19.95","23.61","45.80","11","10.49","51.18","8.53","9.11","48.35","2.41","2.68","47.37","28.23","70.63","8.94","13.12","40.52","7.53","11.88","38.81","0","0","-","0.00","100.00","18.7","28.21","39.86","9.33","16.27","36.45","0","0","-","0.00","100.00","8.21","93.25","1.015","17602"
"2018-12-18 - Predators 1, Blackhawks 2","Chicago Blackhawks","Limited ReportFull Report","48.716666666667","55.09","56.17","49.51","43","42.81","50.11","35.97","31.51","53.31","1.14","1.3","46.65","2.71","3.25","45.52","35.19","30.55","53.53","12.78","19.5","39.59","10.65","14.27","42.73","0","1.3","0.00","0.00","90.86","22.44","11.14","66.82","13.04","3.71","77.88","1.18","0","100.00","9.07","100.00","10.62","21.19","33.38","8.4","12.47","40.23","0","0","-","0.00","100.00","3.16","95.87","0.990","21223"
"2018-12-18 - Red Wings 2, Flyers 3","Philadelphia Flyers","Limited ReportFull Report","49.8","61.81","52.6","54.02","50.32","34.11","59.60","36.81","22.5","62.06","3.46","1.22","73.92","2.34","1.06","68.91","21.45","12.05","64.04","9.31","4.89","65.56","5.85","3.64","61.66","1.13","1.25","47.62","19.39","65.70","12.31","7.07","63.53","9.62","0","100.00","1.13","0","100.00","11.80","-","32.6","32.31","50.22","17.73","14.87","54.38","1.14","0","100.00","6.43","100.00","9.41","94.57","1.040","19255"
"2018-12-18 - Sharks 4, Wild 0","Minnesota Wild","Limited ReportFull Report","57.55","43.88","56.16","43.86","31.94","37.32","46.11","24.83","25.87","48.97","0","3.32","0.00","1.95","1.31","59.94","20.62","13.74","60.01","9.21","3.5","72.44","6.55","3.49","65.21","0","2.23","0.00","0.00","36.15","11.26","10.26","52.31","7.82","4.29","64.56","0","0","-","0.00","100.00","14.85","35.47","29.51","8.5","18.28","31.73","0","1.16","0.00","0.00","93.63","0.00","87.18","0.872","18870"
"2018-12-19 - Canadiens 1, Avalanche 2","Colorado Avalanche","Limited ReportFull Report","47.75","46.06","84.03","35.40","37.62","58.78","39.02","29.38","41.92","41.21","2.35","0","100.00","2.71","1.89","58.88","30.78","38.66","44.32","14.13","5.48","72.05","11.9","5.45","68.59","2.34","0","100.00","19.64","100.00","16.5","33.14","33.24","10.89","17.08","38.92","0","0","-","0.00","100.00","10.94","40.35","21.34","5.07","17.82","22.17","0","0","-","0.00","100.00","7.99","100.00","1.080","15469"
"2018-12-19 - Penguins 2, Capitals 1","Washington Capitals","Limited ReportFull Report","39.516666666667","66.96","60.82","52.40","49.91","42.92","53.77","31.49","33.17","48.70","1.43","1.6","47.18","2.34","2.83","45.26","32.46","29","52.81","12.54","17.79","41.34","7","12.8","35.35","1.43","1.61","47.08","20.42","87.45","19.76","11.5","63.21","7.18","4.82","59.85","0","0","-","0.00","100.00","27.26","23.83","53.36","17.3","15.65","52.50","0","0","-","0.00","100.00","4.55","95.16","0.997","18506"
"2018-12-20 - Blackhawks 5, Stars 2","Dallas Stars","Limited ReportFull Report","56.233333333333","54.58","53.25","50.62","42.32","36.86","53.45","24.55","27.3","47.35","1.99","2.25","47.02","1.99","1.78","52.81","28.08","22.64","55.36","11.91","6.1","66.12","6.33","4.9","56.36","1.96","0","100.00","30.94","100.00","15.75","16.84","48.34","4.9","9.21","34.72","0","2.16","0.00","0.00","76.55","21.5","22.97","48.35","10.29","12.12","45.92","0","0","-","0.00","100.00","8.12","91.77","0.999","18532"
"2018-12-20 - Blues 1, Canucks 5","Vancouver Canucks","Limited ReportFull Report","50.883333333333","43.51","53.7","44.76","33.12","35.28","48.42","25.87","29.82","46.45","3.49","1.18","74.67","1.26","2.58","32.86","13.23","32.77","28.75","2.39","14.5","14.17","2.43","10.78","18.37","1.17","1.21","49.19","48.11","88.82","11.13","17.99","38.22","4.81","8.17","37.07","0","0","-","0.00","100.00","25.07","17.68","58.65","16.73","9.64","63.45","2.52","0","100.00","15.06","100.00","13.49","96.03","1.095","18261"
"2018-12-20 - Canadiens 2, Coyotes 1","Arizona Coyotes","Limited ReportFull Report","47.95","55.49","56.57","49.52","45.02","36.83","55.00","31.06","30.07","50.81","0","1.32","0.00","2.37","1.88","55.80","19.82","18.51","51.71","11.5","8.13","58.60","7.03","6.74","51.04","0","1.32","0.00","0.00","80.36","8.14","10.35","44.02","7.13","5.15","58.07","0","0","-","0.00","100.00","28.78","32.88","46.68","15.71","18.2","46.34","0","0","-","0.00","100.00","0.00","95.60","0.956","11149"
"2018-12-20 - Devils 1, Blue Jackets 2","Columbus Blue Jackets","Limited ReportFull Report","45.766666666667","61.79","34.51","64.16","45.96","24.98","64.79","33.89","22.5","60.09","1.24","1.33","48.19","2.89","1.72","62.71","30.2","19.37","60.93","14.24","10.48","57.60","13.08","10.35","55.82","1.23","0","100.00","9.44","100.00","16.16","8.76","64.86","9.19","5.18","63.93","0","1.34","0.00","0.00","74.13","26.57","12.17","68.59","9.95","5.91","62.76","0","0","-","0.00","100.00","3.65","94.09","0.977","15595"
"2018-12-20 - Ducks 1, Bruins 3","Boston Bruins","Limited ReportFull Report","45.766666666667","60.31","45.44","57.03","49.43","35.79","58.01","28.22","26.95","51.16","1.29","1.32","49.53","2.13","1.75","54.88","25.67","18.15","58.58","5.03","6.44","43.86","3.72","5.07","42.32","0","0","-","0.00","100.00","20.95","11.58","64.39","10.57","7.95","57.07","0","0","-","0.00","100.00","31.38","23.89","56.78","11.29","10.07","52.88","1.4","1.23","53.22","12.40","87.77","4.58","95.11","0.997","17565"
"2018-12-20 - Islanders 2, Golden Knights 4","Vegas Golden Knights","Limited ReportFull Report","49.316666666667","67.58","57.63","53.97","54.48","43.35","55.69","44.82","24.35","64.79","1.15","2.59","30.67","3.22","2.23","59.02","34.48","27.3","55.81","15.49","7.97","66.03","14.53","3.99","78.45","1.15","0","100.00","7.88","100.00","18.56","19.33","48.98","9.22","8.86","50.99","0","2.54","0.00","0.00","71.30","29.87","23.78","55.68","20.83","7.51","73.50","0","0","-","0.00","100.00","2.56","89.35","0.919","18226"
