"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDSF/60","HDSA/60","HDSF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","MDCF/60","MDCA/60","MDCF%","MDSF/60","MDSA/60","MDSF%","MDGF/60","MDGA/60","MDGF%","MDSH%","MDSV%","LDCF/60","LDCA/60","LDCF%","LDSF/60","LDSA/60","LDSF%","LDGF/60","LDGA/60","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2014-11-11 - Sharks 1, Panthers 4","San Jose Sharks","Limited ReportFull Report","52","51.16","45","53.20","38.71","38.1","50.40","26.72","31.77","45.68","1.16","4.52","20.42","2.23","2.18","50.60","23.38","21.47","52.13","6.92","9.38","42.46","5.61","9.51","37.09","1.18","2.24","34.49","21.04","76.44","16.02","12.23","56.72","7.69","8.26","48.22","0","1.09","0.00","0.00","86.75","25.51","16.43","60.82","13.01","11.47","53.14","0","1.23","0.00","0.00","89.32","4.34","85.79","0.901","8075"
"2014-11-11 - Stars 4, Coyotes 3","Dallas Stars","Limited ReportFull Report","42.2","55.41","72.08","43.47","39.36","50.03","44.03","33.44","35.76","48.33","2.94","4.06","42.03","3.12","2.39","56.57","47.45","43.64","52.09","18.88","5.33","77.98","17.26","4.04","81.04","2.98","1.31","69.52","17.25","67.69","28.36","38.95","42.13","12.94","18.4","41.29","0","2.69","0.00","0.00","85.39","9.5","20.12","32.08","3.86","8.67","30.80","0","0","-","0.00","100.00","8.80","88.64","0.974","11866"
"2014-11-11 - Wild 1, Devils 3","Minnesota Wild","Limited ReportFull Report","40.7","41.56","35.89","53.66","34.67","31.31","52.55","24.3","26.82","47.53","0","2.85","0.00","1.58","1.4","53.00","17.69","10.26","63.30","4.41","5.79","43.26","2.9","5.86","33.11","0","2.85","0.00","0.00","51.38","12.99","4.52","74.20","10.26","2.98","77.48","0","0","-","0.00","100.00","22.99","23.93","49.00","9.85","16.61","37.22","0","0","-","0.00","100.00","0.00","89.38","0.894","14256"
"2014-11-12 - Bruins 1, Maple Leafs 6","Boston Bruins","Limited ReportFull Report","48.683333333333","65.62","60.68","51.96","37.95","51.95","42.22","24.1","37.56","39.09","1.24","3.6","25.61","2.16","2.22","49.29","29.83","26.58","52.88","9.66","7.25","57.13","9.53","6.05","61.14","0","1.19","0.00","0.00","80.37","19.75","19.77","49.97","4.74","8.96","34.59","0","0","-","0.00","100.00","32.28","31.93","50.27","9.74","21.66","31.03","1.16","2.47","31.87","11.88","88.57","5.14","90.43","0.956","19264"
"2014-11-12 - Kings 5, Ducks 6","Los Angeles Kings","Limited ReportFull Report","51.95","51.94","73.07","41.55","42.78","57.15","42.81","26.12","40.43","39.24","4.95","5.43","47.69","1.77","3.39","34.32","19.05","41.6","31.41","7.79","16.33","32.30","6.47","14.34","31.10","1.25","2.13","36.94","19.31","85.12","11.36","24.84","31.37","6.07","8.64","41.27","1.2","3.48","25.63","19.78","59.67","28.8","29.76","49.18","12.39","16.16","43.39","2.5","0","100.00","20.18","100.00","18.95","86.57","1.055","17245"
"2014-11-13 - Avalanche 4, Rangers 3","Colorado Avalanche","Limited ReportFull Report","52.266666666667","47.36","48.12","49.60","33.87","37.32","47.58","30.1","27.52","52.24","2.43","1.08","69.13","2.07","2.09","49.69","15.78","26.97","36.91","9.9","12.9","43.42","8.61","7.68","52.85","2.43","1.08","69.22","28.24","85.92","5.97","13.9","30.04","3.56","7.66","31.75","0","0","-","0.00","100.00","26.72","19.79","57.46","18.06","12.16","59.77","0","0","-","0.00","100.00","8.06","96.06","1.041","18006"
"2014-11-13 - Bruins 1, Canadiens 5","Boston Bruins","Limited ReportFull Report","44.5","53.03","52.81","50.11","29.52","39.41","42.82","25.57","32.54","44.00","0","3.93","0.00","1.59","2.19","42.08","19.16","25.01","43.37","8.31","12.82","39.32","5.58","12.95","30.10","0","3.9","0.00","0.00","69.86","10.81","12.24","46.91","2.77","5.55","33.31","0","0","-","0.00","100.00","22.5","25.84","46.54","11.99","12.31","49.35","0","0","-","0.00","100.00","0.00","87.91","0.879","21287"
"2014-11-13 - Coyotes 3, Flames 5","Arizona Coyotes","Limited ReportFull Report","49.05","52","46.65","52.71","34.92","33.57","50.99","22.77","19.95","53.30","2.47","4.73","34.36","1.62","2.04","44.31","17.53","25.47","40.77","7.57","13.21","36.44","6.2","7.33","45.82","0","1.21","0.00","0.00","83.47","9.91","12.36","44.49","5","3.56","58.39","0","2.32","0.00","0.00","34.94","27.48","19.22","58.85","9.01","7.9","53.27","2.3","1.3","63.86","25.47","83.56","10.87","76.30","0.872","18698"
"2014-11-13 - Jets 3, Hurricanes 1","Winnipeg Jets","Limited ReportFull Report","50.133333333333","77.7","60.16","56.36","60.38","44.05","57.82","39.61","22.15","64.14","2.53","0","100.00","3.2","2.03","61.18","41.71","26.11","61.50","11.78","6.4","64.80","6.45","4.32","59.91","1.27","0","100.00","19.64","100.00","30.28","19.5","60.83","12.77","5.61","69.49","0","0","-","0.00","100.00","34.6","28.61","54.74","20.25","12.19","62.42","1.26","0","100.00","6.23","100.00","6.38","100.00","1.064","10005"
"2014-11-13 - Predators 3, Blues 4","Nashville Predators","Limited ReportFull Report","48.466666666667","52.95","42.18","55.66","35.35","32.07","52.43","25.44","25.89","49.56","2.51","3.56","41.33","1.9","1.64","53.61","31.29","24.15","56.44","6.36","5.94","51.71","3.84","4.84","44.22","0","0","-","0.00","100.00","24.54","18.43","57.11","12.44","8.51","59.38","1.27","2.35","35.05","10.18","72.43","21.27","15.05","58.57","9.26","10.1","47.81","1.16","1.31","46.91","12.55","86.99","9.86","86.25","0.961","15702"
"2014-11-13 - Sabres 3, Wild 6","Buffalo Sabres","Limited ReportFull Report","49.116666666667","30.59","73.1","29.50","26.58","51.73","33.94","21.74","34.15","38.89","3.75","3.43","52.22","1.05","3.17","24.90","10.58","42.07","20.09","3.61","14.36","20.10","2.4","7.16","25.11","0","3.42","0.00","0.00","52.22","6.77","28.18","19.37","3.56","10.08","26.11","2.51","0","100.00","70.49","100.00","19.25","25.56","42.95","15.03","17.08","46.81","1.29","0","100.00","8.56","100.00","17.27","89.95","1.072","18925"
"2014-11-13 - Senators 4, Oilers 3","Ottawa Senators","Limited ReportFull Report","43","49.95","42.41","54.08","41.69","39.52","51.34","31.96","32.45","49.62","4.44","2.62","62.92","1.63","2.31","41.36","20.18","21.98","47.87","3.22","10.89","22.83","1.58","9.67","14.04","1.49","1.3","53.54","94.62","86.59","17.11","10.84","61.21","10.36","7.69","57.38","1.45","0","100.00","14.00","100.00","26.23","15.92","62.23","20.14","12.38","61.92","1.47","1.24","54.23","7.30","89.98","13.89","91.94","1.058","16839"
"2014-11-13 - Sharks 2, Lightning 1","San Jose Sharks","Limited ReportFull Report","46.216666666667","74.65","49.28","60.24","52.96","39.2","57.47","37.53","31.11","54.68","2.77","1.23","69.16","2.5","1.71","59.39","36.47","18.94","65.82","11.44","9.49","54.65","9.93","8.42","54.13","0","1.21","0.00","0.00","85.67","25.13","9.18","73.25","13.61","4.79","73.98","2.72","0","100.00","19.95","100.00","35.15","29.38","54.47","12.66","17.61","41.82","0","0","-","0.00","100.00","7.38","96.03","1.034","19004"
"2014-11-13 - Stars 2, Kings 0","Dallas Stars","Limited ReportFull Report","44.4","56.54","49.76","53.19","42.63","40.97","50.99","36.37","29.16","55.50","2.88","0","100.00","2.17","2.04","51.43","26.82","20.39","56.80","4.58","6.05","43.11","3.06","4.8","38.93","0","0","-","0.00","100.00","22.43","13.97","61.61","15.84","6.1","72.19","2.83","0","100.00","17.85","100.00","29.38","25.2","53.83","17.3","15.79","52.29","0","0","-","0.00","100.00","7.92","100.00","1.079","18230"
"2014-11-14 - Blackhawks 1, Red Wings 4","Chicago Blackhawks","Limited ReportFull Report","49.883333333333","48.37","51.35","48.51","35.66","41.9","45.98","28.82","39.37","42.27","0","3.46","0.00","1.79","3.16","36.18","22.36","27.76","44.62","10.79","12.79","45.75","8.33","11.72","41.55","0","3.46","0.00","0.00","70.52","11.38","15.2","42.81","5.89","14.69","28.64","0","0","-","0.00","100.00","21.24","18.64","53.25","14.45","11.14","56.47","0","0","-","0.00","100.00","0.00","91.21","0.912","20027"
"2014-11-14 - Blue Jackets 4, Flyers 3","Columbus Blue Jackets","Limited ReportFull Report","50.883333333333","67.86","45.33","59.95","53.61","31.44","63.03","38","26.1","59.28","1.25","1.12","52.62","3.31","1.33","71.40","34.5","8.71","79.85","12.94","5.39","70.61","10.29","4.32","70.43","1.25","0","100.00","12.13","100.00","21.76","3.22","87.12","8.74","1.09","88.87","0","0","-","0.00","100.00","25.59","25.88","49.71","17.83","17.35","50.67","0","1.04","0.00","0.00","94.00","3.28","95.70","0.990","19789"
"2014-11-14 - Coyotes 5, Canucks 0","Arizona Coyotes","Limited ReportFull Report","47.45","47.08","57.08","45.20","36.93","37.51","49.61","25.47","28.55","47.15","5.39","0","100.00","2.03","1.44","58.54","19.89","21.2","48.41","10.21","5.42","65.34","10.24","3.26","75.86","2.72","0","100.00","26.59","100.00","9.82","15.54","38.73","5.43","6.98","43.73","2.65","0","100.00","48.75","100.00","22.89","35","39.54","9.99","17.13","36.83","0","0","-","0.00","100.00","21.17","100.00","1.212","18708"
"2014-11-14 - Devils 1, Capitals 0","New Jersey Devils","Limited ReportFull Report","42.316666666667","52.95","45.81","53.61","35.21","36.39","49.18","29.24","25.64","53.29","1.5","0","100.00","2.43","1.99","54.96","26.84","24.04","52.74","10.57","7.81","57.53","8.97","6.54","57.83","0","0","-","0.00","100.00","16.25","16.31","49.91","5.89","9.64","37.94","1.49","0","100.00","25.30","100.00","24.92","17.51","58.73","14.37","8.02","64.20","0","0","-","0.00","100.00","5.12","100.00","1.051","18506"
"2014-11-14 - Islanders 4, Panthers 3","New York Islanders","Limited ReportFull Report","45.966666666667","76.53","54.1","58.58","48.06","40.38","54.34","34.45","27.98","55.18","4.1","2.44","62.74","2.64","1.78","59.76","35.61","18.68","65.59","9.79","8.65","53.09","5.42","8.73","38.28","4.11","1.23","76.99","75.92","85.93","25.72","9.97","72.07","14.89","5.08","74.56","0","0","-","0.00","100.00","37.24","27.63","57.41","12.75","10.01","56.03","0","1.16","0.00","0.00","88.40","11.91","91.29","1.032","10010"
"2014-11-14 - Penguins 2, Maple Leafs 1","Pittsburgh Penguins","Limited ReportFull Report","41.333333333333","105.15","48.89","68.26","80.24","37.44","68.19","50.88","21.41","70.38","3.1","1.38","69.16","3.9","1.14","77.42","35.94","14.52","71.23","17.33","3.98","81.34","12.61","2.63","82.72","3.11","0","100.00","24.64","100.00","18.87","10.38","64.51","6.1","5.42","52.96","0","0","-","0.00","100.00","53.8","30.51","63.81","29.4","11.9","71.18","0","1.28","0.00","0.00","89.23","6.09","93.55","0.996","19295"
"2014-11-15 - Avalanche 3, Devils 2","Colorado Avalanche","Limited ReportFull Report","49.366666666667","39.69","43.19","47.89","36.05","34.61","51.02","31.01","23.93","56.44","3.74","2.29","62.00","1.89","2.26","45.58","16.5","23.52","41.23","5.1","13.94","26.80","5.05","10.65","32.15","2.51","1.14","68.72","49.81","89.26","11.31","9.53","54.28","11.25","3.54","76.06","0","0","-","0.00","100.00","23.32","19.2","54.85","14.57","9.59","60.30","1.14","1.15","49.79","7.83","88.01","12.07","90.42","1.025","15626"
"2014-11-15 - Capitals 1, Blues 4","Washington Capitals","Limited ReportFull Report","53.933333333333","46.96","56.03","45.60","37.22","46.45","44.49","26.47","35.16","42.95","1.13","4.3","20.76","1.3","2.05","38.85","13.2","22.23","37.26","5.6","8.68","39.21","5.53","6.61","45.53","0","3.2","0.00","0.00","51.67","7.52","13.77","35.33","2.26","9.99","18.45","0","1.09","0.00","0.00","89.12","27.67","31.06","47.12","15.97","18.67","46.11","1.04","0","100.00","6.53","100.00","4.25","87.78","0.920","19339"
"2014-11-15 - Ducks 2, Kings 3","Anaheim Ducks","Limited ReportFull Report","50.15","58.73","55.18","51.56","46.09","42.96","51.75","31.06","31.87","49.36","2.53","0","100.00","3.03","2.53","54.58","32.82","23.57","58.20","15.42","8.95","63.28","12.68","5.66","69.14","1.27","0","100.00","9.99","100.00","17.43","14.52","54.55","6.2","9.19","40.29","1.26","0","100.00","20.28","100.00","19.9","27.02","42.42","11.13","16.97","39.61","0","0","-","0.00","100.00","8.14","100.00","1.081","18230"
"2014-11-15 - Flyers 3, Canadiens 6","Philadelphia Flyers","Limited ReportFull Report","48.433333333333","53.97","52.01","50.92","37.61","37.9","49.80","25.85","24.66","51.17","2.5","3.67","40.52","2.2","1.72","56.03","24.36","17.8","57.78","11.25","6.23","64.35","9.9","5.06","66.16","1.28","1.19","51.78","12.96","76.40","12.87","11.8","52.15","1.16","5.06","18.71","1.24","2.33","34.62","106.22","53.83","29.21","30.99","48.52","14.3","14.79","49.15","0","0","-","0.00","100.00","9.67","85.12","0.948","21287"
"2014-11-15 - Hurricanes 1, Bruins 2","Carolina Hurricanes","Limited ReportFull Report","49.783333333333","53.71","47.56","53.04","43.33","36.45","54.31","35.96","28","56.22","1.27","2.25","36.13","1.27","1.34","48.69","12.45","21.34","36.84","6.33","5.8","52.21","4.93","4.64","51.51","1.28","1.11","53.56","25.88","76.16","6.09","15.76","27.89","4.93","10.75","31.43","0","1.14","0.00","0.00","89.38","38.67","20.97","64.84","25.46","11.25","69.36","0","0","-","0.00","100.00","3.54","91.96","0.955","17565"
"2014-11-15 - Islanders 2, Lightning 5","New York Islanders","Limited ReportFull Report","47.766666666667","41.96","52.43","44.46","32.29","41.25","43.91","23.91","34.57","40.88","2.65","4.83","35.48","1.66","1.55","51.70","24.84","20.3","55.02","8.77","4.81","64.59","6.13","3.57","63.21","0","1.15","0.00","0.00","67.69","15.78","15.91","49.79","10.06","11.46","46.73","2.64","1.19","68.94","26.28","89.61","16.83","27.54","37.93","7.6","18.27","29.37","0","2.68","0.00","0.00","85.36","11.10","86.04","0.971","19204"
"2014-11-15 - Jets 1, Predators 2","Winnipeg Jets","Limited ReportFull Report","50.266666666667","56.87","51.1","52.67","39.58","41.95","48.55","25.85","32.95","43.96","0","2.23","0.00","1.13","1.94","36.82","11.26","23.58","32.32","3.81","8.86","30.09","2.52","7.83","24.31","0","0","-","0.00","100.00","7.41","14.68","33.53","2.46","8.01","23.46","0","2.28","0.00","0.00","71.57","38.19","26.19","59.32","20.68","15.85","56.60","0","0","-","0.00","100.00","0.00","93.24","0.932","17113"
"2014-11-15 - Maple Leafs 2, Sabres 6","Toronto Maple Leafs","Limited ReportFull Report","47.316666666667","63.09","50.28","55.65","54.59","42.97","55.95","31.39","37.66","45.46","2.55","5.01","33.69","3.12","2.87","52.11","36.69","23.38","61.08","15.42","15.22","50.33","12.63","11.7","51.92","1.3","3.69","26.02","10.26","68.50","21","8.05","72.30","8.77","6.61","57.00","1.27","0","100.00","14.43","100.00","22.77","22.25","50.58","10.05","17.09","37.03","0","1.35","0.00","0.00","92.08","8.11","86.69","0.948","19070"
"2014-11-15 - Rangers 2, Penguins 3","New York Rangers","Limited ReportFull Report","48.7","42.2","63.5","39.93","33.31","46.96","41.50","22.96","34.25","40.13","1.25","2.3","35.13","1.83","2.28","44.53","20.88","19.72","51.43","7.86","6.85","53.45","7.79","6.92","52.95","1.24","0","100.00","15.98","100.00","13.05","12.88","50.34","3.91","4.68","45.50","0","2.35","0.00","0.00","49.77","16.29","35.56","31.42","8.63","18.01","32.40","0","0","-","0.00","100.00","5.43","93.28","0.987","18652"
"2014-11-15 - Senators 2, Flames 4","Ottawa Senators","Limited ReportFull Report","43.483333333333","49.68","56.05","46.98","31.18","43.15","41.95","21.11","30.49","40.91","2.86","3.94","42.03","1.93","2.54","43.12","31.5","21.76","59.14","11.47","11.26","50.44","8.36","10.12","45.23","1.43","3.93","26.66","17.10","61.15","19.98","10.39","65.79","10.04","5.34","65.29","1.45","0","100.00","14.46","100.00","11.88","28.94","29.11","2.92","15.01","16.28","0","0","-","0.00","100.00","13.54","87.07","1.006","19289"
"2014-11-15 - Sharks 1, Blue Jackets 2","San Jose Sharks","Limited ReportFull Report","45.85","74.79","34.92","68.17","56.35","29.15","65.91","37.19","27.83","57.20","1.33","1.23","51.81","3.41","1.01","77.14","35.46","11.66","75.25","14.64","3.91","78.90","10.6","3.96","72.81","1.36","0","100.00","12.78","100.00","20.6","7.88","72.34","6.6","6.46","50.52","0","1.24","0.00","0.00","80.80","28.67","18.92","60.25","19.73","17.75","52.64","0","0","-","0.00","100.00","3.57","95.56","0.991","15950"
"2014-11-15 - Wild 2, Stars 1","Minnesota Wild","Limited ReportFull Report","52.083333333333","57.3","66.68","46.21","39.54","42.06","48.46","26.07","27.61","48.56","2.38","1.09","68.67","2.45","1.7","59.06","30.29","28.41","51.60","14.63","7.68","65.57","6.14","4.36","58.48","1.22","1.08","52.92","19.86","75.12","15.77","20.7","43.25","8.38","9.93","45.77","1.22","0","100.00","14.54","100.00","23.76","28.25","45.69","11.46","10.03","53.33","0","0","-","0.00","100.00","9.14","96.06","1.052","17543"
"2014-11-16 - Canadiens 4, Red Wings 1","Montreal Canadiens","Limited ReportFull Report","38.966666666667","53.71","43.29","55.37","43.28","32.83","56.87","30.03","24.73","54.84","6.51","0","100.00","2.06","1.67","55.19","15.15","22.19","40.57","5.12","5.6","47.78","3.37","4.19","44.56","0","0","-","0.00","100.00","10.1","16.44","38.06","8.24","7.06","53.86","1.62","0","100.00","19.67","100.00","31.65","19.91","61.39","15.16","13.3","53.26","3.43","0","100.00","22.63","100.00","21.69","100.00","1.217","20027"
"2014-11-16 - Coyotes 2, Oilers 1","Arizona Coyotes","Limited ReportFull Report","44.566666666667","66.38","54.36","54.98","42.28","37.56","52.96","33.31","30.28","52.39","1.45","0","100.00","2.65","1.82","59.34","28.04","18.61","60.11","10.46","7.2","59.22","10.41","7.24","58.98","0","0","-","0.00","100.00","17.84","11.36","61.09","8.6","6.54","56.80","1.4","0","100.00","16.27","100.00","30.76","30.92","49.87","14.36","16.32","46.80","0","0","-","0.00","100.00","4.35","100.00","1.043","16839"
"2014-11-16 - Jets 3, Wild 4","Winnipeg Jets","Limited ReportFull Report","35.616666666667","49.22","44.14","52.72","32.95","36.94","47.15","18.66","28.36","39.68","5.1","3.33","60.55","1.52","1.95","43.83","22.49","15.13","59.78","3.32","8.53","27.99","1.6","6.92","18.80","1.72","3.29","34.35","107.49","52.44","18.48","6.51","73.96","8.02","1.64","83.05","1.78","0","100.00","22.23","100.00","21.28","23.34","47.69","7.14","16.6","30.08","1.57","0","100.00","21.98","100.00","27.36","88.27","1.156","18808"
"2014-11-16 - Panthers 6, Ducks 2","Florida Panthers","Limited ReportFull Report","55.183333333333","60.55","62.37","49.26","51.28","45.86","52.79","32.68","29.53","52.53","5.79","2","74.30","2.47","2.27","52.11","31.63","28.62","52.50","10.92","11.47","48.79","7.19","6.72","51.67","2.32","0","100.00","32.21","100.00","20.95","16.8","55.50","10.63","9.86","51.90","3.4","1.04","76.52","32.02","89.40","23.59","30.14","43.91","9.9","11.78","45.68","0","0.96","0.00","0.00","91.85","17.71","93.22","1.109","16128"
"2014-11-16 - Sharks 2, Hurricanes 0","San Jose Sharks","Limited ReportFull Report","52.95","45.79","82.9","35.58","28.27","64.81","30.37","14.71","43.03","25.48","1.2","0","100.00","1.64","3.82","30.01","19.78","36.2","35.33","6.27","19.48","24.35","3.72","11.25","24.83","1.2","0","100.00","32.26","100.00","13.65","16.27","45.63","6.02","6.31","48.83","0","0","-","0.00","100.00","17.29","40.56","29.89","4.99","24.31","17.03","0","0","-","0.00","100.00","8.14","100.00","1.081","12784"
"2014-11-16 - Stars 2, Blackhawks 6","Dallas Stars","Limited ReportFull Report","51.866666666667","47.24","71.45","39.80","34.08","54.97","38.27","25.88","46.03","35.98","2.39","5.62","29.86","2.32","2.68","46.39","30.15","38.14","44.15","12.11","14.29","45.86","9.54","13.34","41.69","2.39","3.37","41.56","25.09","74.77","18.04","24.1","42.81","8.35","13.74","37.79","0","1.13","0.00","0.00","91.78","12.92","28.09","31.50","6.93","18.85","26.87","0","1.09","0.00","0.00","94.19","9.24","87.79","0.970","21671"
"2014-11-17 - Lightning 5, Rangers 1","Tampa Bay Lightning","Limited ReportFull Report","50.416666666667","63.58","43.19","59.55","46.74","25.02","65.13","34.84","12.84","73.07","5.07","0","100.00","3.9","1.33","74.53","45.42","24.96","64.54","29.74","9.48","75.83","21.81","5.49","79.90","5.12","0","100.00","23.48","100.00","16.16","15.09","51.71","6.44","2.09","75.45","0","0","-","0.00","100.00","16.31","15.39","51.45","6.95","5.12","57.57","0","0","-","0.00","100.00","14.57","100.00","1.146","18006"
"2014-11-18 - Blues 0, Bruins 2","St Louis Blues","Limited ReportFull Report","52.733333333333","49.87","41.9","54.34","40.06","27.18","59.58","30.34","16.43","64.88","0","2.2","0.00","1.76","1.8","49.49","22.33","19.4","53.51","5.7","7.85","42.09","3.38","5.62","37.60","0","1.07","0.00","0.00","80.92","16.13","11.69","57.98","11.22","5.71","66.27","0","0","-","0.00","100.00","20.69","17.19","54.62","11.11","3.74","74.82","0","1.21","0.00","0.00","67.68","0.00","86.62","0.866","17565"
"2014-11-18 - Capitals 2, Coyotes 1","Washington Capitals","Limited ReportFull Report","46.45","40.25","39.65","50.37","26.92","26","50.87","18.76","17.41","51.86","1.36","1.19","53.35","0.9","0.82","52.16","6.77","15.76","30.05","1.38","4.76","22.41","1.36","3.59","27.50","0","0","-","0.00","100.00","5.34","11.01","32.68","3.99","3.76","51.43","1.36","0","100.00","34.09","100.00","25.35","20.06","55.82","13.32","8.8","60.21","0","1.15","0.00","0.00","86.95","7.28","93.15","1.004","11769"
"2014-11-18 - Devils 1, Jets 3","New Jersey Devils","Limited ReportFull Report","45.5","42.54","68.93","38.16","30.25","50.31","37.55","19.03","42.14","31.11","0","3.85","0.00","1.23","2.36","34.38","18.27","23.77","43.46","1.32","11.71","10.15","1.31","11.85","9.93","0","3.85","0.00","0.00","67.49","16.48","12.2","57.47","6.57","7.86","45.54","0","0","-","0.00","100.00","20.88","39.35","34.67","9.71","22.83","29.85","0","0","-","0.00","100.00","0.00","90.86","0.909","15016"
"2014-11-18 - Ducks 3, Flames 4","Anaheim Ducks","Limited ReportFull Report","48.05","61.23","32.02","65.66","33.06","21.83","60.23","21.14","13.96","60.22","1.32","3.52","27.26","1.33","1.08","55.29","28.05","15.99","63.69","5.45","1.17","82.36","5.41","0","100.00","0","0","-","0.00","-","22.57","14.73","60.51","6.51","7.05","47.99","0","3.67","0.00","0.00","48.01","25.13","16.12","60.93","7.94","7","53.15","1.32","0","100.00","16.57","100.00","6.24","74.80","0.810","18421"
"2014-11-18 - Hurricanes 6, Stars 4","Carolina Hurricanes","Limited ReportFull Report","47.333333333333","55.74","45.44","55.09","42.32","37.6","52.95","24.94","22.55","52.52","6.63","2.4","73.40","2.45","2.14","53.46","28.78","26.98","51.62","15.85","10.54","60.06","10.72","5.98","64.19","4.01","1.19","77.06","37.41","80.04","12.96","16.21","44.42","6.65","4.85","57.83","0","0","-","0.00","100.00","23.79","18.43","56.36","7.64","11.43","40.06","2.59","1.12","69.80","33.91","90.20","26.56","89.35","1.159","15678"
"2014-11-18 - Lightning 2, Islanders 5","Tampa Bay Lightning","Limited ReportFull Report","45.266666666667","52.91","51.25","50.80","34.59","40.07","46.33","29.68","35.14","45.78","2.73","3.87","41.39","2.6","3.32","43.96","27.7","32.67","45.89","12.08","18.27","39.80","10.66","18.5","36.56","2.76","2.59","51.57","25.87","86.00","15.47","14.22","52.10","9.29","10.48","47.00","0","1.26","0.00","0.00","88.01","19.48","14.78","56.85","9.75","5.65","63.31","0","0","-","0.00","100.00","9.20","89.00","0.982","12908"
"2014-11-18 - Panthers 2, Kings 5","Florida Panthers","Limited ReportFull Report","42.866666666667","56.04","54.36","50.76","42.56","42.65","49.95","27.48","25.54","51.83","1.41","2.71","34.12","1.64","1.5","52.21","16.91","19.19","46.84","7.04","9.38","42.86","2.81","5.44","34.03","1.43","1.32","52.06","50.99","75.78","9.83","9.85","49.95","5.68","4.2","57.48","0","1.4","0.00","0.00","66.63","32.59","32.14","50.35","15.87","16.21","49.46","0","0","-","0.00","100.00","5.12","89.37","0.945","18230"
"2014-11-18 - Penguins 4, Canadiens 0","Pittsburgh Penguins","Limited ReportFull Report","53.5","56.73","49.05","53.63","35.34","28.74","55.15","25.02","20.25","55.27","3.57","0","100.00","2.78","1.51","64.76","31.77","18.11","63.69","12.86","8.48","60.26","7.75","5.63","57.90","1.21","0","100.00","15.67","100.00","19.18","9.34","67.24","6.02","1.97","75.32","2.27","0","100.00","37.68","100.00","20.88","27.19","43.43","9.08","11.14","44.91","0","0","-","0.00","100.00","14.26","100.00","1.143","21287"
"2014-11-18 - Predators 9, Maple Leafs 2","Nashville Predators","Limited ReportFull Report","46.8","71.6","50.97","58.41","52.95","37.01","58.86","35.19","29.43","54.45","11.06","2.35","82.47","3.58","1.24","74.33","45.59","16.25","73.72","20.94","2.17","90.62","15.03","2.16","87.44","5.59","1.16","82.76","37.18","46.07","25.05","13.88","64.35","12.81","6.77","65.42","4","0","100.00","31.24","100.00","23.84","33.76","41.38","7.25","20.21","26.40","1.35","1.13","54.43","18.63","94.40","31.45","92.01","1.235","19012"
"2014-11-18 - Red Wings 5, Blue Jackets 0","Detroit Red Wings","Limited ReportFull Report","46.8","60.3","52.85","53.29","46.97","35.76","56.78","36.8","25.38","59.18","4.13","0","100.00","2.37","1.64","59.18","27.61","24.1","53.40","10.16","6.76","60.04","10.16","5.64","64.29","2.76","0","100.00","27.13","100.00","17.82","17.05","51.10","12.75","5.94","68.21","1.33","0","100.00","10.46","100.00","25.05","22.58","52.59","13.69","12.46","52.35","0","0","-","0.00","100.00","11.23","100.00","1.112","15438"
"2014-11-18 - Sharks 1, Sabres 4","San Jose Sharks","Limited ReportFull Report","46.583333333333","52.21","27.84","65.22","34.11","19.62","63.48","22.6","13.06","63.38","0","3.7","0.00","1.4","1.04","57.30","12.8","11.64","52.37","6.52","6.3","50.87","2.53","5.06","33.36","0","2.49","0.00","0.00","50.81","6.16","5.4","53.30","1.29","1.32","49.44","0","0","-","0.00","100.00","30.73","13.25","69.88","18.18","6.66","73.20","0","1.22","0.00","0.00","81.69","0.00","71.63","0.716","17435"
"2014-11-19 - Canucks 5, Oilers 4","Vancouver Canucks","Limited ReportFull Report","43.7","70.19","52.44","57.24","50.39","39.12","56.29","33.7","27.94","54.67","2.93","3.84","43.25","2.49","2.17","53.46","31.19","28.68","52.10","12.08","7.33","62.24","8.93","3.63","71.11","1.45","0","100.00","16.28","100.00","19.27","21.13","47.70","7.24","11.61","38.40","1.43","4.05","26.06","19.71","65.13","32.95","22.73","59.17","16.29","12.82","55.96","0","0","-","0.00","100.00","8.69","86.25","0.949","16839"
"2014-11-19 - Flyers 0, Rangers 2","Philadelphia Flyers","Limited ReportFull Report","44.05","40.72","50.06","44.86","38.8","40.86","48.71","25.77","33.73","43.31","0","1.29","0.00","2.39","2.48","49.04","20.1","28.59","41.29","12.16","13.35","47.67","6.66","12.13","35.44","0","1.28","0.00","0.00","89.43","8","15.46","34.09","6.79","12.3","35.55","0","0","-","0.00","100.00","18.79","19.12","49.57","9.61","8.9","51.90","0","0","-","0.00","100.00","0.00","96.19","0.962","18006"
