"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDSF/60","HDSA/60","HDSF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","MDCF/60","MDCA/60","MDCF%","MDSF/60","MDSA/60","MDSF%","MDGF/60","MDGA/60","MDGF%","MDSH%","MDSV%","LDCF/60","LDCA/60","LDCF%","LDSF/60","LDSA/60","LDSF%","LDGF/60","LDGA/60","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2017-10-04 - Blues 5, Penguins 4","St Louis Blues","Limited ReportFull Report","46.366666666667","67.34","68.66","49.52","53.01","51.21","50.87","37.26","33.93","52.34","2.7","3.61","42.79","3.2","3.1","50.77","35.04","30.97","53.08","15.44","11.66","56.98","12.44","4.74","72.40","1.31","0","100.00","10.50","100.00","19.92","19.19","50.93","10.89","8.63","55.79","1.34","0","100.00","12.35","100.00","29.67","32.97","47.37","14.27","16.77","45.98","0","3.53","0.00","0.00","78.97","7.25","89.35","0.966","18652"
"2017-10-04 - Flames 0, Oilers 3","Calgary Flames","Limited ReportFull Report","52.95","57.58","82.74","41.04","41.07","65.91","38.39","26.56","47.46","35.89","0","2.19","0.00","2.06","3.94","34.36","22.91","32.65","41.24","10.51","20.03","34.41","8.08","15.69","33.99","0","2.19","0.00","0.00","86.05","12.25","12.61","49.27","4.54","5.62","44.68","0","0","-","0.00","100.00","22.27","42.42","34.43","9.42","26.52","26.20","0","0","-","0.00","100.00","0.00","95.39","0.954","18347"
"2017-10-04 - Flyers 5, Sharks 3","Philadelphia Flyers","Limited ReportFull Report","46.266666666667","62.19","57.29","52.05","42.58","44.66","48.81","27.33","30.43","47.32","1.37","1.23","52.62","2.82","2.73","50.86","37.76","21.53","63.68","15.63","10.54","59.74","7.17","4.73","60.24","0","1.2","0.00","0.00","74.52","22.27","10.9","67.14","10.78","4.95","68.54","1.36","0","100.00","12.65","100.00","20.46","32.26","38.81","9.38","20.7","31.18","0","0","-","0.00","100.00","5.01","95.95","1.010","17562"
"2017-10-04 - Maple Leafs 7, Jets 2","Toronto Maple Leafs","Limited ReportFull Report","39.133333333333","64.55","50.23","56.24","41.31","32.55","55.93","29.23","24.32","54.59","8.24","2.81","74.55","2.36","2.07","53.35","34.61","21.23","61.99","12.2","10.43","53.92","10.39","10.4","49.97","3.35","2.78","54.61","32.24","73.23","22.66","10.57","68.20","9.95","4.33","69.69","3.19","0","100.00","32.05","100.00","22.33","21.27","51.21","7.26","7.96","47.69","1.71","0","100.00","23.58","100.00","28.19","88.44","1.166","15321"
"2017-10-05 - Avalanche 4, Rangers 2","Colorado Avalanche","Limited ReportFull Report","41.083333333333","48.73","52.3","48.24","37.55","37.23","50.21","26.42","25.52","50.87","3.09","0","100.00","2.69","2.3","53.83","29.71","30.14","49.64","15.88","13.01","54.98","10.95","7.83","58.31","1.55","0","100.00","14.12","100.00","13.96","16.71","45.52","6.07","8.16","42.66","1.54","0","100.00","25.30","100.00","14.44","17.24","45.59","8.12","8.06","50.18","0","0","-","0.00","100.00","11.68","100.00","1.117","18006"
"2017-10-05 - Canadiens 3, Sabres 2","Montreal Canadiens","Limited ReportFull Report","43.283333333333","53.3","58.71","47.58","41.25","53.86","43.37","35.66","44.04","44.74","1.4","1.31","51.74","2.27","2.57","46.89","24.05","23.23","50.86","14.07","8.29","62.92","12.45","6.99","64.05","0","0","-","0.00","100.00","9.96","15.13","39.70","4.24","8.19","34.13","0","0","-","0.00","100.00","24.19","35.19","40.74","17.39","29.6","37.01","1.3","1.31","49.79","7.48","95.57","3.93","97.03","1.010","19070"
"2017-10-05 - Capitals 5, Senators 4","Washington Capitals","Limited ReportFull Report","50","58.35","46.85","55.47","38.3","34.57","52.56","23.68","26.26","47.42","4.86","4.58","51.46","1.97","1.6","55.11","30.68","21.06","59.29","8.72","5.76","60.24","4.91","2.35","67.66","0","1.19","0.00","0.00","49.36","21.66","15.48","58.32","8.45","10.61","44.33","5.04","2.28","68.88","59.59","78.56","21.48","25.39","45.82","8.19","13.34","38.03","0","1.14","0.00","0.00","91.49","20.51","82.55","1.031","17009"
"2017-10-05 - Coyotes 4, Ducks 5","Arizona Coyotes","Limited ReportFull Report","45.116666666667","61.19","55.8","52.30","41.86","47.88","46.65","28.8","37.48","43.45","2.84","6.23","31.27","2.37","2.43","49.37","36.4","32.12","53.12","11.75","10.47","52.88","8.81","9.31","48.60","2.85","2.43","53.97","32.33","73.93","24.99","21.26","54.03","12.77","12.39","50.76","0","3.99","0.00","0.00","67.75","20.3","21.45","48.61","5.74","14.34","28.59","0","0","-","0.00","100.00","9.85","83.37","0.932","17174"
"2017-10-05 - Flyers 0, Kings 2","Philadelphia Flyers","Limited ReportFull Report","40.083333333333","60.17","58.49","50.71","50.52","46.22","52.22","35.52","28.4","55.57","0","2.89","0.00","3.06","2.69","53.21","37.89","31.97","54.23","13.79","15.77","46.66","12.06","10.19","54.19","0","2.89","0.00","0.00","71.64","23.82","16.25","59.45","7.54","10.25","42.39","0","0","-","0.00","100.00","18.86","21.12","47.17","12.98","7.79","62.50","0","0","-","0.00","100.00","0.00","89.82","0.898","18230"
"2017-10-05 - Penguins 1, Blackhawks 10","Pittsburgh Penguins","Limited ReportFull Report","46.533333333333","49.83","92.08","35.11","36.69","62.73","36.90","28.5","55.63","33.88","0","12.75","0.00","1.77","3.96","30.94","19.33","37.62","33.94","9.97","15.95","38.46","8.58","16.18","34.67","0","6.32","0.00","0.00","60.94","9.24","21.92","29.66","6.06","13.32","31.25","0","5.07","0.00","0.00","61.96","26.76","47.46","36.06","12.61","24.93","33.60","0","1.37","0.00","0.00","94.51","0.00","77.08","0.771","21705"
"2017-10-05 - Predators 3, Bruins 4","Nashville Predators","Limited ReportFull Report","39.15","33.54","56.6","37.21","29.56","46.19","39.02","20.54","30.22","40.46","1.55","2.96","34.36","1.44","2","41.91","15.36","19.98","43.46","4.71","10.36","31.24","3.04","5.92","33.91","0","1.44","0.00","0.00","75.63","10.41","9.73","51.70","6.06","4.63","56.70","1.62","1.44","52.90","26.76","68.81","15.53","33.24","31.85","11.2","18.75","37.40","0","0","-","0.00","100.00","7.55","90.20","0.977","17565"
"2017-10-05 - Wild 2, Red Wings 4","Minnesota Wild","Limited ReportFull Report","46.133333333333","54.89","50.7","51.98","43.61","42.56","50.61","37.14","29.74","55.53","2.63","2.51","51.18","2.7","1.94","58.28","28.93","22.81","55.91","13.31","9.83","57.53","13.15","6.26","67.77","1.31","0","100.00","9.99","100.00","15.49","13.07","54.24","5.25","6.45","44.84","1.33","2.46","35.12","25.36","61.92","24.18","23.63","50.58","17.39","14.49","54.55","0","0","-","0.00","100.00","7.09","91.55","0.986","19515"
"2017-10-06 - Golden Knights 2, Stars 1","Vegas Golden Knights","Limited ReportFull Report","36.616666666667","51.18","90.12","36.22","34.96","72.14","32.64","31.49","56.15","35.93","1.73","0","100.00","1.82","3.99","31.35","20.27","40.71","33.24","13.76","20.12","40.62","10.26","15.71","39.51","0","0","-","0.00","100.00","6.59","20.57","24.26","3.33","12.73","20.73","1.72","0","100.00","51.78","100.00","22.91","36.06","38.85","14.51","21.3","40.51","0","0","-","0.00","100.00","5.50","100.00","1.055","18532"
"2017-10-06 - Islanders 0, Blue Jackets 5","New York Islanders","Limited ReportFull Report","54.883333333333","57.26","70.74","44.74","40.34","52.79","43.31","26.3","36.2","42.08","0","3.2","0.00","2.3","2.96","43.69","26.2","27.4","48.88","10.65","9.93","51.74","8.37","7.82","51.70","0","2.11","0.00","0.00","73.00","15.29","17.89","46.08","3.18","8.01","28.41","0","1.1","0.00","0.00","86.32","31.99","36.32","46.83","14.28","17.08","45.53","0","0","-","0.00","100.00","0.00","91.16","0.912","18595"
"2017-10-06 - Panthers 3, Lightning 5","Florida Panthers","Limited ReportFull Report","45.2","64.07","44.37","59.08","52.12","31.35","62.44","36.98","25.78","58.92","4.04","3.88","51.00","2.95","1.19","71.30","34.09","14.36","70.36","17.32","5.13","77.15","15.8","5.19","75.28","4.09","2.56","61.47","25.89","50.60","16.6","9.35","63.97","10.5","6.55","61.56","0","1.25","0.00","0.00","80.92","28.71","25.65","52.82","9.97","11.46","46.52","0","0","-","0.00","100.00","10.91","84.96","0.959","19092"
"2017-10-07 - Avalanche 1, Devils 4","Colorado Avalanche","Limited ReportFull Report","39.916666666667","61.68","66.06","48.28","54.22","56.99","48.76","42.57","42.65","49.95","1.52","0","100.00","3.39","3.47","49.47","35.22","37.02","48.76","13.38","12.09","52.54","13.2","9.15","59.06","1.56","0","100.00","11.80","100.00","21.51","25.56","45.69","11.84","12.3","49.04","0","0","-","0.00","100.00","27.91","24.29","53.47","17.54","19.74","47.05","0","0","-","0.00","100.00","3.58","100.00","1.036","16514"
"2017-10-07 - Blue Jackets 1, Blackhawks 5","Columbus Blue Jackets","Limited ReportFull Report","53.483333333333","48.69","41.75","53.84","38.17","28.96","56.86","32.16","26.45","54.87","1.13","4.39","20.43","1.81","1.33","57.64","17.35","25.65","40.35","5.52","6.88","44.50","5.44","6.98","43.79","1.15","1.1","51.11","21.08","84.29","11.55","19.25","37.51","5.41","6.88","44.00","0","2.16","0.00","0.00","68.62","29.72","12.51","70.37","20.29","11.49","63.84","0","1.2","0.00","0.00","89.57","3.50","83.41","0.869","21264"
"2017-10-07 - Canadiens 1, Capitals 6","Montreal Canadiens","Limited ReportFull Report","45.55","58.94","43.89","57.32","49.84","32.88","60.25","35.79","24.16","59.70","0","6.48","0.00","2.5","2.03","55.21","28.39","23.66","54.55","10.18","8.12","55.63","6.26","8.24","43.20","0","3.88","0.00","0.00","52.90","17.71","15.92","52.65","8.66","4.15","67.63","0","1.32","0.00","0.00","68.15","28.31","16.21","63.59","17.76","8.82","66.83","0","1.25","0.00","0.00","85.86","0.00","73.17","0.732","18506"
"2017-10-07 - Flyers 3, Ducks 2","Philadelphia Flyers","Limited ReportFull Report","46.133333333333","53.12","46.85","53.13","40.88","34.55","54.19","36.6","22.08","62.37","2.75","0","100.00","1.76","1.8","49.39","24.77","27.95","46.98","5.61","8.51","39.73","4.19","4.92","45.98","1.38","0","100.00","32.86","100.00","19.05","19.33","49.64","10.76","8.51","55.84","1.37","0","100.00","12.72","100.00","27.18","17.44","60.91","21.55","8.75","71.12","0","0","-","0.00","100.00","7.51","100.00","1.075","16032"
"2017-10-07 - Golden Knights 2, Coyotes 1","Vegas Golden Knights","Limited ReportFull Report","44.166666666667","73.03","60.28","54.78","51.59","42.86","54.62","33.2","31.82","51.06","0","1.28","0.00","2.81","2.98","48.57","38.08","37.56","50.34","15.15","10.67","58.69","6.82","6.77","50.19","0","1.28","0.00","0.00","81.10","22.63","27.26","45.36","8.21","18.79","30.41","0","0","-","0.00","100.00","28.3","15.92","64.01","16.67","4.39","79.17","0","0","-","0.00","100.00","0.00","95.97","0.960","17125"
"2017-10-07 - Jets 3, Flames 6","Winnipeg Jets","Limited ReportFull Report","44.366666666667","52.96","71.14","42.67","39.6","52.67","42.92","26.45","41.62","38.86","1.46","3.96","26.89","1.83","3.04","37.51","22.71","30.8","42.44","10.2","13.03","43.90","8.7","11.75","42.55","1.46","1.34","52.22","16.81","88.61","12.49","17.95","41.03","3.99","12.2","24.64","0","1.32","0.00","0.00","89.17","25.11","32.63","43.49","10.98","15.85","40.93","0","1.19","0.00","0.00","92.46","5.50","90.49","0.960","19289"
"2017-10-07 - Kings 4, Sharks 1","Los Angeles Kings","Limited ReportFull Report","38.033333333333","64.05","52.36","55.02","49.65","38.96","56.03","44.57","30.9","59.06","6.69","1.46","82.10","3.59","2.25","61.50","39.7","21.26","65.13","19.27","9.91","66.03","15.78","8.49","65.03","1.69","1.45","53.84","10.70","82.93","20.64","11.13","64.96","15.03","5.71","72.48","3.3","0","100.00","21.95","100.00","15.55","22.57","40.80","12.26","11.94","50.67","1.66","0","100.00","13.56","100.00","15.00","95.28","1.103","17562"
"2017-10-07 - Lightning 4, Panthers 5","Tampa Bay Lightning","Limited ReportFull Report","40.016666666667","43.45","76.7","36.16","36.97","61.59","37.51","24.76","50.71","32.81","4.69","5.67","45.28","2.12","3.54","37.43","25.08","42.94","36.87","6.24","14.89","29.52","3.13","14.98","17.28","1.55","2.86","35.19","49.60","80.91","18.86","27.87","40.36","10.87","18.62","36.85","3.15","2.86","52.43","29.02","84.63","17.19","32.21","34.80","10.73","15.35","41.14","0","0","-","0.00","100.00","18.94","88.83","1.078","16871"
"2017-10-07 - Oilers 2, Canucks 3","Edmonton Oilers","Limited ReportFull Report","38.233333333333","69.58","39.96","63.52","55.71","32.99","62.81","37.46","19.82","65.40","1.66","3.03","35.35","2.72","2.07","56.87","43.13","20.49","67.79","12.43","14.08","46.90","9.2","9.45","49.33","0","3.03","0.00","0.00","67.93","30.1","6.32","82.64","17.17","1.61","91.43","1.65","0","100.00","9.61","100.00","24","15.6","60.61","11.52","8.89","56.46","0","0","-","0.00","100.00","4.43","84.70","0.891","18865"
"2017-10-07 - Predators 0, Penguins 4","Nashville Predators","Limited ReportFull Report","40.7","56.43","62.69","47.37","42.48","50.45","45.71","23.34","42.54","35.43","0","5.77","0.00","1.93","3.11","38.30","25.66","24.4","51.25","7.41","7.43","49.94","4.36","7.52","36.70","0","1.46","0.00","0.00","80.59","17.7","17.45","50.35","9.89","13.79","41.77","0","2.84","0.00","0.00","79.42","27.57","32.68","45.76","7.72","18.29","29.68","0","1.56","0.00","0.00","91.45","0.00","86.44","0.864","18645"
"2017-10-07 - Rangers 5, Maple Leafs 8","New York Rangers","Limited ReportFull Report","46.283333333333","59.48","74.33","44.45","53.16","54.77","49.25","35.95","37.36","49.04","2.62","6.24","29.60","2.78","3.38","45.09","26.67","43.27","38.14","13.02","12.6","50.82","11.59","10.18","53.23","1.31","4.93","20.99","11.30","51.59","13.46","31.3","30.06","6.49","14.52","30.90","0","0","-","0.00","100.00","28.66","25.41","53.01","16.21","10.91","59.76","1.22","1.38","46.76","7.50","87.31","7.29","83.30","0.906","19621"
"2017-10-07 - Red Wings 2, Senators 1","Detroit Red Wings","Limited ReportFull Report","41.533333333333","80.39","57.07","58.48","46.22","50.05","48.01","31.19","34.82","47.25","1.53","1.33","53.35","1.88","2.58","42.20","24.23","21.91","52.51","9.23","13.43","40.74","4.57","10.85","29.63","0","1.33","0.00","0.00","87.77","14.94","8.37","64.10","4.46","5.61","44.27","1.52","0","100.00","34.09","100.00","44.38","32.31","57.87","19.04","15.54","55.05","0","0","-","0.00","100.00","4.89","96.17","1.011","14883"
"2017-10-07 - Sabres 3, Islanders 6","Buffalo Sabres","Limited ReportFull Report","45.3","38.83","58.49","39.90","27.01","44.87","37.58","18.61","35.01","34.71","1.33","3.87","25.56","1.34","3.07","30.46","20.39","27.18","42.87","10.32","17.49","37.10","2.52","16.33","13.36","1.35","2.57","34.49","53.74","84.25","10.07","9.55","51.31","5.28","7.97","39.84","0","1.26","0.00","0.00","84.24","15.56","21.62","41.86","10.51","7.34","58.85","0","0","-","0.00","100.00","7.15","88.93","0.961","15234"
"2017-10-07 - Stars 2, Blues 4","Dallas Stars","Limited ReportFull Report","46.733333333333","41.69","43.82","48.76","28.15","29.8","48.58","27.06","22.96","54.10","1.29","3.75","25.61","1.32","1.45","47.70","18.47","15.77","53.95","6.26","6.48","49.14","6.17","5.22","54.13","1.31","1.24","51.46","21.29","76.30","11.93","9.39","55.96","8.53","5.14","62.42","0","2.43","0.00","0.00","52.76","14.7","23.71","38.26","11.04","12.9","46.11","0","0","-","0.00","100.00","4.76","83.68","0.884","18858"
"2017-10-07 - Wild 4, Hurricanes 5","Minnesota Wild","Limited ReportFull Report","45.95","55.69","71.34","43.84","40.26","57.26","41.29","27.73","36.69","43.05","2.78","3.64","43.31","2.98","2.46","54.77","33.63","33.72","49.93","18.44","16.6","52.63","12.64","8.24","60.56","2.8","2.4","53.83","22.11","70.89","15.41","16.89","47.71","5.54","9.92","35.83","0","1.24","0.00","0.00","87.52","17.93","29.27","37.99","9.72","17.34","35.92","0","0","-","0.00","100.00","10.04","90.07","1.001","18680"
"2017-10-08 - Canadiens 0, Rangers 2","Montreal Canadiens","Limited ReportFull Report","49.333333333333","66.15","32.16","67.29","48","25.74","65.09","34.6","20.83","62.43","0","2.35","0.00","2.4","1.43","62.72","33.09","17.78","65.04","14.92","9.25","61.74","9.7","6.98","58.16","0","1.15","0.00","0.00","83.59","17.97","8.57","67.72","8.57","6","58.81","0","0","-","0.00","100.00","25.91","9.06","74.10","14.07","6.51","68.38","0","1.29","0.00","0.00","80.15","0.00","88.72","0.887","18006"
"2017-10-09 - Avalanche 4, Bruins 0","Colorado Avalanche","Limited ReportFull Report","49.7","49.89","50.8","49.55","39.58","40.34","49.52","27.12","25.35","51.69","2.54","0","100.00","2.59","2.5","50.86","25.87","20.97","55.24","12.46","11.45","52.11","9.69","10.35","48.35","0","0","-","0.00","100.00","13.67","9.22","59.72","9.19","3.27","73.75","1.27","0","100.00","13.82","100.00","23.57","25.04","48.48","8.34","11.41","42.24","1.35","0","100.00","16.16","100.00","9.37","100.00","1.094","17565"
"2017-10-09 - Blackhawks 3, Maple Leafs 4","Chicago Blackhawks","Limited ReportFull Report","38.85","46.74","67.72","40.83","32.36","53.52","37.68","20.29","38.73","34.38","3.29","2.94","52.85","2.1","4.42","32.25","20.77","49.39","29.60","5.2","16.17","24.32","3.44","10.78","24.18","1.67","0","100.00","48.59","100.00","15.92","32.64","32.78","10.13","22.72","30.84","0","3.17","0.00","0.00","86.02","18.76","17.84","51.26","4.97","5.53","47.31","1.63","0","100.00","32.76","100.00","16.23","92.41","1.086","19456"
"2017-10-09 - Blues 3, Islanders 2","St Louis Blues","Limited ReportFull Report","40.066666666667","56.5","56.84","49.85","43.34","44.91","49.11","36.7","35.55","50.80","1.58","1.42","52.62","2.14","2.36","47.61","35.71","22.89","60.94","9.75","9.21","51.42","9.68","9.22","51.21","0","0","-","0.00","100.00","26.2","13.55","65.91","15.92","8.39","65.48","1.58","1.54","50.58","9.90","81.66","18.97","27.53","40.79","11.1","13.76","44.65","0","0","-","0.00","100.00","4.31","95.99","1.003","10673"
"2017-10-09 - Capitals 3, Lightning 4","Washington Capitals","Limited ReportFull Report","45.983333333333","45.7","71.71","38.92","30.46","57.9","34.47","20.5","32.57","38.62","1.38","3.69","27.21","1.36","2.93","31.72","21.16","38.09","35.71","8.51","14.18","37.51","5.6","7.15","43.93","0","1.21","0.00","0.00","83.04","12.78","23.57","35.16","5.42","12.06","31.03","1.37","2.59","34.60","25.30","78.48","20.43","32.68","38.46","8.17","13.45","37.77","0","0","-","0.00","100.00","6.72","88.68","0.954","19092"
"2017-10-09 - Devils 6, Sabres 2","New Jersey Devils","Limited ReportFull Report","44.9","63.39","40.51","61.01","48.11","29.79","61.76","36.09","23.21","60.86","7.15","1.23","85.36","3.58","1.2","74.91","33.23","12.55","72.59","21.21","4.46","82.63","19.62","4.43","81.59","7.21","1.21","85.60","36.75","72.61","12.39","7.91","61.05","7.48","3.56","67.78","0","0","-","0.00","100.00","18.03","21.44","45.69","7.62","12.81","37.28","0","0","-","0.00","100.00","19.80","94.72","1.145","17697"
"2017-10-09 - Flames 2, Ducks 0","Calgary Flames","Limited ReportFull Report","42.766666666667","81.03","62.84","56.32","59.71","50.19","54.33","34.11","38.42","47.03","1.51","0","100.00","3.29","2.51","56.72","36.33","24.68","59.55","13.82","10.33","57.23","6.13","7.77","44.11","0","0","-","0.00","100.00","22.62","14.17","61.49","8.78","7.92","52.56","1.46","0","100.00","16.61","100.00","41.7","34.36","54.82","17.77","21.51","45.25","0","0","-","0.00","100.00","4.43","100.00","1.044","15485"
"2017-10-09 - Jets 5, Oilers 2","Winnipeg Jets","Limited ReportFull Report","48.633333333333","77.4","61.33","55.79","56.07","45.06","55.44","50.27","33.13","60.28","5.26","2.31","69.46","2.79","2.19","55.98","39.44","27.42","59.00","10.9","8.69","55.63","8.16","7.64","51.66","1.31","1.13","53.56","16.00","85.18","28.96","18.34","61.23","17.25","6.71","71.98","3.86","1.27","75.28","22.39","81.11","25.02","27.03","48.07","18.11","15.24","54.31","0","0","-","0.00","100.00","10.47","93.02","1.035","18347"
"2017-10-10 - Blackhawks 3, Canadiens 1","Chicago Blackhawks","Limited ReportFull Report","44.516666666667","54.95","73.98","42.62","43.14","49.19","46.72","30.23","34.5","46.70","2.79","1.27","68.67","1.87","2.71","40.79","17.12","32.53","34.47","4.4","13.94","23.97","4.37","10.33","29.70","1.43","0","100.00","32.67","100.00","12.73","18.33","40.99","11.25","11.37","49.75","1.43","0","100.00","12.67","100.00","33.18","31.74","51.11","13.32","12.61","51.37","0","1.28","0.00","0.00","89.89","9.22","96.31","1.055","21302"
"2017-10-10 - Blue Jackets 2, Hurricanes 1","Columbus Blue Jackets","Limited ReportFull Report","48.866666666667","51.01","56.24","47.56","36.99","38.64","48.91","26.59","30.55","46.53","1.3","0","100.00","2.04","1.89","52.01","18.16","24.19","42.88","3.92","9.05","30.23","2.59","5.66","31.37","0","0","-","0.00","100.00","14.18","15.1","48.42","6.32","7.1","47.06","1.29","0","100.00","20.45","100.00","29.12","29.55","49.64","16.29","17.84","47.73","0","0","-","0.00","100.00","4.88","100.00","1.049","7892"
"2017-10-10 - Blues 3, Rangers 1","St Louis Blues","Limited ReportFull Report","45.783333333333","44.32","55.87","44.24","32.78","37.21","46.83","24.09","29.05","45.33","1.38","0","100.00","1.56","2.18","41.71","15.78","26.1","37.68","5.79","13.95","29.32","4.3","10.53","28.98","1.39","0","100.00","32.26","100.00","10.15","11.89","46.06","5.62","2.43","69.77","0","0","-","0.00","100.00","21.34","24.04","47.03","12.76","14.71","46.46","0","0","-","0.00","100.00","5.75","100.00","1.057","18006"
"2017-10-10 - Coyotes 2, Golden Knights 5","Arizona Coyotes","Limited ReportFull Report","49.933333333333","51.17","59.63","46.18","39.23","41.44","48.63","29.59","32.33","47.78","2.41","4.7","33.92","1.85","1.45","55.98","21.6","21.31","50.33","9.29","4.94","65.27","5.71","3.75","60.36","1.23","1.16","51.46","21.50","69.13","12.11","16.78","41.91","6.77","12.53","35.08","0","2.34","0.00","0.00","81.30","24.92","30.94","44.61","15.25","14.99","50.42","1.13","1.28","46.93","7.40","91.49","8.16","85.46","0.936","18191"
"2017-10-10 - Flyers 5, Predators 6","Philadelphia Flyers","Limited ReportFull Report","47.166666666667","43.4","61.15","41.51","33.75","48.06","41.25","28.73","30.77","48.28","3.91","2.47","61.32","1.67","3.24","34.06","19.15","26.46","41.98","7.86","15.45","33.73","7.78","14.46","34.99","2.66","1.26","67.90","34.24","91.29","11.12","10.88","50.55","6.25","3.6","63.47","1.27","0","100.00","20.31","100.00","18.27","28.77","38.84","14.61","12.61","53.67","0","1.12","0.00","0.00","91.09","13.62","91.98","1.056","17194"
"2017-10-10 - Red Wings 2, Stars 4","Detroit Red Wings","Limited ReportFull Report","43.25","55.73","71.11","43.94","38.36","47.42","44.72","22.36","26.99","45.31","1.41","2.68","34.43","1.93","2.21","46.61","25.87","32.12","44.61","8.46","12.25","40.85","6.89","6.74","50.58","0","1.37","0.00","0.00","79.61","16.96","20.22","45.62","5.45","5.61","49.25","0","0","-","0.00","100.00","25.76","29.37","46.72","9.91","10.36","48.89","1.29","1.31","49.61","13.04","87.33","6.29","90.07","0.964","18119"
"2017-10-10 - Senators 3, Canucks 2","Ottawa Senators","Limited ReportFull Report","45.833333333333","63.63","47.15","57.44","57.31","38.28","59.95","45.27","24.42","64.96","2.71","2.44","52.55","2.56","1.43","64.18","24.5","13.62","64.27","13.85","4.89","73.89","13.71","3.72","78.68","1.32","0","100.00","9.64","100.00","10.68","8.67","55.19","1.35","3.79","26.20","0","0","-","0.00","100.00","31.23","29.63","51.31","23.29","15.73","59.69","1.38","2.4","36.47","5.92","84.73","5.98","89.99","0.960","17273"
"2017-10-11 - Bruins 3, Avalanche 6","Boston Bruins","Limited ReportFull Report","43.633333333333","49.84","57.42","46.47","32.39","40.89","44.20","19.34","34.06","36.22","2.77","3.95","41.23","1.45","1.98","42.35","18.52","24.94","42.62","6.69","6.73","49.85","5.23","6.82","43.41","1.41","1.29","52.06","26.87","81.01","11.64","18.54","38.57","2.76","12.52","18.05","0","2.65","0.00","0.00","78.86","27.01","24.53","52.40","9.95","13.14","43.09","1.29","0","100.00","12.97","100.00","14.33","88.40","1.027","18011"
"2017-10-11 - Devils 6, Maple Leafs 3","New Jersey Devils","Limited ReportFull Report","38.466666666667","53.16","66.8","44.32","44.26","52.09","45.93","28.77","41.4","41.00","6.5","1.44","81.85","2.83","3.93","41.87","32.4","45.91","41.37","13.73","15.09","47.65","6.87","12.28","35.88","0","1.43","0.00","0.00","88.34","18.8","30.52","38.11","11.62","18.63","38.41","3.16","0","100.00","27.16","100.00","17.39","19.89","46.64","8.54","10.47","44.94","3.2","0","100.00","37.51","100.00","22.58","96.52","1.191","19103"
"2017-10-11 - Flames 4, Kings 3","Calgary Flames","Limited ReportFull Report","40.766666666667","60.93","71.94","45.86","49.42","58.44","45.82","39.57","44.87","46.86","3.07","4.15","42.55","2.63","3.32","44.24","28.97","40.91","41.45","13.1","16","45.02","11.52","8.22","58.35","1.59","2.74","36.79","13.83","66.72","16.05","24.73","39.36","9.35","15.42","37.74","1.56","0","100.00","16.66","100.00","22.27","29.79","42.78","13.96","19.84","41.30","0","1.3","0.00","0.00","93.45","7.77","90.76","0.985","18230"
"2017-10-11 - Islanders 2, Ducks 3","New York Islanders","Limited ReportFull Report","40.566666666667","77.44","55.78","58.13","55.13","43.16","56.09","39.05","32.52","54.56","3","4.25","41.33","3.94","2.21","64.10","46.14","26.22","63.76","22.71","12.74","64.06","17.87","11.38","61.10","1.49","2.79","34.92","8.36","75.52","23.2","13.6","63.05","16.35","7.34","69.02","1.51","0","100.00","9.25","100.00","25.3","26.11","49.21","5.6","12.2","31.44","0","1.57","0.00","0.00","87.13","7.67","86.92","0.946","14553"
"2017-10-11 - Penguins 3, Capitals 2","Pittsburgh Penguins","Limited ReportFull Report","39.983333333333","72.29","58.04","55.47","51.39","40.04","56.21","42.71","21.42","66.60","0","2.85","0.00","4.07","1.84","68.88","48.54","34.75","58.28","25.23","9.15","73.38","21.8","6.51","76.99","0","1.39","0.00","0.00","78.60","23.94","25.21","48.71","9.7","9.7","50.00","0","0","-","0.00","100.00","18.17","21.16","46.19","11.46","5.24","68.60","0","1.33","0.00","0.00","74.72","0.00","86.67","0.867","18506"
"2017-10-12 - Blues 2, Panthers 5","St Louis Blues","Limited ReportFull Report","42.683333333333","49.96","54.62","47.77","35.43","45.43","43.81","28.5","38.31","42.66","1.41","4.08","25.69","2.09","1.99","51.24","18.34","23.01","44.35","8.88","7.06","55.69","7.3","5.83","55.58","0","2.73","0.00","0.00","53.19","9.32","16.29","36.40","9.58","13.05","42.35","0","0","-","0.00","100.00","27.56","27.91","49.69","11.47","19.44","37.11","1.32","1.25","51.36","11.51","93.57","4.95","89.34","0.943","10846"
"2017-10-12 - Jets 4, Canucks 2","Winnipeg Jets","Limited ReportFull Report","46.466666666667","36.42","38.22","48.79","27.04","28.82","48.41","19.96","22.94","46.53","2.67","1.23","68.49","1.28","1.22","51.24","17.67","18","49.54","6.72","4.76","58.52","5.36","2.37","69.38","1.37","0","100.00","25.49","100.00","11.02","13.19","45.52","3.95","11.09","26.27","1.37","0","100.00","34.58","100.00","14.75","14.2","50.95","7.85","8.33","48.51","0","1.14","0.00","0.00","86.31","13.38","94.65","1.080","15589"
