"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDSF/60","HDSA/60","HDSF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","MDCF/60","MDCA/60","MDCF%","MDSF/60","MDSA/60","MDSF%","MDGF/60","MDGA/60","MDGF%","MDSH%","MDSV%","LDCF/60","LDCA/60","LDCF%","LDSF/60","LDSA/60","LDSF%","LDGF/60","LDGA/60","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2017-12-18 - Sharks 3, Oilers 5","San Jose Sharks","Limited ReportFull Report","52","52.25","52.23","50.01","35.21","38.17","47.98","19.14","29.04","39.73","2.34","4.44","34.54","1.62","2.4","40.31","22.97","24.93","47.95","5.74","18.07","24.09","2.27","13.61","14.28","1.2","2.23","34.91","52.69","83.63","16.99","6.76","71.54","5.83","5.59","51.04","1.18","2.2","34.97","20.24","60.76","22.24","20.81","51.65","10.86","8.49","56.12","0","0","-","0.00","100.00","12.23","84.73","0.970","18347"
"2017-12-19 - Bruins 3, Sabres 0","Boston Bruins","Limited ReportFull Report","52.4","64.31","55.58","53.64","47.09","43.03","52.25","32.52","31.54","50.77","1.21","0","100.00","1.85","1.7","52.13","27.19","25.31","51.79","5.06","9.34","35.14","0","6.36","0.00","0","0","-","-","100.00","22.18","15.82","58.38","12.07","7.59","61.40","1.2","0","100.00","9.98","100.00","32.33","23.82","57.58","17.81","15.41","53.62","0","0","-","0.00","100.00","3.72","100.00","1.037","17811"
"2017-12-19 - Canadiens 7, Canucks 5","Montreal Canadiens","Limited ReportFull Report","49.35","51.91","61.07","45.94","39.92","45.27","46.86","33.24","34.36","49.17","5.19","2.25","69.78","2.14","2.23","48.95","26.37","29.27","47.40","13.29","8.74","60.31","11.84","7.72","60.54","3.92","2.23","63.71","33.09","71.08","13.3","20.51","39.35","6.36","11.71","35.20","1.28","0","100.00","20.12","100.00","19.95","25.76","43.64","13.83","12.25","53.04","0","0","-","0.00","100.00","15.60","93.46","1.091","18865"
"2017-12-19 - Capitals 4, Stars 3","Washington Capitals","Limited ReportFull Report","46.95","51.16","65.55","43.84","35.44","43.3","45.01","22.09","32.37","40.56","3.94","2.41","62.00","1.9","3.28","36.75","23.98","36.33","39.76","8.09","20.26","28.54","6.65","13.22","33.48","1.29","1.2","51.76","19.40","90.90","15.79","15.9","49.82","6.54","6.24","51.18","2.7","1.21","69.00","41.23","80.58","19.51","20.07","49.29","6.36","10.2","38.42","0","0","-","0.00","100.00","17.81","92.55","1.104","18112"
"2017-12-19 - Ducks 1, Rangers 4","Anaheim Ducks","Limited ReportFull Report","53","62.95","53.96","53.85","49.71","47.56","51.11","42.43","35.46","54.48","1.14","4.42","20.46","2.88","3.27","46.79","36.51","33.45","52.19","17.36","20.35","46.02","13.79","17.1","44.64","1.16","3.25","26.26","8.39","81.00","18.77","12.96","59.14","8.83","8.05","52.30","0","1.07","0.00","0.00","86.76","21.75","15.77","57.97","16.57","7.45","68.99","0","0","-","0.00","100.00","2.68","87.54","0.902","18006"
"2017-12-19 - Hurricanes 1, Maple Leafs 8","Carolina Hurricanes","Limited ReportFull Report","48.95","68.84","62.51","52.41","48.21","52.03","48.10","32.56","36.03","47.46","1.24","4.87","20.34","2.59","2.55","50.34","31.38","27.2","53.57","12.14","8.81","57.94","7.05","8.94","44.09","1.27","1.18","51.78","18.00","86.78","18.71","18.84","49.82","12.71","14.22","47.20","0","3.69","0.00","0.00","74.07","31.18","31.53","49.72","11.69","12.71","47.93","0","0","-","0.00","100.00","3.82","86.49","0.903","19288"
"2017-12-19 - Jets 6, Predators 4","Winnipeg Jets","Limited ReportFull Report","43.8","61.07","59.52","50.64","49.67","44.16","52.93","38.13","34","52.86","5.67","3.82","59.71","3.19","1.95","62.07","31.77","21.62","59.51","14.49","11.24","56.32","11.46","5.1","69.19","2.83","1.26","69.26","24.73","75.35","17.42","10.24","62.98","11.38","5.26","68.37","1.45","2.61","35.67","12.74","50.33","25.34","31.41","44.65","14.12","22.37","38.70","1.44","0","100.00","10.22","100.00","14.86","88.75","1.036","17432"
"2017-12-19 - Lightning 3, Golden Knights 4","Tampa Bay Lightning","Limited ReportFull Report","50.833333333333","69.23","62.85","52.42","47.36","44.82","51.38","36.91","31.87","53.67","1.19","0","100.00","1.37","1.97","41.13","21.29","24.85","46.13","3.89","8.68","30.96","1.31","8.75","13.05","0","0","-","0.00","100.00","17.39","15.91","52.21","12.22","8.81","58.12","0","0","-","0.00","100.00","29.92","27.07","52.50","17.06","14.24","54.51","1.11","0","100.00","6.49","100.00","3.23","100.00","1.032","17813"
"2017-12-19 - Panthers 3, Coyotes 2","Florida Panthers","Limited ReportFull Report","49.833333333333","57.07","60.89","48.38","44.68","47.38","48.53","27.63","31.7","46.57","2.44","1.19","67.20","1.76","2.31","43.23","23.74","19.95","54.34","10.01","9.33","51.75","6.04","8.22","42.36","1.22","1.19","50.51","20.13","85.51","13.7","10.64","56.28","7.37","4.66","61.29","0","0","-","0.00","100.00","30.03","35.84","45.59","14.07","18.8","42.80","1.12","0","100.00","7.97","100.00","8.83","96.24","1.051","10203"
"2017-12-19 - Red Wings 6, Islanders 3","Detroit Red Wings","Limited ReportFull Report","54.733333333333","61.87","44.59","58.12","41.28","35.05","54.08","20.68","31.93","39.31","4.56","1.03","81.50","2.51","1.43","63.65","38.52","19.82","66.03","10.81","7.17","60.12","4.77","5.19","47.91","2.29","0","100.00","48.10","100.00","27.61","12.67","68.54","11.36","7.45","60.38","2.31","1.04","69.00","20.36","86.06","20.09","24.57","44.98","4.64","19.41","19.28","0","0","-","0.00","100.00","22.03","96.76","1.188","10511"
"2017-12-19 - Wild 6, Senators 4","Minnesota Wild","Limited ReportFull Report","46.1","54.86","59.06","48.16","42.43","46.66","47.63","38.51","29.08","56.98","6.73","2.51","72.79","3.07","2.4","56.16","31.79","25.82","55.19","16.03","13.55","54.20","14.4","10.08","58.83","4.07","1.29","75.96","28.27","87.22","15.78","12.22","56.35","13.3","2.32","85.14","1.38","0","100.00","10.36","100.00","15.36","26.68","36.53","7.54","12.77","37.12","1.37","1.23","52.69","18.20","90.36","17.47","91.35","1.088","13804"
"2017-12-20 - Blues 1, Flames 2","St Louis Blues","Limited ReportFull Report","42.75","55.52","57.78","49.00","37.89","37.9","49.99","22.38","26.71","45.59","0","2.65","0.00","1.88","2.38","44.18","24.49","28.72","46.03","11.79","16.18","42.14","5.83","13.63","29.96","0","2.64","0.00","0.00","80.61","12.66","12.52","50.27","4.3","5.53","43.74","0","0","-","0.00","100.00","24.49","24.29","50.21","10.75","5.79","64.99","0","0","-","0.00","100.00","0.00","90.09","0.901","18410"
"2017-12-20 - Maple Leafs 2, Blue Jackets 4","Toronto Maple Leafs","Limited ReportFull Report","50.133333333333","66.03","54","55.01","52.32","44.68","53.93","39.87","34.82","53.38","2.42","3.49","40.89","2.54","2.05","55.35","31.61","26.65","54.26","11.9","8.29","58.93","9.3","7.17","56.46","0","2.28","0.00","0.00","68.21","19.39","18.73","50.87","10.62","12.08","46.78","1.19","1.13","51.44","11.25","90.67","28.7","23.89","54.57","16.42","14.21","53.61","1.12","0","100.00","6.79","100.00","6.06","89.97","0.960","17708"
"2017-12-20 - Red Wings 3, Flyers 4","Detroit Red Wings","Limited ReportFull Report","53.183333333333","44.9","68.33","39.66","31.36","41.5","43.04","24.29","32.82","42.53","1.19","3.17","27.32","2.36","2.92","44.74","20.05","28.07","41.66","14.28","9.37","60.37","10.56","9.47","52.72","1.19","1.06","52.92","11.31","88.79","5.93","18.79","23.99","1.16","6.58","14.98","0","1.07","0.00","0.00","83.76","18.07","29.85","37.71","9.25","14.47","38.98","0","1","0.00","0.00","93.07","4.91","90.34","0.952","19674"
"2017-12-21 - Avalanche 1, Kings 2","Colorado Avalanche","Limited ReportFull Report","48","60.17","53.91","52.74","44.45","35.21","55.80","31.16","23.65","56.85","1.32","1.15","53.35","1.71","1.37","55.42","18.49","16.44","52.93","5.33","5.78","47.97","2.63","1.11","70.39","0","0","-","0.00","100.00","13.14","10.65","55.22","5.2","7.23","41.82","0","0","-","0.00","100.00","39.14","31.57","55.35","21.87","15.37","58.73","1.32","1.11","54.23","6.02","92.77","4.24","95.12","0.994","18230"
"2017-12-21 - Blackhawks 0, Stars 4","Chicago Blackhawks","Limited ReportFull Report","52.583333333333","73.71","51.89","58.68","46.58","33.37","58.26","24.06","22.76","51.38","0","3.34","0.00","2.45","2.34","51.17","39.12","23.4","62.57","6.87","12.66","35.17","2.17","9.38","18.78","0","3.32","0.00","0.00","64.63","31.44","10.74","74.54","6.81","4.8","58.65","0","0","-","0.00","100.00","30.51","21.69","58.44","14.63","7.14","67.20","0","0","-","0.00","100.00","0.00","85.32","0.853","18532"
"2017-12-21 - Blue Jackets 2, Penguins 3","Columbus Blue Jackets","Limited ReportFull Report","43","49.68","72.81","40.56","38","58.31","39.46","27.62","38.52","41.76","1.47","0","100.00","1.92","4.04","32.23","20.64","41.78","33.07","7.43","19.13","27.98","4.41","12.79","25.65","1.48","0","100.00","33.48","100.00","13.22","22.55","36.96","10.11","8.07","55.60","0","0","-","0.00","100.00","23.33","26.77","46.57","11.68","14.89","43.96","0","0","-","0.00","100.00","5.34","100.00","1.053","18625"
"2017-12-21 - Blues 2, Oilers 3","St Louis Blues","Limited ReportFull Report","50","62.12","59.91","50.91","51.02","46.06","52.55","38.32","34.6","52.55","2.54","3.35","43.09","3.21","2.44","56.85","31.59","27.13","53.79","10.23","10.03","50.48","10.12","5.6","64.35","0","1.13","0.00","0.00","79.84","21.3","17.08","55.50","11.11","12.72","46.62","2.52","2.31","52.27","22.73","81.87","24.68","26.84","47.90","14.7","14.1","51.06","0","0","-","0.00","100.00","6.62","90.32","0.969","18347"
"2017-12-21 - Canucks 4, Sharks 5","Vancouver Canucks","Limited ReportFull Report","47.883333333333","58.43","63.56","47.90","48.47","48.01","50.24","34.23","31.34","52.21","3.86","1.18","76.55","2.52","3.18","44.18","22.01","32.05","40.72","10.44","16.27","39.10","7.69","9.33","45.17","2.59","1.18","68.72","33.71","87.36","11.59","15.7","42.46","5.09","9.68","34.46","0","0","-","0.00","100.00","31.61","26.29","54.60","20.09","12.25","62.12","1.18","0","100.00","5.85","100.00","11.27","96.23","1.075","17562"
"2017-12-21 - Ducks 5, Islanders 4","Anaheim Ducks","Limited ReportFull Report","51.166666666667","63.57","47.58","57.19","49.75","31.5","61.24","37.12","20.79","64.10","2.5","2.19","53.32","3.28","1.67","66.34","43.1","19.82","68.50","19.47","8.36","69.97","15.41","5.22","74.68","2.51","1.1","69.45","16.29","78.87","23.82","11.13","68.15","12.28","7.53","62.00","0","1.13","0.00","0.00","85.04","12.97","27.21","32.28","5.95","8.31","41.72","0","0","-","0.00","100.00","6.74","89.47","0.962","10092"
"2017-12-21 - Hurricanes 4, Predators 1","Carolina Hurricanes","Limited ReportFull Report","43.916666666667","53.32","53.3","50.01","42.82","44.46","49.06","31.71","27.4","53.65","2.95","1.25","70.19","1.59","1.64","49.18","22.17","21.72","50.52","3.14","10.11","23.67","3.14","7.8","28.71","1.48","1.24","54.38","47.08","84.09","19.23","11.3","63.00","15.3","6.01","71.80","0","0","-","0.00","100.00","22.79","30.68","42.63","13.06","12.1","51.89","1.53","0","100.00","11.70","100.00","9.30","95.43","1.047","17492"
"2017-12-21 - Jets 1, Bruins 2","Winnipeg Jets","Limited ReportFull Report","48.066666666667","52.64","53.25","49.71","39.85","39.87","49.99","30.72","25.48","54.66","1.26","1.18","51.74","1.54","2.28","40.32","26.11","27.32","48.87","6.65","8.17","44.87","1.32","7.09","15.66","0","0","-","0.00","100.00","19.3","19.29","50.01","11.52","9.7","54.30","1.32","1.18","52.74","11.46","87.80","20.45","23.15","46.91","12.66","8.62","59.49","0","0","-","0.00","100.00","4.11","95.38","0.995","17565"
"2017-12-21 - Rangers 3, Devils 4","New York Rangers","Limited ReportFull Report","50.1","46.95","63.63","42.46","37.72","49.75","43.12","28.71","42.38","40.39","3.74","1.13","76.80","3.7","3.47","51.58","35.72","37.39","48.86","15.21","17.3","46.78","13.8","15.22","47.55","3.75","0","100.00","27.13","100.00","20.79","19.81","51.20","8.82","10.16","46.46","0","1.14","0.00","0.00","88.83","11.54","22.93","33.48","6.39","15.59","29.05","0","0","-","0.00","100.00","13.03","97.33","1.104","16514"
"2017-12-21 - Senators 3, Lightning 4","Ottawa Senators","Limited ReportFull Report","49.716666666667","26.9","60.13","30.91","22.9","41.28","35.69","19","28","40.42","1.27","2.23","36.38","1.26","2.85","30.62","11.52","47.6","19.49","6.49","15.23","29.88","6.43","8.7","42.50","1.28","2.22","36.57","19.86","74.54","5.09","32.07","13.71","2.53","15.95","13.72","0","0","-","0.00","100.00","11.63","8.92","56.61","6.33","3.36","65.32","0","0","-","0.00","100.00","6.71","92.04","0.987","19092"
"2017-12-22 - Canadiens 3, Flames 2","Montreal Canadiens","Limited ReportFull Report","53.483333333333","63.5","48.87","56.51","54.19","36.98","59.43","40.45","19.36","67.63","3.57","1.03","77.62","3.72","2.26","62.23","33.31","18.91","63.79","18.68","10.91","63.14","14.93","5.03","74.81","2.39","1.02","70.11","16.00","79.74","14.91","7.73","65.86","9.64","3.12","75.51","0","0","-","0.00","100.00","23.54","21.41","52.37","12.32","9.9","55.44","0","0","-","0.00","100.00","8.82","94.69","1.035","19289"
"2017-12-22 - Capitals 2, Coyotes 3","Washington Capitals","Limited ReportFull Report","52.116666666667","64.04","36.64","63.61","41.4","28.05","59.61","18.27","16.19","53.02","2.43","0","100.00","2.06","1.74","54.25","24.6","19.07","56.33","8.64","9.33","48.10","6.14","8.37","42.29","2.44","0","100.00","39.72","100.00","16.06","9.62","62.54","3.6","4.37","45.16","0","0","-","0.00","100.00","35.83","15.44","69.89","8.67","1.14","88.43","0","0","-","0.00","100.00","13.31","100.00","1.133","10904"
"2017-12-22 - Flyers 2, Sabres 4","Philadelphia Flyers","Limited ReportFull Report","45.2","52.16","60.92","46.13","38.87","50.34","43.57","29.34","38.92","42.98","0","2.56","0.00","1.85","2.92","38.80","24.65","26.6","48.10","5.47","12.49","30.46","2.71","7.62","26.27","0","1.31","0.00","0.00","82.75","18.93","14.1","57.31","12.15","9.03","57.37","0","0","-","0.00","100.00","22.48","23.32","49.08","12.95","18.33","41.40","0","1.26","0.00","0.00","93.15","0.00","93.41","0.934","18222"
"2017-12-22 - Wild 2, Panthers 4","Minnesota Wild","Limited ReportFull Report","42.6","55.52","48.8","53.22","46.52","39.16","54.29","29.06","33.95","46.12","1.49","3.93","27.46","2.25","1.92","53.91","17.81","17.26","50.79","10.4","5.19","66.69","8.81","5.25","62.69","1.49","2.62","36.28","16.91","50.08","7.52","12.09","38.36","2.96","12.23","19.48","0","0","-","0.00","100.00","27.25","30.14","47.48","9.86","16.55","37.34","0","1.25","0.00","0.00","92.43","5.12","88.42","0.935","13259"
"2017-12-23 - Avalanche 6, Coyotes 2","Colorado Avalanche","Limited ReportFull Report","39.133333333333","80.89","63.57","55.99","65.19","42.53","60.52","34.77","30.28","53.45","3.32","0","100.00","3.97","1.92","67.44","41.77","30.69","57.65","25.19","9.51","72.58","13.73","3.95","77.66","3.35","0","100.00","24.39","100.00","16.92","21.14","44.46","4.73","10","32.11","0","0","-","0.00","100.00","37.74","27.53","57.83","15.1","12.22","55.26","0","0","-","0.00","100.00","9.55","100.00","1.096","11838"
"2017-12-23 - Blackhawks 1, Devils 4","Chicago Blackhawks","Limited ReportFull Report","54.8","65.09","49.04","57.03","40.74","39.9","50.52","34.92","31.74","52.38","1.1","3.19","25.62","2.51","2.41","51.00","35.24","26.15","57.41","10.6","12.1","46.70","8.36","10.13","45.21","0","2.11","0.00","0.00","79.15","23.94","14.27","62.66","7.28","5.74","55.91","1.09","0","100.00","15.01","100.00","29.46","20.62","58.82","17.71","14.8","54.47","0","1.04","0.00","0.00","93.00","3.15","89.94","0.931","16514"
"2017-12-23 - Blues 3, Canucks 1","St Louis Blues","Limited ReportFull Report","52.7","59.99","59.95","50.02","46.33","41.38","52.82","34.02","29","53.99","2.41","1.05","69.58","3.09","1.99","60.84","33.13","28.41","53.83","14.97","10.41","58.99","9.94","7.47","57.08","0","1.05","0.00","0.00","86.01","18.33","17.83","50.70","8.39","9.71","46.37","1.2","0","100.00","14.27","100.00","21.94","23.11","48.71","14.55","9.51","60.48","1.2","0","100.00","8.25","100.00","7.07","96.37","1.034","17919"
"2017-12-23 - Canadiens 1, Oilers 4","Montreal Canadiens","Limited ReportFull Report","51.266666666667","55.07","67.48","44.94","34.95","50.87","40.73","27.03","32.78","45.20","0","2.26","0.00","1.78","3.33","34.86","28.91","37.67","43.43","10.58","17.36","37.87","6.91","11.75","37.03","0","0","-","0.00","100.00","17.98","20.47","46.77","5.8","8.25","41.27","0","1.11","0.00","0.00","86.56","23.94","21.18","53.06","14.2","8.87","61.55","0","1.24","0.00","0.00","85.99","0.00","93.10","0.931","18347"
"2017-12-23 - Capitals 0, Golden Knights 3","Washington Capitals","Limited ReportFull Report","49.116666666667","56.37","55.64","50.33","36.72","42.79","46.18","26.82","32.17","45.46","0","3.56","0.00","2.22","2.6","46.13","25.32","30.1","45.68","8.26","10.88","43.17","6.97","11.02","38.75","0","2.33","0.00","0.00","78.87","16.59","19.62","45.81","7","11.26","38.36","0","1.15","0.00","0.00","89.78","25.6","21.86","53.94","11.48","9.49","54.75","0","0","-","0.00","100.00","0.00","88.92","0.889","18025"
"2017-12-23 - Ducks 4, Penguins 0","Anaheim Ducks","Limited ReportFull Report","50.766666666667","50.59","45.99","52.38","36.34","35.17","50.82","26.61","24.18","52.39","2.52","0","100.00","1.89","1.59","54.31","14.67","22.18","39.82","9.33","9.1","50.65","6.61","7.06","48.36","2.53","0","100.00","38.28","100.00","5.52","12.82","30.11","2.62","4.16","38.65","0","0","-","0.00","100.00","29.08","21.35","57.66","15.17","10.73","58.55","0","0","-","0.00","100.00","9.47","100.00","1.095","18622"
"2017-12-23 - Flyers 1, Blue Jackets 2","Philadelphia Flyers","Limited ReportFull Report","50.1","58.77","59.4","49.73","42.94","47.69","47.38","29.32","35","45.59","1.21","0","100.00","3.1","2.76","52.91","31.33","30.83","50.40","16.51","13.51","55.00","11.36","7.93","58.89","0","0","-","0.00","100.00","14.87","17.35","46.15","3.7","10.47","26.09","0","0","-","0.00","100.00","22.98","23.48","49.46","11.92","15.46","43.54","1.12","0","100.00","9.42","100.00","4.13","100.00","1.041","17812"
"2017-12-23 - Jets 2, Islanders 5","Winnipeg Jets","Limited ReportFull Report","51.1","65.07","48.58","57.26","52.3","37.75","58.08","39.34","30.17","56.60","2.37","4.65","33.77","3.38","2.07","61.99","38.29","19.48","66.27","23.01","8.3","73.49","19.26","8.41","69.61","1.2","2.29","34.35","6.23","72.71","15.31","11.43","57.26","10.36","6.1","62.92","0","1.18","0.00","0.00","80.72","24.38","21.94","52.64","9.34","14.62","38.98","1.09","1.25","46.74","11.71","91.47","6.02","84.59","0.906","13589"
"2017-12-23 - Kings 0, Sharks 2","Los Angeles Kings","Limited ReportFull Report","43.966666666667","54.16","61.99","46.63","33.37","42.51","43.98","22.9","26.07","46.76","0","1.29","0.00","1.34","1.93","40.84","19.48","22.78","46.10","7.01","5.29","56.99","2.88","3.96","42.09","0","1.28","0.00","0.00","67.54","12.32","17.75","40.97","6.95","5.45","56.06","0","0","-","0.00","100.00","24.34","30.57","44.32","10.13","12.61","44.55","0","0","-","0.00","100.00","0.00","95.06","0.951","17562"
"2017-12-23 - Maple Leafs 3, Rangers 2","Toronto Maple Leafs","Limited ReportFull Report","42.583333333333","69.63","47.33","59.53","53.45","35.39","60.17","42.63","29.38","59.20","3","2.68","52.85","3.75","1.56","70.60","38.52","18.69","67.33","20.21","6.14","76.69","15.4","3.7","80.65","1.52","2.62","36.80","9.90","29.16","18.68","12.3","60.29","11.87","10.32","53.50","1.48","0","100.00","12.48","100.00","26.37","20.05","56.81","14.13","10.09","58.32","0","0","-","0.00","100.00","7.05","90.88","0.979","18006"
"2017-12-23 - Predators 3, Stars 4","Nashville Predators","Limited ReportFull Report","49.85","60.78","58.74","50.85","43.08","46.51","48.09","27.73","23.94","53.67","1.27","2.25","36.13","2.28","2.37","49.09","21.8","26.12","45.50","7.87","12.41","38.79","3.95","4.48","46.83","0","2.24","0.00","0.00","50.08","13.93","13.54","50.71","6.29","5.86","51.80","1.27","0","100.00","20.12","100.00","27.65","23.56","53.99","16.12","10.05","61.59","0","0","-","0.00","100.00","4.59","90.61","0.952","18532"
"2017-12-23 - Red Wings 1, Bruins 3","Detroit Red Wings","Limited ReportFull Report","52.583333333333","55.45","52.62","51.31","44.14","34.55","56.09","31.17","25.72","54.79","0","1.08","0.00","2.05","1.44","58.75","21.29","22.98","48.09","8.44","9.6","46.78","7.14","7.56","48.60","0","0","-","0.00","100.00","12.78","13.42","48.79","5.81","3.33","63.60","0","0","-","0.00","100.00","29.67","27.03","52.32","14.63","13.71","51.62","0","1.08","0.00","0.00","92.12","0.00","95.81","0.958","17565"
"2017-12-23 - Sabres 2, Hurricanes 4","Buffalo Sabres","Limited ReportFull Report","48.45","32.09","72.87","30.57","26.8","56.11","32.32","22.12","36.6","37.67","2.5","3.61","40.89","1.73","3.3","34.45","19.3","36.6","34.53","11.04","19.8","35.80","8.46","13.85","37.93","2.55","2.39","51.59","30.12","82.73","8.21","16.96","32.62","4.86","3.71","56.73","0","0","-","0.00","100.00","10.22","30.96","24.82","7.73","19.5","28.39","0","1.32","0.00","0.00","93.21","11.30","90.13","1.014","14470"
"2017-12-23 - Senators 0, Panthers 1","Ottawa Senators","Limited ReportFull Report","48.233333333333","59.47","67.58","46.81","46.54","52.32","47.07","37.84","35.03","51.93","0","1.17","0.00","1.88","2.19","46.19","18.84","31.57","37.37","8.81","10.85","44.80","6.17","9.8","38.61","0","0","-","0.00","100.00","9.93","20.92","32.19","5.05","12.24","29.22","0","1.18","0.00","0.00","90.37","28.69","32.79","46.67","17.45","11.49","60.30","0","0","-","0.00","100.00","0.00","96.65","0.966","13694"
"2017-12-23 - Wild 0, Lightning 3","Minnesota Wild","Limited ReportFull Report","36.133333333333","27.38","74.44","26.89","18.85","54.76","25.61","18.78","37.23","33.53","0","3.21","0.00","0.84","2.3","26.70","13.93","38.01","26.82","5.31","10.87","32.81","5.25","7.85","40.06","0","1.56","0.00","0.00","80.10","8.59","27.35","23.89","6.83","14.56","31.94","0","1.56","0.00","0.00","89.26","13.6","32.69","29.39","6.73","13.1","33.95","0","0","-","0.00","100.00","0.00","91.38","0.914","19092"
"2017-12-27 - Blue Jackets 4, Penguins 5","Columbus Blue Jackets","Limited ReportFull Report","51.016666666667","61.95","54.08","53.39","46.03","39.08","54.08","31.74","31","50.59","5.04","2.21","69.56","2.39","1.77","57.51","25.93","24.17","51.75","14.46","6.23","69.88","9.16","6.26","59.42","3.79","1.08","77.83","41.37","82.74","11.68","17.58","39.91","6.25","8.69","41.82","1.22","1.21","50.28","19.55","86.10","30.59","23.98","56.06","15.09","14.75","50.56","0","0","-","0.00","100.00","15.88","92.89","1.088","18652"
"2017-12-27 - Canadiens 1, Hurricanes 3","Montreal Canadiens","Limited ReportFull Report","52.566666666667","42.84","58.03","42.47","31.95","42.48","42.92","22.57","32.28","41.14","1.15","1.08","51.74","1.62","1.83","47.00","15.19","19.07","44.34","8.37","7.75","51.91","8.28","6.77","55.03","0","0","-","0.00","100.00","6.82","11.42","37.39","1.14","6.77","14.46","0","0","-","0.00","100.00","25.41","34.04","42.75","12.89","17.71","42.13","1.07","1.08","49.79","8.31","93.90","5.12","96.66","1.018","14880"
"2017-12-27 - Capitals 0, Rangers 1","Washington Capitals","Limited ReportFull Report","52","51.13","54.81","48.26","32.15","44.68","41.85","27.28","37.01","42.44","0","0","-","1.73","3.45","33.35","20.57","31.84","39.24","11.06","19.41","36.30","9.73","17.47","35.78","0","0","-","0.00","100.00","9.55","12.26","43.79","2.37","7.85","23.23","0","0","-","0.00","100.00","20.09","16.89","54.32","12.87","9.1","58.57","0","0","-","0.00","100.00","0.00","100.00","1.000","18006"
"2017-12-27 - Coyotes 3, Avalanche 1","Arizona Coyotes","Limited ReportFull Report","45.4","54.73","49.14","52.69","39.16","37.48","51.10","30.66","23.21","56.91","4.21","1.22","77.54","1.69","1.18","58.91","22.47","20.37","52.44","7.11","2.32","75.43","7.04","1.17","85.74","4.23","0","100.00","60.03","100.00","15.37","17.92","46.17","8.27","7.42","52.71","0","1.27","0.00","0.00","82.89","31","24.24","56.11","15.43","12.34","55.57","0","0","-","0.00","100.00","13.75","94.74","1.085","15671"
"2017-12-27 - Golden Knights 4, Ducks 1","Vegas Golden Knights","Limited ReportFull Report","49.7","51.77","60.77","46.00","38.71","44.76","46.38","26.15","26.77","49.41","3.8","1.14","76.92","2.07","2.9","41.64","34.44","31.92","51.90","8.91","13.85","39.15","5.01","9.42","34.72","1.31","1.14","53.47","26.07","87.94","25.58","17.84","58.92","10.01","7.03","58.75","2.55","0","100.00","25.46","100.00","13.89","23.19","37.45","8.68","6.65","56.64","0","0","-","0.00","100.00","14.52","95.75","1.103","17444"
"2017-12-27 - Oilers 3, Jets 4","Edmonton Oilers","Limited ReportFull Report","47.283333333333","41.09","73.94","35.72","36.49","57.83","38.69","23.78","41.39","36.49","2.57","4.82","34.78","2.06","2.92","41.30","25.9","28.71","47.42","9.38","13.68","40.68","6.61","11.28","36.94","1.28","2.45","34.34","19.40","78.28","16.34","15.11","51.95","8.94","9.94","47.35","1.3","2.42","34.90","14.53","75.63","13.28","36.76","26.53","8.32","17.72","31.94","0","0","-","0.00","100.00","10.81","88.35","0.992","15321"
"2017-12-27 - Predators 2, Blues 1","Nashville Predators","Limited ReportFull Report","45.85","69.36","55.59","55.51","47.16","41.87","52.97","26.95","32.54","45.30","2.79","1.24","69.16","2.52","2.68","48.45","35.87","28.5","55.73","11.58","9.39","55.21","7.23","9.44","43.37","2.8","1.22","69.73","38.74","87.12","24.64","18.85","56.65","5.55","8.57","39.31","0","0","-","0.00","100.00","24.49","21.56","53.18","9.99","13.2","43.09","0","0","-","0.00","100.00","10.36","96.17","1.065","19097"
"2017-12-27 - Red Wings 1, Devils 3","Detroit Red Wings","Limited ReportFull Report","45","49.78","59.84","45.41","41.47","41.95","49.71","24.34","33.89","41.80","1.35","2.58","34.43","2.37","2.39","49.70","24.15","24.99","49.14","9.42","10.55","47.19","6.59","9.42","41.15","0","0","-","0.00","100.00","14.5","14.53","49.95","9.31","6.58","58.59","1.36","2.52","35.12","14.64","61.72","24.92","28.85","46.35","7.24","16.65","30.30","0","0","-","0.00","100.00","5.56","92.40","0.980","16514"
"2017-12-27 - Sabres 2, Islanders 3","Buffalo Sabres","Limited ReportFull Report","47.633333333333","58.43","51.48","53.16","42.9","40.32","51.55","33.6","28.24","54.33","2.6","1.19","68.67","2.28","1.81","55.72","29.28","25.16","53.78","11.98","5.89","67.06","10.54","4.77","68.85","2.61","1.19","68.72","24.73","75.12","17.36","19.36","47.27","11.77","9.77","54.65","0","0","-","0.00","100.00","25.57","23.59","52.01","11.27","12.54","47.33","0","0","-","0.00","100.00","7.75","95.79","1.035","15027"
