"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2017-11-11 - Sabres 1, Canadiens 2","Buffalo Sabres","Limited ReportFull Report","52.783333333333","45.53","39.33","53.65","39.12","31.14","55.68","30.46","21.77","58.31","0","0","-","2.34","1.04","69.22","25.79","14.83","63.49","10.91","4.52","70.72","8.61","4.55","65.42","0","0","-","0.00","100.00","14.98","10.29","59.30","8.36","5.7","59.46","0","0","-","0.00","100.00","19.79","23.56","45.66","13.53","10.59","56.10","0","0","-","0.00","100.00","0.00","100.00","1.000","21302"
"2017-11-11 - Wild 1, Flyers 0","Minnesota Wild","Limited ReportFull Report","47.033333333333","36.34","39.5","47.92","27.71","31.21","47.03","21.21","24.82","46.08","1.06","0","100.00","1.39","1.28","52.06","16.18","11.02","59.48","7.61","5.45","58.26","5.39","1.83","74.62","1.06","0","100.00","19.64","100.00","8.69","5.46","61.43","6.3","4.73","57.13","0","0","-","0.00","100.00","15.86","21.94","41.96","7.45","17.49","29.86","0","0","-","0.00","100.00","4.98","100.00","1.050","19309"
"2017-11-12 - Devils 7, Blackhawks 5","New Jersey Devils","Limited ReportFull Report","45.7","45.69","62.84","42.10","33.92","41.89","44.75","29.75","31.66","48.45","5.16","1.93","72.80","2.1","2.7","43.74","23.47","36.92","38.86","11.79","12.94","47.68","9.52","8.39","53.16","2.07","1.91","52.05","21.74","77.27","11.85","24","33.07","5.28","14.38","26.85","2.04","0","100.00","38.60","100.00","17.05","20.73","45.13","11.65","8.67","57.34","0.93","0","100.00","8.00","100.00","17.35","93.91","1.113","21487"
"2017-11-12 - Lightning 2, Ducks 1","Tampa Bay Lightning","Limited ReportFull Report","52.516666666667","68.86","49.83","58.02","50.61","32.67","60.77","34.64","22.49","60.63","1.06","0.92","53.35","3.84","1.79","68.19","40.69","23.89","63.01","18.42","7.22","71.85","13","6.38","67.07","0","0.92","0.00","0.00","85.62","22.48","16.54","57.61","10.46","8.57","54.96","1.05","0","100.00","10.06","100.00","26.1","22.16","54.08","11.24","6.55","63.17","0","0","-","0.00","100.00","3.05","95.89","0.989","15707"
"2017-11-12 - Oilers 1, Capitals 2","Edmonton Oilers","Limited ReportFull Report","54","64.05","26.74","70.55","45.48","20.06","69.39","29.88","15.29","66.14","1.06","0.92","53.35","3.13","1.12","73.71","29.41","17.01","63.35","14.91","5.61","72.67","8.43","3.78","69.02","1.06","0","100.00","12.55","100.00","14.57","11.42","56.05","4.11","4.81","46.08","0","0.96","0.00","0.00","80.04","29.78","9.51","75.80","16.31","6.64","71.06","0","0","-","0.00","100.00","3.54","93.96","0.975","18506"
"2017-11-12 - Sharks 2, Kings 1","San Jose Sharks","Limited ReportFull Report","47.6","51.07","52.53","49.29","41.61","33.08","55.71","31.64","18.25","63.42","2.07","0","100.00","2.21","1.44","60.66","25.47","21.62","54.09","10.27","3.93","72.34","8.12","3.03","72.84","1.01","0","100.00","12.45","100.00","15.05","17.91","45.67","8.13","9.85","45.20","1.05","0","100.00","12.95","100.00","21.36","24.41","46.66","13.38","3.23","80.55","0","0","-","0.00","100.00","6.54","100.00","1.065","18230"
"2017-11-13 - Blues 4, Flames 7","St Louis Blues","Limited ReportFull Report","51.916666666667","46.3","48.76","48.71","35.32","37.02","48.82","21.27","27.44","43.67","2.02","3.82","34.62","1.79","1.96","47.73","20.7","22.89","47.49","9.46","8.48","52.75","6.26","6.68","48.36","0","2.87","0.00","0.00","57.02","11.2","14.48","43.62","3.06","8.74","25.93","1.06","0.95","52.74","34.58","89.16","18.76","14.77","55.95","9.96","8.04","55.34","0.94","0","100.00","9.42","100.00","9.51","86.08","0.956","18519"
"2017-11-13 - Stars 1, Hurricanes 5","Dallas Stars","Limited ReportFull Report","48.433333333333","39.84","43.58","47.76","26.81","28.64","48.35","17.08","19.31","46.93","0","3.91","0.00","1.31","1.36","49.07","15.97","17.14","48.23","6.12","5.77","51.46","2.98","4.9","37.83","0","0.94","0.00","0.00","80.77","9.73","11.6","45.63","6.03","3.08","66.17","0","1.98","0.00","0.00","35.81","15.6","20.66","43.02","6","10.41","36.59","0","1.06","0.00","0.00","89.79","0.00","79.74","0.797","7968"
"2017-11-14 - Blue Jackets 2, Canadiens 1","Columbus Blue Jackets","Limited ReportFull Report","51.816666666667","52.23","55.95","48.28","31.34","34.7","47.45","22.56","24.82","47.61","1.06","0.92","53.35","1.75","2.61","40.15","25.08","27.13","48.03","9.95","11.53","46.32","4.39","9.75","31.06","1.06","0.92","53.56","24.09","90.59","15.32","15.32","49.99","4.29","6.58","39.43","0","0","-","0.00","100.00","21.57","22.8","48.62","12.78","8.35","60.48","0","0","-","0.00","100.00","4.68","96.28","1.010","21302"
"2017-11-14 - Canucks 3, Kings 2","Vancouver Canucks","Limited ReportFull Report","43.466666666667","30.6","30.41","50.15","24.43","25.74","48.70","19.23","18.14","51.45","1.01","0.94","51.81","1.14","1.39","45.03","17.15","14.97","53.40","6.21","6.34","49.51","3","2.72","52.48","0","0","-","0.00","100.00","10.78","8.61","55.60","6","5.77","50.98","0","0","-","0.00","100.00","13","14.27","47.68","9.92","9.72","50.53","0.93","0.95","49.61","9.39","90.26","5.27","94.80","1.001","18230"
"2017-11-14 - Capitals 3, Predators 6","Washington Capitals","Limited ReportFull Report","48.216666666667","50.88","45.25","52.93","34.61","32.93","51.24","24.18","26.68","47.55","2.03","3.91","34.13","1.63","2.04","44.39","16.53","21.14","43.88","6.94","8.89","43.83","4.84","9","34.94","1.01","2.92","25.69","20.89","67.56","9.45","12.4","43.26","6.8","8.03","45.87","1.02","0.94","52.07","15.04","88.27","27.42","20.18","57.60","11.27","7.16","61.14","0","0","-","0.00","100.00","8.38","85.34","0.937","17113"
"2017-11-14 - Coyotes 1, Jets 4","Arizona Coyotes","Limited ReportFull Report","42.8","38.02","36.77","50.84","29.29","29.65","49.70","23.42","25.27","48.10","1","3.91","20.42","1.59","1.88","45.80","19.41","19.64","49.71","6.07","9.08","40.05","3.88","9.21","29.66","0","2.88","0.00","0.00","68.70","12.96","10.65","54.88","7.6","7.15","51.54","0","0.94","0.00","0.00","86.82","16.49","10.84","60.34","10.82","6.43","62.73","0.94","0","100.00","8.68","100.00","4.29","84.52","0.888","15321"
"2017-11-14 - Flyers 0, Wild 3","Philadelphia Flyers","Limited ReportFull Report","53","46.62","32.42","58.98","32.81","23.74","58.03","26.06","16.5","61.24","0","0.94","0.00","1.77","1.25","58.61","16.92","18.03","48.42","9.03","5.98","60.13","7.93","4.03","66.28","0","0","-","0.00","100.00","7.81","12.22","38.99","4.01","7.95","33.53","0","0.95","0.00","0.00","88.08","21.5","10.65","66.87","12","4.31","73.59","0","0","-","0.00","100.00","0.00","94.28","0.943","18768"
"2017-11-14 - Golden Knights 2, Oilers 8","Vegas Golden Knights","Limited ReportFull Report","46.683333333333","33.06","48.47","40.55","27.54","38.89","41.46","17.45","26.91","39.33","2.01","3.97","33.58","1.36","1.7","44.34","11.48","21.06","35.28","3.94","4.1","49.00","0.95","1.05","47.55","1.02","0","100.00","107.49","100.00","7.33","17.47","29.55","3.76","11.51","24.61","1","2.98","25.07","26.55","74.09","15.79","25.6","38.15","9.6","13.56","41.46","0","1.06","0.00","0.00","92.17","11.51","85.24","0.968","18347"
"2017-11-14 - Sabres 4, Penguins 5","Buffalo Sabres","Limited ReportFull Report","47.75","30.85","56.81","35.19","28.34","43.94","39.21","20.5","31.41","39.49","2.13","2.83","43.01","1.34","2.42","35.55","15.41","23.66","39.45","7.77","10.01","43.70","6.62","8.26","44.50","2.14","1.85","53.68","32.33","77.63","7.83","13.34","36.98","4.29","7.5","36.35","0","0","-","0.00","100.00","15.3","29.85","33.89","9.66","15.43","38.51","0","0.88","0.00","0.00","94.27","10.40","91.00","1.014","18438"
"2017-11-14 - Stars 3, Panthers 4","Dallas Stars","Limited ReportFull Report","46.1","39.28","37.46","51.18","32.22","33.38","49.11","27.1","25.36","51.66","3.08","0.92","76.94","1.19","1.69","41.44","17.62","15.21","53.66","5.16","4.68","52.43","4.13","3.79","52.18","1.04","0","100.00","25.06","100.00","12.43","10.54","54.11","7.14","10.63","40.17","2.11","0.96","68.72","29.55","90.97","17.68","20.11","46.79","12.64","9.87","56.15","0","0","-","0.00","100.00","11.37","96.36","1.077","10928"
"2017-11-15 - Bruins 2, Ducks 4","Boston Bruins","Limited ReportFull Report","56","64.43","48.81","56.90","54.62","37.97","58.99","39.27","26.79","59.44","2.02","3.86","34.30","3.35","2.93","53.36","33.47","26.91","55.44","12.74","14.89","46.11","9.63","13.14","42.30","2.03","2.9","41.24","21.10","77.96","20.58","11.9","63.36","10.96","6.8","61.71","0","0.95","0.00","0.00","86.06","26.65","15.75","62.86","16.78","5.51","75.29","0","0","-","0.00","100.00","5.13","85.59","0.907","15089"
"2017-11-15 - Flames 2, Red Wings 8","Calgary Flames","Limited ReportFull Report","45.066666666667","41.65","33.48","55.44","33.21","27.7","54.53","20.22","19.07","51.48","1","2.93","25.54","2.12","1.69","55.68","27.9","17.7","61.18","11.83","6.03","66.24","6.8","5.06","57.33","0","1.93","0.00","0.00","61.84","15.81","11.98","56.90","5.7","6.33","47.38","1","1","49.88","17.51","84.16","12.35","14.09","46.70","5.98","7.59","44.07","0","0","-","0.00","100.00","4.97","84.64","0.896","19515"
"2017-11-15 - Rangers 3, Blackhawks 6","New York Rangers","Limited ReportFull Report","45.583333333333","43.47","51.49","45.78","32.46","42.94","43.05","19.2","33.07","36.73","3.08","3.84","44.44","1.88","2.35","44.44","18.52","21.23","46.59","8.25","10.51","43.99","5.18","7.81","39.88","2.08","2.92","41.60","40.15","62.61","10.34","10.65","49.28","3.07","7.8","28.27","1.02","0","100.00","33.27","100.00","22.98","24.13","48.77","9.77","14.57","40.14","0","0.89","0.00","0.00","93.90","16.01","88.38","1.044","21528"
"2017-11-16 - Blues 4, Oilers 1","St Louis Blues","Limited ReportFull Report","47.083333333333","44.51","35.97","55.30","32.3","29.17","52.55","31.06","23.88","56.53","2.13","0","100.00","1.87","1.57","54.43","22.61","16.27","58.15","8.69","7.15","54.87","8.63","5.49","61.13","1.07","0","100.00","12.41","100.00","14.03","8.96","61.04","7.37","5.61","56.80","1.04","0","100.00","14.10","100.00","16.34","17.1","48.87","14.03","10.85","56.38","0","0","-","0.00","100.00","6.84","100.00","1.068","18347"
"2017-11-16 - Bruins 2, Kings 1","Boston Bruins","Limited ReportFull Report","47.1","47.13","43.12","52.22","34.17","33.37","50.59","27.57","21.45","56.24","2.11","0","100.00","2.1","1.82","53.57","24.74","20.25","54.98","9.85","4.41","69.05","8.67","1.77","83.02","0","0","-","0.00","100.00","14.98","15.83","48.63","6.21","7.64","44.85","1.05","0","100.00","16.93","100.00","19.19","18.26","51.24","10.66","11.05","49.12","1.05","0","100.00","9.88","100.00","7.66","100.00","1.077","18230"
"2017-11-16 - Capitals 2, Avalanche 6","Washington Capitals","Limited ReportFull Report","42.033333333333","32.14","36.5","46.82","20.67","23.29","47.02","19.8","17.87","52.56","1","2.92","25.61","1.81","1.49","54.89","17.44","19.48","47.24","9.93","8.06","55.20","7.82","7.11","52.36","1.02","1.95","34.35","13.08","72.52","7.39","11.6","38.90","2.92","7.14","28.99","0","0.95","0.00","0.00","86.73","11.77","8.75","57.36","8.96","2.23","80.04","0","0","-","0.00","100.00","5.07","83.67","0.887","15070"
"2017-11-16 - Coyotes 5, Canadiens 4","Arizona Coyotes","Limited ReportFull Report","43.133333333333","35.4","57.24","38.22","28.53","39.48","41.95","19.19","30.44","38.66","3.04","3.82","44.30","2.06","1.81","53.15","16.41","22.84","41.81","10.33","6.82","60.23","8.18","4.01","67.12","2.02","0.94","68.21","24.70","76.50","6.12","16.26","27.33","0","9.94","0.00","0","0.95","0.00","-","90.46","17.26","30.9","35.85","9.99","16.61","37.55","0.93","2.01","31.69","9.33","87.91","15.83","87.45","1.033","21302"
"2017-11-16 - Devils 0, Maple Leafs 1","New Jersey Devils","Limited ReportFull Report","51.633333333333","50.49","44.6","53.10","39.22","31.94","55.11","26.73","17.5","60.44","0","0","-","1.97","1.76","52.91","19.92","18.08","52.42","5.33","8.41","38.77","3.16","7.57","29.47","0","0","-","0.00","100.00","14.48","9.66","60.00","8.23","1.94","80.90","0","0","-","0.00","100.00","25.6","19.52","56.74","13.18","5.92","69.02","0","0","-","0.00","100.00","0.00","100.00","1.000","19202"
"2017-11-16 - Flyers 2, Jets 3","Philadelphia Flyers","Limited ReportFull Report","41.5","37.84","22.85","62.35","28.51","20.51","58.16","20.72","18.03","53.47","1.06","0","100.00","0.93","0.78","54.42","8.83","7.11","55.39","4.44","4.4","50.24","4.43","4.41","50.09","1.06","0","100.00","23.89","100.00","4.47","2.61","63.14","3.21","2.76","53.81","0","0","-","0.00","100.00","23.23","10.49","68.89","12.09","7.92","60.41","0","0","-","0.00","100.00","5.10","100.00","1.051","15321"
"2017-11-16 - Golden Knights 5, Canucks 2","Vegas Golden Knights","Limited ReportFull Report","55.633333333333","54.43","38.97","58.28","42.9","26.15","62.13","30.53","18.05","62.84","4.27","1.87","69.46","1.47","0.97","60.29","23.17","14.28","61.87","4.42","3.46","56.09","4.39","2.57","63.10","2.14","0.92","69.99","48.71","64.28","19.03","10.65","64.13","9.7","3.69","72.46","1.04","1.03","50.28","10.71","72.13","25.19","18.73","57.36","11.78","10","54.09","1.05","0","100.00","8.95","100.00","13.97","89.61","1.036","18119"
"2017-11-16 - Hurricanes 4, Islanders 6","Carolina Hurricanes","Limited ReportFull Report","49.766666666667","49.38","43.17","53.35","33.28","37.59","46.96","26.1","28.12","48.14","3.08","2.88","51.73","2.4","2","54.64","32.05","20.87","60.56","15.69","9.38","62.58","10.27","7.51","57.75","2.05","0.94","68.48","19.92","87.47","16.32","11.45","58.79","8.19","5.88","58.21","1.05","0","100.00","12.84","100.00","17.01","20","45.95","7.75","13.55","36.38","0","2.01","0.00","0.00","85.18","11.81","89.77","1.016","11188"
"2017-11-16 - Panthers 2, Sharks 0","Florida Panthers","Limited ReportFull Report","51.383333333333","42.69","49.26","46.42","34.1","36.8","48.09","27.63","24.11","53.40","2.13","0","100.00","1.6","1.53","51.11","13.91","19.24","41.96","9.79","9.11","51.80","9.72","5.4","64.29","2.14","0","100.00","22.01","100.00","4.22","9.93","29.83","0","3.73","0.00","0","0","-","-","100.00","26.61","25.52","51.05","17.1","14.94","53.36","0","0","-","0.00","100.00","7.72","100.00","1.077","16411"
"2017-11-16 - Penguins 3, Senators 1","Pittsburgh Penguins","Limited ReportFull Report","50.516666666667","46.14","37.24","55.34","32.93","25.43","56.43","25.28","16.01","61.23","2.13","0.95","69.16","1.34","1.12","54.32","17.14","15.93","51.83","5.38","4.67","53.50","5.33","4.73","52.98","1.06","0","100.00","19.86","100.00","11.83","11.22","51.33","6.3","4.7","57.26","0","1.03","0.00","0.00","78.14","22.64","15.96","58.65","12.57","5.6","69.16","1.11","0","100.00","8.84","100.00","8.43","94.06","1.025","17144"
"2017-11-16 - Predators 4, Wild 6","Nashville Predators","Limited ReportFull Report","44.716666666667","43.83","42.53","50.75","34.48","32.69","51.33","27.66","23.18","54.41","3.21","2.81","53.30","1.11","1.92","36.62","9.03","17.7","33.78","3.43","9.68","26.14","3.43","7.04","32.75","0","1.87","0.00","0.00","73.44","5.71","7.76","42.40","4.39","6.4","40.68","0","0","-","0.00","100.00","28.95","16.51","63.69","16.63","7.89","67.83","3.28","0.88","78.78","19.69","88.82","11.60","87.87","0.995","18888"
"2017-11-16 - Stars 1, Lightning 6","Dallas Stars","Limited ReportFull Report","49.2","41.54","42.98","49.15","29.83","31.38","48.73","25","25.4","49.61","1.01","3.92","20.51","1.65","1.51","52.11","15.02","21.72","40.89","7.01","4.93","58.71","6.92","3.97","63.57","1.01","1.94","34.22","14.59","51.04","7.91","17.05","31.69","6.07","10.92","35.72","0","0.95","0.00","0.00","91.32","23.8","17.6","57.49","11.7","9.51","55.17","0","1.06","0.00","0.00","88.84","4.05","84.56","0.886","19092"
"2017-11-17 - Rangers 0, Blue Jackets 2","New York Rangers","Limited ReportFull Report","47.266666666667","47.74","51.52","48.10","38.62","44.14","46.67","29.75","35.09","45.88","0","0.94","0.00","2.33","3.84","37.74","23.09","29.19","44.17","11.3","14.35","44.06","7.11","12.57","36.14","0","0","-","0.00","100.00","11.64","14.88","43.88","5.06","6.85","42.50","0","0.95","0.00","0.00","86.16","21.49","19.69","52.18","15.36","13.69","52.88","0","0","-","0.00","100.00","0.00","97.31","0.973","17093"
"2017-11-17 - Sabres 1, Red Wings 3","Buffalo Sabres","Limited ReportFull Report","46.016666666667","30","39.13","43.40","19.07","35.79","34.77","16.97","23.96","41.46","1.01","2.88","26.02","0.97","2.11","31.35","11.24","21.47","34.35","3.13","12.4","20.17","3.1","8.7","26.26","1.01","1.93","34.34","32.59","77.81","7.99","9.08","46.80","5.07","3.94","56.25","0","0.95","0.00","0.00","75.94","12.96","15.13","46.14","6.83","9.29","42.34","0","0","-","0.00","100.00","5.96","88.00","0.940","19515"
"2017-11-18 - Avalanche 2, Predators 5","Colorado Avalanche","Limited ReportFull Report","36.133333333333","36.04","30.79","53.93","22.34","18.71","54.41","17.75","12.32","59.04","2.01","1.97","50.43","1.15","0.92","55.63","17.49","8.16","68.18","5.93","4.1","59.15","3.84","3.11","55.31","1.02","0.99","50.81","26.59","68.14","11.35","4.06","73.66","5.76","1.97","74.54","0","0","-","0.00","100.00","17.23","19.38","47.06","8.1","7.31","52.55","0.94","1.07","46.78","11.60","85.39","11.31","83.97","0.953","17113"
"2017-11-18 - Blackhawks 2, Penguins 1","Chicago Blackhawks","Limited ReportFull Report","42.5","49.22","39.48","55.49","32.44","30.96","51.16","26.99","24.76","52.16","0","0","-","2.6","1.51","63.34","30.72","17.06","64.29","12.13","4.47","73.09","9.84","2.72","78.35","0","0","-","0.00","100.00","18.93","12.34","60.52","8.57","7.43","53.58","0","0","-","0.00","100.00","16.12","19.96","44.68","8.64","13.74","38.59","0","0","-","0.00","100.00","0.00","100.00","1.000","18638"
"2017-11-18 - Blues 4, Canucks 3","St Louis Blues","Limited ReportFull Report","43.95","42.92","40.74","51.30","27.99","27.67","50.28","21.05","16.68","55.79","3.04","0.94","76.30","1.12","0.99","52.96","19.47","16.55","54.05","3.07","5.8","34.63","2.05","0","100.00","0","0","-","0.00","-","16.15","10.85","59.81","8.15","3.91","67.58","1.06","0.95","52.74","12.98","75.76","18.84","19.92","48.61","8.8","11.98","42.34","1.87","0","100.00","21.26","100.00","14.43","94.34","1.088","18865"
"2017-11-18 - Bruins 3, Sharks 1","Boston Bruins","Limited ReportFull Report","48.05","50.38","46.31","52.11","38.04","30.5","55.50","21.43","19.61","52.23","3.14","0.94","76.92","2.05","1.6","56.10","21.71","16.54","56.75","13.15","8.32","61.25","9.74","4.67","67.58","3.15","0.94","76.99","32.36","79.84","8.72","8","52.15","2.1","6.51","24.40","0","0","-","0.00","100.00","23.23","17.2","57.45","7.71","5.66","57.67","0","0","-","0.00","100.00","14.67","95.19","1.099","17442"
"2017-11-18 - Coyotes 3, Senators 2","Arizona Coyotes","Limited ReportFull Report","44.933333333333","37.26","46.91","44.27","24.8","34.68","41.69","18.84","24.93","43.05","1.01","1.89","34.89","1.5","1.97","43.22","17.19","15.6","52.43","5.01","8.6","36.83","2.97","4.86","37.98","1.01","0","100.00","33.97","100.00","12.01","6.99","63.20","7.12","3.91","64.56","0","0","-","0.00","100.00","13.36","23.07","36.66","6.64","16.41","28.82","0","1.89","0.00","0.00","88.47","5.37","92.43","0.978","16471"
"2017-11-18 - Devils 2, Jets 5","New Jersey Devils","Limited ReportFull Report","56","53","58.96","47.34","39.18","45.25","46.40","28.34","35.04","44.71","2.02","4.86","29.33","1.89","1.63","53.67","21.24","15.03","58.56","9.19","6.84","57.33","5.06","6.93","42.22","1.02","1.92","34.75","20.19","72.31","12","8.25","59.26","8.14","7.12","53.33","0","0.98","0.00","0.00","86.28","18.66","30.37","38.06","13.66","18.05","43.07","0.94","2.01","31.84","6.87","88.88","7.11","86.14","0.933","15321"
"2017-11-18 - Flames 5, Flyers 4","Calgary Flames","Limited ReportFull Report","48.85","40.23","51.86","43.68","29.36","35.93","44.97","20.25","30.09","40.22","1.01","2.88","26.02","1.49","1.55","49.05","16.62","17.49","48.72","7.39","4.88","60.26","4.22","4.94","46.07","0","0.94","0.00","0.00","80.92","9.19","12.77","41.85","4.06","7.88","34.02","1.06","0","100.00","26.04","100.00","17.86","26.08","40.64","10.88","15.39","41.41","0","2.01","0.00","0.00","86.95","5.00","90.44","0.954","19210"
"2017-11-18 - Hurricanes 3, Sabres 1","Carolina Hurricanes","Limited ReportFull Report","48","49.03","36.51","57.32","36.16","26.23","57.96","26.54","16.98","60.99","2.11","0.92","69.58","1.67","1.25","57.24","23.52","14.94","61.15","8.57","8.26","50.94","5.33","4.61","53.61","2.12","0.92","69.75","39.72","80.09","15.07","6.59","69.57","8.4","2.83","74.81","0","0","-","0.00","100.00","21.49","18.68","53.50","11.85","9.51","55.48","0","0","-","0.00","100.00","7.96","94.56","1.025","18028"
"2017-11-18 - Islanders 5, Lightning 3","New York Islanders","Limited ReportFull Report","53.266666666667","54.76","51.37","51.60","38.34","40.46","48.66","30.26","29.44","50.69","3.18","2.79","53.32","1.73","2.37","42.26","27.02","24.11","52.84","6.84","11.13","38.07","5.73","7.65","42.80","0","1.84","0.00","0.00","76.00","20.55","12.67","61.86","10.9","11.7","48.23","3.06","0.96","76.14","28.11","91.79","25.04","27.03","48.10","13.69","10.06","57.65","0","0","-","0.00","100.00","10.51","90.54","1.011","19092"
"2017-11-18 - Maple Leafs 6, Canadiens 0","Toronto Maple Leafs","Limited ReportFull Report","52","53.92","53.03","50.42","38.83","36.08","51.84","28.28","29.9","48.60","6.43","0","100.00","2.63","1.42","64.93","31.55","20.07","61.12","15.49","8.17","65.48","10.16","5.52","64.80","4.35","0","100.00","42.77","100.00","16.23","11.78","57.94","8.43","5.74","59.51","2.09","0","100.00","24.80","100.00","16.81","30.04","35.88","7.83","18.54","29.68","0","0","-","0.00","100.00","22.74","100.00","1.227","21302"
"2017-11-18 - Oilers 3, Stars 6","Edmonton Oilers","Limited ReportFull Report","43.933333333333","41.45","25.99","61.46","27.89","21","57.05","20","13.05","60.51","1.06","4.79","18.08","1.61","1.97","44.98","20.17","16.63","54.81","6.3","9.54","39.79","3.16","4.8","39.71","1.06","2.85","27.09","33.51","40.59","13.59","7.12","65.62","7.98","5.05","61.26","0","0.94","0.00","0.00","81.33","17.85","8.93","66.66","8.94","2.96","75.11","0","0.95","0.00","0.00","68.05","5.28","63.31","0.686","18312"
"2017-11-18 - Panthers 0, Kings 4","Florida Panthers","Limited ReportFull Report","52.216666666667","35.02","33.54","51.08","28.01","25.88","51.97","21.18","18.74","53.06","0","1.97","0.00","2.03","1.19","63.00","21.93","15.11","59.21","9.2","6","60.53","6.07","3.04","66.62","0","0.96","0.00","0.00","68.31","12.54","9.26","57.53","7.94","3.99","66.56","0","0.94","0.00","0.00","76.38","10.91","13.74","44.26","6.24","9.82","38.85","0","0","-","0.00","100.00","0.00","89.46","0.895","18230"
"2017-11-18 - Wild 1, Capitals 3","Minnesota Wild","Limited ReportFull Report","43.966666666667","33.14","46.63","41.55","27.69","35.75","43.65","22.64","33.77","40.13","0","0.94","0.00","1.43","1.62","46.87","17.19","19.03","47.45","10.22","8.97","53.23","8.06","9.08","47.02","0","0","-","0.00","100.00","6.95","10.18","40.58","1.03","4.99","17.10","0","0","-","0.00","100.00","15.4","21.83","41.37","13.29","18.84","41.36","0","0.95","0.00","0.00","94.98","0.00","97.21","0.972","18506"
"2017-11-19 - Avalanche 4, Red Wings 3","Colorado Avalanche","Limited ReportFull Report","43.733333333333","37.97","25.96","59.39","30.16","20.9","59.07","27.06","14.02","65.88","1.01","1.89","34.89","1.26","0.8","61.13","11.32","9.62","54.06","4.2","2.8","59.95","4.15","2.84","59.41","0","0.94","0.00","0.00","66.83","7.07","6.88","50.69","7.12","3.91","64.56","0","0","-","0.00","100.00","22.66","14.33","61.27","15.59","7.41","67.77","0.94","0.95","49.79","6.02","87.23","3.74","86.54","0.903","19515"
"2017-11-19 - Islanders 2, Hurricanes 4","New York Islanders","Limited ReportFull Report","39.483333333333","34.27","40.08","46.10","23.12","31.82","42.08","16.65","23.25","41.72","1.01","1.98","33.91","1.41","1.03","57.76","16.35","12.3","57.07","7.89","3.04","72.16","4.85","3.08","61.13","0","0","-","0.00","100.00","8.34","9.45","46.89","3.86","6.05","38.93","1.02","0.94","52.07","26.53","84.43","14.15","24.36","36.75","6.05","14.55","29.39","0","1.06","0.00","0.00","92.70","6.09","91.50","0.976","11390"
"2017-11-19 - Kings 2, Golden Knights 4","Los Angeles Kings","Limited ReportFull Report","54.75","41.8","68.03","38.06","27.93","47.85","36.86","25.23","37.19","40.42","2.02","2.92","40.89","1.43","3.46","29.28","17.29","33.91","33.76","4.9","15.11","24.48","3.85","13.29","22.47","2.06","1.95","51.29","53.44","85.29","12.06","19.13","38.67","6.83","7.1","49.02","0","0","-","0.00","100.00","21.44","31.71","40.34","13.2","15.75","45.60","0","0.95","0.00","0.00","93.99","8.00","92.15","1.002","18211"
"2017-11-19 - Panthers 2, Ducks 3","Florida Panthers","Limited ReportFull Report","39.916666666667","47.37","34.22","58.06","40","25.52","61.05","30.29","17.52","63.35","0","0.94","0.00","2.52","1.6","61.13","29.19","17.14","63.01","14.27","6.97","67.16","11.15","5.03","68.91","0","0.94","0.00","0.00","81.29","14.85","10.27","59.10","7.07","3.96","64.07","0","0","-","0.00","100.00","17.26","10.95","61.18","11.11","5.17","68.25","0","0","-","0.00","100.00","0.00","94.61","0.946","17174"
"2017-11-19 - Senators 0, Rangers 3","Ottawa Senators","Limited ReportFull Report","44.3","44.35","41.06","51.93","25.43","30.55","45.42","15.7","19.29","44.87","0","1.93","0.00","1.3","2.15","37.55","19.11","21.78","46.75","7.11","12.74","35.81","4.98","6.87","42.01","0","0.99","0.00","0.00","85.60","11.87","9.05","56.73","3.06","6","33.79","0","0.95","0.00","0.00","84.19","18.1","14.71","55.17","4.8","5.26","47.71","0","0","-","0.00","100.00","0.00","89.98","0.900","17524"
"2017-11-20 - Blue Jackets 3, Sabres 2","Columbus Blue Jackets","Limited ReportFull Report","52.083333333333","45.03","37.88","54.31","40.49","26.36","60.57","29.56","22.94","56.30","3.18","1.87","63.00","1.71","0.85","66.90","17.44","9.1","65.72","5.51","3.62","60.34","3.3","1.89","63.55","2.13","0","100.00","64.54","100.00","12.03","5.37","69.13","5.32","3.76","58.59","1.04","0","100.00","19.55","100.00","25.29","19.7","56.21","20.76","15.28","57.60","0","1.77","0.00","0.00","88.45","10.76","91.86","1.026","16551"
"2017-11-20 - Coyotes 4, Maple Leafs 1","Arizona Coyotes","Limited ReportFull Report","51.783333333333","36.46","49.91","42.22","28.84","36.21","44.34","22.39","21.32","51.23","0","0","-","1","1.65","37.77","10.65","22.88","31.77","3.25","8.98","26.55","2.17","4.49","32.54","0","0","-","0.00","100.00","7.41","13.73","35.05","5.23","5.61","48.23","0","0","-","0.00","100.00","18.21","24.45","42.68","12.83","9.42","57.65","0","0","-","0.00","100.00","0.00","100.00","1.000","19196"
