"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2017-10-06 - Golden Knights 2, Stars 1","Vegas Golden Knights","Limited ReportFull Report","36.616666666667","31.23","55","36.22","21.34","44.03","32.64","19.22","34.27","35.93","1.06","0","100.00","1.11","2.43","31.35","12.37","24.85","33.24","8.4","12.28","40.62","6.26","9.59","39.51","0","0","-","0.00","100.00","4.02","12.55","24.26","2.03","7.77","20.73","1.05","0","100.00","51.78","100.00","13.98","22.01","38.85","8.85","13","40.51","0","0","-","0.00","100.00","5.50","100.00","1.055","18532"
"2017-10-06 - Islanders 0, Blue Jackets 5","New York Islanders","Limited ReportFull Report","54.883333333333","52.38","64.7","44.74","36.9","48.29","43.31","24.06","33.11","42.08","0","2.93","0.00","2.1","2.71","43.69","23.96","25.06","48.88","9.74","9.09","51.74","7.66","7.15","51.70","0","1.93","0.00","0.00","73.00","13.99","16.36","46.08","2.91","7.33","28.41","0","1","0.00","0.00","86.32","29.26","33.22","46.83","13.06","15.63","45.53","0","0","-","0.00","100.00","0.00","91.16","0.912","18595"
"2017-10-06 - Panthers 3, Lightning 5","Florida Panthers","Limited ReportFull Report","45.2","48.27","33.43","59.08","39.26","23.61","62.44","27.86","19.42","58.92","3.04","2.92","51.00","2.22","0.89","71.30","25.68","10.82","70.36","13.05","3.86","77.15","11.9","3.91","75.28","3.08","1.93","61.47","25.89","50.60","12.5","7.04","63.97","7.91","4.94","61.56","0","0.94","0.00","0.00","80.92","21.63","19.32","52.82","7.51","8.63","46.52","0","0","-","0.00","100.00","10.91","84.96","0.959","19092"
"2017-10-07 - Avalanche 1, Devils 4","Colorado Avalanche","Limited ReportFull Report","39.916666666667","41.04","43.95","48.28","36.07","37.91","48.76","28.32","28.38","49.95","1.01","0","100.00","2.26","2.31","49.47","23.43","24.63","48.76","8.9","8.04","52.54","8.78","6.09","59.06","1.04","0","100.00","11.80","100.00","14.31","17","45.69","7.87","8.18","49.04","0","0","-","0.00","100.00","18.57","16.16","53.47","11.67","13.13","47.05","0","0","-","0.00","100.00","3.58","100.00","1.036","16514"
"2017-10-07 - Blue Jackets 1, Blackhawks 5","Columbus Blue Jackets","Limited ReportFull Report","53.483333333333","43.4","37.21","53.84","34.02","25.82","56.86","28.67","23.58","54.87","1","3.91","20.43","1.62","1.19","57.64","15.46","22.86","40.35","4.92","6.14","44.50","4.85","6.22","43.79","1.02","0.98","51.11","21.08","84.29","10.3","17.16","37.51","4.82","6.13","44.00","0","1.92","0.00","0.00","68.62","26.5","11.15","70.37","18.08","10.24","63.84","0","1.07","0.00","0.00","89.57","3.50","83.41","0.869","21264"
"2017-10-07 - Canadiens 1, Capitals 6","Montreal Canadiens","Limited ReportFull Report","45.55","44.75","33.32","57.32","37.84","24.96","60.25","27.17","18.34","59.70","0","4.92","0.00","1.9","1.54","55.21","21.55","17.96","54.55","7.73","6.17","55.63","4.76","6.25","43.20","0","2.95","0.00","0.00","52.90","13.44","12.09","52.65","6.57","3.15","67.63","0","1","0.00","0.00","68.15","21.49","12.3","63.59","13.48","6.69","66.83","0","0.95","0.00","0.00","85.86","0.00","73.17","0.732","18506"
"2017-10-07 - Flyers 3, Ducks 2","Philadelphia Flyers","Limited ReportFull Report","46.133333333333","40.84","36.03","53.13","31.43","26.57","54.19","28.14","16.98","62.37","2.11","0","100.00","1.35","1.39","49.39","19.04","21.49","46.98","4.31","6.54","39.73","3.22","3.78","45.98","1.06","0","100.00","32.86","100.00","14.65","14.86","49.64","8.27","6.54","55.84","1.05","0","100.00","12.72","100.00","20.9","13.41","60.91","16.57","6.73","71.12","0","0","-","0.00","100.00","7.51","100.00","1.075","16032"
"2017-10-07 - Golden Knights 2, Coyotes 1","Vegas Golden Knights","Limited ReportFull Report","44.166666666667","53.76","44.37","54.78","37.97","31.55","54.62","24.44","23.43","51.06","0","0.94","0.00","2.07","2.19","48.57","28.03","27.65","50.34","11.16","7.85","58.69","5.02","4.98","50.19","0","0.94","0.00","0.00","81.10","16.66","20.06","45.36","6.04","13.83","30.41","0","0","-","0.00","100.00","20.83","11.72","64.01","12.27","3.23","79.17","0","0","-","0.00","100.00","0.00","95.97","0.960","17125"
"2017-10-07 - Jets 3, Flames 6","Winnipeg Jets","Limited ReportFull Report","44.366666666667","39.16","52.6","42.67","29.28","38.95","42.92","19.56","30.78","38.86","1.08","2.93","26.89","1.35","2.25","37.51","16.79","22.78","42.44","7.54","9.64","43.90","6.44","8.69","42.55","1.08","0.99","52.22","16.81","88.61","9.24","13.27","41.03","2.95","9.02","24.64","0","0.98","0.00","0.00","89.17","18.57","24.13","43.49","8.12","11.72","40.93","0","0.88","0.00","0.00","92.46","5.50","90.49","0.960","19289"
"2017-10-07 - Kings 4, Sharks 1","Los Angeles Kings","Limited ReportFull Report","38.033333333333","40.6","33.19","55.02","31.47","24.69","56.03","28.25","19.59","59.06","4.24","0.92","82.10","2.28","1.42","61.50","25.17","13.48","65.13","12.22","6.28","66.03","10","5.38","65.03","1.07","0.92","53.84","10.70","82.93","13.08","7.06","64.96","9.53","3.62","72.48","2.09","0","100.00","21.95","100.00","9.86","14.3","40.80","7.77","7.57","50.67","1.05","0","100.00","13.56","100.00","15.00","95.28","1.103","17562"
"2017-10-07 - Lightning 4, Panthers 5","Tampa Bay Lightning","Limited ReportFull Report","40.016666666667","28.98","51.15","36.16","24.66","41.08","37.51","16.51","33.82","32.81","3.13","3.78","45.28","1.41","2.36","37.43","16.73","28.64","36.87","4.16","9.93","29.52","2.09","9.99","17.28","1.04","1.91","35.19","49.60","80.91","12.58","18.59","40.36","7.25","12.42","36.85","2.1","1.91","52.43","29.02","84.63","11.47","21.49","34.80","7.15","10.24","41.14","0","0","-","0.00","100.00","18.94","88.83","1.078","16871"
"2017-10-07 - Oilers 2, Canucks 3","Edmonton Oilers","Limited ReportFull Report","38.233333333333","44.34","25.46","63.52","35.5","21.02","62.81","23.87","12.63","65.40","1.06","1.93","35.35","1.74","1.32","56.87","27.48","13.06","67.79","7.92","8.97","46.90","5.86","6.02","49.33","0","1.93","0.00","0.00","67.93","19.18","4.03","82.64","10.94","1.03","91.43","1.05","0","100.00","9.61","100.00","15.3","9.94","60.61","7.34","5.66","56.46","0","0","-","0.00","100.00","4.43","84.70","0.891","18865"
"2017-10-07 - Predators 0, Penguins 4","Nashville Predators","Limited ReportFull Report","40.7","38.28","42.53","47.37","28.82","34.23","45.71","15.83","28.86","35.43","0","3.91","0.00","1.31","2.11","38.30","17.41","16.55","51.25","5.03","5.04","49.94","2.96","5.1","36.70","0","0.99","0.00","0.00","80.59","12","11.84","50.35","6.71","9.35","41.77","0","1.92","0.00","0.00","79.42","18.7","22.17","45.76","5.24","12.41","29.68","0","1.06","0.00","0.00","91.45","0.00","86.44","0.864","18645"
"2017-10-07 - Rangers 5, Maple Leafs 8","New York Rangers","Limited ReportFull Report","46.283333333333","45.88","57.34","44.45","41.01","42.25","49.25","27.73","28.82","49.04","2.02","4.81","29.60","2.14","2.61","45.09","20.57","33.38","38.14","10.05","9.72","50.82","8.94","7.85","53.23","1.01","3.8","20.99","11.30","51.59","10.38","24.15","30.06","5.01","11.2","30.90","0","0","-","0.00","100.00","22.11","19.6","53.01","12.5","8.42","59.76","0.94","1.07","46.76","7.50","87.31","7.29","83.30","0.906","19621"
"2017-10-07 - Red Wings 2, Senators 1","Detroit Red Wings","Limited ReportFull Report","41.533333333333","55.65","39.51","58.48","31.99","34.65","48.01","21.59","24.11","47.25","1.06","0.92","53.35","1.3","1.78","42.20","16.77","15.17","52.51","6.39","9.3","40.74","3.16","7.51","29.63","0","0.92","0.00","0.00","87.77","10.34","5.79","64.10","3.09","3.89","44.27","1.05","0","100.00","34.09","100.00","30.72","22.36","57.87","13.18","10.76","55.05","0","0","-","0.00","100.00","4.89","96.17","1.011","14883"
"2017-10-07 - Sabres 3, Islanders 6","Buffalo Sabres","Limited ReportFull Report","45.3","29.31","44.16","39.90","20.39","33.88","37.58","14.05","26.43","34.71","1","2.92","25.56","1.01","2.31","30.46","15.4","20.52","42.87","7.79","13.2","37.10","1.9","12.33","13.36","1.02","1.94","34.49","53.74","84.25","7.6","7.21","51.31","3.98","6.01","39.84","0","0.95","0.00","0.00","84.24","11.75","16.32","41.86","7.93","5.54","58.85","0","0","-","0.00","100.00","7.15","88.93","0.961","15234"
"2017-10-07 - Stars 2, Blues 4","Dallas Stars","Limited ReportFull Report","46.733333333333","32.47","34.13","48.76","21.93","23.21","48.58","21.08","17.88","54.10","1","2.92","25.61","1.03","1.13","47.70","14.39","12.28","53.95","4.88","5.05","49.14","4.8","4.07","54.13","1.02","0.96","51.46","21.29","76.30","9.29","7.31","55.96","6.64","4","62.42","0","1.89","0.00","0.00","52.76","11.45","18.47","38.26","8.6","10.05","46.11","0","0","-","0.00","100.00","4.76","83.68","0.884","18858"
"2017-10-07 - Wild 4, Hurricanes 5","Minnesota Wild","Limited ReportFull Report","45.95","42.65","54.63","43.84","30.84","43.85","41.29","21.24","28.09","43.05","2.13","2.79","43.31","2.28","1.89","54.77","25.75","25.83","49.93","14.12","12.71","52.63","9.68","6.31","60.56","2.14","1.84","53.83","22.11","70.89","11.8","12.93","47.71","4.24","7.6","35.83","0","0.95","0.00","0.00","87.52","13.73","22.41","37.99","7.45","13.28","35.92","0","0","-","0.00","100.00","10.04","90.07","1.001","18680"
"2017-10-08 - Canadiens 0, Rangers 2","Montreal Canadiens","Limited ReportFull Report","49.333333333333","54.39","26.44","67.29","39.47","21.17","65.09","28.45","17.12","62.43","0","1.93","0.00","1.97","1.17","62.72","27.21","14.62","65.04","12.27","7.6","61.74","7.98","5.74","58.16","0","0.94","0.00","0.00","83.59","14.78","7.04","67.72","7.04","4.93","58.81","0","0","-","0.00","100.00","21.3","7.45","74.10","11.57","5.35","68.38","0","1.06","0.00","0.00","80.15","0.00","88.72","0.887","18006"
"2017-10-09 - Avalanche 4, Bruins 0","Colorado Avalanche","Limited ReportFull Report","49.7","41.33","42.08","49.55","32.79","33.42","49.52","22.47","21","51.69","2.11","0","100.00","2.14","2.07","50.86","21.43","17.37","55.24","10.32","9.48","52.11","8.03","8.58","48.35","0","0","-","0.00","100.00","11.33","7.64","59.72","7.61","2.71","73.75","1.05","0","100.00","13.82","100.00","19.52","20.74","48.48","6.91","9.45","42.24","1.12","0","100.00","16.16","100.00","9.37","100.00","1.094","17565"
"2017-10-09 - Blackhawks 3, Maple Leafs 4","Chicago Blackhawks","Limited ReportFull Report","38.85","30.26","43.85","40.83","20.95","34.65","37.68","13.14","25.08","34.38","2.13","1.9","52.85","1.36","2.86","32.25","13.45","31.98","29.60","3.37","10.47","24.32","2.23","6.98","24.18","1.08","0","100.00","48.59","100.00","10.31","21.13","32.78","6.56","14.71","30.84","0","2.06","0.00","0.00","86.02","12.15","11.55","51.26","3.22","3.58","47.31","1.05","0","100.00","32.76","100.00","16.23","92.41","1.086","19456"
"2017-10-09 - Blues 3, Islanders 2","St Louis Blues","Limited ReportFull Report","40.066666666667","37.73","37.96","49.85","28.94","29.99","49.11","24.51","23.74","50.80","1.06","0.95","52.62","1.43","1.57","47.61","23.84","15.28","60.94","6.51","6.15","51.42","6.46","6.16","51.21","0","0","-","0.00","100.00","17.5","9.05","65.91","10.63","5.6","65.48","1.05","1.03","50.58","9.90","81.66","12.67","18.38","40.79","7.41","9.19","44.65","0","0","-","0.00","100.00","4.31","95.99","1.003","10673"
"2017-10-09 - Capitals 3, Lightning 4","Washington Capitals","Limited ReportFull Report","45.983333333333","35.02","54.96","38.92","23.34","44.38","34.47","15.71","24.96","38.62","1.06","2.83","27.21","1.04","2.25","31.72","16.22","29.19","35.71","6.52","10.86","37.51","4.29","5.48","43.93","0","0.93","0.00","0.00","83.04","9.8","18.06","35.16","4.16","9.24","31.03","1.05","1.99","34.60","25.30","78.48","15.65","25.05","38.46","6.26","10.31","37.77","0","0","-","0.00","100.00","6.72","88.68","0.954","19092"
"2017-10-09 - Devils 6, Sabres 2","New Jersey Devils","Limited ReportFull Report","44.9","47.44","30.31","61.01","36","22.29","61.76","27.01","17.37","60.86","5.35","0.92","85.36","2.68","0.9","74.91","24.87","9.39","72.59","15.87","3.34","82.63","14.68","3.31","81.59","5.4","0.91","85.60","36.75","72.61","9.28","5.92","61.05","5.6","2.66","67.78","0","0","-","0.00","100.00","13.49","16.04","45.69","5.7","9.59","37.28","0","0","-","0.00","100.00","19.80","94.72","1.145","17697"
"2017-10-09 - Flames 2, Ducks 0","Calgary Flames","Limited ReportFull Report","42.766666666667","57.76","44.79","56.32","42.56","35.77","54.33","24.32","27.39","47.03","1.08","0","100.00","2.34","1.79","56.72","25.89","17.59","59.55","9.85","7.36","57.23","4.37","5.54","44.11","0","0","-","0.00","100.00","16.12","10.1","61.49","6.26","5.65","52.56","1.04","0","100.00","16.61","100.00","29.72","24.49","54.82","12.67","15.33","45.25","0","0","-","0.00","100.00","4.43","100.00","1.044","15485"
"2017-10-09 - Jets 5, Oilers 2","Winnipeg Jets","Limited ReportFull Report","48.633333333333","62.74","49.71","55.79","45.45","36.52","55.44","40.75","26.85","60.28","4.27","1.87","69.46","2.26","1.78","55.98","31.97","22.22","59.00","8.84","7.05","55.63","6.62","6.19","51.66","1.06","0.92","53.56","16.00","85.18","23.48","14.86","61.23","13.98","5.44","71.98","3.13","1.03","75.28","22.39","81.11","20.28","21.91","48.07","14.68","12.35","54.31","0","0","-","0.00","100.00","10.47","93.02","1.035","18347"
"2017-10-10 - Blackhawks 3, Canadiens 1","Chicago Blackhawks","Limited ReportFull Report","44.516666666667","40.77","54.89","42.62","32.01","36.5","46.72","22.43","25.6","46.70","2.07","0.94","68.67","1.38","2.01","40.79","12.7","24.14","34.47","3.26","10.34","23.97","3.24","7.67","29.70","1.06","0","100.00","32.67","100.00","9.45","13.6","40.99","8.35","8.43","49.75","1.06","0","100.00","12.67","100.00","24.62","23.55","51.11","9.88","9.36","51.37","0","0.95","0.00","0.00","89.89","9.22","96.31","1.055","21302"
"2017-10-10 - Blue Jackets 2, Hurricanes 1","Columbus Blue Jackets","Limited ReportFull Report","48.866666666667","41.55","45.8","47.56","30.13","31.47","48.91","21.65","24.88","46.53","1.06","0","100.00","1.66","1.54","52.01","14.79","19.7","42.88","3.2","7.37","30.23","2.11","4.61","31.37","0","0","-","0.00","100.00","11.55","12.3","48.42","5.14","5.79","47.06","1.05","0","100.00","20.45","100.00","23.72","24.06","49.64","13.27","14.53","47.73","0","0","-","0.00","100.00","4.88","100.00","1.049","7892"
"2017-10-10 - Blues 3, Rangers 1","St Louis Blues","Limited ReportFull Report","45.783333333333","33.82","42.63","44.24","25.01","28.4","46.83","18.38","22.16","45.33","1.06","0","100.00","1.19","1.66","41.71","12.04","19.92","37.68","4.42","10.65","29.32","3.28","8.04","28.98","1.06","0","100.00","32.26","100.00","7.74","9.07","46.06","4.29","1.86","69.77","0","0","-","0.00","100.00","16.29","18.34","47.03","9.74","11.22","46.46","0","0","-","0.00","100.00","5.75","100.00","1.057","18006"
"2017-10-10 - Coyotes 2, Golden Knights 5","Arizona Coyotes","Limited ReportFull Report","49.933333333333","42.58","49.62","46.18","32.65","34.49","48.63","24.62","26.91","47.78","2.01","3.91","33.92","1.54","1.21","55.98","17.97","17.74","50.33","7.73","4.11","65.27","4.76","3.12","60.36","1.02","0.96","51.46","21.50","69.13","10.08","13.97","41.91","5.64","10.43","35.08","0","1.95","0.00","0.00","81.30","20.74","25.75","44.61","12.69","12.48","50.42","0.94","1.06","46.93","7.40","91.49","8.16","85.46","0.936","18191"
"2017-10-10 - Flyers 5, Predators 6","Philadelphia Flyers","Limited ReportFull Report","47.166666666667","34.12","48.07","41.51","26.53","37.78","41.25","22.58","24.19","48.28","3.08","1.94","61.32","1.31","2.54","34.06","15.05","20.8","41.98","6.18","12.14","33.73","6.12","11.37","34.99","2.09","0.99","67.90","34.24","91.29","8.74","8.55","50.55","4.91","2.83","63.47","1","0","100.00","20.31","100.00","14.36","22.62","38.84","11.48","9.91","53.67","0","0.88","0.00","0.00","91.09","13.62","91.98","1.056","17194"
"2017-10-10 - Red Wings 2, Stars 4","Detroit Red Wings","Limited ReportFull Report","43.25","40.17","51.26","43.94","27.65","34.18","44.72","16.12","19.46","45.31","1.01","1.93","34.43","1.39","1.59","46.61","18.65","23.15","44.61","6.1","8.83","40.85","4.97","4.86","50.58","0","0.99","0.00","0.00","79.61","12.23","14.58","45.62","3.93","4.05","49.25","0","0","-","0.00","100.00","18.57","21.17","46.72","7.14","7.47","48.89","0.93","0.95","49.61","13.04","87.33","6.29","90.07","0.964","18119"
"2017-10-10 - Senators 3, Canucks 2","Ottawa Senators","Limited ReportFull Report","45.833333333333","48.6","36.02","57.44","43.77","29.24","59.95","34.58","18.65","64.96","2.07","1.87","52.55","1.96","1.09","64.18","18.72","10.4","64.27","10.58","3.74","73.89","10.47","2.84","78.68","1.01","0","100.00","9.64","100.00","8.16","6.62","55.19","1.03","2.9","26.20","0","0","-","0.00","100.00","23.86","22.64","51.31","17.79","12.02","59.69","1.05","1.84","36.47","5.92","84.73","5.98","89.99","0.960","17273"
"2017-10-11 - Bruins 3, Avalanche 6","Boston Bruins","Limited ReportFull Report","43.633333333333","36.25","41.76","46.47","23.56","29.74","44.20","14.06","24.77","36.22","2.02","2.87","41.23","1.06","1.44","42.35","13.47","18.14","42.62","4.87","4.9","49.85","3.8","4.96","43.41","1.02","0.94","52.06","26.87","81.01","8.47","13.48","38.57","2.01","9.1","18.05","0","1.92","0.00","0.00","78.86","19.64","17.84","52.40","7.23","9.56","43.09","0.94","0","100.00","12.97","100.00","14.33","88.40","1.027","18011"
"2017-10-11 - Devils 6, Maple Leafs 3","New Jersey Devils","Limited ReportFull Report","38.466666666667","34.08","42.83","44.32","28.37","33.4","45.93","18.45","26.54","41.00","4.17","0.92","81.85","1.81","2.52","41.87","20.77","29.43","41.37","8.8","9.67","47.65","4.41","7.88","35.88","0","0.92","0.00","0.00","88.34","12.05","19.57","38.11","7.45","11.95","38.41","2.02","0","100.00","27.16","100.00","11.15","12.75","46.64","5.48","6.71","44.94","2.05","0","100.00","37.51","100.00","22.58","96.52","1.191","19103"
"2017-10-11 - Flames 4, Kings 3","Calgary Flames","Limited ReportFull Report","40.766666666667","41.4","48.88","45.86","33.58","39.71","45.82","26.88","30.49","46.86","2.09","2.82","42.55","1.79","2.25","44.24","19.68","27.8","41.45","8.9","10.87","45.02","7.83","5.59","58.35","1.08","1.86","36.79","13.83","66.72","10.9","16.8","39.36","6.35","10.48","37.74","1.06","0","100.00","16.66","100.00","15.13","20.24","42.78","9.48","13.48","41.30","0","0.88","0.00","0.00","93.45","7.77","90.76","0.985","18230"
"2017-10-11 - Islanders 2, Ducks 3","New York Islanders","Limited ReportFull Report","40.566666666667","52.36","37.71","58.13","37.27","29.18","56.09","26.4","21.98","54.56","2.03","2.88","41.33","2.66","1.49","64.10","31.2","17.73","63.76","15.35","8.61","64.06","12.08","7.69","61.10","1.01","1.88","34.92","8.36","75.52","15.69","9.19","63.05","11.05","4.96","69.02","1.02","0","100.00","9.25","100.00","17.11","17.65","49.21","3.78","8.25","31.44","0","1.06","0.00","0.00","87.13","7.67","86.92","0.946","14553"
"2017-10-11 - Penguins 3, Capitals 2","Pittsburgh Penguins","Limited ReportFull Report","39.983333333333","48.17","38.68","55.47","34.25","26.68","56.21","28.46","14.27","66.60","0","1.9","0.00","2.71","1.23","68.88","32.34","23.15","58.28","16.81","6.1","73.38","14.53","4.34","76.99","0","0.93","0.00","0.00","78.60","15.95","16.8","48.71","6.46","6.46","50.00","0","0","-","0.00","100.00","12.11","14.1","46.19","7.63","3.49","68.60","0","0.88","0.00","0.00","74.72","0.00","86.67","0.867","18506"
"2017-10-12 - Blues 2, Panthers 5","St Louis Blues","Limited ReportFull Report","42.683333333333","35.54","38.86","47.77","25.2","32.32","43.81","20.28","27.26","42.66","1","2.91","25.69","1.49","1.41","51.24","13.05","16.37","44.35","6.31","5.03","55.69","5.19","4.15","55.58","0","1.94","0.00","0.00","53.19","6.63","11.59","36.40","6.82","9.28","42.35","0","0","-","0.00","100.00","19.61","19.85","49.69","8.16","13.83","37.11","0.94","0.89","51.36","11.51","93.57","4.95","89.34","0.943","10846"
