"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2018-03-08 - Islanders 1, Oilers 2","Edmonton Oilers","Limited ReportFull Report","55.6","61.71","56.95","52.01","43.79","40.02","52.25","27.67","29.37","48.51","0.92","1.06","46.65","1.89","2.13","46.98","23.56","30.97","43.21","10.13","11.93","45.92","7.45","8.61","46.39","0","1.06","0.00","0.00","87.71","13.43","19.12","41.26","3.89","8.36","31.73","0","0","-","0.00","100.00","32.26","19.71","62.08","16.24","10.23","61.36","0.89","0","100.00","5.48","100.00","3.34","96.40","0.997","18347"
"2018-03-08 - Jets 3, Devils 2","New Jersey Devils","Limited ReportFull Report","47.916666666667","54.25","44.27","55.06","40.54","31.71","56.11","29.85","24","55.43","1.9","3.21","37.22","2.25","1.68","57.20","24.16","13.17","64.72","10.61","8.85","54.52","8.81","8.81","50.01","1.86","2.14","46.47","21.09","75.69","13.24","4.47","74.75","5.56","3.21","63.37","0","1.04","0.00","0.00","67.67","25.01","27.58","47.56","13.48","11.06","54.93","0","0","-","0.00","100.00","6.37","86.63","0.930","14023"
"2018-03-08 - Rangers 3, Lightning 5","Tampa Bay Lightning","Limited ReportFull Report","45.216666666667","64.8","36.5","63.97","49.33","30.12","62.09","39.57","23.72","62.52","4.9","3.01","61.92","2.22","1.76","55.72","24.82","21.85","53.18","6.93","10.74","39.23","6.08","8.63","41.33","3.87","2.04","65.45","63.70","76.31","18.4","10.95","62.70","14.51","8.49","63.09","0.98","1","49.48","6.73","88.25","35.85","13.08","73.27","18","5.97","75.09","0","0","-","0.00","100.00","12.38","87.30","0.997","19092"
"2018-03-08 - Sabres 4, Senators 3","Ottawa Senators","Limited ReportFull Report","47.633333333333","43.67","44.48","49.54","35.52","40.68","46.61","23.51","28.47","45.23","2.81","3.08","47.72","1.62","2.57","38.65","18.22","21.81","45.52","9.38","15.72","37.37","5.56","11.34","32.90","0.94","2.02","31.79","16.93","82.18","8.84","6.23","58.65","5.81","4.16","58.29","1.91","0","100.00","32.85","100.00","22.27","20.88","51.62","11.21","10.97","50.54","0","1.05","0.00","0.00","90.39","11.96","89.19","1.011","13377"
"2018-03-09 - Ducks 1, Stars 2","Dallas Stars","Limited ReportFull Report","51.6","57.34","48.8","54.02","38.14","31.7","54.61","30","25.2","54.35","0","1.06","0.00","2.67","1.44","65.00","28.48","21.49","57.00","12.57","6.54","65.78","9.04","6.5","58.19","0","0","-","0.00","100.00","15.74","15.01","51.19","5.79","5.2","52.65","0","1.05","0.00","0.00","79.78","19.57","12.44","61.14","11.22","8.19","57.80","0","0","-","0.00","100.00","0.00","95.81","0.958","18532"
"2018-03-09 - Flames 2, Senators 1","Ottawa Senators","Limited ReportFull Report","51.9","42.87","71.79","37.39","34.37","50.29","40.59","20.93","37.98","35.53","0","2.13","0.00","1.31","3.3","28.41","16.11","37.29","30.17","5.3","16.65","24.13","1.77","11.02","13.87","0","2.14","0.00","0.00","80.57","10.58","21","33.51","1.86","10.63","14.87","0","0","-","0.00","100.00","19.79","24.38","44.80","14.47","13.22","52.26","0","0","-","0.00","100.00","0.00","94.39","0.944","14498"
"2018-03-09 - Red Wings 2, Blue Jackets 3","Columbus Blue Jackets","Limited ReportFull Report","49.983333333333","55.66","37.13","59.98","41.3","25.68","61.66","33","18.7","63.84","1.93","2.03","48.82","2.12","1.82","53.77","24.36","19.39","55.68","8.91","7.33","54.85","7.99","6.2","56.33","1.93","1.01","65.66","24.16","83.70","15.81","11.86","57.13","9.12","4.98","64.68","0","1.02","0.00","0.00","79.46","28.38","16.32","63.49","13.73","6.62","67.46","0","0","-","0.00","100.00","5.85","89.17","0.950","17284"
"2018-03-09 - Wild 5, Canucks 2","Vancouver Canucks","Limited ReportFull Report","52.333333333333","53.87","42.16","56.09","40.08","35.73","52.87","29.03","31.39","48.05","1.87","4.17","30.91","1.89","2.63","41.80","22.04","29.67","42.63","11.84","16.14","42.32","9.22","13.84","40.00","1.86","3.19","36.84","20.16","76.96","9.95","13.64","42.18","3.8","9.32","28.97","0","1.06","0.00","0.00","88.64","25.17","12.79","66.31","14.82","8.54","63.42","0","0","-","0.00","100.00","6.43","86.71","0.931","17918"
"2018-03-10 - Blackhawks 4, Bruins 7","Boston Bruins","Limited ReportFull Report","46.45","46.05","38.46","54.49","36.59","29.19","55.62","23.04","22.91","50.14","0.92","4.14","18.25","1.96","1.27","60.68","22.81","15.82","59.05","13.16","4.17","75.92","7.53","4.13","64.56","0.92","1.04","46.99","12.19","74.94","9.49","11.63","44.93","7.77","5.19","59.97","0","1.05","0.00","0.00","79.72","21.02","20.59","50.51","6.55","11.5","36.30","0","1.99","0.00","0.00","82.68","4.01","81.94","0.859","17565"
"2018-03-10 - Blues 7, Kings 2","Los Angeles Kings","Limited ReportFull Report","48.7","45.62","62.37","42.24","35.45","50.04","41.47","28.9","38.41","42.94","0.95","6.45","12.85","1.89","2.35","44.49","16.51","26.14","38.70","7.92","9.06","46.63","7.93","7.93","49.99","0.93","3.25","22.26","11.72","59.09","8.37","17.4","32.48","4.47","11.06","28.77","0","2.08","0.00","0.00","81.19","22.69","30.12","42.96","13.55","17.34","43.86","0","1.11","0.00","0.00","93.59","3.29","83.21","0.865","18230"
"2018-03-10 - Canadiens 2, Lightning 3","Tampa Bay Lightning","Limited ReportFull Report","47.083333333333","39.56","43.75","47.49","30.96","30.31","50.54","22.94","21.53","51.59","0.92","1.06","46.65","1.47","1.57","48.36","19.86","28.34","41.21","7.17","10","41.74","7.21","5.51","56.70","0.92","0","100.00","12.73","100.00","12.43","18.51","40.17","6.5","12.73","33.80","0","1.05","0.00","0.00","91.74","18.98","13.21","58.96","9.16","2.2","80.62","0","0","-","0.00","100.00","4.03","95.09","0.991","19092"
"2018-03-10 - Capitals 2, Sharks 0","San Jose Sharks","Limited ReportFull Report","54.516666666667","43.94","58.06","43.08","32.87","36.93","47.10","20.87","26.21","44.32","0","1.06","0.00","1.39","2.17","39.09","16.68","29.89","35.81","6.44","12.94","33.23","3.72","6.44","36.63","0","0","-","0.00","100.00","10.12","17.09","37.19","4.73","9.41","33.44","0","1.05","0.00","0.00","88.82","22.5","18.89","54.35","9.6","9.26","50.89","0","0","-","0.00","100.00","0.00","95.97","0.960","17562"
"2018-03-10 - Coyotes 2, Avalanche 5","Colorado Avalanche","Limited ReportFull Report","44.75","44.86","38.81","53.62","31.48","32.08","49.52","24.05","21.63","52.65","3.86","2.03","65.59","1.16","1.52","43.29","17.27","16.58","51.02","5.96","7.97","42.81","5.01","3.93","56.05","1.91","1.01","65.36","38.01","74.31","11.52","8.43","57.75","6.04","2.95","67.17","0.94","1.02","47.93","15.60","65.34","18.32","19.12","48.93","9.79","12.34","44.22","0.95","0","100.00","9.67","100.00","16.05","90.64","1.067","17127"
"2018-03-10 - Devils 3, Predators 2","Nashville Predators","Limited ReportFull Report","49.616666666667","57.9","44.76","56.40","44.78","28.54","61.08","23.27","20.76","52.85","0.94","2.07","31.33","1.77","1.39","56.04","23.89","18.23","56.72","5.45","9.9","35.52","3.61","6.5","35.67","0.94","0","100.00","26.11","100.00","18.31","8.41","68.52","5.66","4.06","58.20","0","0","-","0.00","100.00","31.29","23.28","57.35","13.02","10.31","55.81","0","1.99","0.00","0.00","80.68","4.06","90.04","0.941","17545"
"2018-03-10 - Golden Knights 2, Sabres 1","Buffalo Sabres","Limited ReportFull Report","52","45.47","44.55","50.51","40.42","32.49","55.44","25.65","24.42","51.23","0.94","1.01","48.26","1.66","1.62","50.72","18.24","15.67","53.78","7.54","6.33","54.37","4.73","6.26","43.04","0.94","0","100.00","19.90","100.00","10.74","9.31","53.56","3.94","6.17","38.94","0","0","-","0.00","100.00","27.06","21.9","55.27","17.13","9.87","63.45","0","0.94","0.00","0.00","90.49","3.68","95.86","0.995","19070"
"2018-03-10 - Jets 1, Flyers 2","Philadelphia Flyers","Limited ReportFull Report","47.383333333333","51.22","41.12","55.47","39.55","29.63","57.16","31.61","21.71","59.28","0.99","0","100.00","1.53","1.53","49.93","19.01","19.34","49.57","3.94","5.33","42.52","2.98","3.16","48.52","0","0","-","0.00","100.00","15.38","13.76","52.78","8.04","6.04","57.10","0.94","0","100.00","11.72","100.00","27.57","18.34","60.05","17.62","10.18","63.37","0","0","-","0.00","100.00","3.13","100.00","1.031","19929"
"2018-03-10 - Penguins 2, Maple Leafs 5","Toronto Maple Leafs","Limited ReportFull Report","49.2","33.56","48.53","40.88","23.59","38.24","38.16","20.25","29.16","40.98","1.93","1","65.80","1.2","1.94","38.11","18.54","20.55","47.44","6.1","5.07","54.61","4.09","5.01","44.97","0.94","0","100.00","23.00","100.00","12.64","15.08","45.61","9.24","8.88","50.98","0.94","1","48.56","10.19","88.77","11.09","21.45","34.08","5.71","12.12","32.00","0","0","-","0.00","100.00","9.54","96.56","1.061","19504"
"2018-03-10 - Rangers 3, Panthers 4","Florida Panthers","Limited ReportFull Report","54.116666666667","52.33","44.62","53.98","45.04","35.01","56.26","28.95","28.96","49.99","1.93","3.04","38.88","2.75","2.35","53.88","20.66","24.46","45.78","11.68","13.32","46.73","6.87","11.14","38.16","0.99","2.05","32.61","14.40","81.63","8.97","11.15","44.60","6.91","9.15","43.00","0","0","-","0.00","100.00","28.26","15","65.32","15.21","7.01","68.46","0.95","0.94","50.21","6.22","86.61","6.67","89.51","0.962","16712"
"2018-03-10 - Wild 1, Oilers 4","Edmonton Oilers","Limited ReportFull Report","51.383333333333","44.72","55.49","44.62","32.03","39.83","44.58","23.82","27.79","46.15","0.94","1.01","48.19","1.61","2.91","35.59","20.84","33.44","38.40","8.78","23.64","27.09","2.92","16.26","15.21","0.94","1.04","47.62","32.27","93.63","12.17","10.01","54.87","8.02","2.06","79.59","0","0","-","0.00","100.00","20.29","14.03","59.12","12.21","7.87","60.80","0","0","-","0.00","100.00","3.96","96.35","1.003","18347"
"2018-03-11 - Bruins 1, Blackhawks 3","Chicago Blackhawks","Limited ReportFull Report","49.716666666667","53.62","56.37","48.75","35.85","41.4","46.41","28.76","30.48","48.54","0.99","1.01","49.43","2.04","2.71","43.03","20.78","23.11","47.35","11.72","14.29","45.05","6.94","9.05","43.39","0.99","0","100.00","14.27","100.00","9.1","8.79","50.86","3.94","2.01","66.25","0","1.06","0.00","0.00","47.25","25.25","22.3","53.09","16.21","17.16","48.57","0","0","-","0.00","100.00","3.44","96.68","1.001","21819"
"2018-03-11 - Canucks 0, Coyotes 1","Arizona Coyotes","Limited ReportFull Report","52.95","50.71","46.62","52.10","30.61","34.02","47.36","19.82","22.95","46.33","0","0","-","1.73","1.56","52.66","30.08","18.45","61.99","10.53","7.14","59.58","5.8","4.09","58.65","0","0","-","0.00","100.00","19.72","11.2","63.77","3.91","5.09","43.44","0","0","-","0.00","100.00","16.06","22.57","41.57","10.13","11.71","46.38","0","0","-","0.00","100.00","0.00","100.00","1.000","11697"
"2018-03-11 - Islanders 5, Flames 2","Calgary Flames","Limited ReportFull Report","47.95","60.92","49.5","55.17","46.11","36.24","55.99","30.98","27.06","53.38","1.87","4.26","30.50","2.13","2.09","50.43","20.59","22.71","47.55","10.16","10.33","49.58","7.62","8.04","48.66","0.91","2.15","29.66","11.91","73.22","10.18","12.63","44.62","5.33","5.53","49.06","0","0","-","0.00","100.00","32.31","21.84","59.67","15.08","11.36","57.03","0.88","2.16","28.99","5.86","80.95","6.03","84.26","0.903","19108"
"2018-03-11 - Stars 1, Penguins 3","Pittsburgh Penguins","Limited ReportFull Report","43.066666666667","38.92","27.06","58.99","27.06","16.6","61.97","21.81","11.8","64.90","0.99","0","100.00","1.52","0.72","67.84","21.18","9.98","67.98","7.96","5.06","61.12","7.05","4.01","63.73","0","0","-","0.00","100.00","13.4","4.88","73.30","6.01","1","85.70","0.94","0","100.00","15.67","100.00","13.83","14.39","49.00","8.63","5.72","60.15","0","0","-","0.00","100.00","4.53","100.00","1.045","18637"
"2018-03-12 - Blues 4, Ducks 2","Anaheim Ducks","Limited ReportFull Report","53.366666666667","44.09","42.1","51.16","28.32","31","47.74","17.38","22.36","43.74","1.9","4.29","30.75","1.14","1.88","37.82","23.44","27.12","46.36","5.36","8.83","37.76","4.44","7.68","36.63","0.93","2.16","30.04","20.94","71.80","17.83","18.42","49.18","2.85","9.43","23.18","0","2.09","0.00","0.00","77.82","19.23","12.71","60.21","8.24","5.34","60.65","0.88","0","100.00","10.73","100.00","10.94","80.84","0.918","16312"
"2018-03-12 - Canadiens 2, Blue Jackets 5","Columbus Blue Jackets","Limited ReportFull Report","52.783333333333","42.27","57","42.58","32.95","41.33","44.36","24.32","29.28","45.37","2.9","2.06","58.42","1.95","2.77","41.31","22.77","30.1","43.07","7.99","14.82","35.04","5.04","10.73","31.94","1.88","2.08","47.50","37.38","80.61","15.12","15.14","49.97","8.28","7.94","51.03","0","0","-","0.00","100.00","13.06","24.42","34.85","8.74","9.75","47.25","1.07","0","100.00","12.23","100.00","11.90","92.96","1.049","15864"
"2018-03-12 - Canucks 0, Kings 3","Los Angeles Kings","Limited ReportFull Report","48.6","55.87","44.53","55.65","42.75","36.32","54.07","28.34","26.62","51.56","2.92","0","100.00","2.09","1.74","54.51","30.29","19.69","60.61","8.93","6.09","59.45","5.05","3.99","55.90","0.96","0","100.00","19.08","100.00","21.8","13.22","62.26","12.12","9.76","55.39","0.95","0","100.00","7.82","100.00","21.54","21.41","50.15","11.14","11.8","48.56","1.06","0","100.00","9.53","100.00","10.30","100.00","1.103","18230"
"2018-03-12 - Golden Knights 3, Flyers 2","Philadelphia Flyers","Limited ReportFull Report","48.5","47.01","42.12","52.74","35.98","30.33","54.26","25.73","19.66","56.68","0.92","1.06","46.65","1.74","1.88","48.12","16.73","23.46","41.63","6.39","7.56","45.80","4.55","5.27","46.34","0","0","-","0.00","100.00","10.29","15.94","39.23","6.76","9.3","42.08","0.96","1.05","47.73","14.22","88.69","25.68","13.48","65.58","13.46","5.16","72.30","0","0","-","0.00","100.00","3.59","94.63","0.982","19723"
"2018-03-12 - Hurricanes 3, Rangers 6","New York Rangers","Limited ReportFull Report","48.833333333333","35.28","64.1","35.50","28.87","40.37","41.70","18.91","30.42","38.33","2.83","2.02","58.32","1.51","2.46","38.02","15.6","27.04","36.58","6.73","7.02","48.95","3.85","4.96","43.70","1.88","2.02","48.24","48.95","59.24","8.92","19.7","31.17","4.91","10.08","32.75","0","0","-","0.00","100.00","14.2","28.81","33.01","8.16","14.39","36.19","0.95","0","100.00","11.59","100.00","14.97","93.35","1.083","17679"
"2018-03-12 - Jets 2, Capitals 3","Washington Capitals","Limited ReportFull Report","50.133333333333","50.87","52.96","48.99","33.65","33.05","50.45","27.72","23.98","53.62","0.94","1.01","48.26","2.08","1.61","56.39","25.16","21.65","53.76","12.4","7.33","62.85","7.69","4.15","64.94","0.94","0","100.00","12.24","100.00","12.78","14.19","47.39","4.91","3.06","61.60","0","0","-","0.00","100.00","16.15","24.44","39.79","12.2","14.39","45.87","0","0.94","0.00","0.00","93.48","3.40","95.78","0.992","18506"
"2018-03-12 - Red Wings 3, Sharks 5","San Jose Sharks","Limited ReportFull Report","50.016666666667","46.35","44.25","51.16","37.72","32.17","53.97","23.36","23.5","49.85","1.91","3.09","38.27","2.14","2.12","50.22","19.96","16.99","54.02","9.87","7.05","58.33","5.93","4.94","54.56","1.91","1.04","64.81","32.17","79.03","10.18","9.83","50.87","3.99","8.05","33.14","0","2.08","0.00","0.00","74.21","20.78","15.2","57.76","11.58","8.62","57.33","0","0","-","0.00","100.00","8.19","86.87","0.951","17199"
"2018-03-12 - Senators 5, Panthers 3","Florida Panthers","Limited ReportFull Report","52.283333333333","57.37","41.48","58.04","43.9","32.27","57.63","27.21","24.48","52.63","2.8","5.32","34.46","1.88","2.2","46.17","21.29","18.62","53.34","8.8","9.96","46.90","7.06","8.81","44.48","1.84","2.16","45.90","26.02","75.43","12.14","8.83","57.88","3.66","4.16","46.83","1.03","2.1","32.82","28.07","49.39","31.85","20.63","60.69","14.29","10.63","57.35","0","1.05","0.00","0.00","90.08","10.29","78.26","0.885","11585"
"2018-03-13 - Avalanche 5, Wild 1","Minnesota Wild","Limited ReportFull Report","43.55","42.18","39.49","51.65","34.6","25.01","58.04","23.8","14.11","62.77","0","2.13","0.00","1.31","0.97","57.42","15.47","13.21","53.95","4.62","3.3","58.35","1.89","2.23","45.94","0","0","-","0.00","100.00","10.66","10.04","51.51","6.58","1.07","86.00","0","0","-","0.00","100.00","21.6","18.51","53.86","13.51","10.89","55.35","0","2.16","0.00","0.00","80.13","0.00","84.89","0.849","19171"
"2018-03-13 - Bruins 6, Hurricanes 4","Carolina Hurricanes","Limited ReportFull Report","46.116666666667","58.16","40.69","58.84","40.68","30.07","57.50","25.93","27.24","48.77","0.99","4.09","19.48","1.92","1.73","52.60","21.31","21.44","49.85","12.29","8.56","58.93","7.69","8.49","47.55","0.99","2.07","32.36","12.87","75.63","9.02","12.67","41.60","4.88","5.85","45.49","0","2.02","0.00","0.00","65.45","29.47","12.9","69.55","12.5","10.05","55.43","0","0","-","0.00","100.00","3.81","85.00","0.888","13081"
"2018-03-13 - Jets 1, Predators 3","Nashville Predators","Limited ReportFull Report","43.216666666667","48.19","48.13","50.03","39.65","31.94","55.38","34.23","22.02","60.85","0.94","0","100.00","2.25","1.6","58.54","25.93","19.84","56.65","8.13","6.76","54.59","7.23","4.76","60.33","0","0","-","0.00","100.00","18.24","12.72","58.92","10.29","7.65","57.33","0.95","0","100.00","9.22","100.00","17.8","22","44.73","16.94","9.47","64.13","0","0","-","0.00","100.00","2.76","100.00","1.028","17534"
"2018-03-13 - Kings 3, Coyotes 4","Arizona Coyotes","Limited ReportFull Report","53.366666666667","53.54","44.39","54.67","32.65","32.52","50.10","23.15","24.84","48.24","2.92","2.02","59.14","1.49","1.1","57.52","20.34","15.73","56.39","7.07","3.06","69.80","5.11","1.05","82.90","0","0","-","0.00","100.00","13.5","12.31","52.30","5.05","7.85","39.14","0.95","2.06","31.56","18.79","73.80","25.17","25.34","49.83","11.13","13.73","44.76","2.13","0","100.00","19.14","100.00","12.60","91.88","1.045","11346"
"2018-03-13 - Oilers 0, Flames 1","Calgary Flames","Limited ReportFull Report","49.716666666667","53.44","44.32","54.66","42.06","33.82","55.43","28.22","24.88","53.14","0.94","0","100.00","2.49","1.71","59.23","27.33","18.39","59.77","13.52","8.33","61.87","10.78","7.19","60.00","0.94","0","100.00","8.73","100.00","13.87","10","58.11","4.96","6.09","44.87","0","0","-","0.00","100.00","20.41","21.37","48.85","9.24","10.61","46.55","0","0","-","0.00","100.00","3.34","100.00","1.033","19289"
"2018-03-13 - Senators 7, Lightning 4","Tampa Bay Lightning","Limited ReportFull Report","50.716666666667","53.62","45.74","53.96","44.81","38.37","53.87","33.34","33.75","49.69","1.86","5.27","26.10","2","1.91","51.17","28.53","22.97","55.40","8.77","8.81","49.90","6.95","8.79","44.14","0.91","3.16","22.30","13.07","64.01","19.43","14.28","57.63","12.97","10.67","54.87","0.95","1.04","47.68","7.31","90.25","24.51","18.09","57.53","12.44","11.04","52.98","0","1.12","0.00","0.00","89.89","5.58","84.39","0.900","19092"
"2018-03-13 - Stars 2, Canadiens 4","Montreal Canadiens","Limited ReportFull Report","51.966666666667","45.01","55.29","44.88","27.89","39.16","41.59","18.86","30.17","38.46","0.92","1.06","46.65","1.45","2.14","40.36","19.56","26.53","42.44","7.78","10.5","42.57","1.97","7.34","21.18","0","1.06","0.00","0.00","85.57","11.78","15.9","42.56","6.72","7.11","48.60","0.96","0","100.00","14.29","100.00","18.9","22.46","45.69","10.45","12.7","45.13","0","0","-","0.00","100.00","4.90","96.50","1.014","21302"
"2018-03-14 - Canucks 0, Ducks 3","Anaheim Ducks","Limited ReportFull Report","46.766666666667","46.69","42.46","52.37","37.66","35.51","51.47","30.17","26.86","52.90","1.93","0","100.00","1.99","1.99","49.92","20.34","26.63","43.30","7.01","7.05","49.84","7.09","5","58.65","0","0","-","0.00","100.00","13.62","19.07","41.65","5.04","12.89","28.12","0.94","0","100.00","18.68","100.00","18.24","15.96","53.34","14.09","9.1","60.77","0","0","-","0.00","100.00","6.40","100.00","1.064","16561"
"2018-03-14 - Devils 8, Golden Knights 3","Vegas Golden Knights","Limited ReportFull Report","49.066666666667","48.39","52.43","48.00","33.6","42.37","44.23","24.96","27.27","47.78","0.92","6.42","12.50","1.75","2.84","38.19","22.62","27.47","45.15","9.41","16.24","36.67","5.87","6.98","45.64","0","5.43","0.00","0.00","22.26","12.94","11.51","52.93","5.39","5.53","49.37","0","0.97","0.00","0.00","82.43","21.68","22.22","49.38","12.56","12.65","49.83","0.88","0","100.00","7.02","100.00","3.67","76.45","0.801","18420"
"2018-03-14 - Penguins 3, Rangers 4","New York Rangers","Limited ReportFull Report","51.283333333333","40.18","57.58","41.10","29.85","47.46","38.61","20.04","34.21","36.95","0.92","3.19","22.46","1.75","2.72","39.05","20.91","30.49","40.69","9.92","19.67","33.52","8.16","17.37","31.97","0.92","2.14","30.01","11.25","87.68","10.79","11.14","49.22","4.68","4.23","52.53","0","1.05","0.00","0.00","75.11","17.58","22.6","43.76","6.08","10.78","36.06","0","0","-","0.00","100.00","4.61","90.68","0.953","17379"
"2018-03-14 - Sharks 4, Oilers 3","Edmonton Oilers","Limited ReportFull Report","52.55","42.48","54.15","43.96","30.48","44.34","40.74","21.7","31.11","41.09","2.83","2.02","58.32","1.84","2.78","39.79","18.34","30.82","37.32","8.54","13.54","38.68","4.79","8.18","36.94","0.94","0","100.00","19.64","100.00","9.83","17.18","36.39","6.83","11.19","37.89","0","2.12","0.00","0.00","81.08","15.79","17.9","46.88","9.06","10.88","45.43","1.89","0","100.00","20.90","100.00","13.05","93.50","1.065","18347"
"2018-03-14 - Stars 5, Maple Leafs 6","Toronto Maple Leafs","Limited ReportFull Report","55.1","50.04","47.88","51.10","38.89","36.72","51.44","23.72","26.95","46.81","2.88","3.19","47.48","2.29","1.99","53.49","23.35","26.31","47.02","10","8.58","53.84","7.4","5.35","58.05","2.86","1.06","72.99","38.65","80.21","13.33","17.7","42.95","5.74","9.44","37.80","0","0","-","0.00","100.00","22.13","19.53","53.12","6.88","11.96","36.51","0","2.16","0.00","0.00","81.90","12.15","88.17","1.003","18918"
"2018-03-15 - Avalanche 4, Blues 1","St Louis Blues","Limited ReportFull Report","51.566666666667","57.53","40.22","58.85","49.69","29.75","62.55","33.97","23.09","59.54","0.95","3.21","22.86","2.61","1.22","68.08","27.45","15.47","63.96","12.26","3.31","78.73","5.29","3.3","61.58","0","1.08","0.00","0.00","67.20","14.86","12.34","54.64","10.12","7.56","57.23","1.03","2.09","32.95","10.16","72.34","27.99","18.84","59.77","16.46","8.89","64.94","0","0","-","0.00","100.00","2.80","86.10","0.889","18885"
"2018-03-15 - Blackhawks 2, Jets 6","Winnipeg Jets","Limited ReportFull Report","45.133333333333","52.53","35.84","59.44","43.11","27.63","60.94","29.93","20.45","59.41","4.84","2.06","70.13","2.33","1.45","61.61","28.14","13.31","67.89","13.11","5.84","69.17","7.01","5.75","54.94","2.84","1.02","73.51","40.45","82.23","15.24","7.34","67.50","7.33","2.94","71.35","0.98","1.05","48.15","13.33","64.24","20.11","19.42","50.87","13.59","11.4","54.38","1.06","0","100.00","7.82","100.00","16.16","89.92","1.061","15321"
"2018-03-15 - Blue Jackets 5, Flyers 3","Philadelphia Flyers","Limited ReportFull Report","50.8","46.43","59.27","43.93","32.53","34.91","48.24","20.88","22.81","47.79","1.9","4.29","30.75","1.59","2.09","43.31","15.18","29.75","33.78","6.22","11.11","35.89","3.61","5.53","39.49","0","2.16","0.00","0.00","60.84","8.71","18.95","31.50","3.69","6.37","36.67","0","2.09","0.00","0.00","67.17","27.01","22.72","54.31","13.42","11.04","54.86","1.77","0","100.00","13.17","100.00","9.11","81.21","0.903","19354"
"2018-03-15 - Bruins 0, Panthers 3","Florida Panthers","Limited ReportFull Report","42.483333333333","35.63","49.17","42.01","27.38","39.21","41.12","23.18","30.8","42.94","1.93","0","100.00","1.16","2.66","30.31","10.38","23.26","30.85","2.97","11.97","19.85","3","10.83","21.71","1.93","0","100.00","64.30","100.00","7.64","11.12","40.73","2.05","6.72","23.40","0","0","-","0.00","100.00","20.52","24.11","45.98","16.53","13.13","55.72","0","0","-","0.00","100.00","8.34","100.00","1.083","16067"
"2018-03-15 - Capitals 7, Islanders 3","New York Islanders","Limited ReportFull Report","51.733333333333","47.4","35.03","57.51","34.91","25.14","58.13","24.1","20.63","53.87","2.78","5.28","34.51","1.59","1.44","52.49","19","17.42","52.17","10.09","6.66","60.25","6.3","5.53","53.24","1.86","1.08","63.21","29.54","80.43","8.73","10.78","44.73","3.75","6.45","36.77","0","3.14","0.00","0.00","51.22","20.97","17.68","54.26","11.86","8.65","57.82","0.88","0.94","48.46","7.44","89.16","11.55","74.40","0.859","10740"
"2018-03-15 - Maple Leafs 5, Sabres 2","Buffalo Sabres","Limited ReportFull Report","46","36.43","50.87","41.73","24.58","44.71","35.47","19.56","37.71","34.15","0","2.13","0.00","1.04","1.75","37.23","11.47","17.84","39.13","5.18","8.99","36.56","4.31","5.62","43.37","0","0","-","0.00","100.00","6.18","9.03","40.63","3.71","6.53","36.19","0","0","-","0.00","100.00","14.78","24.81","37.34","9.57","21.29","31.01","0","2.16","0.00","0.00","89.84","0.00","94.34","0.943","19070"
"2018-03-15 - Penguins 5, Canadiens 3","Montreal Canadiens","Limited ReportFull Report","55.3","38.29","60.85","38.62","25.24","48.53","34.21","15.52","36.08","30.07","1.87","3.08","37.73","1.49","2.52","37.10","17.18","28.26","37.80","9.46","12.7","42.70","4.75","7.3","39.45","1.86","2.09","47.03","39.12","71.29","7.64","15.63","32.84","3.84","7.26","34.61","0","1.06","0.00","0.00","85.43","16.94","28.79","37.05","5.92","18.42","24.32","0","0","-","0.00","100.00","12.03","91.46","1.035","21302"
"2018-03-15 - Predators 3, Coyotes 2","Arizona Coyotes","Limited ReportFull Report","41.633333333333","44.34","46.38","48.87","29.87","31.99","48.29","17.36","24.74","41.24","1.89","3.08","38.00","1.32","1.88","41.18","20.64","21.92","48.50","6.45","14.72","30.47","3.67","10.41","26.04","0","2.02","0.00","0.00","80.59","14.21","7.32","65.98","4.86","5.19","48.36","0.95","1.05","47.40","19.52","79.72","17.75","20.56","46.33","6.01","8.19","42.30","0","0","-","0.00","100.00","10.87","87.56","0.984","14527"
"2018-03-15 - Red Wings 1, Kings 4","Los Angeles Kings","Limited ReportFull Report","48.916666666667","35.67","39.5","47.46","24.1","26.26","47.85","16.12","17.5","47.94","2.88","0","100.00","1.29","1.27","50.25","14.91","13.04","53.34","5.92","5.08","53.84","3.03","3.04","49.91","0.99","0","100.00","32.71","100.00","9.1","7.85","53.68","3.94","5.98","39.70","0","0","-","0.00","100.00","19.44","22.81","46.01","8.25","7.48","52.46","1.89","0","100.00","22.93","100.00","17.84","100.00","1.178","18230"
