"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2021-01-13 - Blackhawks 1, Lightning 5","Chicago Blackhawks","Limited ReportFull Report","45.583333333333","30.32","37.17","44.92","21.5","29.03","42.55","17.82","23.51","43.11","0","2.97","0.00","1.03","1.88","35.29","18.48","25.28","42.22","1.93","7.2","21.16","1.9","7.3","20.67","0","1.97","0.00","0.00","73.06","16.09","18.55","46.44","11.69","9.45","55.31","0","0.98","0.00","0.00","89.66","6.95","9.51","42.23","4.29","6.36","40.31","0","0","-","0.00","100.00","0.00","87.37","0.874","0"
"2021-01-13 - Blues 4, Avalanche 1","St Louis Blues","Limited ReportFull Report","50.683333333333","46.78","39.52","54.21","34.47","23.59","59.37","28.97","19.1","60.27","4.19","0","100.00","2.09","1.02","67.14","23.96","9.7","71.17","6.64","5.24","55.89","5.56","3.47","61.52","2.13","0","100.00","38.32","100.00","17.45","4.32","80.16","10.64","4.57","69.96","2.1","0","100.00","19.72","100.00","19.4","26.32","42.43","11.59","11.08","51.12","0","0","-","0.00","100.00","14.47","100.00","1.145","0"
"2021-01-13 - Canadiens 4, Maple Leafs 5","Montreal Canadiens","Limited ReportFull Report","48.6","50.47","47.93","51.29","35.13","30.63","53.42","23.29","18.73","55.42","2.11","1.85","53.35","1.92","1.62","54.35","27.02","27.68","49.39","9.91","5.32","65.07","5.47","3.51","60.90","1.06","0.92","53.56","19.36","73.84","17.21","22.39","43.46","7.36","8.61","46.06","1.05","0","100.00","14.30","100.00","19.23","18.34","51.18","8.42","6.64","55.92","0","0.89","0.00","0.00","86.61","9.07","90.14","0.992","0"
"2021-01-13 - Canucks 5, Oilers 3","Vancouver Canucks","Limited ReportFull Report","47.583333333333","56.65","34.89","61.89","40.46","26.66","60.28","32.83","23.27","58.52","5.32","2.8","65.54","2.71","1.89","58.91","28.04","20.3","58.01","11.87","10.81","52.34","9.6","8.18","54.00","2.12","0.92","69.75","22.04","88.78","16.42","9.4","63.59","10.61","6.67","61.40","3.13","0.96","76.52","29.50","85.60","23.45","13.71","63.10","12.65","8.25","60.53","0","0.88","0.00","0.00","89.29","16.21","87.97","1.042","0"
"2021-01-13 - Penguins 3, Flyers 6","Pittsburgh Penguins","Limited ReportFull Report","51.933333333333","47.95","37.46","56.14","37.07","29.37","55.79","29.99","21.57","58.16","2.07","3.86","34.88","1.6","1.88","45.85","19.09","17.59","52.05","7.15","9.56","42.79","5.95","7.71","43.56","1.06","3.84","21.62","17.78","50.25","11.8","8.03","59.50","6.91","1.94","78.05","1.06","0","100.00","15.32","100.00","23.31","15.5","60.06","15.21","9.84","60.72","0","0","-","0.00","100.00","6.90","82.10","0.890","0"
"2021-01-14 - Blue Jackets 1, Predators 3","Columbus Blue Jackets","Limited ReportFull Report","49.05","52.06","50.71","50.66","31.9","37.15","46.20","26.41","25.78","50.61","1.06","1.87","36.13","1.36","1.34","50.21","16.24","16.89","49.01","5.38","5.52","49.37","5.33","4.67","53.28","1.06","0","100.00","19.86","100.00","11.01","11.39","49.16","5.32","5.7","48.26","0","1.91","0.00","0.00","66.51","26.43","30.76","46.21","13.79","14.46","48.82","0","0","-","0.00","100.00","4.00","92.76","0.968","0"
"2021-01-14 - Bruins 3, Devils 2","Boston Bruins","Limited ReportFull Report","43.366666666667","42.93","29.15","59.56","31","23.82","56.55","24.42","12.96","65.33","0","1.85","0.00","2.14","1.3","62.23","22.81","14.49","61.15","13.25","8.88","59.87","8.79","5.38","62.03","0","0.92","0.00","0.00","82.93","9.73","5.46","64.06","5.23","0.97","84.33","0","0","-","0.00","100.00","16.89","12.91","56.68","9.39","4.58","67.20","0","0.89","0.00","0.00","80.59","0.00","85.75","0.857","0"
"2021-01-14 - Canucks 2, Oilers 5","Vancouver Canucks","Limited ReportFull Report","44.55","57.92","51.74","52.82","38.75","44.8","46.38","28.4","37.51","43.09","2.03","2.96","40.64","2.38","3.21","42.62","28.75","24.49","54.00","11.06","12.89","46.18","4.91","11.1","30.65","1.04","2.94","26.02","21.11","73.48","17.37","11.76","59.63","6.98","9.25","42.99","1.02","0","100.00","14.66","100.00","27.29","23.29","53.96","14.13","15.93","47.01","0","0","-","0.00","100.00","7.14","92.10","0.992","0"
"2021-01-14 - Capitals 6, Sabres 4","Washington Capitals","Limited ReportFull Report","51.316666666667","36.71","30.11","54.94","29.68","22.78","56.57","22.82","16.79","57.62","4.26","1.87","69.50","1.03","1.11","48.18","14.39","14.08","50.55","3.3","5.97","35.59","2.17","5.07","29.95","2.14","0.91","70.22","98.76","82.09","11.24","7.95","58.59","6.44","3.75","63.18","1.04","0","100.00","16.15","100.00","21.06","16.25","56.44","14.26","7.75","64.79","1.12","0.88","55.82","7.83","88.60","18.65","88.87","1.075","0"
"2021-01-14 - Ducks 2, Golden Knights 5","Anaheim Ducks","Limited ReportFull Report","53.483333333333","43.97","42.73","50.72","26.16","31.16","45.64","18","26.3","40.63","2.03","3.86","34.39","1.44","1.95","42.39","18.35","23.74","43.61","6.11","12.54","32.77","5.06","11.68","30.24","2.05","3.86","34.63","40.39","66.94","12.13","11.29","51.79","7.15","6.02","54.30","0","0","-","0.00","100.00","15.73","16.18","49.30","3.82","8.36","31.35","0","0","-","0.00","100.00","11.26","85.30","0.966","0"
"2021-01-14 - Flames 3, Jets 4","Calgary Flames","Limited ReportFull Report","48.733333333333","39.31","38.6","50.45","27.61","27.03","50.53","21.23","24.47","46.46","2.13","1.87","53.22","1.15","1.93","37.37","19.32","21.08","47.82","4.31","8.19","34.49","3.22","6.49","33.19","1.06","0.93","53.25","32.86","85.67","15.05","12.69","54.25","7.47","7.53","49.79","1.04","0.96","51.97","13.92","87.24","18.98","17.58","51.92","9.44","10.45","47.46","0","0","-","0.00","100.00","10.04","92.34","1.024","0"
"2021-01-14 - Hurricanes 3, Red Wings 0","Carolina Hurricanes","Limited ReportFull Report","50.266666666667","64.41","25.85","71.36","50.43","18.99","72.65","38.11","10.95","77.69","1.06","0","100.00","2.46","1.29","65.54","34.26","15.33","69.09","7.77","7.17","52.01","6.62","5.44","54.90","1.06","0","100.00","15.99","100.00","26.89","7.94","77.22","15","0.93","94.17","0","0","-","0.00","100.00","23.27","9.71","70.55","12.11","4.4","73.35","0","0","-","0.00","100.00","2.77","100.00","1.028","0"
"2021-01-14 - Islanders 4, Rangers 0","New York Islanders","Limited ReportFull Report","38.216666666667","46.88","30.72","60.42","39.23","20.42","65.77","29.91","16.18","64.90","2.13","0","100.00","2.64","1.09","70.81","28.76","10.98","72.37","15.19","4.98","75.31","9.41","4.13","69.50","0","0","-","0.00","100.00","13.86","5.83","70.40","8.8","4.45","66.43","2.01","0","100.00","22.86","100.00","13.13","15.68","45.57","9.51","6.49","59.46","0","0","-","0.00","100.00","7.10","100.00","1.071","0"
"2021-01-14 - Sharks 4, Coyotes 3","San Jose Sharks","Limited ReportFull Report","44.833333333333","52.29","44.46","54.05","41.94","29.69","58.55","28.39","21.6","56.79","2.15","0.95","69.35","2.56","2.69","48.76","21.9","29.64","42.49","11.17","15.13","42.48","8.9","11.56","43.51","2.16","0.93","69.96","24.31","91.96","10.83","14.2","43.27","7.42","3.66","66.97","0","0","-","0.00","100.00","25.74","14.31","64.27","10.03","6.18","61.87","0","0","-","0.00","100.00","7.58","95.60","1.032","2274"
"2021-01-14 - Wild 4, Kings 3","Minnesota Wild","Limited ReportFull Report","41.333333333333","28.13","33.31","45.79","20.27","29.27","40.91","15.26","22.45","40.48","3.08","0.92","76.94","1.28","1.43","47.25","11.46","12.5","47.82","6.38","4.75","57.34","5.21","4.8","52.05","1.01","0.92","52.39","19.40","80.86","5.09","7.81","39.45","4.08","4.87","45.58","2.08","0","100.00","50.89","100.00","13.77","18.74","42.35","6.08","11.84","33.93","0","0","-","0.00","100.00","20.19","95.88","1.161","0"
"2021-01-15 - Blackhawks 2, Lightning 5","Chicago Blackhawks","Limited ReportFull Report","46.566666666667","37.96","46.49","44.95","32.56","39.86","44.96","25.39","29.89","45.92","1.01","4.89","17.17","2.21","2.4","47.99","29.33","28.8","50.46","9.31","10.78","46.34","9.2","9.03","50.48","1.04","1.91","35.21","11.26","78.89","19.76","18.25","51.99","9.92","11.98","45.30","0","0.94","0.00","0.00","92.14","8.62","15.85","35.23","6.57","8.62","43.25","0","2.13","0.00","0.00","75.30","4.00","83.64","0.876","0"
"2021-01-15 - Blues 0, Avalanche 8","St Louis Blues","Limited ReportFull Report","40.733333333333","22.01","29.01","43.14","15.26","23.55","39.32","11.48","20.52","35.86","0","2.92","0.00","0.44","1.11","28.48","9.88","12.78","43.59","3.07","6.8","31.10","0.99","5.84","14.51","0","1.92","0.00","0.00","67.15","6.63","5.96","52.65","3.85","2.99","56.23","0","0.98","0.00","0.00","67.37","11.38","15.05","43.06","6.49","10.9","37.33","0","0","-","0.00","100.00","0.00","85.75","0.857","0"
"2021-01-15 - Capitals 2, Sabres 1","Washington Capitals","Limited ReportFull Report","48.333333333333","36.34","33.27","52.20","27.5","27.06","50.40","22.11","20.61","51.75","2.11","0.92","69.58","0.94","1.31","41.69","12.98","13.71","48.63","4.42","6.34","41.08","3.28","3.72","46.83","0","0","-","0.00","100.00","8.61","7.22","54.39","5.19","2.79","65.06","2.1","0","100.00","40.57","100.00","22.18","17.87","55.38","12.52","13.19","48.68","0","0.89","0.00","0.00","93.26","9.56","95.52","1.051","0"
"2021-01-15 - Maple Leafs 3, Senators 5","Toronto Maple Leafs","Limited ReportFull Report","41.166666666667","35.75","36.61","49.40","23.63","27.69","46.05","17.19","17.92","48.97","1.06","2.85","27.02","1.25","1.81","40.89","18.76","19.42","49.14","5.3","8.44","38.59","3.08","7.57","28.94","0","1.88","0.00","0.00","75.13","13.37","11.09","54.67","6.2","3.02","67.24","0","0.95","0.00","0.00","68.64","14.08","15.88","47.00","7.79","7.2","51.98","1.05","0","100.00","13.52","100.00","6.15","84.08","0.902","0"
"2021-01-15 - Penguins 2, Flyers 5","Pittsburgh Penguins","Limited ReportFull Report","41.433333333333","33.41","23.2","59.02","30.01","15.59","65.81","22.13","12.49","63.93","1.01","2.96","25.50","1.73","1.07","61.82","19.8","13.12","60.15","10.03","6.99","58.90","8.91","6.07","59.48","1.04","2.94","26.02","11.62","51.49","9.69","6.19","61.01","5.93","1","85.60","0","0","-","0.00","100.00","11.41","9.63","54.23","6.5","5.44","54.43","0","0","-","0.00","100.00","4.58","76.27","0.809","0"
"2021-01-16 - Blue Jackets 2, Predators 5","Columbus Blue Jackets","Limited ReportFull Report","51.333333333333","55.12","46.57","54.20","45.25","33.01","57.82","35.06","24.46","58.90","2.07","4.79","30.17","2.55","1.35","65.33","25.56","18.22","58.39","10.3","4.81","68.16","8.14","4.87","62.56","1.06","2.9","26.77","13.00","40.57","15.12","13.52","52.80","9.03","5.83","60.77","1.06","0.95","52.74","11.72","83.73","25","27.25","47.85","16.89","13.81","55.02","0","0.89","0.00","0.00","93.56","5.90","80.44","0.863","0"
"2021-01-16 - Bruins 1, Devils 2","Boston Bruins","Limited ReportFull Report","48.6","35.91","38.68","48.15","30.99","29.58","51.17","20.96","21.76","49.06","0","0.94","0.00","1.3","1.59","44.98","12.21","16.28","42.85","3.07","6.54","31.94","1.98","5.68","25.89","0","0.94","0.00","0.00","83.41","9.02","9.77","48.00","7.1","1.94","78.51","0","0","-","0.00","100.00","21.82","19.17","53.23","9.78","13.36","42.25","0","0","-","0.00","100.00","0.00","95.66","0.957","0"
"2021-01-16 - Canadiens 5, Oilers 1","Montreal Canadiens","Limited ReportFull Report","51.416666666667","53.1","44.89","54.19","40.2","29.46","57.71","31.17","21.9","58.74","3.21","0.92","77.77","1.81","1.7","51.54","22.34","20.65","51.97","6.84","6.8","50.16","5.66","5.15","52.39","1.09","0","100.00","19.29","100.00","15.74","13.57","53.69","6.44","5.44","54.18","0","0.96","0.00","0.00","82.36","27.18","20.15","57.42","18.2","9.23","66.36","2.23","0","100.00","12.24","100.00","10.29","95.81","1.061","0"
"2021-01-16 - Canucks 0, Flames 3","Vancouver Canucks","Limited ReportFull Report","45.65","34.97","46.18","43.09","26.71","37.34","41.70","21.99","24.04","47.77","0","0","-","0.94","1.51","38.21","12.86","21.02","37.96","1.97","5.05","28.05","1.94","4.09","32.19","0","0","-","0.00","100.00","10.65","16.24","39.61","6.96","4.96","58.38","0","0","-","0.00","100.00","17.43","22.53","43.63","10.79","14.31","42.99","0","0","-","0.00","100.00","0.00","100.00","1.000","0"
"2021-01-16 - Ducks 1, Golden Knights 2","Anaheim Ducks","Limited ReportFull Report","53.45","47.13","53.55","46.81","29.9","38.55","43.69","22.3","25.6","46.56","1.06","0","100.00","1.52","1.83","45.41","29.1","28.93","50.14","6.55","7.37","47.03","6.5","5.62","53.65","1.06","0","100.00","16.28","100.00","22.64","21.54","51.25","7.37","8.57","46.24","0","0","-","0.00","100.00","14.84","21.52","40.81","8.46","9.42","47.31","0","0","-","0.00","100.00","4.74","100.00","1.047","0"
"2021-01-16 - Hurricanes 2, Red Wings 4","Carolina Hurricanes","Limited ReportFull Report","48.35","44.63","30.74","59.21","33.82","25.34","57.17","25.78","17.22","59.96","1.01","2.83","26.32","2.57","1.15","69.03","22.59","14.75","60.50","6.27","3.86","61.86","5.14","3.91","56.82","1.01","1.88","34.92","19.64","51.83","16.14","11.03","59.42","8.1","4.96","62.02","0","0.95","0.00","0.00","80.89","20.43","13.58","60.08","12.46","7.27","63.16","0","0","-","0.00","100.00","3.92","83.56","0.875","0"
"2021-01-16 - Islanders 0, Rangers 5","New York Islanders","Limited ReportFull Report","42.166666666667","22.78","44.71","33.75","19.43","30.98","38.54","15.87","23.48","40.32","0","3.91","0.00","0.59","1.44","29.08","9.71","18.62","34.28","0","6.01","0.00","0","3","0.00","0","1.93","0.00","-","35.70","9.4","12.9","42.15","6.79","6.27","52.01","0","1","0.00","0.00","84.00","9.64","19.92","32.62","6.93","13.53","33.86","0","1.07","0.00","0.00","92.10","0.00","83.34","0.833","0"
"2021-01-16 - Maple Leafs 3, Senators 2","Toronto Maple Leafs","Limited ReportFull Report","44.6","60.4","19.94","75.18","38.7","17.45","68.92","27.85","13","68.18","2.07","1.89","52.18","1.81","1.09","62.37","30.1","11.77","71.90","10.88","8.06","57.44","6.46","4.52","58.85","1.01","0.94","51.76","15.64","79.15","19.31","3.58","84.37","7.31","3.73","66.22","1.05","0","100.00","14.39","100.00","26.21","4.54","85.23","13.29","3.67","78.37","0","0.88","0.00","0.00","75.92","7.42","85.42","0.928","0"
"2021-01-16 - Sharks 3, Coyotes 5","San Jose Sharks","Limited ReportFull Report","44.733333333333","46.12","47.32","49.36","33.87","38.21","46.98","24.34","22.73","51.71","1.01","3.86","20.76","2.04","2.21","48.01","25.59","21.18","54.71","13.22","6.93","65.61","8.94","4.02","68.97","0","0.96","0.00","0.00","76.03","12.23","14.49","45.77","5.98","7.06","45.85","1.06","1.9","35.82","17.70","73.14","20.39","23.27","46.70","9.61","10.68","47.36","0","1.06","0.00","0.00","90.06","4.16","83.01","0.872","2384"
"2021-01-16 - Wild 4, Kings 3","Minnesota Wild","Limited ReportFull Report","36.866666666667","46.98","31.38","59.96","37.71","26.44","58.78","30.5","20.69","59.58","2.07","1.87","52.58","2.57","0.9","74.16","29.15","9.43","75.56","13.67","0.88","93.93","9.34","0.89","91.33","2.09","0.92","69.52","22.42","-3.54","15.57","8.6","64.41","8.3","3.76","68.83","0","0.95","0.00","0.00","74.76","16.4","22.02","42.69","11.92","16.59","41.81","0","0","-","0.00","100.00","6.79","90.98","0.978","0"
"2021-01-17 - Blackhawks 2, Panthers 5","Chicago Blackhawks","Limited ReportFull Report","49.283333333333","38.95","38.95","50.00","26.94","33.55","44.53","22.01","28.41","43.66","0","2.92","0.00","1.36","1.72","44.21","14.9","13.04","53.33","3.95","8.83","30.90","3.89","7.93","32.91","0","0","-","0.00","100.00","10.77","4.14","72.23","7.99","2","80.00","0","0","-","0.00","100.00","18.89","21.75","46.49","9.17","15.73","36.82","0","3.07","0.00","0.00","80.49","0.00","89.72","0.897","4147"
"2021-01-17 - Capitals 3, Penguins 4","Washington Capitals","Limited ReportFull Report","45.55","32.67","30.77","51.50","23.54","26","47.51","18.32","18.27","50.07","2.07","2.79","42.56","1.65","1.25","56.78","15.68","18.8","45.48","7.44","8.26","47.38","6.26","7.39","45.85","2.07","1.86","52.66","33.06","74.84","8.24","10.51","43.95","4.13","6.78","37.86","0","0.96","0.00","0.00","85.84","17.13","11.81","59.20","7.93","3.95","66.75","0","0","-","0.00","100.00","11.29","84.72","0.960","0"
"2021-01-18 - Blue Jackets 3, Red Wings 2","Columbus Blue Jackets","Limited ReportFull Report","49.783333333333","41.4","45.48","47.66","30.46","37.31","44.95","26.23","31.44","45.48","3.14","0.94","76.92","1.37","2.19","38.52","14.79","19.93","42.60","5.32","8.53","38.39","4.15","7.68","35.08","3.15","0.94","76.99","75.92","87.74","9.49","11.29","45.68","5.16","10.47","33.01","0","0","-","0.00","100.00","24.52","22.34","52.32","14.71","13.41","52.32","0","0","-","0.00","100.00","11.99","97.00","1.090","0"
"2021-01-18 - Bruins 0, Islanders 1","Boston Bruins","Limited ReportFull Report","39.833333333333","45.26","24.24","65.13","31.93","15.49","67.33","20.56","9.72","67.90","0","0.94","0.00","1.41","0.83","62.83","18.87","13.32","58.62","3.2","4.67","40.61","2.11","3.78","35.78","0","0.94","0.00","0.00","75.12","15.52","8.69","64.10","8.23","0.97","89.44","0","0","-","0.00","100.00","23.46","9.76","70.62","10.14","3.94","71.99","0","0","-","0.00","100.00","0.00","90.29","0.903","0"
"2021-01-18 - Canadiens 3, Oilers 1","Montreal Canadiens","Limited ReportFull Report","36.766666666667","35.21","21.86","61.70","25.18","17.45","59.06","21.79","11.28","65.90","1.06","0","100.00","1.25","0.59","68.00","11.12","4.53","71.06","5.56","2.64","67.81","5.54","1.83","75.16","0","0","-","0.00","100.00","5.68","1.85","75.46","4.33","0","100.00","0","0","-","0.00","-","20.72","14.56","58.73","11.95","8.44","58.62","1.05","0","100.00","8.82","100.00","4.85","100.00","1.048","0"
"2021-01-18 - Canucks 2, Flames 5","Vancouver Canucks","Limited ReportFull Report","36.966666666667","28.05","33.61","45.49","20.98","24.69","45.93","15.72","19.1","45.14","1.06","1.87","36.13","0.89","1.77","33.62","10.43","23.84","30.44","6.47","7.32","46.93","5.31","5.6","48.66","0","1.86","0.00","0.00","66.80","3.97","16.6","19.31","1.07","7.8","12.08","0","0","-","0.00","100.00","14.45","8.41","63.22","8.38","4.49","65.09","1.05","0","100.00","12.58","100.00","6.72","90.23","0.969","0"
"2021-01-18 - Coyotes 2, Golden Knights 4","Arizona Coyotes","Limited ReportFull Report","42.166666666667","42.7","27.94","60.45","25.64","20.59","55.47","19.15","13.35","58.93","0","2.82","0.00","1.15","1.47","43.78","15.1","15.76","48.94","4.48","8.13","35.55","4.47","6.43","41.04","0","2.79","0.00","0.00","56.60","10.68","7.55","58.58","5.25","1.99","72.46","0","0","-","0.00","100.00","20.84","11.18","65.09","6.17","4.71","56.71","0","0","-","0.00","100.00","0.00","78.88","0.789","0"
"2021-01-18 - Hurricanes 4, Predators 2","Carolina Hurricanes","Limited ReportFull Report","41.483333333333","38.98","39.38","49.75","24.31","31.14","43.84","17.93","23.53","43.25","2.13","0.92","69.78","1.26","1.27","49.85","19.27","16.63","53.68","9.9","4.57","68.41","7.68","3.67","67.68","1.08","0","100.00","14.10","100.00","9.39","11.98","43.95","3.13","8.5","26.90","1.05","0.96","52.27","33.62","88.70","16.59","20.03","45.31","7.18","11.43","38.59","0","0","-","0.00","100.00","11.90","96.07","1.080","0"
"2021-01-18 - Jets 1, Maple Leafs 3","Winnipeg Jets","Limited ReportFull Report","46.383333333333","31.07","49.56","38.54","24.56","40.26","37.89","17.72","26.09","40.44","1.01","0.99","50.64","0.98","2.45","28.56","12.02","27.44","30.46","3.07","9.85","23.77","0.99","5.99","14.20","0","0.99","0.00","0.00","83.47","8.79","17.79","33.09","6.01","9.79","38.05","1.02","0","100.00","17.01","100.00","18.35","20.41","47.34","10.61","9.24","53.45","0","0","-","0.00","100.00","5.73","96.21","1.019","0"
"2021-01-18 - Sabres 6, Flyers 1","Buffalo Sabres","Limited ReportFull Report","52.95","55.52","44.4","55.56","42.4","30.77","57.94","34.58","18.17","65.55","4.27","0.92","82.32","2.31","1.5","60.70","26.81","17.43","60.60","10.16","4.34","70.08","6.85","1.63","80.78","1.09","0.91","54.61","15.94","44.32","16.89","12.91","56.66","10.81","4.4","71.07","2.02","0","100.00","18.73","100.00","26.36","25.18","51.14","17.05","12.1","58.49","1.12","0","100.00","6.56","100.00","12.35","94.95","1.073","0"
"2021-01-18 - Sharks 4, Blues 5","San Jose Sharks","Limited ReportFull Report","49.966666666667","27.76","40.29","40.79","24.64","33.34","42.49","16.39","28.8","36.27","2.07","4.69","30.62","0.77","1.88","29.01","8.39","22.42","27.24","0","6.32","0.00","0","5.48","0.00","0","3.71","0.00","-","32.36","8.3","16.1","34.02","4.09","12.48","24.68","2.11","0.95","69.00","51.61","92.40","18.2","14.7","55.32","11.01","9.81","52.88","0","0","-","0.00","100.00","12.62","83.73","0.963","0"
"2021-01-18 - Wild 0, Ducks 1","Minnesota Wild","Limited ReportFull Report","43.283333333333","45.58","33.59","57.57","37.78","27.37","57.99","21.34","20.54","50.96","0","0.94","0.00","2.5","1.36","64.81","27.05","13.53","66.65","10.53","0.93","91.84","7.32","0.95","88.55","0","0.94","0.00","0.00","0.48","16.43","12.78","56.25","9.23","8.79","51.22","0","0","-","0.00","100.00","15.09","16.77","47.37","4.89","10.85","31.06","0","0","-","0.00","100.00","0.00","95.41","0.954","0"
"2021-01-19 - Avalanche 3, Kings 2","Colorado Avalanche","Limited ReportFull Report","44.05","35.87","28.92","55.37","25.58","23.19","52.45","18.83","17.04","52.51","1.06","0.92","53.53","1.96","1","66.19","19.85","9.73","67.11","7.77","1.77","81.48","7.73","0.89","89.72","1.06","0","100.00","13.69","100.00","12.29","7.83","61.10","2.22","3.67","37.69","0","0.96","0.00","0.00","73.81","14.81","15.8","48.40","9.1","10.59","46.20","0","0","-","0.00","100.00","5.61","94.62","1.002","0"
"2021-01-19 - Blackhawks 4, Panthers 5","Chicago Blackhawks","Limited ReportFull Report","51.8","46.83","44.62","51.21","37.93","31.75","54.44","29.98","20.91","58.91","2.07","1.93","51.70","1.71","1.86","48.00","20.49","23.21","46.88","6.26","9.47","39.77","6.2","5.74","51.91","0","0.94","0.00","0.00","83.59","14.03","13.81","50.40","10.13","6.9","59.47","1.05","0.94","52.76","10.39","86.35","25.66","16.1","61.45","13.63","8.16","62.55","0.94","0","100.00","6.88","100.00","6.90","90.76","0.977","3667"
"2021-01-19 - Blue Jackets 2, Red Wings 3","Columbus Blue Jackets","Limited ReportFull Report","54.25","39.56","47.09","45.65","29.46","32.28","47.72","21.21","21.57","49.58","2.07","0.94","68.67","1.13","0.9","55.73","10.38","14.33","42.01","4.26","3.74","53.26","3.16","1.89","62.56","0","0.94","0.00","0.00","50.24","6.09","10.68","36.32","3.03","2.91","51.01","1.05","0","100.00","34.67","100.00","24.04","23.69","50.37","13.83","9.95","58.15","0.94","0","100.00","6.78","100.00","9.75","95.63","1.054","0"
"2021-01-19 - Capitals 4, Penguins 5","Washington Capitals","Limited ReportFull Report","53.65","43.92","39.78","52.47","26.64","27.96","48.79","23.32","21.46","52.08","4.27","0.92","82.20","1.87","1.89","49.77","21.61","17.39","55.41","11.03","8.06","57.78","10.97","7.16","60.53","2.16","0.92","70.22","19.72","87.17","10.66","9.24","53.59","4.18","3.84","52.12","2.1","0","100.00","50.30","100.00","16.85","19.65","46.15","7.27","9.36","43.72","0","0","-","0.00","100.00","18.29","95.70","1.140","0"
"2021-01-19 - Devils 4, Rangers 3","New Jersey Devils","Limited ReportFull Report","46.383333333333","48.68","46.54","51.12","37.17","37.43","49.83","29.27","30.48","48.98","3.19","0.95","77.03","2","1.97","50.36","19.85","22.21","47.20","8.83","11.4","43.67","6.56","9.64","40.49","3.2","0.93","77.49","48.75","90.36","11.29","10.55","51.69","6.48","4.64","58.27","0","0","-","0.00","100.00","26.47","24.72","51.71","16.32","15.86","50.71","0","0","-","0.00","100.00","10.90","96.88","1.078","0"
"2021-01-19 - Jets 4, Senators 3","Winnipeg Jets","Limited ReportFull Report","42.116666666667","30.17","41.67","42.00","19.19","37.04","34.13","19.19","27.65","40.98","1.01","0.99","50.64","0.93","1.9","32.78","11.87","23.98","33.12","4.99","9.88","33.55","4.92","8.99","35.39","1.04","0.99","51.13","21.04","88.99","6.79","14.31","32.19","3.95","6.96","36.23","0","0","-","0.00","100.00","13.1","16.93","43.62","9.27","11.68","44.23","0","0","-","0.00","100.00","5.28","96.42","1.017","0"
"2021-01-19 - Sabres 0, Flyers 3","Buffalo Sabres","Limited ReportFull Report","49.9","56.36","38.81","59.22","41.84","32.68","56.14","32.85","23.84","57.95","0","1.93","0.00","2.38","1.41","62.79","25.59","17.42","59.49","11.35","4.67","70.84","8.31","4.73","63.72","0","0.94","0.00","0.00","80.10","14.19","12.89","52.40","6.09","7.88","43.62","0","0.94","0.00","0.00","88.04","28.24","20.13","58.38","16.31","10.28","61.34","0","0","-","0.00","100.00","0.00","91.89","0.919","0"
"2021-01-20 - Canadiens 5, Canucks 6","Montreal Canadiens","Limited ReportFull Report","50.333333333333","51.14","39.88","56.18","39.81","27.77","58.91","26.88","19.88","57.48","4.09","1.87","68.66","2.02","1.49","57.56","27.41","20.51","57.20","11.34","5.92","65.70","9.24","4.98","64.96","3.08","0","100.00","33.34","100.00","15.91","14.75","51.90","7.07","6.81","50.95","1.06","1.91","35.67","14.96","71.96","22.48","14.82","60.27","10.7","6.01","64.04","0","0","-","0.00","100.00","15.22","90.61","1.058","0"
"2021-01-20 - Coyotes 2, Golden Knights 5","Arizona Coyotes","Limited ReportFull Report","39.95","39.77","32.43","55.08","29.01","22.3","56.54","20.47","16.97","54.67","2.01","2.92","40.77","2.4","1.16","67.53","24.28","18.58","56.66","11.92","4.03","74.72","8.69","2.05","80.91","1.02","0.96","51.46","11.76","52.98","12.18","14.98","44.85","5.87","8.18","41.77","1","0.94","51.44","17.01","88.48","13.71","13.03","51.28","5.21","6.62","44.06","0","0.95","0.00","0.00","85.70","9.81","82.80","0.926","0"
"2021-01-20 - Oilers 3, Maple Leafs 1","Edmonton Oilers","Limited ReportFull Report","46.3","30.89","32.62","48.64","27.28","18.29","59.87","19.54","13.87","58.48","1.06","0.92","53.35","1.35","0.68","66.50","16.52","13.65","54.75","6.7","3.58","65.16","4.45","2.72","62.09","0","0","-","0.00","100.00","9.98","9.95","50.07","5.32","1.9","73.67","0","0","-","0.00","100.00","13.13","18.09","42.06","8.72","8.18","51.62","1.05","0.89","54.23","12.08","89.12","5.41","93.34","0.987","0"
