"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2013-12-19 - Coyotes 1, Maple Leafs 2","Phoenix Coyotes","Limited ReportFull Report","52.183333333333","61.37","37.45","62.10","42.44","27.07","61.05","25.66","20.13","56.04","1.01","0.94","51.74","1.71","1.15","59.83","19.13","10.79","63.94","8.15","5.8","58.43","3.04","5.86","34.12","0","0.94","0.00","0.00","83.94","10.86","5","68.46","2.01","3.96","33.61","0","0","-","0.00","100.00","36.68","22.63","61.85","17.25","8.25","67.65","0.94","0","100.00","5.44","100.00","3.94","95.31","0.993","19254"
"2013-12-19 - Flames 2, Red Wings 3","Calgary Flames","Limited ReportFull Report","47.35","25.45","47.74","34.77","19.41","36.02","35.02","17.29","26.37","39.60","1.01","1.89","34.89","0.8","1.43","35.78","7.29","15.28","32.29","3.13","5.67","35.59","3.1","5.74","35.07","1.01","1.88","34.92","32.59","67.19","4.14","9.66","30.00","2.06","6.8","23.23","0","0","-","0.00","100.00","15.18","25.55","37.27","11.98","12.91","48.14","0","0","-","0.00","100.00","5.85","92.84","0.987","20066"
"2013-12-19 - Oilers 2, Avalanche 4","Edmonton Oilers","Limited ReportFull Report","50.9","41.7","49.41","45.77","34.02","33.04","50.73","25.91","27.2","48.78","2.11","0.92","69.58","1.52","2.34","39.38","17.45","29.47","37.19","7.39","12.24","37.67","7.32","8.52","46.19","1.06","0.92","53.56","14.47","89.23","10","17.19","36.77","4.04","8.69","31.72","1.05","0","100.00","26.06","100.00","23.51","16.7","58.46","14.39","9.87","59.32","0","0","-","0.00","100.00","8.15","96.60","1.048","13135"
"2013-12-19 - Panthers 4, Senators 2","Florida Panthers","Limited ReportFull Report","47.016666666667","49","45.95","51.61","35.38","39.12","47.49","27.32","26.49","50.77","2.07","0.92","69.12","1.8","1.94","48.04","21.6","19.18","52.96","10.33","10.49","49.61","6.2","6.81","47.62","2.07","0.92","69.26","33.39","86.53","11.2","8.66","56.39","6.12","5.81","51.30","0","0","-","0.00","100.00","24.8","23.7","51.13","13","12.91","50.16","0","0","-","0.00","100.00","7.57","96.51","1.041","15927"
"2013-12-19 - Predators 2, Lightning 4","Nashville Predators","Limited ReportFull Report","41.983333333333","31.29","57.7","35.16","26.35","41.01","39.12","18.81","30.47","38.17","1.01","2.92","25.78","1.34","2.45","35.31","17.51","34.62","33.59","6.93","16.13","30.07","3.9","12.26","24.13","1.04","0.99","51.13","26.57","91.92","10.38","18.66","35.73","6.91","9.01","43.40","0","1.89","0.00","0.00","79.02","14.53","19.52","42.68","7.95","7.82","50.44","0","0","-","0.00","100.00","5.39","90.41","0.958","17254"
"2013-12-19 - Sharks 1, Kings 4","San Jose Sharks","Limited ReportFull Report","46.55","32.15","56.21","36.38","26.94","43.28","38.36","19.13","29.73","39.15","1","3.91","20.42","1.1","1.4","44.18","15.83","16.84","48.45","8.13","2.98","73.17","4.96","2.07","70.52","1.02","1.94","34.49","20.61","6.38","7.66","14.1","35.21","3.95","8.92","30.71","0","0","-","0.00","100.00","15.91","34.1","31.81","10.08","19.32","34.29","0","2.01","0.00","0.00","89.61","5.25","86.84","0.921","18118"
"2013-12-19 - Wild 2, Penguins 5","Minnesota Wild","Limited ReportFull Report","45.15","34.55","51.96","39.94","27.89","39.45","41.42","16.92","27.47","38.13","2.01","2.93","40.69","1.13","2.09","35.14","7.61","22.62","25.17","3.87","6.97","35.69","3.8","7.06","35.03","2.04","2.91","41.27","53.74","58.77","3.72","15.99","18.88","1.98","8.21","19.42","0","0","-","0.00","100.00","24.24","24.3","49.94","10.85","11.15","49.32","0","0","-","0.00","100.00","11.87","89.34","1.012","18623"
"2013-12-20 - Canucks 3, Blackhawks 2","Vancouver Canucks","Limited ReportFull Report","44","36.66","40.48","47.52","24.53","32.08","43.33","15.66","23.21","40.29","2.03","1.93","51.18","1.44","2.19","39.63","18.12","22.77","44.32","5.08","12.71","28.53","5.02","10.91","31.51","1.01","1.93","34.34","20.13","82.29","12.82","10.11","55.91","4.01","5.96","40.22","1.02","0","100.00","25.52","100.00","15.19","16.06","48.60","6.64","6.01","52.51","0","0","-","0.00","100.00","12.94","91.67","1.046","21966"
"2013-12-20 - Capitals 4, Hurricanes 2","Washington Capitals","Limited ReportFull Report","43.7","25.39","55.08","31.55","21.11","41.11","33.93","16.84","24.5","40.74","0","0.94","0.00","0.66","1.67","28.32","8.44","29.77","22.10","2.13","10.07","17.46","1.05","6.44","14.06","0","0","-","0.00","100.00","6.29","19.58","24.31","3.13","8.61","26.65","0","0.95","0.00","0.00","88.99","13.72","20.55","40.04","11.5","9.34","55.18","0","0","-","0.00","100.00","0.00","96.15","0.961","17737"
"2013-12-20 - Ducks 3, Devils 2","Anaheim Ducks","Limited ReportFull Report","46.833333333333","22.28","23.11","49.09","18.31","19.23","48.78","16.2","13.54","54.46","2.07","0.94","68.67","0.84","0.83","50.52","8.29","11.36","42.17","2.07","3.69","35.93","2.05","2.78","42.40","1.06","0.94","52.92","51.75","66.12","6.17","7.72","44.42","5.13","3.89","56.93","0","0","-","0.00","100.00","14.07","11.63","54.75","8.94","6.9","56.44","0.94","0","100.00","10.49","100.00","12.77","93.03","1.058","15723"
"2013-12-20 - Islanders 5, Rangers 3","New York Islanders","Limited ReportFull Report","39","27.13","31.26","46.46","20.71","20.96","49.70","13.3","14.32","48.16","1.01","0.92","52.26","0.87","1.52","36.46","7.35","16.01","31.46","2.13","7.48","22.17","2.11","4.73","30.83","0","0","-","0.00","100.00","5.22","8.44","38.23","2.03","3.8","34.84","0","0","-","0.00","100.00","16.72","11.38","59.50","8.11","4.84","62.60","0.94","0.89","51.34","11.57","81.64","7.60","93.55","1.012","18006"
"2013-12-20 - Panthers 2, Jets 5","Florida Panthers","Limited ReportFull Report","48.6","36.62","46.17","44.23","25.46","40.1","38.83","16.75","26.33","38.88","2.06","1.97","51.11","1.49","2.83","34.45","13.64","25.96","34.45","4.01","11.23","26.31","3.95","7.3","35.15","1.06","1.93","35.44","26.77","73.56","9.38","14.9","38.63","4.8","10.36","31.67","1","0","100.00","20.78","100.00","19.67","15.91","55.29","6.82","7.2","48.65","0","0","-","0.00","100.00","12.31","92.51","1.048","15004"
"2013-12-21 - Avalanche 2, Kings 3","Colorado Avalanche","Limited ReportFull Report","49.716666666667","44.95","57.41","43.92","34.67","46.01","42.97","20.66","30.11","40.70","0","1.93","0.00","1.42","2.64","34.95","14.37","21.42","40.15","7.24","12.56","36.58","4.06","10.74","27.42","0","1.93","0.00","0.00","82.01","7.13","8.81","44.74","3.09","5.85","34.52","0","0","-","0.00","100.00","26.74","28.65","48.27","13.12","11.54","53.21","0","0","-","0.00","100.00","0.00","93.58","0.936","18118"
"2013-12-21 - Blues 6, Oilers 0","St Louis Blues","Limited ReportFull Report","43.966666666667","46.55","38.44","54.77","31.45","23.8","56.92","26.77","15.66","63.10","5.35","0","100.00","2.07","1.28","61.71","21.03","17.98","53.91","8.9","5.38","62.31","8.87","4.47","66.49","1.08","0","100.00","12.20","100.00","12.36","12.45","49.81","6.49","4.68","58.10","2.02","0","100.00","31.19","100.00","24.24","16.86","58.98","11.72","6.46","64.47","2.24","0","100.00","19.07","100.00","19.97","100.00","1.200","16839"
"2013-12-21 - Canadiens 4, Predators 3","Montreal Canadiens","Limited ReportFull Report","54.533333333333","42.28","45.92","47.94","35.44","34.64","50.57","23.2","23.96","49.20","3.18","0.92","77.62","1.54","1.96","44.04","15.58","21.9","41.57","4.48","8.55","34.39","4.47","4.94","47.49","2.15","0","100.00","48.14","100.00","11.19","13.07","46.11","4.32","7.2","37.47","1.05","0.96","52.29","24.37","86.68","17.75","23.57","42.96","9.05","11.92","43.17","0","0","-","0.00","100.00","13.71","96.17","1.099","16095"
"2013-12-21 - Coyotes 4, Senators 3","Phoenix Coyotes","Limited ReportFull Report","36.316666666667","32.94","43.3","43.21","24.49","34.65","41.41","14.63","23.59","38.28","1.01","0.99","50.64","0.88","1.83","32.52","11.02","18.91","36.83","5.06","9.85","33.95","1.97","4.98","28.30","1.04","0","100.00","52.69","100.00","5.92","9.15","39.28","3.03","3.96","43.37","0","0.94","0.00","0.00","76.23","15.14","21.91","40.86","9.41","13.87","40.43","0","0","-","0.00","100.00","6.93","95.81","1.027","16716"
"2013-12-21 - Devils 5, Capitals 4","New Jersey Devils","Limited ReportFull Report","56.466666666667","68.25","30.52","69.10","46.4","23.83","66.07","32.29","17.3","65.12","2.03","3.84","34.51","2.33","1.08","68.27","35.62","13.14","73.05","10.67","4.75","69.22","8.61","4.8","64.22","1.01","1.91","34.62","11.74","60.22","24.83","8.33","74.88","13.44","1.9","87.62","1.02","0","100.00","7.61","100.00","27.66","16.23","63.03","10.39","10.59","49.53","0","2.01","0.00","0.00","81.04","6.27","77.77","0.840","18506"
"2013-12-21 - Ducks 5, Islanders 3","Anaheim Ducks","Limited ReportFull Report","50.883333333333","51.05","35.92","58.70","31.58","26.74","54.15","25.53","19.81","56.30","4.09","2.88","58.74","2.19","1.67","56.73","23.27","18.55","55.64","13.31","8.79","60.24","11.07","6.94","61.49","4.11","1.93","68.05","37.16","72.15","9.91","9.78","50.34","5.01","5.86","46.10","0","0.95","0.00","0.00","83.83","14.74","13.05","53.04","9.63","6.82","58.55","0","0","-","0.00","100.00","16.03","85.49","1.015","13108"
"2013-12-21 - Flames 3, Penguins 4","Calgary Flames","Limited ReportFull Report","45.4","37.97","36.27","51.15","27.08","21.65","55.57","20.38","17.55","53.73","3.03","2.92","50.97","1.09","0.98","52.52","11.96","12.8","48.30","4","5.8","40.82","1.97","4.92","28.56","1.04","1.93","34.91","52.69","60.73","7.85","7.09","52.52","6.01","3.05","66.33","1","0","100.00","16.61","100.00","21.5","15.95","57.42","12.09","8.66","58.27","0.93","1.07","46.59","7.71","87.66","14.88","83.37","0.983","18663"
"2013-12-21 - Flyers 3, Blue Jackets 6","Philadelphia Flyers","Limited ReportFull Report","41.25","24.95","33.75","42.50","20.57","27.42","42.86","16.5","21.34","43.61","2.03","3.86","34.41","1.08","1.16","48.09","11.98","12.86","48.23","6.06","6.7","47.49","4.94","6.79","42.12","1.01","0.94","51.76","20.45","86.13","5.84","6.19","48.57","3.01","3.02","49.86","1.02","0.98","51.15","34.03","67.68","10.46","17.64","37.23","7.44","10.66","41.10","0","2.01","0.00","0.00","81.17","12.28","81.90","0.942","14090"
"2013-12-21 - Hurricanes 2, Lightning 3","Carolina Hurricanes","Limited ReportFull Report","47.716666666667","47.38","58.07","44.93","35.4","46.22","43.37","23.46","38.75","37.71","1.06","0.92","53.35","1.31","2.29","36.39","21.59","33.52","39.18","6.6","9.19","41.79","4.33","8.34","34.21","0","0","-","0.00","100.00","15.07","24.27","38.31","6.3","14.27","30.63","0","0.96","0.00","0.00","93.27","22.51","23.47","48.96","11.76","16.15","42.14","1.05","0","100.00","8.96","100.00","4.50","97.62","1.021","19204"
"2013-12-21 - Red Wings 5, Maple Leafs 4","Detroit Red Wings","Limited ReportFull Report","50.7","70.53","27.54","71.92","57.67","22.12","72.28","32.48","14","69.88","4.16","2.84","59.42","2.38","1.02","69.95","30.63","12.89","70.39","11.57","4.56","71.75","6.2","2.78","69.04","4.16","0.94","81.55","67.16","66.12","19.14","8.25","69.88","10.47","1.87","84.81","0","0","-","0.00","100.00","36.96","12.83","74.24","13.99","8.38","62.55","0","1.83","0.00","0.00","78.16","12.79","79.73","0.925","19508"
"2013-12-21 - Sabres 1, Bruins 4","Buffalo Sabres","Limited ReportFull Report","45.783333333333","46.93","53.83","46.58","38.68","42","47.94","28.12","32.78","46.18","1.01","1.93","34.36","2.09","1.89","52.56","23","26.05","46.89","11.06","6.98","61.32","8.9","6.05","59.54","1.01","0.99","50.51","11.34","83.65","11.79","19.43","37.77","8.04","11.03","42.18","0","0.95","0.00","0.00","91.40","20.82","25.95","44.51","9.34","14.53","39.12","0","0","-","0.00","100.00","3.60","94.11","0.977","17565"
"2013-12-21 - Stars 2, Sharks 3","Dallas Stars","Limited ReportFull Report","49.95","65.7","40.9","61.63","54.16","32.06","62.81","41.03","25.71","61.48","2.13","1.87","53.22","2.83","2.11","57.31","29.53","22.63","56.62","8.9","8.01","52.63","6.64","7.16","48.13","1.08","0","100.00","16.30","100.00","20.85","14.42","59.11","11.68","9.32","55.63","1.05","1.99","34.60","9.00","78.66","30.44","17.49","63.51","22.75","9.24","71.13","0","0","-","0.00","100.00","5.20","92.71","0.979","17562"
"2013-12-22 - Jets 1, Canucks 2","Winnipeg Jets","Limited ReportFull Report","50.816666666667","45.9","44.71","50.66","24.17","27.34","46.92","19.09","21.29","47.28","0","0.94","0.00","1.11","1.02","52.10","22.59","18.56","54.90","5.26","6.73","43.88","5.21","2.9","64.22","0","0.94","0.00","0.00","67.54","17.12","11.93","58.93","5.09","2.94","63.40","0","0","-","0.00","100.00","16.87","22.9","42.43","7.75","14.8","34.36","0","0","-","0.00","100.00","0.00","95.57","0.956","18910"
"2013-12-22 - Wild 1, Rangers 4","Minnesota Wild","Limited ReportFull Report","51.633333333333","38.49","42.6","47.47","26.49","41.27","39.09","21.18","33.15","38.98","1.06","2.92","26.58","1.8","2.75","39.65","19.64","20.69","48.70","12.66","10.7","54.20","9.34","6.97","57.28","1.06","0.99","51.68","11.33","85.80","7.08","9.99","41.45","3.03","6.83","30.73","0","0.95","0.00","0.00","86.13","16.12","21.41","42.95","6.81","19.62","25.75","0","1.07","0.00","0.00","94.56","4.99","91.20","0.962","18006"
"2013-12-23 - Avalanche 4, Sharks 5","Colorado Avalanche","Limited ReportFull Report","50.983333333333","49.72","64.67","43.46","31.12","45.09","40.84","23.14","31.93","42.02","2.11","0.92","69.58","2.29","2.81","44.93","18.5","32.05","36.60","10.58","16.7","38.78","9.48","12.19","43.76","1.06","0","100.00","11.16","100.00","7.93","15.23","34.23","4.04","6.74","37.46","0","0.96","0.00","0.00","85.75","26.57","27.54","49.10","9.69","12.92","42.85","1.05","0","100.00","10.88","100.00","9.13","97.11","1.062","17562"
"2013-12-23 - Blue Jackets 4, Hurricanes 3","Columbus Blue Jackets","Limited ReportFull Report","40","40.27","38.51","51.12","28.9","28.14","50.67","20.56","19.49","51.33","4.18","0.94","81.59","1.25","1.08","53.65","14.68","18.17","44.69","6.33","3.75","62.80","4.15","2.84","59.38","3.13","0","100.00","75.29","100.00","8.36","14.52","36.53","5.19","5.86","46.94","1.05","0.95","52.60","20.28","83.83","20.56","16.44","55.57","10.14","8.97","53.06","0","0","-","0.00","100.00","20.33","95.16","1.155","16601"
"2013-12-23 - Blues 3, Flames 4","St Louis Blues","Limited ReportFull Report","47.883333333333","48.96","28.22","63.44","39.61","18.78","67.84","31.61","11.68","73.02","2.13","0.95","69.16","2.43","0.96","71.74","28.72","9.83","74.50","11.17","5.26","68.01","10.02","4.4","69.50","1.08","0.93","53.80","10.80","78.86","17.81","4.49","79.86","9.57","0.97","90.78","1.05","0","100.00","11.00","100.00","18.84","16.78","52.89","12.19","6.09","66.69","0","0","-","0.00","100.00","6.75","91.85","0.986","19289"
"2013-12-23 - Bruins 6, Predators 2","Boston Bruins","Limited ReportFull Report","52.566666666667","53.18","48.13","52.49","45.57","33.97","57.30","33.98","27.39","55.37","3.22","0.95","77.17","1.87","1.7","52.44","17.03","19.7","46.37","7.9","7.54","51.17","7.9","7.5","51.30","3.23","0.93","77.67","40.94","87.60","9.31","11.95","43.79","5.6","3.63","60.65","0","0","-","0.00","100.00","29.2","21.37","57.75","17.43","14.09","55.29","0","0","-","0.00","100.00","9.46","96.53","1.060","17207"
"2013-12-23 - Coyotes 1, Sabres 2","Phoenix Coyotes","Limited ReportFull Report","44.266666666667","41.82","33.83","55.28","30.87","26.66","53.66","24.29","21.26","53.33","1.06","0.92","53.35","1.13","1.12","50.30","10.77","11.92","47.47","5.48","7.17","43.34","3.28","7.21","31.27","1.06","0.92","53.56","32.26","87.27","5.34","4.66","53.40","3.13","0.97","76.31","0","0","-","0.00","100.00","26.61","21.99","54.75","17.85","12.84","58.15","0","0","-","0.00","100.00","4.35","95.65","1.000","18942"
"2013-12-23 - Devils 2, Blackhawks 5","New Jersey Devils","Limited ReportFull Report","50.683333333333","28.03","52.21","34.93","17.97","41.27","30.34","9.46","31.96","22.83","2.03","3.86","34.39","1","1.96","33.81","9.74","23.17","29.60","5.89","7.88","42.78","3.87","6.97","35.69","2.05","1.93","51.44","52.89","72.29","3.88","15.58","19.96","1","8.08","11.04","0","0","-","0.00","100.00","14.75","23.21","38.86","4.54","16.04","22.06","0","2.01","0.00","0.00","87.48","21.42","87.91","1.093","22019"
"2013-12-23 - Ducks 3, Capitals 2","Anaheim Ducks","Limited ReportFull Report","43.683333333333","35.26","40.3","46.67","27.68","27.08","50.55","19.99","16.26","55.15","3.08","0.94","76.56","2.05","1.14","64.21","21.23","12.61","62.73","10.26","3.8","72.97","8.18","2.9","73.82","2.07","0.94","68.72","25.29","67.54","10.87","8.92","54.94","4.06","2.97","57.77","1.02","0","100.00","25.20","100.00","12.65","26.66","32.18","7.78","9.68","44.58","0","0","-","0.00","100.00","15.42","94.20","1.096","18506"
"2013-12-23 - Islanders 3, Red Wings 0","New York Islanders","Limited ReportFull Report","56","36.45","37.89","49.03","26.01","30","46.44","20.42","19.63","50.98","3.18","0","100.00","1.86","1.34","58.08","22.67","13.62","62.47","13.77","4.11","77.01","11.49","4.08","73.81","2.13","0","100.00","18.54","100.00","9.05","9.37","49.13","4.43","3.52","55.74","1.04","0","100.00","23.45","100.00","10.09","21.1","32.34","4.6","11.82","28.01","0","0","-","0.00","100.00","15.58","100.00","1.156","20066"
"2013-12-23 - Jets 2, Oilers 6","Winnipeg Jets","Limited ReportFull Report","41.25","38.95","38.67","50.18","31.58","32.01","49.67","16.72","17.87","48.35","1.01","3.87","20.71","1.34","1.64","44.86","14.22","19.69","41.94","5.12","9.57","34.87","3.1","6.79","31.35","0","3.85","0.00","0.00","43.27","9.02","10.19","46.96","5.04","4.88","50.80","1.06","0","100.00","20.99","100.00","22.02","16.43","57.27","8.5","5.02","62.86","0","0","-","0.00","100.00","6.05","78.33","0.844","16839"
"2013-12-23 - Lightning 6, Panthers 1","Tampa Bay Lightning","Limited ReportFull Report","48.333333333333","58.83","27.53","68.12","46.79","24.13","65.98","33.04","22.47","59.51","5.28","0","100.00","2.9","1.95","59.82","33.44","16.87","66.47","20.48","10.43","66.26","13.58","9.62","58.53","4.25","0","100.00","31.32","100.00","13.23","6.26","67.89","6.35","4.58","58.09","0.97","0","100.00","15.30","100.00","19.8","9.79","66.92","10.21","7.07","59.08","0","0","-","0.00","100.00","15.99","100.00","1.160","15942"
"2013-12-23 - Maple Leafs 1, Rangers 2","Toronto Maple Leafs","Limited ReportFull Report","45.033333333333","30.44","43.05","41.42","24.43","35.18","40.98","18.19","27.47","39.84","1.01","0.94","51.74","1.63","2.07","43.94","16.56","15.38","51.84","6.33","8.6","42.39","4.15","8.7","32.31","1.01","0.94","51.76","24.32","89.18","10.17","6.76","60.07","5.09","2.91","63.60","0","0","-","0.00","100.00","13.13","23.6","35.75","8.94","13.9","39.16","0","0","-","0.00","100.00","5.56","96.56","1.021","18006"
"2013-12-23 - Penguins 0, Senators 5","Pittsburgh Penguins","Limited ReportFull Report","43.083333333333","32.94","51.32","39.09","24","39.06","38.06","12.51","26.47","32.10","0","3.92","0.00","1.09","2.63","29.36","13.87","26.67","34.22","5","9","35.72","2.96","5.1","36.69","0","1.92","0.00","0.00","62.38","8.74","18.03","32.64","1.98","9.29","17.55","0","1.98","0.00","0.00","78.69","16.73","21.5","43.76","7.44","10.95","40.45","0","0","-","0.00","100.00","0.00","85.19","0.852","19838"
"2013-12-23 - Stars 5, Kings 2","Dallas Stars","Limited ReportFull Report","49.583333333333","36.76","49.34","42.69","26.74","39.2","40.55","18.25","21","46.50","3.14","0","100.00","1.38","1.54","47.23","19.5","18.94","50.73","7.59","5.4","58.43","4.33","1.77","70.95","1.01","0","100.00","23.32","100.00","12.05","13.28","47.58","6.34","5.57","53.24","2.09","0","100.00","32.97","100.00","15.26","26.24","36.77","6.61","13.64","32.63","0","0","-","0.00","100.00","17.22","100.00","1.172","18274"
"2013-12-23 - Wild 1, Flyers 4","Minnesota Wild","Limited ReportFull Report","45.516666666667","39.85","47.37","45.69","33.17","28.48","53.81","23.67","22.22","51.58","0","1.93","0.00","1.41","2","41.41","12.74","23.52","35.14","4.96","8.05","38.11","2.92","6.12","32.33","0","0.99","0.00","0.00","83.82","7.66","15.81","32.64","4.96","6.07","44.95","0","0.95","0.00","0.00","84.38","21.85","16.37","57.17","12.52","6.74","65.00","0","0","-","0.00","100.00","0.00","91.30","0.913","19872"
"2013-12-27 - Avalanche 2, Blackhawks 7","Colorado Avalanche","Limited ReportFull Report","54.116666666667","25.14","61.75","28.94","18.67","50.02","27.18","15.1","37.33","28.80","2.01","5.92","25.35","1.09","3.15","25.67","11.64","36.39","24.23","4.93","17.34","22.14","4.86","16.64","22.60","2.04","4.9","29.44","42.08","70.55","6.63","19.21","25.66","1.97","10.28","16.07","0","0.95","0.00","0.00","90.77","12","21.75","35.55","8.1","9.9","44.99","0","0","-","0.00","100.00","13.30","84.15","0.975","22201"
"2013-12-27 - Blue Jackets 2, Devils 1","Columbus Blue Jackets","Limited ReportFull Report","43.55","27.93","21.32","56.71","23.44","17.79","56.86","18.12","11.15","61.92","1.06","0.92","53.35","1.26","1.38","47.75","12.92","10.07","56.20","2.13","6.23","25.48","2.11","4.43","32.23","1.06","0.92","53.56","50.21","79.29","10.85","3.78","74.17","8.49","1.9","81.71","0","0","-","0.00","100.00","13.9","11.29","55.18","7.45","4.76","61.03","0","0","-","0.00","100.00","5.83","91.71","0.975","16592"
"2013-12-27 - Oilers 2, Flames 0","Edmonton Oilers","Limited ReportFull Report","48.2","36.99","39.97","48.07","30.17","29.5","50.56","25.71","21.52","54.44","1.06","0","100.00","1.68","1.32","55.94","16.46","17.34","48.70","8.89","8.15","52.15","7.73","5.56","58.19","1.06","0","100.00","13.69","100.00","7.74","8.99","46.29","6.39","2.83","69.31","0","0","-","0.00","100.00","19.36","19.15","50.27","10.58","11.22","48.52","0","0","-","0.00","100.00","4.11","100.00","1.041","19289"
"2013-12-27 - Penguins 4, Hurricanes 3","Pittsburgh Penguins","Limited ReportFull Report","56","45.2","63.53","41.57","37.38","46.1","44.78","21.92","31.48","41.06","3.08","2.81","52.28","1.94","2.33","45.38","25.85","22.2","53.80","12.46","8.49","59.49","7.06","4.79","59.58","3.08","0.94","76.58","43.58","80.36","13.36","13.78","49.22","5.09","5.81","46.70","0","1.91","0.00","0.00","67.15","16.69","35.96","31.70","7.75","19.11","28.85","0","0","-","0.00","100.00","14.04","91.07","1.051","18124"
"2013-12-27 - Predators 1, Stars 4","Nashville Predators","Limited ReportFull Report","47.783333333333","50.35","56.62","47.07","40.22","41.96","48.94","24.48","30.45","44.57","1.01","3.86","20.76","2","2.1","48.78","24.29","30.45","44.38","11.87","9.97","54.35","3.88","7.07","35.46","1.01","2.9","25.86","26.00","59.06","12.22","20.84","36.96","7.81","12.25","38.93","0","0.95","0.00","0.00","92.26","22.35","19.63","53.24","12.55","9.88","55.94","0","0","-","0.00","100.00","4.13","87.32","0.915","17197"
"2013-12-27 - Rangers 2, Capitals 3","New York Rangers","Limited ReportFull Report","43.816666666667","51.69","32.86","61.13","39.78","22.73","63.64","33.55","19.75","62.94","0","0.94","0.00","1.85","0.93","66.55","16.72","12.58","57.06","3.2","3.86","45.27","2.11","3.91","35.03","0","0","-","0.00","100.00","13.39","8.81","60.32","10.26","6.83","60.05","0","0.95","0.00","0.00","86.11","26.94","15.97","62.77","17.8","9.06","66.27","0","0","-","0.00","100.00","0.00","95.22","0.952","18506"
"2013-12-27 - Sabres 3, Maple Leafs 4","Buffalo Sabres","Limited ReportFull Report","54.633333333333","53.02","51.06","50.94","43.6","38.74","52.95","30.71","28.71","51.69","2.13","1.87","53.22","3.42","2.82","54.79","30.03","29.9","50.11","11.84","10.02","54.18","9.65","7.48","56.36","2.14","0","100.00","22.17","100.00","18.36","19.8","48.11","7.52","10.59","41.52","0","0.96","0.00","0.00","90.93","19.92","19.98","49.92","10.55","10.34","50.51","0","0.88","0.00","0.00","91.46","6.94","93.47","1.004","19405"
"2013-12-27 - Senators 0, Bruins 5","Ottawa Senators","Limited ReportFull Report","49.566666666667","50.95","59.58","46.09","40.56","44.79","47.52","31.6","36.83","46.17","0","2.97","0.00","1.77","1.87","48.70","18.34","22.72","44.67","8.42","4.91","63.16","7.27","4.03","64.36","0","0","-","0.00","100.00","9.82","18.1","35.17","4.96","11","31.10","0","1.98","0.00","0.00","82.00","31.84","33.27","48.90","18.02","22.22","44.79","0","1.06","0.00","0.00","95.22","0.00","91.94","0.919","17565"
"2013-12-27 - Sharks 4, Coyotes 3","San Jose Sharks","Limited ReportFull Report","50.333333333333","49.79","49.91","49.94","33.05","37.18","47.06","23.08","28.43","44.80","2.07","1.89","52.29","1.86","1.64","53.15","18.39","20.14","47.74","7.27","7.67","48.67","5.21","4.86","51.75","1.06","0.94","52.92","20.33","80.61","11.03","12.53","46.82","1","7.8","11.40","0","0.95","0.00","0.00","87.84","27.6","23.62","53.89","15.58","12.92","54.67","0.94","0","100.00","6.02","100.00","8.96","93.36","1.023","17125"
"2013-12-27 - Wild 4, Jets 6","Minnesota Wild","Limited ReportFull Report","49.65","42.43","51.94","44.96","31.03","34.91","47.05","26.74","30.25","46.91","3.12","3.75","45.42","1.56","2.03","43.43","17.94","22.77","44.07","7.55","9.36","44.65","5.39","8.52","38.74","1.01","3.74","21.25","18.76","56.06","10.37","13.41","43.61","7.17","5.85","55.07","2.1","0","100.00","29.33","100.00","18.42","24.24","43.18","12.16","15.87","43.38","0","0","-","0.00","100.00","11.69","87.59","0.993","15004"
"2013-12-28 - Blackhawks 5, Blues 6","Chicago Blackhawks","Limited ReportFull Report","52.35","44.61","47.77","48.29","34.71","34.12","50.42","24.64","18.91","56.58","4.27","3.78","53.03","1.75","2.19","44.49","21.7","26.97","44.59","5.44","7.13","43.31","4.29","6.27","40.65","2.12","0.93","69.50","49.30","85.18","16.39","19.52","45.64","6.38","6.46","49.66","0","3.02","0.00","0.00","53.34","22.81","17.54","56.52","14.03","6.04","69.91","2.22","0","100.00","15.83","100.00","17.31","80.02","0.973","20082"
"2013-12-28 - Bruins 3, Senators 4","Boston Bruins","Limited ReportFull Report","47.766666666667","40.29","52.16","43.58","35.7","35.43","50.19","22.75","25.32","47.33","3.04","2.83","51.76","1.48","2.31","38.98","16.2","19.71","45.12","8.18","9.81","45.47","4.99","7.9","38.70","2.05","2.82","42.01","41.04","64.24","7.99","9.94","44.57","3.03","3.97","43.33","0","0","-","0.00","100.00","21.38","25.89","45.22","13.5","12.58","51.77","0.94","0","100.00","6.95","100.00","13.35","88.82","1.022","20500"
