"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2013-10-03 - Lightning 1, Bruins 3","Tampa Bay Lightning","Limited ReportFull Report","48.15","36.83","48.87","42.97","28.3","32.07","46.88","22.62","20.76","52.15","1.01","0.94","51.74","1.71","1.78","49.00","18.99","15.01","55.85","8.06","5.95","57.52","6.97","3.04","69.60","1.01","0","100.00","14.50","100.00","10.77","9.19","53.94","5.06","2.99","62.84","0","0.95","0.00","0.00","68.34","16.54","28.53","36.69","10.53","15.19","40.94","0","0","-","0.00","100.00","4.47","95.45","0.999","17565"
"2013-10-03 - Panthers 4, Stars 2","Florida Panthers","Limited ReportFull Report","45.516666666667","42.35","48.87","46.43","35.16","31.54","52.71","28.79","24.04","54.50","3.12","0.92","77.18","2.48","1.62","60.53","19.89","25.47","43.85","13.69","2.75","83.26","13.57","1.83","88.10","2.07","0.92","69.26","15.25","49.91","6.32","22.92","21.60","5.16","13.56","27.57","0","0","-","0.00","100.00","16.38","16.34","50.06","8.2","8.7","48.51","1.05","0","100.00","12.85","100.00","10.85","96.16","1.070","16100"
"2013-10-03 - Predators 2, Blues 4","Nashville Predators","Limited ReportFull Report","45.65","41.22","38.81","51.50","31.8","31.79","50.00","23.35","23.29","50.07","2.02","1.97","50.55","1.71","1.35","55.79","22.33","19.62","53.23","8.89","5.04","63.80","7.79","3.06","71.80","1.02","1.95","34.35","13.12","36.13","13.16","15","46.72","5.87","8.18","41.81","1.02","0","100.00","17.41","100.00","17.13","17.39","49.63","8.79","12.2","41.87","0","0","-","0.00","100.00","8.64","91.52","1.002","18851"
"2013-10-03 - Rangers 1, Coyotes 4","New York Rangers","Limited ReportFull Report","46.2","33.91","39.91","45.94","21","25.6","45.06","12.42","18.28","40.45","0","1.89","0.00","0.96","1.38","40.88","16.83","16.07","51.16","5.01","5.73","46.65","2.97","3.78","44.01","0","1.88","0.00","0.00","50.24","11.59","10.53","52.39","5.93","6.07","49.38","0","0","-","0.00","100.00","14.83","18.13","45.00","3.64","7.27","33.36","0","0","-","0.00","100.00","0.00","89.68","0.897","17125"
"2013-10-04 - Flames 4, Blue Jackets 3","Calgary Flames","Limited ReportFull Report","46.866666666667","39.89","51.49","43.65","31.57","33.7","48.36","23.1","28.13","45.09","4.25","1.87","69.37","1.86","2.23","45.43","18.05","23.04","43.93","6.5","10.88","37.39","5.39","10.96","32.96","3.2","1.85","63.40","59.37","83.15","11.55","12.02","49.00","9.34","3.73","71.46","1.05","0","100.00","11.26","100.00","19.88","19.06","51.05","8.42","12.33","40.58","0","0","-","0.00","100.00","18.38","93.33","1.117","18151"
"2013-10-04 - Islanders 4, Devils 3","New York Islanders","Limited ReportFull Report","52","32.59","44.17","42.46","25.47","34.28","42.62","22.43","26.62","45.73","3.08","2.81","52.28","1.45","1.98","42.19","14.58","20.98","41.00","6.33","14.1","30.97","6.26","12.43","33.50","2.07","2.8","42.48","33.04","77.46","8.27","6.73","55.12","7.17","4.84","59.69","1.06","0","100.00","14.76","100.00","14.06","18.91","42.64","8.1","9.24","46.73","0","0","-","0.00","100.00","13.73","89.44","1.032","16624"
"2013-10-04 - Kings 3, Jets 5","Los Angeles Kings","Limited ReportFull Report","41.95","46.3","40.2","53.52","34.87","31.18","52.80","26.18","22.36","53.94","1.06","2.85","27.02","1.84","1.88","49.48","22.65","19.63","53.57","9.37","11.8","44.27","7.22","11.94","37.67","1.06","1.91","35.71","14.66","84.04","13.22","7.75","63.04","8.23","1.9","81.24","0","0.96","0.00","0.00","49.43","18.12","16.3","52.65","8.74","8.41","50.96","0","0","-","0.00","100.00","4.04","87.24","0.913","15004"
"2013-10-04 - Predators 1, Avalanche 3","Nashville Predators","Limited ReportFull Report","42.9","32.73","48.08","40.51","24.99","39.53","38.74","17.97","31.33","36.44","1.01","1.93","34.43","1.19","1.9","38.61","16.34","22.74","41.81","4.12","11.84","25.82","4.07","8.95","31.27","1.04","1.93","34.91","25.42","78.43","12.07","11.01","52.29","8.15","7.88","50.86","0","0","-","0.00","100.00","11.75","19.6","37.48","3.87","12.52","23.63","0","0","-","0.00","100.00","5.65","93.83","0.995","14494"
"2013-10-04 - Red Wings 3, Hurricanes 2","Detroit Red Wings","Limited ReportFull Report","47.15","51.29","45.68","52.89","37.14","32.99","52.96","25.34","20.58","55.18","1.01","0.94","51.81","2.32","2.24","50.85","24.12","25.08","49.03","8.08","12.87","38.59","6.01","10.04","37.44","0","0.94","0.00","0.00","90.62","15.8","12.33","56.18","6.01","3.02","66.57","1.02","0","100.00","17.01","100.00","25.87","14.64","63.85","12.27","6.28","66.16","0","0","-","0.00","100.00","4.00","95.41","0.994","18680"
"2013-10-04 - Senators 1, Sabres 0","Ottawa Senators","Limited ReportFull Report","46.716666666667","65","39.75","62.05","49.6","34.85","58.74","33.99","28.19","54.67","1.06","0","100.00","2.41","1.97","54.93","26.21","17.13","60.48","7.46","10.28","42.04","5.27","9.46","35.78","1.06","0","100.00","20.09","100.00","18.62","6.76","73.37","13.37","5.83","69.65","0","0","-","0.00","100.00","32.85","19.52","62.73","15.29","12.82","54.40","0","0","-","0.00","100.00","3.11","100.00","1.031","19070"
"2013-10-05 - Blue Jackets 3, Islanders 2","Columbus Blue Jackets","Limited ReportFull Report","54.15","48.11","42.04","53.36","29.6","30.95","48.89","21.62","23.09","48.36","1.01","0.99","50.57","2.07","2.13","49.21","25.49","23.44","52.10","9.23","11.62","44.27","8.15","8.92","47.73","1.01","0.99","50.51","12.40","88.91","16.11","11.86","57.58","5.03","2.91","63.34","0","0","-","0.00","100.00","18.46","15.04","55.11","6.62","11.27","37.02","0","0","-","0.00","100.00","4.68","95.72","1.004","16170"
"2013-10-05 - Capitals 1, Stars 2","Washington Capitals","Limited ReportFull Report","51.683333333333","39.8","44.8","47.04","28.23","36.68","43.49","20.12","19.75","50.47","0","1.87","0.00","1.5","2.47","37.82","18.5","23.36","44.20","6.39","8.55","42.78","4.22","5.68","42.60","0","1.86","0.00","0.00","67.26","12.01","14.92","44.59","5.07","6.86","42.48","0","0","-","0.00","100.00","19.67","16.07","55.05","10.79","7.08","60.36","0","0","-","0.00","100.00","0.00","90.55","0.905","17200"
"2013-10-05 - Coyotes 1, Sharks 4","Phoenix Coyotes","Limited ReportFull Report","49.933333333333","32.58","63.16","34.03","22.26","49.99","30.81","17.65","37.85","31.80","1","0.94","51.56","0.83","2.94","21.95","8.63","33.57","20.45","2.01","12.22","14.10","0.99","10.29","8.78","0","0.94","0.00","0.00","90.85","6.36","21.83","22.56","4.77","12.62","27.41","0","0","-","0.00","100.00","20.54","23.66","46.47","11.35","12.57","47.43","0.94","0","100.00","8.28","100.00","5.69","97.51","1.032","17562"
"2013-10-05 - Ducks 4, Wild 3","Anaheim Ducks","Limited ReportFull Report","49","28.3","45.1","38.56","23.81","32.22","42.50","18.25","22.57","44.71","2.13","0.92","69.78","1.05","2.62","28.65","13.09","26.64","32.95","7.77","13.27","36.93","6.62","8.93","42.58","1.08","0.92","54.10","16.34","89.72","5.42","12.97","29.49","4.2","8.2","33.87","1.05","0","100.00","25.05","100.00","10.7","15.46","40.91","4.23","5.43","43.79","0","0","-","0.00","100.00","11.69","95.91","1.076","18213"
"2013-10-05 - Flyers 1, Canadiens 4","Philadelphia Flyers","Limited ReportFull Report","34.4","23.74","47.66","33.25","15.47","32.41","32.31","7.75","19.79","28.15","0","1.93","0.00","0.6","1.8","25.01","8.06","16.27","33.13","3.07","8.97","25.51","2.05","4.99","29.06","0","0.94","0.00","0.00","81.14","4.89","7.3","40.15","1.03","3.02","25.41","0","0.94","0.00","0.00","68.81","11.1","22.62","32.92","4.48","11.97","27.23","0","0","-","0.00","100.00","0.00","90.24","0.902","21273"
"2013-10-05 - Lightning 3, Blackhawks 2","Tampa Bay Lightning","Limited ReportFull Report","49.35","32.88","49.05","40.13","16.46","39.52","29.40","11.5","29.41","28.11","1.01","0.94","51.81","0.92","2.78","24.91","11.06","27.78","28.47","4.18","12.67","24.82","1.05","9.76","9.75","0","0.94","0.00","0.00","90.35","6.74","15.21","30.72","3.93","8.01","32.88","1.02","0","100.00","26.06","100.00","18.16","16.31","52.68","6.39","10.48","37.86","0","0","-","0.00","100.00","8.82","96.79","1.056","21563"
"2013-10-05 - Oilers 2, Canucks 6","Edmonton Oilers","Limited ReportFull Report","37","25.91","38.45","40.26","17.99","25.49","41.37","10.28","21.38","32.48","0","1.93","0.00","0.89","1.45","37.95","10.78","23.19","31.73","2.13","8.77","19.54","1.05","6.99","13.10","0","0.99","0.00","0.00","85.85","8.37","14.68","36.32","2.85","7.03","28.86","0","0.95","0.00","0.00","86.52","15.38","12.52","55.13","6.12","6.21","49.64","0","0","-","0.00","100.00","0.00","90.96","0.910","18910"
"2013-10-05 - Panthers 0, Blues 7","Florida Panthers","Limited ReportFull Report","41","30.18","39.55","43.28","22.99","34.68","39.86","15.28","24.06","38.84","0","4.96","0.00","1.58","1.62","49.33","16.96","22.62","42.85","6.2","5.04","55.19","6.14","4.09","59.99","0","1.95","0.00","0.00","52.24","10.56","18.03","36.93","1.88","8.18","18.68","0","2","0.00","0.00","75.49","12.81","16.07","44.36","7.07","11.89","37.29","0","1.06","0.00","0.00","91.08","0.00","79.38","0.794","16264"
"2013-10-05 - Red Wings 1, Bruins 4","Detroit Red Wings","Limited ReportFull Report","49.95","39.39","47.6","45.28","29.5","39.44","42.79","21.89","30","42.18","1.01","1.93","34.36","1.18","1.78","39.78","15.65","22.28","41.25","3.98","8.03","33.14","3.93","6.09","39.25","1.01","0.99","50.51","25.69","83.74","11.36","14.49","43.93","7.87","8.08","49.34","0","0","-","0.00","100.00","21.4","21.32","50.10","8.12","13.85","36.97","0","0.95","0.00","0.00","93.17","4.62","93.56","0.982","17565"
"2013-10-05 - Sabres 1, Penguins 4","Buffalo Sabres","Limited ReportFull Report","51.95","29.25","58.94","33.17","16.83","43.21","28.04","15","29.49","33.72","1","1.93","34.20","0.72","2.94","19.76","13.48","31.76","29.80","3.95","17.05","18.80","3.89","13.18","22.80","1.02","1.93","34.61","26.27","85.35","9.26","14.79","38.52","4.79","6.2","43.63","0","0","-","0.00","100.00","12.71","22.57","36.02","5.38","9.79","35.48","0","0","-","0.00","100.00","6.69","93.45","1.001","18641"
"2013-10-05 - Senators 4, Maple Leafs 5","Ottawa Senators","Limited ReportFull Report","48.966666666667","60.55","46.2","56.72","46.05","34.07","57.47","32.38","26.48","55.02","4.2","1.87","69.23","1.63","1.85","46.94","21","20.52","50.58","3.2","7.37","30.24","2.11","7.43","22.09","0","1.86","0.00","0.00","74.99","17.7","13.11","57.44","10.42","8.59","54.81","4.2","0","100.00","40.34","100.00","37.61","24.67","60.39","19.76","10.35","65.64","0","0","-","0.00","100.00","12.97","92.95","1.059","19552"
"2013-10-06 - Canucks 5, Flames 4","Vancouver Canucks","Limited ReportFull Report","50.2","52.75","46.55","53.12","38.01","33.95","52.82","25.45","26.11","49.36","4.14","2.86","59.17","2.53","2.02","55.62","30.16","25.72","53.97","14.72","11.39","56.39","12.41","8.54","59.23","3.15","0.94","77.00","25.41","88.98","15.52","14.26","52.10","4.13","7.68","34.98","1.06","1.9","35.74","25.61","75.22","16.15","18.47","46.64","6.11","9.78","38.45","0","0","-","0.00","100.00","16.26","89.06","1.053","19289"
"2013-10-06 - Ducks 3, Jets 2","Anaheim Ducks","Limited ReportFull Report","47.416666666667","47.96","34.07","58.47","38.15","21.76","63.67","28.03","14.89","65.30","2.02","0.94","68.19","2.62","1.14","69.72","27.83","16.39","62.94","12.53","6.61","65.48","11.34","3.85","74.67","2.02","0","100.00","17.81","100.00","15.23","9.83","60.77","11.21","4.91","69.55","0","0.95","0.00","0.00","80.69","16.61","14.38","53.60","5.72","6.1","48.40","0","0","-","0.00","100.00","7.22","93.67","1.009","15004"
"2013-10-06 - Flyers 1, Hurricanes 2","Philadelphia Flyers","Limited ReportFull Report","47.133333333333","35.2","49.56","41.53","26.66","38.26","41.07","16.78","29.26","36.46","1.01","1.89","34.89","1.15","1.6","41.70","13.15","15.7","45.58","4.07","7.85","34.16","2.05","4.98","29.11","0","0","-","0.00","100.00","8.96","7.9","53.15","7.07","2.94","70.64","1.06","0.95","52.74","14.96","67.75","19.23","30.71","38.51","6.64","20.72","24.28","0","0.95","0.00","0.00","95.43","6.03","93.55","0.996","16088"
"2013-10-07 - Devils 4, Oilers 5","New Jersey Devils","Limited ReportFull Report","48.266666666667","40.99","31.82","56.30","30.18","21.65","58.22","19.87","13.56","59.43","2.11","2.82","42.76","1.67","1.43","53.82","21.39","19.57","52.22","3.47","5.41","39.10","1.18","3.69","24.30","0","0.94","0.00","0.00","74.49","18.11","14","56.40","9.71","5.44","64.09","2.02","1.03","66.32","20.85","81.10","18.23","8.96","67.05","8.88","3.63","71.00","0","0.89","0.00","0.00","75.50","10.60","79.22","0.898","16839"
"2013-10-07 - Rangers 3, Kings 1","New York Rangers","Limited ReportFull Report","47.35","49.5","40.14","55.22","38.07","30.26","55.71","23.68","18.35","56.34","2.13","0","100.00","2.34","1.35","63.43","23.04","11.81","66.11","10.03","5.37","65.11","7.73","2.7","74.12","1.08","0","100.00","13.99","100.00","13.19","6.34","67.53","7.4","3.76","66.32","1.05","0","100.00","14.22","100.00","20.59","22.04","48.31","7.5","11.78","38.89","0","0","-","0.00","100.00","9.01","100.00","1.090","18118"
"2013-10-08 - Avalanche 2, Maple Leafs 1","Colorado Avalanche","Limited ReportFull Report","49.35","48.61","50.32","49.14","39.28","36.25","52.01","29.82","22.1","57.44","2.07","0.94","68.67","1.92","1.73","52.61","23.02","20.59","52.78","6.44","5.56","53.69","5.33","4.73","52.98","1.06","0.94","52.92","19.86","80.10","16.49","15.03","52.31","11.32","7.64","59.71","0","0","-","0.00","100.00","21.66","27.8","43.79","12.16","9.77","55.44","0.94","0","100.00","7.72","100.00","6.93","95.73","1.027","19388"
"2013-10-08 - Coyotes 1, Islanders 6","Phoenix Coyotes","Limited ReportFull Report","47.05","48.78","42.71","53.32","44.38","32.21","57.95","30.55","23.52","56.50","1","3.92","20.39","2.19","2.35","48.18","30.67","22.8","57.36","10.79","12.11","47.11","5.83","9.18","38.86","1.02","2.9","26.08","17.52","68.44","19.41","10.76","64.33","14.48","7.3","66.49","0","0.98","0.00","0.00","86.62","15.91","12.25","56.49","8.53","4.55","65.18","0","0","-","0.00","100.00","3.29","83.33","0.866","10288"
"2013-10-08 - Devils 2, Canucks 3","New Jersey Devils","Limited ReportFull Report","54","33.55","44.18","43.16","31.43","32.94","48.83","23","25.54","47.39","2.13","1.87","53.22","1.57","1.44","52.18","17.99","16.96","51.48","10.81","5.56","66.04","7.56","4.67","61.80","2.14","0","100.00","28.33","100.00","7.24","11.42","38.80","7.2","6.71","51.75","0","0.96","0.00","0.00","85.69","15.7","26.15","37.51","8.37","13.09","39.00","0","0.88","0.00","0.00","93.25","9.27","92.66","1.019","18910"
"2013-10-08 - Hurricanes 2, Penguins 5","Carolina Hurricanes","Limited ReportFull Report","48.016666666667","41.93","48.56","46.33","32.79","39.84","45.15","24.23","32.72","42.54","2.03","1.93","51.18","1.49","1.97","43.01","11.81","19.83","37.33","7.97","7.85","50.36","5.9","6.94","45.95","2.05","0.99","67.39","34.69","85.73","3.86","12.11","24.17","1","8.9","10.13","0","0.95","0.00","0.00","89.34","25.43","28.32","47.31","15.96","17.14","48.21","0","0","-","0.00","100.00","8.36","94.10","1.025","18451"
"2013-10-08 - Lightning 3, Sabres 2","Tampa Bay Lightning","Limited ReportFull Report","49.416666666667","46.53","32.31","59.02","35.52","24.4","59.28","27.44","15.68","63.64","1.01","0","100.00","2","1.26","61.33","19.71","16.28","54.76","13.72","5.67","70.76","10.48","2.84","78.69","0","0","-","0.00","100.00","6.09","10.68","36.32","1.03","4.88","17.40","0","0","-","0.00","100.00","24.98","14.73","62.90","15.86","7.98","66.53","0.94","0","100.00","5.92","100.00","3.69","100.00","1.037","18243"
"2013-10-08 - Panthers 1, Flyers 2","Florida Panthers","Limited ReportFull Report","38.7","46.16","39.37","53.97","35.44","28.38","55.53","26.92","18.88","58.77","1.01","1.93","34.43","1.7","1.43","54.38","21.74","13.12","62.36","8.09","3.97","67.09","7.01","0.95","88.12","1.04","0.94","52.38","14.77","0.48","13.37","9.3","58.97","7.96","5.02","61.34","0","0.94","0.00","0.00","81.23","22.28","21.68","50.68","11.79","12.29","48.97","0","0","-","0.00","100.00","3.77","89.77","0.935","19589"
"2013-10-08 - Rangers 2, Sharks 9","New York Rangers","Limited ReportFull Report","52.633333333333","41.55","87.49","32.20","30.37","65.2","31.78","14.85","44.1","25.19","1","5.91","14.53","1.6","4.54","26.11","16.16","36.98","30.41","11.74","21.27","35.57","4.84","14.4","25.14","1.02","4.89","17.30","21.14","66.06","4.48","15.66","22.24","1.88","9.08","17.14","0","0","-","0.00","100.00","15.85","40.94","27.91","6.9","19.49","26.15","0","0.95","0.00","0.00","95.15","6.76","86.61","0.934","17562"
"2013-10-08 - Wild 2, Predators 3","Minnesota Wild","Limited ReportFull Report","44.466666666667","42.32","26.48","61.51","33.49","22.95","59.34","24.75","15.67","61.24","0","0","-","1.39","0.92","60.16","12.84","9.17","58.34","5.05","3.02","62.57","2.94","3.06","49.00","0","0","-","0.00","100.00","7.66","6.24","55.08","5.93","3.05","66.05","0","0","-","0.00","100.00","21.31","16.13","56.92","13.57","8.73","60.87","0","0","-","0.00","100.00","0.00","100.00","1.000","17196"
"2013-10-09 - Blackhawks 2, Blues 3","Chicago Blackhawks","Limited ReportFull Report","56.033333333333","48.43","43.71","52.56","35.09","35.88","49.44","25.7","30.19","45.98","0","1.89","0.00","1.57","1.59","49.75","16.77","20.04","45.57","7.46","5.61","57.07","6.32","5.68","52.70","0","0.94","0.00","0.00","83.41","9.31","14.54","39.03","6.17","10.71","36.56","0","0.95","0.00","0.00","91.15","25.6","21.47","54.38","12.17","13.81","46.84","0","0","-","0.00","100.00","0.00","93.75","0.938","16565"
"2013-10-09 - Canadiens 2, Flames 3","Montreal Canadiens","Limited ReportFull Report","50.1","48.96","43.75","52.81","39.31","30.63","56.21","26.87","24.2","52.62","1.01","1.93","34.43","2.31","1.7","57.58","22.69","15.27","59.77","11.95","5.9","66.94","8.85","5.98","59.70","1.04","1.93","34.91","11.70","67.69","10.65","9.57","52.66","4.06","4.07","49.93","0","0","-","0.00","100.00","24.14","24.98","49.14","11.76","14.52","44.75","0","0","-","0.00","100.00","3.77","92.02","0.958","19289"
"2013-10-09 - Senators 3, Kings 4","Ottawa Senators","Limited ReportFull Report","47.133333333333","34.84","52.16","40.05","25.78","38.62","40.03","16.08","27.3","37.07","2.02","0.94","68.11","1.04","1.44","41.98","9.8","19.27","33.70","3.97","4.05","49.51","3.92","4.11","48.86","2.03","0","100.00","51.78","100.00","5.68","15.56","26.74","3.89","7.07","35.50","0","0","-","0.00","100.00","21.35","25.91","45.18","7.17","13.28","35.08","0","0.95","0.00","0.00","92.87","12.53","96.54","1.091","18118"
"2013-10-10 - Avalanche 2, Bruins 0","Colorado Avalanche","Limited ReportFull Report","44.166666666667","40.87","45.13","47.52","25.64","37.47","40.63","19.09","23.01","45.34","0","0","-","1.29","1.45","47.01","23.86","25.4","48.44","9.9","7.17","58.00","6.56","6.32","50.92","0","0","-","0.00","100.00","14.12","17.97","44.00","4.2","8.44","33.23","0","0","-","0.00","100.00","14.92","16.22","47.92","8.37","6.29","57.10","0","0","-","0.00","100.00","0.00","100.00","1.000","17565"
"2013-10-10 - Blue Jackets 4, Sabres 1","Columbus Blue Jackets","Limited ReportFull Report","49.716666666667","43.63","39.39","52.56","36.5","28.53","56.13","28.6","22.79","55.66","4.24","0.92","82.10","1.86","1.5","55.45","24.45","16.65","59.50","6.51","7.04","48.05","6.46","5.43","54.35","4.27","0.92","82.31","66.09","83.08","18.15","9.4","65.88","10.99","4.45","71.19","0","0","-","0.00","100.00","18.03","19.6","47.92","10.02","12.63","44.25","0","0","-","0.00","100.00","14.82","95.95","1.108","18210"
"2013-10-10 - Canadiens 4, Oilers 1","Montreal Canadiens","Limited ReportFull Report","45.616666666667","47.77","42.75","52.77","28.27","29.34","49.07","21.72","22.87","48.72","2.13","0","100.00","1.58","1.32","54.37","29.11","21.12","57.95","11.91","5.35","69.02","9.6","5.38","64.09","1.06","0","100.00","11.02","100.00","17.41","15.68","52.61","5.2","5.81","47.24","1.04","0","100.00","19.97","100.00","18.67","20.81","47.28","7","11.67","37.51","0","0","-","0.00","100.00","9.82","100.00","1.098","16839"
"2013-10-10 - Coyotes 4, Red Wings 2","Phoenix Coyotes","Limited ReportFull Report","50.883333333333","52.05","37.31","58.25","48.68","29.2","62.51","35.79","23.52","60.34","3.12","1.87","62.59","2.06","1.2","63.22","25.4","16.84","60.13","7.38","5.45","57.52","6.26","5.5","53.23","1.01","0.92","52.39","16.14","83.30","18","11.39","61.24","13.59","4.8","73.91","1.05","0","100.00","7.74","100.00","22.47","19.49","53.56","14.86","13.11","53.13","1.05","0.95","52.69","7.09","92.78","8.73","92.06","1.008","20066"
"2013-10-10 - Hurricanes 3, Capitals 2","Carolina Hurricanes","Limited ReportFull Report","42.616666666667","39.43","39.39","50.03","33.29","32.34","50.72","28.99","23.38","55.36","2.07","1.89","52.29","2","1.74","53.53","25.35","18.22","58.18","7.44","4.75","61.04","5.14","3.79","57.60","1.06","0.94","52.92","20.58","75.14","17.91","13.53","56.97","12.53","6.77","64.94","1.06","0.95","52.74","8.44","85.99","12.26","19.99","38.03","10.13","11.93","45.90","0","0","-","0.00","100.00","7.13","91.93","0.991","18506"
