"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2021-01-13 - Blackhawks 1, Lightning 5","Tampa Bay Lightning","Limited ReportFull Report","45.583333333333","37.17","30.32","55.08","29.03","21.5","57.45","23.51","17.82","56.89","2.97","0","100.00","1.88","1.03","64.71","25.28","18.48","57.78","7.2","1.93","78.84","7.3","1.9","79.33","1.97","0","100.00","26.94","100.00","18.55","16.09","53.56","9.45","11.69","44.69","0.98","0","100.00","10.34","100.00","9.51","6.95","57.77","6.36","4.29","59.69","0","0","-","0.00","100.00","12.63","100.00","1.126","0"
"2021-01-13 - Blues 4, Avalanche 1","Colorado Avalanche","Limited ReportFull Report","50.683333333333","39.52","46.78","45.79","23.59","34.47","40.63","19.1","28.97","39.73","0","4.19","0.00","1.02","2.09","32.86","9.7","23.96","28.83","5.24","6.64","44.11","3.47","5.56","38.48","0","2.13","0.00","0.00","61.68","4.32","17.45","19.84","4.57","10.64","30.04","0","2.1","0.00","0.00","80.28","26.32","19.4","57.57","11.08","11.59","48.88","0","0","-","0.00","100.00","0.00","85.53","0.855","0"
"2021-01-13 - Canadiens 4, Maple Leafs 5","Toronto Maple Leafs","Limited ReportFull Report","48.6","47.93","50.47","48.71","30.63","35.13","46.58","18.73","23.29","44.58","1.85","2.11","46.65","1.62","1.92","45.65","27.68","27.02","50.61","5.32","9.91","34.93","3.51","5.47","39.10","0.92","1.06","46.44","26.16","80.64","22.39","17.21","56.54","8.61","7.36","53.94","0","1.05","0.00","0.00","85.70","18.34","19.23","48.82","6.64","8.42","44.08","0.89","0","100.00","13.39","100.00","9.86","90.93","1.008","0"
"2021-01-13 - Canucks 5, Oilers 3","Edmonton Oilers","Limited ReportFull Report","47.583333333333","34.89","56.65","38.11","26.66","40.46","39.72","23.27","32.83","41.48","2.8","5.32","34.46","1.89","2.71","41.09","20.3","28.04","41.99","10.81","11.87","47.66","8.18","9.6","46.00","0.92","2.12","30.25","11.22","77.96","9.4","16.42","36.41","6.67","10.61","38.60","0.96","3.13","23.48","14.40","70.50","13.71","23.45","36.90","8.25","12.65","39.47","0.88","0","100.00","10.71","100.00","12.03","83.79","0.958","0"
"2021-01-13 - Penguins 3, Flyers 6","Philadelphia Flyers","Limited ReportFull Report","51.933333333333","37.46","47.95","43.86","29.37","37.07","44.21","21.57","29.99","41.84","3.86","2.07","65.12","1.88","1.6","54.15","17.59","19.09","47.95","9.56","7.15","57.21","7.71","5.95","56.44","3.84","1.06","78.38","49.75","82.22","8.03","11.8","40.50","1.94","6.91","21.95","0","1.06","0.00","0.00","84.68","15.5","23.31","39.94","9.84","15.21","39.28","0","0","-","0.00","100.00","17.90","93.10","1.110","0"
"2021-01-14 - Blue Jackets 1, Predators 3","Nashville Predators","Limited ReportFull Report","49.05","50.71","52.06","49.34","37.15","31.9","53.80","25.78","26.41","49.39","1.87","1.06","63.87","1.34","1.36","49.79","16.89","16.24","50.99","5.52","5.38","50.63","4.67","5.33","46.72","0","1.06","0.00","0.00","80.14","11.39","11.01","50.84","5.7","5.32","51.74","1.91","0","100.00","33.49","100.00","30.76","26.43","53.79","14.46","13.79","51.18","0","0","-","0.00","100.00","7.24","96.00","1.032","0"
"2021-01-14 - Bruins 3, Devils 2","New Jersey Devils","Limited ReportFull Report","43.366666666667","29.15","42.93","40.44","23.82","31","43.45","12.96","24.42","34.67","1.85","0","100.00","1.3","2.14","37.77","14.49","22.81","38.85","8.88","13.25","40.13","5.38","8.79","37.97","0.92","0","100.00","17.07","100.00","5.46","9.73","35.94","0.97","5.23","15.67","0","0","-","0.00","100.00","12.91","16.89","43.32","4.58","9.39","32.80","0.89","0","100.00","19.41","100.00","14.25","100.00","1.143","0"
"2021-01-14 - Canucks 2, Oilers 5","Edmonton Oilers","Limited ReportFull Report","44.55","51.74","57.92","47.18","44.8","38.75","53.62","37.51","28.4","56.91","2.96","2.03","59.36","3.21","2.38","57.38","24.49","28.75","46.00","12.89","11.06","53.82","11.1","4.91","69.35","2.94","1.04","73.98","26.52","78.89","11.76","17.37","40.37","9.25","6.98","57.01","0","1.02","0.00","0.00","85.34","23.29","27.29","46.04","15.93","14.13","52.99","0","0","-","0.00","100.00","7.90","92.86","1.008","0"
"2021-01-14 - Capitals 6, Sabres 4","Buffalo Sabres","Limited ReportFull Report","51.316666666667","30.11","36.71","45.06","22.78","29.68","43.43","16.79","22.82","42.38","1.87","4.26","30.50","1.11","1.03","51.82","14.08","14.39","49.45","5.97","3.3","64.41","5.07","2.17","70.05","0.91","2.14","29.78","17.91","1.24","7.95","11.24","41.41","3.75","6.44","36.82","0","1.04","0.00","0.00","83.85","16.25","21.06","43.56","7.75","14.26","35.21","0.88","1.12","44.18","11.40","92.17","11.13","81.35","0.925","0"
"2021-01-14 - Ducks 2, Golden Knights 5","Vegas Golden Knights","Limited ReportFull Report","53.483333333333","42.73","43.97","49.28","31.16","26.16","54.36","26.3","18","59.37","3.86","2.03","65.61","1.95","1.44","57.61","23.74","18.35","56.39","12.54","6.11","67.23","11.68","5.06","69.76","3.86","2.05","65.37","33.06","59.61","11.29","12.13","48.21","6.02","7.15","45.70","0","0","-","0.00","100.00","16.18","15.73","50.70","8.36","3.82","68.65","0","0","-","0.00","100.00","14.70","88.74","1.034","0"
"2021-01-14 - Flames 3, Jets 4","Winnipeg Jets","Limited ReportFull Report","48.733333333333","38.6","39.31","49.55","27.03","27.61","49.47","24.47","21.23","53.54","1.87","2.13","46.78","1.93","1.15","62.63","21.08","19.32","52.18","8.19","4.31","65.51","6.49","3.22","66.81","0.93","1.06","46.75","14.33","67.14","12.69","15.05","45.75","7.53","7.47","50.21","0.96","1.04","48.03","12.76","86.08","17.58","18.98","48.08","10.45","9.44","52.54","0","0","-","0.00","100.00","7.66","89.96","0.976","0"
"2021-01-14 - Hurricanes 3, Red Wings 0","Detroit Red Wings","Limited ReportFull Report","50.266666666667","25.85","64.41","28.64","18.99","50.43","27.35","10.95","38.11","22.31","0","1.06","0.00","1.29","2.46","34.46","15.33","34.26","30.91","7.17","7.77","47.99","5.44","6.62","45.10","0","1.06","0.00","0.00","84.01","7.94","26.89","22.78","0.93","15","5.83","0","0","-","0.00","100.00","9.71","23.27","29.45","4.4","12.11","26.65","0","0","-","0.00","100.00","0.00","97.23","0.972","0"
"2021-01-14 - Islanders 4, Rangers 0","New York Rangers","Limited ReportFull Report","38.216666666667","30.72","46.88","39.58","20.42","39.23","34.23","16.18","29.91","35.10","0","2.13","0.00","1.09","2.64","29.19","10.98","28.76","27.63","4.98","15.19","24.69","4.13","9.41","30.50","0","0","-","0.00","100.00","5.83","13.86","29.60","4.45","8.8","33.57","0","2.01","0.00","0.00","77.14","15.68","13.13","54.43","6.49","9.51","40.54","0","0","-","0.00","100.00","0.00","92.90","0.929","0"
"2021-01-14 - Sharks 4, Coyotes 3","Arizona Coyotes","Limited ReportFull Report","44.833333333333","44.46","52.29","45.95","29.69","41.94","41.45","21.6","28.39","43.21","0.95","2.15","30.65","2.69","2.56","51.24","29.64","21.9","57.51","15.13","11.17","57.52","11.56","8.9","56.49","0.93","2.16","30.04","8.04","75.69","14.2","10.83","56.73","3.66","7.42","33.03","0","0","-","0.00","100.00","14.31","25.74","35.73","6.18","10.03","38.13","0","0","-","0.00","100.00","4.40","92.42","0.968","2274"
"2021-01-14 - Wild 4, Kings 3","Los Angeles Kings","Limited ReportFull Report","41.333333333333","33.31","28.13","54.21","29.27","20.27","59.09","22.45","15.26","59.52","0.92","3.08","23.06","1.43","1.28","52.75","12.5","11.46","52.18","4.75","6.38","42.66","4.8","5.21","47.95","0.92","1.01","47.61","19.14","80.60","7.81","5.09","60.55","4.87","4.08","54.42","0","2.08","0.00","0.00","49.11","18.74","13.77","57.65","11.84","6.08","66.07","0","0","-","0.00","100.00","4.12","79.81","0.839","0"
"2021-01-15 - Blackhawks 2, Lightning 5","Tampa Bay Lightning","Limited ReportFull Report","46.566666666667","46.49","37.96","55.05","39.86","32.56","55.04","29.89","25.39","54.08","4.89","1.01","82.83","2.4","2.21","52.01","28.8","29.33","49.54","10.78","9.31","53.66","9.03","9.2","49.52","1.91","1.04","64.79","21.11","88.74","18.25","19.76","48.01","11.98","9.92","54.70","0.94","0","100.00","7.86","100.00","15.85","8.62","64.77","8.62","6.57","56.75","2.13","0","100.00","24.70","100.00","16.36","96.00","1.124","0"
"2021-01-15 - Blues 0, Avalanche 8","Colorado Avalanche","Limited ReportFull Report","40.733333333333","29.01","22.01","56.86","23.55","15.26","60.68","20.52","11.48","64.14","2.92","0","100.00","1.11","0.44","71.52","12.78","9.88","56.41","6.8","3.07","68.90","5.84","0.99","85.49","1.92","0","100.00","32.85","100.00","5.96","6.63","47.35","2.99","3.85","43.77","0.98","0","100.00","32.63","100.00","15.05","11.38","56.94","10.9","6.49","62.67","0","0","-","0.00","100.00","14.25","100.00","1.143","0"
"2021-01-15 - Capitals 2, Sabres 1","Buffalo Sabres","Limited ReportFull Report","48.333333333333","33.27","36.34","47.80","27.06","27.5","49.60","20.61","22.11","48.25","0.92","2.11","30.42","1.31","0.94","58.31","13.71","12.98","51.37","6.34","4.42","58.92","3.72","3.28","53.17","0","0","-","0.00","100.00","7.22","8.61","45.61","2.79","5.19","34.94","0","2.1","0.00","0.00","59.43","17.87","22.18","44.62","13.19","12.52","51.32","0.89","0","100.00","6.74","100.00","4.48","90.44","0.949","0"
"2021-01-15 - Maple Leafs 3, Senators 5","Ottawa Senators","Limited ReportFull Report","41.166666666667","36.61","35.75","50.60","27.69","23.63","53.95","17.92","17.19","51.03","2.85","1.06","72.98","1.81","1.25","59.11","19.42","18.76","50.86","8.44","5.3","61.41","7.57","3.08","71.06","1.88","0","100.00","24.87","100.00","11.09","13.37","45.33","3.02","6.2","32.76","0.95","0","100.00","31.36","100.00","15.88","14.08","53.00","7.2","7.79","48.02","0","1.05","0.00","0.00","86.48","15.92","93.85","1.098","0"
"2021-01-15 - Penguins 2, Flyers 5","Philadelphia Flyers","Limited ReportFull Report","41.433333333333","23.2","33.41","40.98","15.59","30.01","34.19","12.49","22.13","36.07","2.96","1.01","74.50","1.07","1.73","38.18","13.12","19.8","39.85","6.99","10.03","41.10","6.07","8.91","40.52","2.94","1.04","73.98","48.51","88.38","6.19","9.69","38.99","1","5.93","14.40","0","0","-","0.00","100.00","9.63","11.41","45.77","5.44","6.5","45.57","0","0","-","0.00","100.00","23.73","95.42","1.191","0"
"2021-01-16 - Blue Jackets 2, Predators 5","Nashville Predators","Limited ReportFull Report","51.333333333333","46.57","55.12","45.80","33.01","45.25","42.18","24.46","35.06","41.10","4.79","2.07","69.83","1.35","2.55","34.67","18.22","25.56","41.61","4.81","10.3","31.84","4.87","8.14","37.44","2.9","1.06","73.23","59.43","87.00","13.52","15.12","47.20","5.83","9.03","39.23","0.95","1.06","47.26","16.27","88.28","27.25","25","52.15","13.81","16.89","44.98","0.89","0","100.00","6.44","100.00","19.56","94.10","1.137","0"
"2021-01-16 - Bruins 1, Devils 2","New Jersey Devils","Limited ReportFull Report","48.6","38.68","35.91","51.85","29.58","30.99","48.83","21.76","20.96","50.94","0.94","0","100.00","1.59","1.3","55.02","16.28","12.21","57.15","6.54","3.07","68.06","5.68","1.98","74.11","0.94","0","100.00","16.59","100.00","9.77","9.02","52.00","1.94","7.1","21.49","0","0","-","0.00","100.00","19.17","21.82","46.77","13.36","9.78","57.75","0","0","-","0.00","100.00","4.34","100.00","1.043","0"
"2021-01-16 - Canadiens 5, Oilers 1","Edmonton Oilers","Limited ReportFull Report","51.416666666667","44.89","53.1","45.81","29.46","40.2","42.29","21.9","31.17","41.26","0.92","3.21","22.23","1.7","1.81","48.46","20.65","22.34","48.03","6.8","6.84","49.84","5.15","5.66","47.61","0","1.09","0.00","0.00","80.71","13.57","15.74","46.31","5.44","6.44","45.82","0.96","0","100.00","17.64","100.00","20.15","27.18","42.58","9.23","18.2","33.64","0","2.23","0.00","0.00","87.76","4.19","89.71","0.939","0"
"2021-01-16 - Canucks 0, Flames 3","Calgary Flames","Limited ReportFull Report","45.65","46.18","34.97","56.91","37.34","26.71","58.30","24.04","21.99","52.23","0","0","-","1.51","0.94","61.79","21.02","12.86","62.04","5.05","1.97","71.95","4.09","1.94","67.81","0","0","-","0.00","100.00","16.24","10.65","60.39","4.96","6.96","41.62","0","0","-","0.00","100.00","22.53","17.43","56.37","14.31","10.79","57.01","0","0","-","0.00","100.00","0.00","100.00","1.000","0"
"2021-01-16 - Ducks 1, Golden Knights 2","Vegas Golden Knights","Limited ReportFull Report","53.45","53.55","47.13","53.19","38.55","29.9","56.31","25.6","22.3","53.44","0","1.06","0.00","1.83","1.52","54.59","28.93","29.1","49.86","7.37","6.55","52.97","5.62","6.5","46.35","0","1.06","0.00","0.00","83.72","21.54","22.64","48.75","8.57","7.37","53.76","0","0","-","0.00","100.00","21.52","14.84","59.19","9.42","8.46","52.69","0","0","-","0.00","100.00","0.00","95.26","0.953","0"
"2021-01-16 - Hurricanes 2, Red Wings 4","Detroit Red Wings","Limited ReportFull Report","48.35","30.74","44.63","40.79","25.34","33.82","42.83","17.22","25.78","40.04","2.83","1.01","73.68","1.15","2.57","30.97","14.75","22.59","39.50","3.86","6.27","38.14","3.91","5.14","43.18","1.88","1.01","65.08","48.17","80.36","11.03","16.14","40.58","4.96","8.1","37.98","0.95","0","100.00","19.11","100.00","13.58","20.43","39.92","7.27","12.46","36.84","0","0","-","0.00","100.00","16.44","96.08","1.125","0"
"2021-01-16 - Islanders 0, Rangers 5","New York Rangers","Limited ReportFull Report","42.166666666667","44.71","22.78","66.25","30.98","19.43","61.46","23.48","15.87","59.68","3.91","0","100.00","1.44","0.59","70.92","18.62","9.71","65.72","6.01","0","100.00","3","0","100.00","1.93","0","100.00","64.30","-","12.9","9.4","57.85","6.27","6.79","47.99","1","0","100.00","16.00","100.00","19.92","9.64","67.38","13.53","6.93","66.14","1.07","0","100.00","7.90","100.00","16.66","100.00","1.167","0"
"2021-01-16 - Maple Leafs 3, Senators 2","Ottawa Senators","Limited ReportFull Report","44.6","19.94","60.4","24.82","17.45","38.7","31.08","13","27.85","31.82","1.89","2.07","47.82","1.09","1.81","37.63","11.77","30.1","28.10","8.06","10.88","42.56","4.52","6.46","41.15","0.94","1.01","48.24","20.85","84.36","3.58","19.31","15.63","3.73","7.31","33.78","0","1.05","0.00","0.00","85.61","4.54","26.21","14.77","3.67","13.29","21.63","0.88","0","100.00","24.08","100.00","14.58","92.58","1.072","0"
"2021-01-16 - Sharks 3, Coyotes 5","Arizona Coyotes","Limited ReportFull Report","44.733333333333","47.32","46.12","50.64","38.21","33.87","53.02","22.73","24.34","48.29","3.86","1.01","79.24","2.21","2.04","51.99","21.18","25.59","45.29","6.93","13.22","34.39","4.02","8.94","31.03","0.96","0","100.00","23.97","100.00","14.49","12.23","54.23","7.06","5.98","54.15","1.9","1.06","64.18","26.86","82.30","23.27","20.39","53.30","10.68","9.61","52.64","1.06","0","100.00","9.94","100.00","16.99","95.84","1.128","2384"
"2021-01-16 - Wild 4, Kings 3","Los Angeles Kings","Limited ReportFull Report","36.866666666667","31.38","46.98","40.04","26.44","37.71","41.22","20.69","30.5","40.42","1.87","2.07","47.42","0.9","2.57","25.84","9.43","29.15","24.44","0.88","13.67","6.07","0.89","9.34","8.67","0.92","2.09","30.48","103.54","77.58","8.6","15.57","35.59","3.76","8.3","31.17","0.95","0","100.00","25.24","100.00","22.02","16.4","57.31","16.59","11.92","58.19","0","0","-","0.00","100.00","9.02","93.21","1.022","0"
"2021-01-17 - Blackhawks 2, Panthers 5","Florida Panthers","Limited ReportFull Report","49.283333333333","38.95","38.95","50.00","33.55","26.94","55.47","28.41","22.01","56.34","2.92","0","100.00","1.72","1.36","55.79","13.04","14.9","46.67","8.83","3.95","69.10","7.93","3.89","67.09","0","0","-","0.00","100.00","4.14","10.77","27.77","2","7.99","20.00","0","0","-","0.00","100.00","21.75","18.89","53.51","15.73","9.17","63.18","3.07","0","100.00","19.51","100.00","10.28","100.00","1.103","4147"
"2021-01-17 - Capitals 3, Penguins 4","Pittsburgh Penguins","Limited ReportFull Report","45.55","30.77","32.67","48.50","26","23.54","52.49","18.27","18.32","49.93","2.79","2.07","57.44","1.25","1.65","43.22","18.8","15.68","54.52","8.26","7.44","52.62","7.39","6.26","54.15","1.86","2.07","47.34","25.16","66.94","10.51","8.24","56.05","6.78","4.13","62.14","0.96","0","100.00","14.16","100.00","11.81","17.13","40.80","3.95","7.93","33.25","0","0","-","0.00","100.00","15.28","88.71","1.040","0"
"2021-01-18 - Blue Jackets 3, Red Wings 2","Detroit Red Wings","Limited ReportFull Report","49.783333333333","45.48","41.4","52.34","37.31","30.46","55.05","31.44","26.23","54.52","0.94","3.14","23.08","2.19","1.37","61.48","19.93","14.79","57.40","8.53","5.32","61.61","7.68","4.15","64.92","0.94","3.15","23.01","12.26","24.08","11.29","9.49","54.32","10.47","5.16","66.99","0","0","-","0.00","100.00","22.34","24.52","47.68","13.41","14.71","47.68","0","0","-","0.00","100.00","3.00","88.01","0.910","0"
"2021-01-18 - Bruins 0, Islanders 1","New York Islanders","Limited ReportFull Report","39.833333333333","24.24","45.26","34.87","15.49","31.93","32.67","9.72","20.56","32.10","0.94","0","100.00","0.83","1.41","37.17","13.32","18.87","41.38","4.67","3.2","59.39","3.78","2.11","64.22","0.94","0","100.00","24.88","100.00","8.69","15.52","35.90","0.97","8.23","10.56","0","0","-","0.00","100.00","9.76","23.46","29.38","3.94","10.14","28.01","0","0","-","0.00","100.00","9.71","100.00","1.097","0"
"2021-01-18 - Canadiens 3, Oilers 1","Edmonton Oilers","Limited ReportFull Report","36.766666666667","21.86","35.21","38.30","17.45","25.18","40.94","11.28","21.79","34.10","0","1.06","0.00","0.59","1.25","32.00","4.53","11.12","28.94","2.64","5.56","32.19","1.83","5.54","24.84","0","0","-","0.00","100.00","1.85","5.68","24.54","0","4.33","0.00","0","0","-","-","100.00","14.56","20.72","41.27","8.44","11.95","41.38","0","1.05","0.00","0.00","91.18","0.00","95.15","0.952","0"
"2021-01-18 - Canucks 2, Flames 5","Calgary Flames","Limited ReportFull Report","36.966666666667","33.61","28.05","54.51","24.69","20.98","54.07","19.1","15.72","54.86","1.87","1.06","63.87","1.77","0.89","66.38","23.84","10.43","69.56","7.32","6.47","53.07","5.6","5.31","51.34","1.86","0","100.00","33.20","100.00","16.6","3.97","80.69","7.8","1.07","87.92","0","0","-","0.00","100.00","8.41","14.45","36.78","4.49","8.38","34.91","0","1.05","0.00","0.00","87.42","9.77","93.28","1.031","0"
"2021-01-18 - Coyotes 2, Golden Knights 4","Vegas Golden Knights","Limited ReportFull Report","42.166666666667","27.94","42.7","39.55","20.59","25.64","44.53","13.35","19.15","41.07","2.82","0","100.00","1.47","1.15","56.22","15.76","15.1","51.06","8.13","4.48","64.45","6.43","4.47","58.96","2.79","0","100.00","43.40","100.00","7.55","10.68","41.42","1.99","5.25","27.54","0","0","-","0.00","100.00","11.18","20.84","34.91","4.71","6.17","43.29","0","0","-","0.00","100.00","21.12","100.00","1.211","0"
"2021-01-18 - Hurricanes 4, Predators 2","Nashville Predators","Limited ReportFull Report","41.483333333333","39.38","38.98","50.25","31.14","24.31","56.16","23.53","17.93","56.75","0.92","2.13","30.22","1.27","1.26","50.15","16.63","19.27","46.32","4.57","9.9","31.59","3.67","7.68","32.32","0","1.08","0.00","0.00","85.90","11.98","9.39","56.05","8.5","3.13","73.10","0.96","1.05","47.73","11.30","66.38","20.03","16.59","54.69","11.43","7.18","61.41","0","0","-","0.00","100.00","3.93","88.10","0.920","0"
"2021-01-18 - Jets 1, Maple Leafs 3","Toronto Maple Leafs","Limited ReportFull Report","46.383333333333","49.56","31.07","61.46","40.26","24.56","62.11","26.09","17.72","59.56","0.99","1.01","49.36","2.45","0.98","71.44","27.44","12.02","69.54","9.85","3.07","76.23","5.99","0.99","85.80","0.99","0","100.00","16.53","100.00","17.79","8.79","66.91","9.79","6.01","61.95","0","1.02","0.00","0.00","82.99","20.41","18.35","52.66","9.24","10.61","46.55","0","0","-","0.00","100.00","3.79","94.27","0.981","0"
"2021-01-18 - Sabres 6, Flyers 1","Philadelphia Flyers","Limited ReportFull Report","52.95","44.4","55.52","44.44","30.77","42.4","42.06","18.17","34.58","34.45","0.92","4.27","17.68","1.5","2.31","39.30","17.43","26.81","39.40","4.34","10.16","29.92","1.63","6.85","19.22","0.91","1.09","45.39","55.68","84.06","12.91","16.89","43.34","4.4","10.81","28.93","0","2.02","0.00","0.00","81.27","25.18","26.36","48.86","12.1","17.05","41.51","0","1.12","0.00","0.00","93.44","5.05","87.65","0.927","0"
"2021-01-18 - Sharks 4, Blues 5","St Louis Blues","Limited ReportFull Report","49.966666666667","40.29","27.76","59.21","33.34","24.64","57.51","28.8","16.39","63.73","4.69","2.07","69.38","1.88","0.77","70.99","22.42","8.39","72.76","6.32","0","100.00","5.48","0","100.00","3.71","0","100.00","67.64","-","16.1","8.3","65.98","12.48","4.09","75.32","0.95","2.11","31.00","7.60","48.39","14.7","18.2","44.68","9.81","11.01","47.12","0","0","-","0.00","100.00","16.27","87.38","1.037","0"
"2021-01-18 - Wild 0, Ducks 1","Anaheim Ducks","Limited ReportFull Report","43.283333333333","33.59","45.58","42.43","27.37","37.78","42.01","20.54","21.34","49.04","0.94","0","100.00","1.36","2.5","35.19","13.53","27.05","33.35","0.93","10.53","8.16","0.95","7.32","11.45","0.94","0","100.00","99.52","100.00","12.78","16.43","43.75","8.79","9.23","48.78","0","0","-","0.00","100.00","16.77","15.09","52.63","10.85","4.89","68.94","0","0","-","0.00","100.00","4.59","100.00","1.046","0"
"2021-01-19 - Avalanche 3, Kings 2","Los Angeles Kings","Limited ReportFull Report","44.05","28.92","35.87","44.63","23.19","25.58","47.55","17.04","18.83","47.49","0.92","1.06","46.47","1","1.96","33.81","9.73","19.85","32.89","1.77","7.77","18.52","0.89","7.73","10.28","0","1.06","0.00","0.00","86.31","7.83","12.29","38.90","3.67","2.22","62.31","0.96","0","100.00","26.19","100.00","15.8","14.81","51.60","10.59","9.1","53.80","0","0","-","0.00","100.00","5.38","94.39","0.998","0"
"2021-01-19 - Blackhawks 4, Panthers 5","Florida Panthers","Limited ReportFull Report","51.8","44.62","46.83","48.79","31.75","37.93","45.56","20.91","29.98","41.09","1.93","2.07","48.30","1.86","1.71","52.00","23.21","20.49","53.12","9.47","6.26","60.23","5.74","6.2","48.09","0.94","0","100.00","16.41","100.00","13.81","14.03","49.60","6.9","10.13","40.53","0.94","1.05","47.24","13.65","89.61","16.1","25.66","38.55","8.16","13.63","37.45","0","0.94","0.00","0.00","93.12","9.24","93.10","1.023","3667"
"2021-01-19 - Blue Jackets 2, Red Wings 3","Detroit Red Wings","Limited ReportFull Report","54.25","47.09","39.56","54.35","32.28","29.46","52.28","21.57","21.21","50.42","0.94","2.07","31.33","0.9","1.13","44.27","14.33","10.38","57.99","3.74","4.26","46.74","1.89","3.16","37.44","0.94","0","100.00","49.76","100.00","10.68","6.09","63.68","2.91","3.03","48.99","0","1.05","0.00","0.00","65.33","23.69","24.04","49.63","9.95","13.83","41.85","0","0.94","0.00","0.00","93.22","4.37","90.25","0.946","0"
"2021-01-19 - Capitals 4, Penguins 5","Pittsburgh Penguins","Limited ReportFull Report","53.65","39.78","43.92","47.53","27.96","26.64","51.21","21.46","23.32","47.92","0.92","4.27","17.80","1.89","1.87","50.23","17.39","21.61","44.59","8.06","11.03","42.22","7.16","10.97","39.47","0.92","2.16","29.78","12.83","80.28","9.24","10.66","46.41","3.84","4.18","47.88","0","2.1","0.00","0.00","49.70","19.65","16.85","53.85","9.36","7.27","56.28","0","0","-","0.00","100.00","4.30","81.71","0.860","0"
"2021-01-19 - Devils 4, Rangers 3","New York Rangers","Limited ReportFull Report","46.383333333333","46.54","48.68","48.88","37.43","37.17","50.17","30.48","29.27","51.02","0.95","3.19","22.97","1.97","2","49.64","22.21","19.85","52.80","11.4","8.83","56.33","9.64","6.56","59.51","0.93","3.2","22.51","9.64","51.25","10.55","11.29","48.31","4.64","6.48","41.73","0","0","-","0.00","100.00","24.72","26.47","48.29","15.86","16.32","49.29","0","0","-","0.00","100.00","3.12","89.10","0.922","0"
"2021-01-19 - Jets 4, Senators 3","Ottawa Senators","Limited ReportFull Report","42.116666666667","41.67","30.17","58.00","37.04","19.19","65.87","27.65","19.19","59.02","0.99","1.01","49.36","1.9","0.93","67.22","23.98","11.87","66.88","9.88","4.99","66.45","8.99","4.92","64.61","0.99","1.04","48.87","11.01","78.96","14.31","6.79","67.81","6.96","3.95","63.77","0","0","-","0.00","100.00","16.93","13.1","56.38","11.68","9.27","55.77","0","0","-","0.00","100.00","3.58","94.72","0.983","0"
"2021-01-19 - Sabres 0, Flyers 3","Philadelphia Flyers","Limited ReportFull Report","49.9","38.81","56.36","40.78","32.68","41.84","43.86","23.84","32.85","42.05","1.93","0","100.00","1.41","2.38","37.21","17.42","25.59","40.51","4.67","11.35","29.16","4.73","8.31","36.28","0.94","0","100.00","19.90","100.00","12.89","14.19","47.60","7.88","6.09","56.38","0.94","0","100.00","11.96","100.00","20.13","28.24","41.62","10.28","16.31","38.66","0","0","-","0.00","100.00","8.11","100.00","1.081","0"
"2021-01-20 - Canadiens 5, Canucks 6","Vancouver Canucks","Limited ReportFull Report","50.333333333333","39.88","51.14","43.82","27.77","39.81","41.09","19.88","26.88","42.52","1.87","4.09","31.34","1.49","2.02","42.44","20.51","27.41","42.80","5.92","11.34","34.30","4.98","9.24","35.04","0","3.08","0.00","0.00","66.66","14.75","15.91","48.10","6.81","7.07","49.05","1.91","1.06","64.33","28.04","85.04","14.82","22.48","39.73","6.01","10.7","35.96","0","0","-","0.00","100.00","9.39","84.78","0.942","0"
"2021-01-20 - Coyotes 2, Golden Knights 5","Vegas Golden Knights","Limited ReportFull Report","39.95","32.43","39.77","44.92","22.3","29.01","43.46","16.97","20.47","45.33","2.92","2.01","59.23","1.16","2.4","32.47","18.58","24.28","43.34","4.03","11.92","25.28","2.05","8.69","19.09","0.96","1.02","48.54","47.02","88.24","14.98","12.18","55.15","8.18","5.87","58.23","0.94","1","48.56","11.52","82.99","13.03","13.71","48.72","6.62","5.21","55.94","0.95","0","100.00","14.30","100.00","17.20","90.19","1.074","0"
"2021-01-20 - Oilers 3, Maple Leafs 1","Toronto Maple Leafs","Limited ReportFull Report","46.3","32.62","30.89","51.36","18.29","27.28","40.13","13.87","19.54","41.52","0.92","1.06","46.65","0.68","1.35","33.50","13.65","16.52","45.25","3.58","6.7","34.84","2.72","4.45","37.91","0","0","-","0.00","100.00","9.95","9.98","49.93","1.9","5.32","26.33","0","0","-","0.00","100.00","18.09","13.13","57.94","8.18","8.72","48.38","0.89","1.05","45.77","10.88","87.92","6.66","94.59","1.013","0"
