Date,Team,HomeTeam,AwayTeam,PDO,SCF,SCA,SCF%,GF,GA,GF%,HDCF,HDCA,HDCF%
2014-12-21,Colorado Avalanche,Red Wings,Avalanche,1.0,14.57,23.05,38.73,0.0,0.0,0,3.2,9.41,25.35
2014-12-21,Philadelphia Flyers,Jets,Flyers,1.047,17.03,13.58,55.64,3.08,2.86,51.91,4.97,5.89,45.78
2014-12-21,Carolina Hurricanes,Rangers,Hurricanes,0.963,4.98,27.86,15.16,0.0,0.94,0.00,0.0,12.71,0.0
2014-12-21,Toronto Maple Leafs,Blackhawks,Maple Leafs,0.899,15.49,21.15,42.27,0.0,2.93,0.00,6.93,5.99,53.64
2014-12-21,Buffalo Sabres,Bruins,Sabres,1.059,16.57,16.94,49.44,2.07,0.92,69.12,9.39,7.56,55.39
2014-12-21,Dallas Stars,Oilers,Stars,0.979,25.46,16.18,61.14,4.09,2.85,58.93,10.22,3.71,73.37
2014-12-22,Arizona Coyotes,Canucks,Coyotes,0.805,24.92,15.52,61.63,0.0,3.91,0.00,9.76,9.05,51.9
2014-12-22,Calgary Flames,Kings,Flames,0.963,24.49,33.05,42.56,0.0,0.94,0.00,5.93,15.07,28.24
2014-12-22,Pittsburgh Penguins,Panthers,Penguins,1.001,15.91,20.13,44.16,2.07,2.86,42.00,8.49,5.88,59.07
2014-12-22,Nashville Predators,Blue Jackets,Predators,1.166,20.72,14.41,58.99,5.35,0.0,100.00,8.77,4.5,66.11
2014-12-22,Ottawa Senators,Capitals,Senators,0.991,21.33,24.0,47.05,1.01,0.94,51.74,4.14,7.54,35.42
2014-12-22,San Jose Sharks,Ducks,Sharks,0.953,25.0,25.51,49.5,1.06,1.87,36.13,8.4,7.44,53.03
2014-12-23,St Louis Blues,Avalanche,Blues,0.911,12.41,21.52,36.58,0.0,2.92,0.00,3.9,8.01,32.77
2014-12-23,Montreal Canadiens,Islanders,Canadiens,1.111,20.99,31.76,39.79,3.14,0.94,76.92,10.57,14.67,41.88
2014-12-23,Washington Capitals,Rangers,Capitals,0.917,16.52,5.06,76.54,1.0,1.93,34.23,9.9,3.95,71.45
2014-12-23,Arizona Coyotes,Oilers,Coyotes,1.2,13.46,9.56,58.46,5.34,0.95,84.88,4.54,3.4,57.19
2014-12-23,Philadelphia Flyers,Wild,Flyers,1.084,17.17,14.45,54.3,4.27,0.95,81.77,6.55,6.28,51.03
2014-12-23,Carolina Hurricanes,Devils,Hurricanes,0.974,11.0,13.59,44.75,1.01,0.94,51.74,3.01,1.87,61.67
2014-12-23,Winnipeg Jets,Blackhawks,Jets,1.094,27.74,21.32,56.54,3.18,0.92,77.62,10.35,5.98,63.37
2014-12-23,Toronto Maple Leafs,Stars,Maple Leafs,1.106,21.46,35.93,37.4,2.13,0.0,100.00,3.36,10.05,25.06
2014-12-23,Pittsburgh Penguins,Lightning,Penguins,0.934,21.26,19.89,51.67,2.01,3.91,33.92,6.92,5.07,57.7
2014-12-23,Nashville Predators,Bruins,Predators,0.99,16.02,11.99,57.2,3.04,2.88,51.37,3.07,2.94,51.06
2014-12-23,Buffalo Sabres,Red Wings,Sabres,1.08,10.46,24.52,29.9,2.11,1.87,52.98,6.47,10.2,38.82
2014-12-27,Chicago Blackhawks,Avalanche,Blackhawks,0.96,26.56,5.54,82.74,2.02,1.89,51.74,8.57,3.64,70.21
2014-12-27,Boston Bruins,Blue Jackets,Bruins,0.914,20.38,17.29,54.11,2.02,4.86,29.33,3.99,5.91,40.3
2014-12-27,Washington Capitals,Penguins,Capitals,1.118,24.17,10.73,69.25,3.18,0.0,100.00,13.36,0.82,94.2
2014-12-27,New Jersey Devils,Rangers,Devils,1.06,17.21,19.78,46.52,1.01,0.0,100.00,8.2,12.68,39.26
2014-12-27,Anaheim Ducks,Coyotes,Ducks,0.989,24.11,16.18,59.85,1.06,0.92,53.35,9.59,5.61,63.09
2014-12-27,Philadelphia Flyers,Predators,Flyers,1.056,17.7,14.99,54.15,1.01,0.0,100.00,6.02,4.04,59.85
2014-12-27,Carolina Hurricanes,Lightning,Hurricanes,0.978,13.98,22.98,37.83,1.01,1.93,34.43,5.11,6.99,42.22
2014-12-27,New York Islanders,Sabres,Islanders,0.995,19.91,13.29,59.97,3.18,1.84,63.35,9.03,8.75,50.81
2014-12-27,Winnipeg Jets,Wild,Jets,1.0,15.51,13.37,53.71,2.07,1.87,52.55,5.33,6.61,44.64
2014-12-27,Edmonton Oilers,Flames,Oilers,0.86,11.52,13.48,46.08,1.0,3.9,20.46,5.03,7.99,38.63
2014-12-27,Detroit Red Wings,Senators,Red Wings,0.969,17.61,17.29,50.46,1.01,1.89,34.89,5.2,4.74,52.34
2014-12-27,San Jose Sharks,Kings,Sharks,1.019,13.13,23.97,35.4,1.06,0.92,53.35,7.1,10.4,40.57
2014-12-27,Dallas Stars,Blues,Stars,1.039,23.62,27.16,46.52,2.11,1.87,52.98,4.36,12.54,25.82
2014-12-28,Vancouver Canucks,Ducks,Canucks,1.033,20.32,22.88,47.03,1.06,0.92,53.35,5.38,8.93,37.58
2014-12-28,Toronto Maple Leafs,Panthers,Maple Leafs,1.027,13.67,11.25,54.85,3.14,3.74,45.66,5.32,3.64,59.39
2014-12-29,Colorado Avalanche,Blues,Avalanche,0.883,7.09,25.18,21.96,0.0,2.92,0.00,2.05,9.0,18.58
2014-12-29,Montreal Canadiens,Hurricanes,Canadiens,1.113,18.16,18.41,49.66,2.13,0.0,100.00,8.57,9.09,48.54
2014-12-29,Washington Capitals,Islanders,Capitals,1.114,23.7,31.07,43.27,3.03,0.94,76.25,10.98,19.67,35.81
2014-12-29,Philadelphia Flyers,Coyotes,Flyers,0.982,23.14,12.16,65.55,2.02,1.93,51.09,9.18,3.01,75.33
2014-12-29,Los Angeles Kings,Flames,Kings,0.925,23.68,10.01,70.28,1.01,1.93,34.43,9.97,1.0,90.91
2014-12-29,Toronto Maple Leafs,Lightning,Maple Leafs,1.084,13.8,30.05,31.47,2.13,1.87,53.32,6.44,10.79,37.4
2014-12-29,Pittsburgh Penguins,Devils,Penguins,0.966,20.01,17.42,53.46,1.06,1.93,35.35,5.1,10.65,32.38
2014-12-29,Nashville Predators,Blackhawks,Predators,1.034,22.93,19.75,53.73,3.18,1.87,63.00,6.66,6.18,51.88
2014-12-29,New York Rangers,Stars,Rangers,0.947,14.98,16.54,47.53,1.01,1.89,34.89,6.08,9.55,38.91
2014-12-29,Detroit Red Wings,Bruins,Red Wings,0.998,17.87,22.45,44.32,1.01,1.93,34.36,7.12,7.02,50.33
2014-12-29,Buffalo Sabres,Senators,Sabres,0.983,11.43,28.5,28.63,2.07,3.8,35.24,5.25,12.11,30.25
2014-12-29,Minnesota Wild,Jets,Wild,1.116,22.7,22.59,50.12,3.08,0.0,100.00,6.3,12.05,34.34
2014-12-30,St Louis Blues,Predators,Blues,1.046,8.18,23.83,25.54,2.07,1.87,52.55,3.13,8.49,26.97
2014-12-30,Montreal Canadiens,Panthers,Canadiens,1.015,15.9,21.43,42.58,1.06,0.92,53.35,7.51,5.5,57.7
2014-12-30,Vancouver Canucks,Sharks,Canucks,1.145,17.81,12.27,59.21,3.21,0.0,100.00,5.57,7.85,41.52
2014-12-30,Los Angeles Kings,Oilers,Kings,0.887,17.67,8.02,68.77,1.01,1.93,34.43,6.95,1.01,87.29
2014-12-31,Arizona Coyotes,Stars,Coyotes,0.832,18.47,26.66,40.92,0.0,4.92,0.00,5.96,14.09,29.74
2014-12-31,New Jersey Devils,Red Wings,Devils,0.98,9.49,18.1,34.4,1.06,2.86,27.00,5.33,9.43,36.08
2014-12-31,Philadelphia Flyers,Avalanche,Flyers,0.976,15.69,12.92,54.83,1.01,1.87,35.13,4.25,2.75,60.7
2014-12-31,Carolina Hurricanes,Penguins,Hurricanes,0.986,14.73,24.46,37.6,1.06,1.87,36.13,3.2,7.37,30.23
2014-12-31,New York Islanders,Jets,Islanders,1.039,28.35,13.34,68.01,3.21,0.95,77.14,15.38,6.16,71.39
2014-12-31,Tampa Bay Lightning,Sabres,Lightning,1.17,19.87,9.23,68.28,4.26,0.0,100.00,7.63,2.8,73.11
2014-12-31,Toronto Maple Leafs,Bruins,Maple Leafs,0.999,24.02,16.52,59.25,2.11,1.87,52.98,6.6,7.21,47.8
2014-12-31,Edmonton Oilers,Flames,Oilers,1.012,10.95,17.55,38.43,2.13,1.85,53.58,4.38,4.57,48.93
2014-12-31,New York Rangers,Panthers,Rangers,1.07,23.18,7.9,74.59,4.26,0.92,82.28,7.71,2.63,74.58
2014-12-31,San Jose Sharks,Ducks,Sharks,1.07,14.3,14.11,50.34,1.06,0.0,100.00,8.89,4.4,66.88
2014-12-31,Minnesota Wild,Blue Jackets,Wild,0.958,16.63,14.09,54.14,0.0,0.92,0.00,4.24,5.53,43.42
2015-01-01,Chicago Blackhawks,Capitals,Blackhawks,1.0,13.52,19.3,41.21,1.01,0.99,50.57,4.14,4.8,46.29
2015-01-01,Los Angeles Kings,Canucks,Kings,0.993,34.09,12.91,72.54,2.07,0.99,67.69,14.29,5.8,71.15
2015-01-02,St Louis Blues,Ducks,Blues,0.949,19.18,25.54,42.89,2.02,2.83,41.68,9.15,9.72,48.48
2015-01-02,Montreal Canadiens,Devils,Canadiens,0.999,18.54,19.89,48.24,2.11,1.87,52.98,7.71,6.06,55.96
2015-01-02,Philadelphia Flyers,Hurricanes,Flyers,0.971,16.75,21.22,44.11,1.01,1.93,34.43,6.05,10.98,35.53
2015-01-02,New York Islanders,Flames,Islanders,1.05,25.2,11.61,68.46,1.08,0.0,100.00,4.43,7.06,38.55
2015-01-02,Tampa Bay Lightning,Penguins,Lightning,0.954,23.15,21.62,51.7,3.03,3.95,43.42,8.87,8.06,52.4
2015-01-02,Toronto Maple Leafs,Wild,Maple Leafs,0.924,16.46,18.48,47.1,0.0,1.89,0.00,7.33,8.61,45.98
2015-01-02,Edmonton Oilers,Avalanche,Oilers,0.95,12.53,21.41,36.91,0.0,0.94,0.00,3.2,6.61,32.6
2015-01-02,Florida Panthers,Sabres,Panthers,1.031,17.9,8.71,67.26,1.06,0.0,100.00,4.46,2.61,63.09
2015-01-03,Columbus Blue Jackets,Coyotes,Blue Jackets,0.973,16.86,24.5,40.77,2.02,2.92,40.86,6.17,9.65,39.0
2015-01-03,St Louis Blues,Sharks,Blues,1.042,18.34,9.23,66.52,5.28,1.87,73.89,7.51,2.81,72.73
2015-01-03,Montreal Canadiens,Penguins,Canadiens,1.13,17.79,28.95,38.06,4.26,0.95,81.74,6.69,10.33,39.31
2015-01-03,Philadelphia Flyers,Devils,Flyers,0.806,14.39,13.12,52.3,1.0,3.92,20.39,1.93,3.1,38.39
2015-01-03,Toronto Maple Leafs,Jets,Maple Leafs,0.975,9.1,29.68,23.47,1.06,3.85,21.52,6.29,14.43,30.36
2015-01-03,Nashville Predators,Kings,Predators,1.072,22.68,18.4,55.21,5.25,2.78,65.39,9.71,10.48,48.08
2015-01-03,Detroit Red Wings,Canucks,Red Wings,1.0,15.17,13.78,52.4,0.0,0.0,0,9.34,2.99,75.74
2015-01-03,Buffalo Sabres,Rangers,Sabres,0.96,15.1,31.22,32.6,1.0,2.99,25.16,8.8,11.17,44.05
2015-01-03,Ottawa Senators,Bruins,Senators,1.06,12.53,18.02,41.01,2.07,0.94,68.67,7.45,7.48,49.89
2015-01-03,Minnesota Wild,Stars,Wild,0.826,10.42,29.71,25.97,0.0,4.96,0.00,2.9,10.12,22.27
2015-01-04,Columbus Blue Jackets,Avalanche,Blue Jackets,1.048,25.89,15.89,61.97,4.18,2.79,59.97,10.47,8.15,56.21
2015-01-04,Boston Bruins,Hurricanes,Bruins,1.039,21.7,22.1,49.54,1.01,0.94,51.74,13.66,8.48,61.71
2015-01-04,New York Islanders,Oilers,Islanders,0.776,25.85,19.79,56.64,0.0,3.92,0.00,6.0,10.82,35.66
2015-01-04,Tampa Bay Lightning,Senators,Lightning,0.969,16.44,11.73,58.36,3.14,1.89,62.49,7.21,4.81,59.99
2015-01-04,Florida Panthers,Capitals,Panthers,0.94,22.66,18.02,55.7,2.07,2.86,42.00,5.0,2.75,64.5
2015-01-04,Nashville Predators,Ducks,Predators,0.952,11.33,26.61,29.86,1.01,2.81,26.46,5.19,13.96,27.1
2015-01-04,Dallas Stars,Blackhawks,Stars,1.016,23.58,22.94,50.68,4.23,2.77,60.39,9.85,6.28,61.04
2015-01-05,San Jose Sharks,Jets,Sharks,1.091,22.47,13.88,61.82,2.11,0.0,100.00,9.69,7.17,57.49
2015-01-06,Colorado Avalanche,Blackhawks,Avalanche,1.113,20.05,22.73,46.86,2.13,0.0,100.00,6.77,9.56,41.46
2015-01-06,Columbus Blue Jackets,Stars,Blue Jackets,1.077,12.03,17.62,40.58,3.18,1.87,63.00,4.48,4.4,50.46
2015-01-06,St Louis Blues,Coyotes,Blues,1.106,26.31,14.86,63.91,3.22,0.0,100.00,17.6,4.22,80.65
2015-01-06,Carolina Hurricanes,Predators,Hurricanes,0.869,16.18,18.24,47.01,0.0,2.79,0.00,5.48,5.35,50.61
2015-01-06,New York Islanders,Canucks,Islanders,0.955,22.92,24.19,48.66,2.07,2.86,42.03,8.14,8.56,48.74
2015-01-06,Tampa Bay Lightning,Canadiens,Lightning,0.972,26.39,13.73,65.78,2.09,1.86,52.87,12.18,5.67,68.24
2015-01-06,Detroit Red Wings,Oilers,Red Wings,0.98,30.65,6.49,82.52,1.01,0.92,52.26,12.82,1.77,87.9
2015-01-06,Buffalo Sabres,Devils,Sabres,0.917,12.65,22.52,35.98,0.0,1.93,0.00,4.11,8.0,33.92
2015-01-06,Ottawa Senators,Flyers,Senators,1.03,19.98,18.08,52.49,1.06,0.0,100.00,8.52,3.74,69.5
2015-01-06,San Jose Sharks,Wild,Sharks,1.02,15.51,15.66,49.76,3.08,2.86,51.91,8.42,3.76,69.11
2015-01-07,Boston Bruins,Penguins,Bruins,1.06,21.04,17.5,54.59,2.07,1.87,52.55,6.38,7.48,46.04
2015-01-07,Washington Capitals,Maple Leafs,Capitals,1.116,15.49,21.94,41.38,4.26,1.87,69.43,4.47,7.01,38.92
2015-01-07,New York Rangers,Ducks,Rangers,1.072,30.16,25.65,54.04,2.15,0.0,100.00,8.78,6.26,58.39
2015-01-07,Detroit Red Wings,Flames,Red Wings,1.057,20.12,11.3,64.03,2.07,0.94,68.67,6.44,4.68,57.9
2015-01-08,Chicago Blackhawks,Wild,Blackhawks,1.131,14.4,26.6,35.13,2.13,0.95,69.16,7.8,9.71,44.53
2015-01-08,Washington Capitals,Flyers,Capitals,0.958,17.88,24.4,42.29,1.06,1.85,36.38,11.77,9.19,56.15
2015-01-08,New Jersey Devils,Bruins,Devils,0.974,10.69,24.05,30.77,0.0,0.99,0.00,2.97,11.86,20.0
2015-01-08,Winnipeg Jets,Coyotes,Jets,0.949,14.25,14.46,49.62,0.0,0.99,0.00,6.81,8.09,45.71
2015-01-08,Florida Panthers,Canucks,Panthers,1.067,24.82,13.79,64.29,3.14,0.94,76.92,14.28,7.23,66.4
2015-01-08,New York Rangers,Kings,Rangers,0.977,26.34,20.02,56.81,2.07,2.88,41.76,10.63,11.29,48.49
2015-01-08,Buffalo Sabres,Hurricanes,Sabres,0.988,11.72,23.9,32.91,2.02,3.9,34.05,6.02,14.51,29.31
2015-01-08,Ottawa Senators,Avalanche,Senators,0.863,21.2,13.35,61.37,2.02,3.91,34.07,9.91,6.09,61.92
2015-01-08,San Jose Sharks,Blues,Sharks,0.822,12.55,26.54,32.1,1.01,4.95,16.99,1.95,6.82,22.28
2015-01-08,Dallas Stars,Predators,Stars,1.031,15.46,24.05,39.13,2.02,1.89,51.74,4.14,11.28,26.83
2015-01-09,Chicago Blackhawks,Oilers,Blackhawks,0.929,18.08,13.74,56.81,2.07,2.86,42.00,11.09,5.81,65.64
2015-01-09,Columbus Blue Jackets,Maple Leafs,Blue Jackets,0.983,12.76,15.98,44.4,1.06,1.87,36.13,5.0,2.96,62.82
2015-01-09,New York Islanders,Devils,Islanders,0.975,14.47,14.38,50.15,2.02,1.89,51.74,4.2,2.87,59.42
2015-01-09,Florida Panthers,Flames,Panthers,0.98,25.79,19.8,56.57,6.2,3.75,62.30,14.66,6.39,69.66
2015-01-09,Buffalo Sabres,Lightning,Sabres,0.953,11.48,36.58,23.88,0.0,1.89,0.00,4.26,14.02,23.31
2015-01-10,Boston Bruins,Flyers,Bruins,1.072,10.98,8.02,57.81,1.08,0.0,100.00,1.12,0.88,55.86
2015-01-10,Calgary Flames,Canucks,Flames,1.051,19.83,28.92,40.68,1.06,0.0,100.00,10.0,14.39,41.01
2015-01-10,Carolina Hurricanes,Blues,Hurricanes,1.025,23.49,22.9,50.63,4.25,3.72,53.28,11.94,6.26,65.61
2015-01-10,New York Islanders,Blue Jackets,Islanders,1.099,24.55,12.45,66.35,5.29,0.92,85.22,13.1,6.07,68.31
2015-01-10,Winnipeg Jets,Kings,Jets,1.076,10.72,9.96,51.84,3.14,1.87,62.74,5.37,7.11,43.0
2015-01-10,Pittsburgh Penguins,Canadiens,Penguins,1.001,23.58,12.69,65.02,1.01,0.94,51.74,8.27,4.86,62.99
2015-01-10,Nashville Predators,Wild,Predators,1.108,21.36,22.07,49.17,3.19,0.92,77.54,7.56,9.03,45.56
2015-01-10,New York Rangers,Sharks,Rangers,1.064,25.61,15.05,62.98,2.13,0.0,100.00,12.33,3.54,77.68
2015-01-10,Detroit Red Wings,Capitals,Red Wings,0.895,25.19,18.32,57.89,1.0,1.97,33.72,5.9,10.11,36.86
2015-01-10,Ottawa Senators,Coyotes,Senators,1.084,19.89,8.19,70.82,3.22,0.94,77.31,7.78,3.34,69.98
2015-01-10,Dallas Stars,Avalanche,Stars,0.969,31.97,16.83,65.51,3.15,3.81,45.25,11.65,4.56,71.89
2015-01-11,Winnipeg Jets,Ducks,Jets,1.14,17.57,18.7,48.44,4.27,1.87,69.46,11.06,9.7,53.28
2015-01-11,Florida Panthers,Oilers,Panthers,1.129,26.21,11.61,69.3,4.27,0.92,82.20,7.73,3.52,68.72
2015-01-11,Minnesota Wild,Blackhawks,Wild,0.915,24.97,26.77,48.26,1.0,3.91,20.42,11.79,7.89,59.9
2015-01-12,Colorado Avalanche,Capitals,Avalanche,0.969,12.05,35.63,25.27,0.0,0.94,0.00,6.02,8.73,40.81
2015-01-12,Tampa Bay Lightning,Flyers,Lightning,0.867,20.12,16.25,55.33,1.0,3.87,20.61,5.03,8.98,35.89
2015-01-12,Toronto Maple Leafs,Kings,Maple Leafs,0.946,19.91,23.0,46.4,0.0,0.94,0.00,10.03,8.97,52.77
2015-01-13,Colorado Avalanche,Hurricanes,Avalanche,1.03,26.82,52.2,33.94,2.03,1.93,51.18,10.22,21.43,32.29
2015-01-13,Vancouver Canucks,Predators,Canucks,0.858,17.81,22.32,44.37,0.0,2.96,0.00,9.09,5.01,64.46
2015-01-13,New York Islanders,Rangers,Islanders,1.048,42.68,22.56,65.42,2.13,0.0,100.00,20.78,9.07,69.62
2015-01-13,Tampa Bay Lightning,Bruins,Lightning,1.104,13.63,18.52,42.4,3.13,2.86,52.27,4.24,8.6,33.0
2015-01-13,Edmonton Oilers,Blues,Oilers,0.942,13.75,23.28,37.14,1.0,3.9,20.46,8.09,7.89,50.63
2015-01-13,Florida Panthers,Jets,Panthers,0.903,17.26,35.48,32.73,2.01,5.9,25.39,8.84,24.38,26.6
2015-01-13,Detroit Red Wings,Sabres,Red Wings,1.0,11.03,11.64,48.66,1.08,0.95,53.08,6.66,7.1,48.42
2015-01-13,Ottawa Senators,Stars,Senators,0.909,25.49,13.78,64.92,2.13,3.81,35.86,6.44,7.37,46.63
2015-01-13,San Jose Sharks,Coyotes,Sharks,1.008,17.89,15.1,54.23,2.11,1.87,53.09,5.32,7.45,41.65
2015-01-13,Minnesota Wild,Penguins,Wild,0.857,19.32,30.74,38.59,1.0,5.91,14.53,6.87,10.04,40.63
2015-01-14,Montreal Canadiens,Blue Jackets,Canadiens,0.93,24.15,14.8,62.01,0.0,0.94,0.00,9.01,6.87,56.75
2015-01-14,New Jersey Devils,Kings,Devils,1.051,24.83,13.94,64.05,3.21,2.76,53.77,9.16,7.57,54.73
2015-01-14,Philadelphia Flyers,Capitals,Flyers,0.96,17.92,15.07,54.32,0.0,0.94,0.00,5.01,6.98,41.8
2015-01-14,Toronto Maple Leafs,Ducks,Maple Leafs,0.902,21.52,17.42,55.26,0.0,1.97,0.00,7.03,4.97,58.61
2015-01-15,Colorado Avalanche,Panthers,Avalanche,1.05,13.69,21.52,38.87,2.11,0.92,69.58,8.52,9.19,48.11
2015-01-15,Montreal Canadiens,Senators,Canadiens,0.969,12.66,22.16,36.35,1.01,2.88,26.02,3.98,3.88,50.66
2015-01-15,Vancouver Canucks,Flyers,Canucks,1.12,29.82,20.99,58.69,2.14,0.0,100.00,15.15,6.03,71.54
2015-01-15,Calgary Flames,Coyotes,Flames,1.093,32.3,30.61,51.35,3.19,0.92,77.54,9.74,11.94,44.92
2015-01-15,Winnipeg Jets,Stars,Jets,1.051,12.09,18.78,39.16,1.06,0.0,100.00,5.55,11.45,32.64
2015-01-15,Toronto Maple Leafs,Sharks,Maple Leafs,0.993,24.06,28.95,45.39,1.01,1.93,34.43,7.01,11.98,36.9
2015-01-15,Edmonton Oilers,Lightning,Oilers,0.846,16.95,22.49,42.98,0.0,2.79,0.00,10.74,8.26,56.52
2015-01-15,New York Rangers,Bruins,Rangers,0.893,12.54,20.39,38.09,0.0,2.92,0.00,4.97,12.04,29.22
2015-01-15,Detroit Red Wings,Blues,Red Wings,1.06,28.59,14.89,65.76,1.06,0.0,100.00,8.57,5.5,60.9
2015-01-15,Minnesota Wild,Sabres,Wild,1.144,27.75,13.89,66.63,4.31,0.0,100.00,15.6,6.07,71.99
2015-01-16,Vancouver Canucks,Hurricanes,Canucks,1.172,13.08,21.78,37.53,3.18,0.0,100.00,5.43,7.14,43.21
2015-01-16,Washington Capitals,Predators,Capitals,0.895,22.19,17.2,56.34,1.01,2.88,26.08,4.3,9.39,31.41
2015-01-16,New Jersey Devils,Ducks,Devils,0.88,14.7,33.28,30.63,0.0,3.86,0.00,2.98,9.95,23.04
2015-01-16,Winnipeg Jets,Blackhawks,Jets,0.99,24.15,23.57,50.61,2.09,1.89,52.42,10.82,10.1,51.73
2015-01-16,Pittsburgh Penguins,Islanders,Penguins,0.906,21.49,28.66,42.84,1.06,3.74,22.02,9.84,16.44,37.44
2015-01-16,New York Rangers,Blue Jackets,Rangers,1.075,19.76,15.65,55.8,2.13,0.95,69.16,10.0,9.93,50.19
2015-01-17,Colorado Avalanche,Lightning,Avalanche,0.991,23.58,17.66,57.18,1.01,0.94,51.74,11.41,2.93,79.57
2015-01-17,Columbus Blue Jackets,Bruins,Blue Jackets,1.017,22.13,20.65,51.73,1.06,0.92,53.35,10.76,6.39,62.74
2015-01-17,Washington Capitals,Stars,Capitals,0.969,35.07,21.24,62.28,4.04,3.91,50.87,9.92,6.96,58.77
2015-01-17,Arizona Coyotes,Wild,Coyotes,0.918,21.14,16.98,55.45,0.0,1.93,0.00,10.22,9.8,51.04
2015-01-17,Anaheim Ducks,Kings,Ducks,0.995,20.44,15.49,56.89,1.01,0.94,51.74,11.41,4.86,70.12
2015-01-17,Calgary Flames,Sharks,Flames,1.004,25.28,18.41,57.87,2.07,1.89,52.18,8.64,7.22,54.5
2015-01-17,Philadelphia Flyers,Sabres,Flyers,0.986,15.08,10.93,57.98,2.13,1.87,53.32,6.48,5.37,54.68
2015-01-17,Carolina Hurricanes,Senators,Hurricanes,1.07,13.69,35.48,27.84,3.12,1.87,62.59,2.13,16.67,11.33
2015-01-17,New York Islanders,Canadiens,Islanders,1.02,17.67,25.75,40.69,3.03,3.96,43.38,9.99,11.11,47.33
2015-01-17,Toronto Maple Leafs,Blues,Maple Leafs,0.899,22.34,31.32,41.63,0.0,2.92,0.00,4.2,9.85,29.89
2015-01-17,Edmonton Oilers,Panthers,Oilers,0.98,21.81,24.9,46.69,1.06,1.87,36.13,4.26,11.34,27.31
2015-01-17,Nashville Predators,Red Wings,Predators,0.906,19.94,16.73,54.38,1.0,2.92,25.61,3.9,1.97,66.47
2015-01-18,Arizona Coyotes,Jets,Coyotes,1.009,16.13,20.78,43.7,2.02,1.89,51.74,7.13,9.85,42.0
2015-01-18,New York Rangers,Penguins,Rangers,1.149,17.0,13.68,55.41,4.26,0.92,82.28,6.88,5.05,57.67
2015-01-18,Buffalo Sabres,Red Wings,Sabres,1.135,14.99,12.81,53.92,3.15,1.87,62.66,9.68,5.27,64.73
2015-01-18,Dallas Stars,Blackhawks,Stars,1.047,29.44,32.34,47.65,3.19,1.87,62.98,14.3,13.62,51.23
2015-01-19,Colorado Avalanche,Blues,Avalanche,1.002,8.01,18.06,30.72,1.01,1.93,34.36,7.05,8.89,44.23
2015-01-19,Columbus Blue Jackets,Wild,Blue Jackets,1.101,18.45,9.29,66.51,2.13,0.0,100.00,3.35,1.77,65.49
2015-01-19,Vancouver Canucks,Panthers,Canucks,1.122,16.67,10.5,61.34,2.13,0.0,100.00,3.31,0.87,79.22
2015-01-19,New Jersey Devils,Sharks,Devils,1.014,18.73,21.14,46.98,3.14,1.87,62.74,9.44,5.51,63.14
2015-01-19,Calgary Flames,Kings,Flames,1.046,12.48,18.13,40.76,1.01,0.94,51.74,2.13,5.61,27.53
2015-01-19,Philadelphia Flyers,Islanders,Flyers,1.01,23.01,26.96,46.05,3.01,3.9,43.56,16.75,13.24,55.85
2015-01-19,Carolina Hurricanes,Maple Leafs,Hurricanes,1.112,18.2,17.18,51.44,3.18,0.0,100.00,8.09,7.67,51.34
2015-01-20,Boston Bruins,Stars,Bruins,1.042,16.64,26.28,38.78,2.07,0.94,68.67,9.59,11.22,46.08
2015-01-20,Vancouver Canucks,Lightning,Canucks,0.971,13.93,20.03,41.02,1.0,1.93,34.23,5.23,4.93,51.44
2015-01-20,Arizona Coyotes,Blackhawks,Coyotes,0.916,14.3,35.32,28.83,1.0,4.96,16.83,7.95,13.2,37.6
2015-01-20,Edmonton Oilers,Capitals,Oilers,1.009,14.62,31.67,31.59,2.03,1.98,50.64,3.97,6.91,36.47
2015-01-20,Pittsburgh Penguins,Flyers,Penguins,0.96,16.78,13.31,55.76,1.06,1.87,36.13,6.44,2.75,70.07
2015-01-20,Nashville Predators,Canadiens,Predators,1.031,18.99,18.58,50.54,1.06,0.0,100.00,8.52,8.1,51.26
2015-01-20,Ottawa Senators,Rangers,Senators,0.967,29.26,27.74,51.33,1.01,1.87,35.13,10.47,14.1,42.59
2015-01-20,Minnesota Wild,Red Wings,Wild,0.929,13.71,18.99,41.94,2.03,2.87,41.35,9.03,4.9,64.83
2015-01-21,Chicago Blackhawks,Penguins,Blackhawks,0.977,23.49,20.49,53.4,1.06,1.87,36.04,11.87,6.44,64.84
2015-01-21,Columbus Blue Jackets,Jets,Blue Jackets,0.861,21.97,27.39,44.51,0.0,3.91,0.00,7.89,13.29,37.24
2015-01-21,Boston Bruins,Avalanche,Bruins,1.052,17.73,15.0,54.17,2.07,0.94,68.67,6.26,2.8,69.05
2015-01-21,Calgary Flames,Ducks,Flames,0.919,31.92,26.69,54.47,3.01,4.9,38.08,14.79,7.87,65.26
2015-01-21,Los Angeles Kings,Sharks,Kings,1.018,10.1,23.62,29.96,1.01,0.94,51.74,3.07,11.61,20.92
2015-01-21,Toronto Maple Leafs,Senators,Maple Leafs,0.926,21.35,19.39,52.41,1.0,2.92,25.59,6.99,11.07,38.72
2015-01-27,Colorado Avalanche,Predators,Avalanche,1.067,16.68,28.32,37.06,2.07,1.87,52.55,5.32,10.73,33.13
2015-01-27,Washington Capitals,Blue Jackets,Capitals,0.958,20.04,21.93,47.75,3.04,3.91,43.77,8.1,7.8,50.94
