"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2014-01-23 - Maple Leafs 1, Stars 7","Dallas Stars","Limited ReportFull Report","46.466666666667","44.93","37.79","54.31","34.19","28.33","54.68","20.65","22.83","47.49","3.87","1.01","79.29","1.91","1.29","59.56","19.19","16.55","53.69","9.97","3.07","76.45","7.1","3.04","70.03","2.91","1.01","74.23","40.99","66.73","9.24","13.04","41.48","4.06","12.54","24.47","0.95","0","100.00","23.33","100.00","23.15","17.22","57.35","9.46","7.34","56.34","0","0","-","0.00","100.00","18.75","95.57","1.143","13678"
"2014-01-23 - Penguins 6, Islanders 4","New York Islanders","Limited ReportFull Report","50.45","50.18","41.47","54.75","35.9","36.96","49.27","26.16","24.6","51.53","3.83","4.16","47.97","2.56","2.24","53.31","35.65","29.97","54.33","12","10.75","52.75","10.26","8.7","54.10","1.87","3.15","37.25","18.23","63.80","23.21","19.35","54.54","6.49","9.5","40.60","1.03","1.02","50.12","15.84","89.23","13.55","9.54","58.67","8.2","5.43","60.15","0","0","-","0.00","100.00","14.66","83.10","0.978","15012"
"2014-01-23 - Predators 2, Canucks 1","Vancouver Canucks","Limited ReportFull Report","42.166666666667","43.44","35.52","55.01","30.27","26.43","53.39","24.55","19.22","56.08","0.94","1.01","48.26","1.53","1.5","50.57","20.92","19.76","51.42","8.55","6.39","57.22","6.69","3.16","67.90","0","0","-","0.00","100.00","12.36","13.3","48.17","8.68","8.19","51.44","0.95","1.06","47.26","10.92","87.09","16.42","13.04","55.73","7.27","7.84","48.11","0","0","-","0.00","100.00","3.84","94.74","0.986","18910"
"2014-01-23 - Senators 3, Lightning 4","Tampa Bay Lightning","Limited ReportFull Report","53.266666666667","38.76","63.98","37.73","35.52","42.57","45.48","29.6","27.84","51.53","1.89","1.01","65.11","1.56","1.74","47.17","21.15","24.37","46.46","10.34","6.2","62.51","8.58","3.1","73.46","1.88","0","100.00","21.95","100.00","10.8","17.92","37.59","8.79","15.17","36.69","0","1.06","0.00","0.00","93.03","14.2","32.19","30.61","11.12","9.78","53.21","0","0","-","0.00","100.00","6.38","96.37","1.027","18751"
"2014-01-24 - Avalanche 3, Panthers 2","Florida Panthers","Limited ReportFull Report","50.333333333333","44.99","33.07","57.64","40.75","28.16","59.14","27.16","25.67","51.41","0.92","3.18","22.38","1.86","1.87","49.75","24.26","17.96","57.47","8.55","6.71","56.05","6.84","6.69","50.54","0.91","3.21","22.04","13.27","52.03","15.29","11.44","57.22","9.01","6.61","57.69","0","0","-","0.00","100.00","18.75","13.68","57.81","9.48","12.51","43.11","0","0","-","0.00","100.00","3.38","87.61","0.910","17274"
"2014-01-24 - Canadiens 1, Red Wings 4","Detroit Red Wings","Limited ReportFull Report","42.383333333333","36.43","38.95","48.33","30.8","31.69","49.29","21.62","24.07","47.32","2.96","0","100.00","1.47","1.14","56.28","15.07","14.93","50.23","6.88","4.03","63.07","4.92","3","62.09","0","0","-","0.00","100.00","8.29","10.71","43.62","7.01","9.05","43.66","2.86","0","100.00","40.80","100.00","16.79","18.7","47.31","9.73","10.87","47.25","0","0","-","0.00","100.00","13.70","100.00","1.137","20066"
"2014-01-24 - Capitals 1, Devils 2","New Jersey Devils","Limited ReportFull Report","43.683333333333","29.9","29.07","50.71","26.34","23.93","52.39","20.01","17.02","54.04","0.94","1.01","48.19","1.69","1.63","50.92","16.22","15.72","50.77","13.06","9.91","56.85","10.19","9.78","51.03","0","1.04","0.00","0.00","89.41","3.01","5.87","33.87","2","3.01","39.92","0.95","0","100.00","47.47","100.00","13.1","10.26","56.06","7.82","4.45","63.72","0","0","-","0.00","100.00","4.71","94.04","0.988","15742"
"2014-01-24 - Coyotes 4, Oilers 3","Edmonton Oilers","Limited ReportFull Report","46.166666666667","43.36","52.26","45.35","35.34","36.27","49.35","27.62","25.03","52.46","2.79","3.19","46.63","2.81","1.39","66.90","26.96","16.84","61.56","11.96","4.65","71.99","10.3","4.67","68.81","2.74","1.09","71.53","26.65","76.60","14.68","12.3","54.40","8.29","4.16","66.59","0","1.05","0.00","0.00","74.70","14.25","27.48","34.14","8.87","12","42.50","0","1.12","0.00","0.00","90.70","10.08","87.26","0.973","16839"
"2014-01-24 - Predators 4, Flames 5","Calgary Flames","Limited ReportFull Report","49.316666666667","38.12","45.23","45.73","30.13","36.57","45.17","23.86","24.38","49.46","0.92","4.27","17.80","1.64","2.2","42.68","18.09","23.77","43.21","8.01","12.07","39.89","8.04","9.76","45.18","0.92","4.28","17.66","11.41","56.14","9.92","11.82","45.63","7.49","7.38","50.36","0","0","-","0.00","100.00","17.37","19.36","47.29","7.25","6.31","53.48","0","0","-","0.00","100.00","3.87","82.50","0.864","19289"
"2014-01-25 - Avalanche 2, Lightning 5","Tampa Bay Lightning","Limited ReportFull Report","47.916666666667","48.94","50.63","49.16","32.83","38.33","46.13","22.59","24.43","48.04","4.89","2.02","70.79","1.85","1.73","51.57","21.06","24.17","46.56","9.84","5.03","66.20","6.97","2.92","70.50","3.86","1.02","79.06","55.39","64.95","11.34","18.79","37.64","5.02","9.98","33.46","0","1.02","0.00","0.00","89.75","25.11","26.16","48.97","10.63","10.68","49.89","1.06","0","100.00","9.99","100.00","21.65","91.74","1.134","19204"
"2014-01-25 - Blues 4, Islanders 3","New York Islanders","Limited ReportFull Report","43.983333333333","36.88","41.14","47.27","28.31","34.87","44.80","21.23","24.28","46.65","2.88","1.01","73.98","1.93","2.08","48.12","21.73","22.01","49.68","12.59","13.04","49.13","11.79","8.92","56.93","2.87","1.01","73.99","24.36","88.68","9.15","8.9","50.69","3.99","5.04","44.17","0","0","-","0.00","100.00","11.36","15.99","41.53","4.04","9.36","30.13","0","0","-","0.00","100.00","13.55","95.83","1.094","15888"
"2014-01-25 - Bruins 6, Flyers 1","Philadelphia Flyers","Limited ReportFull Report","50.7","34.97","56.28","38.32","22.75","36.34","38.50","18.43","26.03","41.45","0","3.21","0.00","0.75","1.66","31.04","7.82","19.34","28.79","0.82","4.62","15.11","0.82","4.63","14.96","0","1.07","0.00","0.00","76.89","6.92","14.89","31.72","4.55","8.82","34.00","0","1.04","0.00","0.00","88.21","22.17","25.22","46.78","12.01","11.49","51.09","0","1.11","0.00","0.00","90.34","0.00","87.68","0.877","19938"
"2014-01-25 - Capitals 5, Canadiens 0","Montreal Canadiens","Limited ReportFull Report","39.216666666667","34.55","45.61","43.10","20.96","31.04","40.31","13.78","26.28","34.40","0","4.26","0.00","1.27","2.08","37.91","15.86","24.32","39.48","6.09","12.34","33.06","4.34","9.94","30.37","0","3.22","0.00","0.00","67.60","9.65","12.14","44.30","0.88","5.44","13.93","0","1.04","0.00","0.00","80.89","16.91","19.18","46.85","7.43","11.04","40.22","0","0","-","0.00","100.00","0.00","83.78","0.838","21273"
"2014-01-25 - Ducks 3, Kings 0","Los Angeles Kings","Limited ReportFull Report","43.933333333333","38.84","30.78","55.79","28.18","29.19","49.12","23.1","18.89","55.02","0","2.13","0.00","1.82","1.36","57.24","17.66","14.55","54.83","7.11","10.1","41.33","6.27","6.69","48.36","0","2.14","0.00","0.00","68.03","10.2","4.58","69.04","6.32","2.19","74.22","0","0","-","0.00","100.00","20.73","13.68","60.24","10.28","9.07","53.14","0","0","-","0.00","100.00","0.00","88.71","0.887","54099"
"2014-01-25 - Maple Leafs 4, Jets 5","Winnipeg Jets","Limited ReportFull Report","47.85","51.43","46.77","52.38","41.07","31.42","56.66","27.4","21.89","55.59","1.93","3.03","38.90","2.44","1.48","62.20","24.46","18.57","56.85","10.06","4.97","66.92","6.14","3.91","61.05","0","0","-","0.00","100.00","14.63","13.23","52.51","7.07","4.87","59.23","0.95","1","48.72","13.41","79.49","21.78","22.35","49.35","13.25","12.83","50.82","1.07","1.87","36.36","8.06","85.42","7.04","86.16","0.932","15004"
"2014-01-25 - Penguins 0, Stars 3","Dallas Stars","Limited ReportFull Report","46.783333333333","42.04","34.95","54.61","29.03","22.1","56.78","18.68","15.71","54.31","0.99","0","100.00","1.1","0.65","62.89","19.07","10.36","64.80","4.89","1.95","71.44","2.98","1.93","60.75","0","0","-","0.00","100.00","14.47","8.09","64.12","5.96","3.79","61.11","0.98","0","100.00","16.39","100.00","20.37","22.2","47.85","9.9","9.63","50.71","0","0","-","0.00","100.00","5.28","100.00","1.053","18532"
"2014-01-25 - Sabres 5, Blue Jackets 2","Columbus Blue Jackets","Limited ReportFull Report","49.216666666667","73.43","28.11","72.32","48.57","22.06","68.77","31.99","19.65","61.95","1.84","2.11","46.65","2.62","1.26","67.58","35.34","7.72","82.08","15.62","5.51","73.92","11.22","5.48","67.17","0.91","1.07","45.88","8.09","80.48","19.2","2.31","89.28","7.3","0","100.00","0.96","0","100.00","13.16","-","24.63","17.99","57.79","12.37","14.46","46.11","0","1.05","0.00","0.00","92.71","5.75","89.29","0.950","16272"
"2014-01-25 - Senators 3, Hurricanes 6","Carolina Hurricanes","Limited ReportFull Report","47.25","37.44","46.74","44.48","31.74","35.21","47.41","24.24","19.08","55.95","3.91","2.01","66.08","1.61","1.9","45.95","16.43","18.4","47.17","6.05","7.9","43.36","4.09","2.85","58.92","1.95","2.04","48.87","47.76","28.34","10.58","10.32","50.62","6.14","2.98","67.32","1","0","100.00","16.33","100.00","20.44","23.28","46.75","14.27","12.89","52.53","0.95","0","100.00","6.63","100.00","16.15","89.47","1.056","11458"
"2014-01-25 - Wild 2, Sharks 3","San Jose Sharks","Limited ReportFull Report","53.716666666667","58.04","41.07","58.56","38.11","30.17","55.81","26.77","18.18","59.55","1.87","2.13","46.78","1.8","1.38","56.55","20.68","20.78","49.88","8.36","4.43","65.36","6.56","4.41","59.80","0.92","1.06","46.44","13.99","76.01","12.27","16.51","42.63","6.73","7.42","47.58","1.03","1.04","49.72","15.27","85.98","31.62","18","63.73","12.42","5.21","70.46","0","0","-","0.00","100.00","7.01","88.27","0.953","17562"
"2014-01-26 - Coyotes 4, Canucks 5","Vancouver Canucks","Limited ReportFull Report","43.15","45.62","34.44","56.99","28.87","25.99","52.62","18.97","22.92","45.29","3.86","2.03","65.61","1.82","1.2","60.23","21.36","16.18","56.89","11.53","5.06","69.49","5.86","5","53.97","1.98","2.05","49.18","33.76","59.10","9.83","10.98","47.24","1.97","4.09","32.50","0.95","0","100.00","48.16","100.00","19.88","16.7","54.35","9.15","13.65","40.12","0.95","0","100.00","10.34","100.00","20.37","91.16","1.115","18910"
"2014-01-26 - Jets 3, Blackhawks 1","Chicago Blackhawks","Limited ReportFull Report","49.383333333333","53.12","40.52","56.73","42.43","33.05","56.21","29.47","18.07","62.00","0.94","2.07","31.33","2.34","1.61","59.16","28.54","18.18","61.08","13.6","6.14","68.88","8.83","4.03","68.68","0.94","0","100.00","10.66","100.00","15.01","11.89","55.80","5.98","5.07","54.15","0","2.11","0.00","0.00","58.35","20.74","21.8","48.76","14.67","9.03","61.90","0","0","-","0.00","100.00","3.20","88.55","0.918","21841"
"2014-01-26 - Panthers 5, Red Wings 4","Detroit Red Wings","Limited ReportFull Report","44.433333333333","37.1","29.65","55.58","26.97","28.79","48.37","20.14","26.64","43.06","2.86","3.09","48.07","1.33","1.66","44.60","13.03","12.37","51.30","4.63","6.21","42.71","3.79","6.14","38.13","0.94","3.13","23.13","24.86","49.06","8.3","6.23","57.12","3.85","6.19","38.33","0.96","0","100.00","24.95","100.00","19.38","16.44","54.10","12.48","13.37","48.28","1.06","0","100.00","8.51","100.00","14.18","88.42","1.026","20066"
"2014-01-26 - Predators 1, Oilers 5","Edmonton Oilers","Limited ReportFull Report","49.433333333333","47.75","49.91","48.90","35.56","36.16","49.58","21.97","28","43.97","2.87","1.01","73.96","1.42","1.28","52.54","18.26","11.59","61.18","6.94","2.97","70.01","5.04","2.93","63.20","0.94","0","100.00","18.69","100.00","11.46","8.36","57.81","4.96","6.7","42.54","1.92","1.06","64.53","38.79","84.21","20.63","32.69","38.69","12.24","16.73","42.26","0","0","-","0.00","100.00","13.07","96.39","1.095","16839"
"2014-01-26 - Rangers 7, Devils 3","New Jersey Devils","Limited ReportFull Report","53.316666666667","38.2","35.5","51.83","28.4","30.09","48.56","17.78","23.84","42.72","1.93","6.22","23.71","1.23","1.44","46.00","16.2","18.21","47.07","7.08","7.56","48.36","7.09","6.48","52.28","0.99","3.09","24.25","13.95","52.26","9","10.64","45.82","2.97","6.24","32.22","0.95","1.05","47.40","31.97","83.13","16.79","13","56.36","6.54","8.83","42.56","0","2.04","0.00","0.00","76.87","10.87","73.92","0.848","50105"
"2014-01-27 - Avalanche 4, Stars 3","Dallas Stars","Limited ReportFull Report","48.35","46.51","40.08","53.71","34.07","26.81","55.96","29.69","20.24","59.46","1.87","3.19","37.02","2.08","1.42","59.46","27.08","12.92","67.70","10.7","7.61","58.43","8.04","7.56","51.55","0","2.14","0.00","0.00","71.67","16.05","5.42","74.75","11.18","3.17","77.89","1.03","0","100.00","9.20","100.00","14.14","21.74","39.40","10.59","9.65","52.31","0.89","1.05","45.77","8.40","89.08","6.32","84.25","0.906","11678"
"2014-01-27 - Blue Jackets 2, Hurricanes 3","Carolina Hurricanes","Limited ReportFull Report","55.166666666667","42.67","55.07","43.66","32.15","38.21","45.69","24.27","25.79","48.48","2.82","2.13","56.93","1.88","2.57","42.24","19.56","29.33","40.01","11.38","13.11","46.47","8.78","10.8","44.84","2.79","2.14","56.57","31.77","80.18","8.01","16.43","32.78","2.8","8.43","24.96","0","0","-","0.00","100.00","20.1","23.43","46.17","11.49","6.91","62.44","0","0","-","0.00","100.00","11.61","91.73","1.033","13641"
"2014-01-27 - Bruins 6, Islanders 3","New York Islanders","Limited ReportFull Report","45.75","45.81","59.66","43.43","27.2","42.03","39.29","21.7","38.55","36.02","2.77","5.29","34.36","2","3.49","36.43","25.92","40.26","39.16","14.03","22","38.93","11.23","20.76","35.10","2.75","3.2","46.26","24.53","84.59","11.57","18.55","38.42","2.83","9.5","22.94","0","1.05","0.00","0.00","88.92","15.61","16.08","49.25","6.55","8.61","43.19","0","1.12","0.00","0.00","87.03","12.77","86.27","0.990","13819"
"2014-01-27 - Kings 1, Sharks 0","San Jose Sharks","Limited ReportFull Report","40.333333333333","39.73","41.79","48.74","21.32","21.94","49.29","16.72","13.56","55.22","0","1.06","0.00","1.2","0.91","57.06","18.52","11.65","61.40","8.21","2.13","79.39","4.61","1.05","81.40","0","1.06","0.00","0.00","-0.43","10.2","9.48","51.84","2.83","3.09","47.82","0","0","-","0.00","100.00","13.71","19.71","41.03","8.26","8.29","49.93","0","0","-","0.00","100.00","0.00","92.21","0.922","17562"
"2014-01-27 - Oilers 4, Canucks 2","Vancouver Canucks","Limited ReportFull Report","47.483333333333","43.69","44.67","49.45","29.83","26.4","53.05","22.49","18.83","54.43","1.85","3.17","36.83","1.84","1.74","51.48","17.4","21.42","44.82","8.93","9.69","47.96","8.98","8.55","51.24","0","3.18","0.00","0.00","62.86","8.35","11.88","41.29","3.8","3.13","54.84","0","0","-","0.00","100.00","20.63","19.02","52.03","6.64","6.26","51.48","1.78","0","100.00","26.78","100.00","8.22","83.17","0.914","18910"
"2014-01-27 - Sabres 0, Penguins 3","Pittsburgh Penguins","Limited ReportFull Report","50.233333333333","42.51","30.16","58.50","37.21","24.58","60.22","28.31","19.59","59.10","1.93","0","100.00","1.73","1.67","50.94","20.43","16.05","56.00","7.54","10.28","42.31","5.74","8.13","41.38","1.93","0","100.00","33.65","100.00","13.05","5.77","69.35","11.9","2.92","80.28","0","0","-","0.00","100.00","19.62","10.66","64.80","10.74","7.73","58.15","0","0","-","0.00","100.00","6.82","100.00","1.068","18563"
"2014-01-28 - Blackhawks 4, Flames 5","Calgary Flames","Limited ReportFull Report","54.15","35.93","65.24","35.52","27.77","42.24","39.67","21.89","29.15","42.88","2.83","3.04","48.24","1.52","2.21","40.67","15.6","23.69","39.70","9.6","9.21","51.02","8.7","7.06","55.19","1.88","2.02","48.24","21.64","71.40","5.97","14.37","29.35","1.99","6.17","24.42","0","0","-","0.00","100.00","18.99","38.7","32.92","11.12","14.7","43.07","0.95","0.93","50.39","8.51","93.66","12.93","89.58","1.025","19289"
"2014-01-28 - Capitals 5, Sabres 4","Buffalo Sabres","Limited ReportFull Report","52.95","43.17","50.1","46.28","32.2","39.26","45.06","22.99","31.81","41.95","2.8","2.13","56.75","1.84","2.16","46.06","16.3","26.78","37.84","8.02","11.87","40.32","8.06","9.66","45.48","2.77","2.14","56.37","34.30","77.85","8.12","15.07","35.01","3.69","7.33","33.47","0","0","-","0.00","100.00","22.2","22.39","49.79","11.11","14.99","42.56","0","0","-","0.00","100.00","12.18","93.29","1.055","18923"
"2014-01-28 - Devils 0, Blues 3","St Louis Blues","Limited ReportFull Report","45.016666666667","39.86","37.9","51.26","26.95","25.06","51.81","19.7","16.37","54.62","0.94","0","100.00","1.93","1.25","60.73","23.09","19.9","53.71","10","8.02","55.49","7.09","4.96","58.87","0","0","-","0.00","100.00","13.24","11.67","53.15","3.96","2.98","57.08","0.95","0","100.00","23.92","100.00","13.89","17.61","44.08","7.59","8.31","47.75","0","0","-","0.00","100.00","4.79","100.00","1.048","16099"
"2014-01-28 - Hurricanes 0, Canadiens 3","Montreal Canadiens","Limited ReportFull Report","49.983333333333","40.06","51.89","43.57","29.82","33.6","47.02","24.43","26.26","48.20","2.92","0","100.00","2.36","1.41","62.60","23.77","21.98","51.96","13.09","5.83","69.16","10.24","2.85","78.21","2.9","0","100.00","28.27","100.00","10.76","15.7","40.67","5.08","6.76","42.90","0","0","-","0.00","100.00","15.35","27.9","35.49","9.02","16.12","35.87","0","0","-","0.00","100.00","11.94","100.00","1.119","21273"
"2014-01-28 - Kings 0, Coyotes 3","Phoenix Coyotes","Limited ReportFull Report","51.8","53.12","49.99","51.52","36.84","43.25","46.00","24.69","28.01","46.86","1.93","0","100.00","2.17","1.98","52.25","24.74","18.62","57.05","8.74","8.9","49.57","6.96","6.85","50.42","0.96","0","100.00","13.85","100.00","16.19","9.62","62.73","7.93","4.97","61.47","0","0","-","0.00","100.00","23.34","29.21","44.41","7.54","14.15","34.75","0.95","0","100.00","12.55","100.00","7.81","100.00","1.078","13681"
"2014-01-28 - Lightning 2, Maple Leafs 3","Toronto Maple Leafs","Limited ReportFull Report","46.316666666667","46.69","52.91","46.88","33.62","43.27","43.72","20.6","29.99","40.72","2.88","2.03","58.67","1.4","2.09","40.14","20.23","24.6","45.12","2.93","6.2","32.07","1.95","5.08","27.78","0.99","1.01","49.49","50.64","80.12","17.55","18.16","49.14","6.8","9.13","42.69","1.9","1.02","64.95","27.88","88.79","22.13","25.73","46.23","9.95","14.66","40.43","0","0","-","0.00","100.00","13.96","93.24","1.072","19475"
"2014-01-28 - Panthers 2, Bruins 6","Boston Bruins","Limited ReportFull Report","49.766666666667","56.64","41.62","57.64","46.33","35.31","56.75","35.45","26.09","57.60","4.9","1","82.99","2.91","1.76","62.25","28.34","17.01","62.49","9.74","4.9","66.51","9.86","2.89","77.32","2.9","0","100.00","29.35","100.00","18.96","11.68","61.89","10.22","7.51","57.64","1.98","1","66.49","19.36","86.72","24.25","23.53","50.75","13.21","14.37","47.90","0","0","-","0.00","100.00","13.82","96.15","1.100","17565"
"2014-01-28 - Predators 4, Jets 3","Winnipeg Jets","Limited ReportFull Report","48.716666666667","41.79","40.17","50.99","29.2","33.4","46.64","22.07","20.37","52.00","2.8","3.19","46.74","1.78","1.8","49.70","19.95","17.4","53.41","7.15","8.78","44.89","6.25","6.5","49.00","1.85","3.2","36.60","29.57","50.80","12.6","8.78","58.93","6.54","6.39","50.60","0.96","0","100.00","14.69","100.00","19.23","19.36","49.84","9.25","7.53","55.11","0","0","-","0.00","100.00","12.68","84.35","0.970","15004"
"2014-01-28 - Red Wings 0, Flyers 5","Philadelphia Flyers","Limited ReportFull Report","46.333333333333","40.48","47.77","45.87","31.66","35.86","46.89","23.19","26.3","46.86","3.97","0","100.00","1.98","1.91","50.85","19.52","20.85","48.34","10.04","10.07","49.93","8.14","6.94","53.96","1.94","0","100.00","23.86","100.00","9.58","10.69","47.27","4.18","2.91","58.98","1.94","0","100.00","46.52","100.00","17.99","20.71","46.48","9.72","13.93","41.09","0","0","-","0.00","100.00","17.10","100.00","1.171","19987"
"2014-01-28 - Senators 3, Blue Jackets 2","Columbus Blue Jackets","Limited ReportFull Report","42.133333333333","36.74","46.55","44.11","27.19","26.94","50.23","20.13","21.5","48.36","0","1.08","0.00","1.27","1.11","53.36","18","15.27","54.10","5.35","2.23","70.54","2.72","2.23","54.98","0","1.08","0.00","0.00","51.41","12.41","13.12","48.61","8.35","5.34","60.98","0","0","-","0.00","100.00","13.5","21.45","38.64","9.11","13.88","39.63","0","0","-","0.00","100.00","0.00","94.99","0.950","13373"
"2014-01-28 - Wild 4, Ducks 2","Anaheim Ducks","Limited ReportFull Report","41.066666666667","36.94","34.43","51.76","30.93","30.75","50.15","22.95","22.84","50.11","0.92","3.18","22.50","2.02","1.59","56.04","22.53","17.72","55.98","10.72","7.78","57.95","8.12","6.64","55.02","0","1.07","0.00","0.00","83.87","11.51","10.17","53.10","5.54","5.41","50.62","0","0","-","0.00","100.00","13.71","16.5","45.40","8.3","10.84","43.37","0.89","2.16","29.12","10.71","80.03","4.03","86.07","0.901","15020"
"2014-01-29 - Blackhawks 5, Canucks 2","Vancouver Canucks","Limited ReportFull Report","49.65","55.45","66.86","45.34","30.26","54.92","35.53","21.74","36.5","37.33","1.93","3.14","38.06","1.73","2.91","37.25","33.96","45.64","42.66","10.55","11.43","47.99","8.63","5.98","59.08","1.93","2.07","48.28","22.38","65.39","23.23","34.51","40.23","6.41","22.45","22.22","0","1.04","0.00","0.00","95.37","14.25","17.49","44.90","5.55","7.01","44.18","0","0","-","0.00","100.00","8.89","91.39","1.003","18910"
"2014-01-29 - Rangers 2, Islanders 1","New York Islanders","Limited ReportFull Report","48.516666666667","43.78","50.28","46.54","31.47","40.85","43.52","22.1","29.05","43.21","0.94","2.07","31.33","2.09","3.25","39.17","28.09","40.35","41.04","6.54","22.62","22.44","5.68","19.15","22.87","0","2.07","0.00","0.00","89.20","21.54","17.92","54.58","10.56","7.29","59.16","0.95","0","100.00","8.98","100.00","13.5","8.27","62.00","4.84","2.95","62.14","0","0","-","0.00","100.00","4.27","92.88","0.972","50027"
"2014-01-29 - Sharks 0, Oilers 3","Edmonton Oilers","Limited ReportFull Report","48.966666666667","27.19","79.47","25.49","21.73","64.05","25.34","21.74","48.55","30.92","1.93","0","100.00","1.45","3.23","30.97","14.13","40","26.10","4.02","13.06","23.53","4.07","6.91","37.07","0","0","-","0.00","100.00","10.24","26.56","27.82","9.97","18.13","35.48","0.94","0","100.00","9.45","100.00","9.48","36.63","20.57","7.44","23.3","24.19","0.95","0","100.00","12.72","100.00","8.89","100.00","1.089","16839"
"2014-01-30 - Canadiens 4, Bruins 1","Boston Bruins","Limited ReportFull Report","48.116666666667","46.09","55.26","45.48","33.67","41.26","44.93","25","31.06","44.60","0.95","3.18","23.02","1.68","2.82","37.27","21.97","30.36","41.99","8.69","13.73","38.77","6.19","12.64","32.87","0.93","2.15","30.15","15.02","82.96","13","16.92","43.46","6.44","6.46","49.94","0","0","-","0.00","100.00","21.75","22.47","49.19","11.3","12.14","48.22","0","1.05","0.00","0.00","91.32","3.80","89.76","0.936","17565"
"2014-01-30 - Capitals 2, Blue Jackets 5","Columbus Blue Jackets","Limited ReportFull Report","34.55","24.65","25.49","49.16","21.17","14.99","58.54","14.93","13.09","53.28","2.97","1","74.73","0.93","0.86","51.95","9.15","8.69","51.29","4.08","2.92","58.25","4.13","2.88","58.96","2.93","1.02","74.15","70.95","64.46","5.1","5.68","47.35","3","3.97","43.05","0","0","-","0.00","100.00","13.29","9.04","59.54","8.02","5.25","60.43","0","0","-","0.00","100.00","19.89","92.33","1.122","16047"
"2014-01-30 - Devils 3, Stars 2","Dallas Stars","Limited ReportFull Report","48.366666666667","27.17","37.16","42.24","17.28","28.11","38.08","10.01","17.09","36.94","0.95","1.06","47.38","1.21","1.7","41.50","14.41","20.66","41.09","7.98","9.9","44.65","5.3","6.5","44.91","0.93","0","100.00","17.53","100.00","6.26","10.93","36.40","3.76","8.44","30.79","0","1.05","0.00","0.00","87.54","9.17","12.11","43.10","0.9","2.2","28.98","0","0","-","0.00","100.00","9.50","93.82","1.033","14237"
"2014-01-30 - Flyers 3, Ducks 5","Anaheim Ducks","Limited ReportFull Report","47.783333333333","51.14","43.93","53.79","42.36","31.79","57.13","25.9","21.91","54.17","2.88","2.02","58.76","2.18","1.71","55.99","24.07","22.81","51.34","10.92","8.07","57.50","6.04","5.92","50.50","1.93","2.06","48.41","31.98","65.24","13.28","14.46","47.87","5.07","6.87","42.45","0","0","-","0.00","100.00","22.15","18.87","54.00","13.8","8.23","62.64","0.95","0","100.00","6.86","100.00","11.10","90.79","1.019","16007"
"2014-01-30 - Lightning 3, Senators 5","Ottawa Senators","Limited ReportFull Report","48.216666666667","47.3","40.87","53.65","32.72","30.64","51.64","23.24","24.3","48.89","4.9","1.01","82.86","2","1.12","64.04","22.46","16.26","58.01","8.09","2.94","73.33","7.17","1.93","78.84","2.93","0","100.00","40.86","100.00","14.57","12.85","53.12","6.07","4.82","55.75","0.94","1.02","47.93","15.51","78.78","20.76","22.56","47.93","9.98","15.93","38.52","0.95","0","100.00","9.48","100.00","21.09","95.83","1.169","19757"
"2014-01-30 - Panthers 3, Maple Leafs 6","Toronto Maple Leafs","Limited ReportFull Report","45.533333333333","41.15","49.42","45.43","33.71","40.6","45.37","24.8","28.68","46.37","3.85","3.14","55.10","2.23","2.73","44.96","24.61","28.34","46.48","6.89","9.98","40.86","4.96","4.94","50.08","0.96","1.06","47.67","19.46","78.57","17.87","18.31","49.40","11.87","11","51.90","0.94","1.04","47.54","7.94","90.55","12.71","20.68","38.06","6.55","12.96","33.56","1.77","0.94","65.37","27.08","92.75","15.52","89.06","1.046","19448"
"2014-01-30 - Penguins 4, Kings 1","Los Angeles Kings","Limited ReportFull Report","49.983333333333","41.69","34.35","54.83","32.4","28.25","53.42","23.15","20.22","53.37","0","2.11","0.00","1.56","1.88","45.29","16.24","22.52","41.91","8.39","10.33","44.81","5.83","6.87","45.90","0","2.13","0.00","0.00","69.01","7.58","12.46","37.81","4.52","7.57","37.38","0","0","-","0.00","100.00","21.64","9.3","69.94","10.78","4.69","69.67","0","0","-","0.00","100.00","0.00","89.59","0.896","18118"
"2014-01-30 - Sabres 3, Coyotes 2","Phoenix Coyotes","Limited ReportFull Report","49.833333333333","49.74","42.68","53.82","36.41","31.1","53.93","28.25","22.43","55.74","0.94","1.06","47.18","2.03","2.04","49.83","22.16","16.79","56.89","7.32","8.55","46.13","6.5","4.21","60.69","0.94","1.06","47.08","14.48","74.87","14.69","8.27","63.99","8.57","5.09","62.73","0","0","-","0.00","100.00","23.14","21.9","51.37","11.31","11.14","50.38","0","0","-","0.00","100.00","3.34","95.29","0.986","13000"
