"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO","Attendance"
"2013-10-03 - Lightning 1, Bruins 3","Boston Bruins","Limited ReportFull Report","48.15","48.87","36.83","57.03","32.07","28.3","53.12","20.76","22.62","47.85","0.94","1.01","48.26","1.78","1.71","51.00","15.01","18.99","44.15","5.95","8.06","42.48","3.04","6.97","30.40","0","1.01","0.00","0.00","85.50","9.19","10.77","46.06","2.99","5.06","37.16","0.95","0","100.00","31.66","100.00","28.53","16.54","63.31","15.19","10.53","59.06","0","0","-","0.00","100.00","4.55","95.53","1.001","17565"
"2013-10-03 - Panthers 4, Stars 2","Dallas Stars","Limited ReportFull Report","45.516666666667","48.87","42.35","53.57","31.54","35.16","47.29","24.04","28.79","45.50","0.92","3.12","22.82","1.62","2.48","39.47","25.47","19.89","56.15","2.75","13.69","16.74","1.83","13.57","11.90","0.92","2.07","30.74","50.09","84.75","22.92","6.32","78.40","13.56","5.16","72.43","0","0","-","0.00","100.00","16.34","16.38","49.94","8.7","8.2","51.49","0","1.05","0.00","0.00","87.15","3.84","89.15","0.930","16100"
"2013-10-03 - Predators 2, Blues 4","St Louis Blues","Limited ReportFull Report","45.65","38.81","41.22","48.50","31.79","31.8","50.00","23.29","23.35","49.93","1.97","2.02","49.45","1.35","1.71","44.21","19.62","22.33","46.77","5.04","8.89","36.20","3.06","7.79","28.20","1.95","1.02","65.65","63.87","86.88","15","13.16","53.28","8.18","5.87","58.19","0","1.02","0.00","0.00","82.59","17.39","17.13","50.37","12.2","8.79","58.13","0","0","-","0.00","100.00","8.48","91.36","0.998","18851"
"2013-10-03 - Rangers 1, Coyotes 4","Phoenix Coyotes","Limited ReportFull Report","46.2","39.91","33.91","54.06","25.6","21","54.94","18.28","12.42","59.55","1.89","0","100.00","1.38","0.96","59.12","16.07","16.83","48.84","5.73","5.01","53.35","3.78","2.97","55.99","1.88","0","100.00","49.76","100.00","10.53","11.59","47.61","6.07","5.93","50.62","0","0","-","0.00","100.00","18.13","14.83","55.00","7.27","3.64","66.64","0","0","-","0.00","100.00","10.32","100.00","1.103","17125"
"2013-10-04 - Flames 4, Blue Jackets 3","Columbus Blue Jackets","Limited ReportFull Report","46.866666666667","51.49","39.89","56.35","33.7","31.57","51.64","28.13","23.1","54.91","1.87","4.25","30.63","2.23","1.86","54.57","23.04","18.05","56.07","10.88","6.5","62.61","10.96","5.39","67.04","1.85","3.2","36.60","16.85","40.63","12.02","11.55","51.00","3.73","9.34","28.54","0","1.05","0.00","0.00","88.74","19.06","19.88","48.95","12.33","8.42","59.42","0","0","-","0.00","100.00","6.67","81.62","0.883","18151"
"2013-10-04 - Islanders 4, Devils 3","New Jersey Devils","Limited ReportFull Report","52","44.17","32.59","57.54","34.28","25.47","57.38","26.62","22.43","54.27","2.81","3.08","47.72","1.98","1.45","57.81","20.98","14.58","59.00","14.1","6.33","69.03","12.43","6.26","66.50","2.8","2.07","57.52","22.54","66.96","6.73","8.27","44.88","4.84","7.17","40.31","0","1.06","0.00","0.00","85.24","18.91","14.06","57.36","9.24","8.1","53.27","0","0","-","0.00","100.00","10.56","86.27","0.968","16624"
"2013-10-04 - Kings 3, Jets 5","Winnipeg Jets","Limited ReportFull Report","41.95","40.2","46.3","46.48","31.18","34.87","47.20","22.36","26.18","46.06","2.85","1.06","72.98","1.88","1.84","50.52","19.63","22.65","46.43","11.8","9.37","55.73","11.94","7.22","62.33","1.91","1.06","64.29","15.96","85.34","7.75","13.22","36.96","1.9","8.23","18.76","0.96","0","100.00","50.57","100.00","16.3","18.12","47.35","8.41","8.74","49.04","0","0","-","0.00","100.00","12.76","95.96","1.087","15004"
"2013-10-04 - Predators 1, Avalanche 3","Colorado Avalanche","Limited ReportFull Report","42.9","48.08","32.73","59.49","39.53","24.99","61.26","31.33","17.97","63.56","1.93","1.01","65.57","1.9","1.19","61.39","22.74","16.34","58.19","11.84","4.12","74.18","8.95","4.07","68.73","1.93","1.04","65.09","21.57","74.58","11.01","12.07","47.71","7.88","8.15","49.14","0","0","-","0.00","100.00","19.6","11.75","62.52","12.52","3.87","76.37","0","0","-","0.00","100.00","6.17","94.35","1.005","14494"
"2013-10-04 - Red Wings 3, Hurricanes 2","Carolina Hurricanes","Limited ReportFull Report","47.15","45.68","51.29","47.11","32.99","37.14","47.04","20.58","25.34","44.82","0.94","1.01","48.19","2.24","2.32","49.15","25.08","24.12","50.97","12.87","8.08","61.41","10.04","6.01","62.56","0.94","0","100.00","9.38","100.00","12.33","15.8","43.82","3.02","6.01","33.43","0","1.02","0.00","0.00","82.99","14.64","25.87","36.15","6.28","12.27","33.84","0","0","-","0.00","100.00","4.59","96.00","1.006","18680"
"2013-10-04 - Senators 1, Sabres 0","Buffalo Sabres","Limited ReportFull Report","46.716666666667","39.75","65","37.95","34.85","49.6","41.26","28.19","33.99","45.33","0","1.06","0.00","1.97","2.41","45.07","17.13","26.21","39.52","10.28","7.46","57.96","9.46","5.27","64.22","0","1.06","0.00","0.00","79.91","6.76","18.62","26.63","5.83","13.37","30.35","0","0","-","0.00","100.00","19.52","32.85","37.27","12.82","15.29","45.60","0","0","-","0.00","100.00","0.00","96.89","0.969","19070"
"2013-10-05 - Blue Jackets 3, Islanders 2","New York Islanders","Limited ReportFull Report","54.15","42.04","48.11","46.64","30.95","29.6","51.11","23.09","21.62","51.64","0.99","1.01","49.43","2.13","2.07","50.79","23.44","25.49","47.90","11.62","9.23","55.73","8.92","8.15","52.27","0.99","1.01","49.49","11.09","87.60","11.86","16.11","42.42","2.91","5.03","36.66","0","0","-","0.00","100.00","15.04","18.46","44.89","11.27","6.62","62.98","0","0","-","0.00","100.00","4.28","95.32","0.996","16170"
"2013-10-05 - Capitals 1, Stars 2","Dallas Stars","Limited ReportFull Report","51.683333333333","44.8","39.8","52.96","36.68","28.23","56.51","19.75","20.12","49.53","1.87","0","100.00","2.47","1.5","62.18","23.36","18.5","55.80","8.55","6.39","57.22","5.68","4.22","57.40","1.86","0","100.00","32.74","100.00","14.92","12.01","55.41","6.86","5.07","57.52","0","0","-","0.00","100.00","16.07","19.67","44.95","7.08","10.79","39.64","0","0","-","0.00","100.00","9.45","100.00","1.095","17200"
"2013-10-05 - Coyotes 1, Sharks 4","San Jose Sharks","Limited ReportFull Report","49.933333333333","63.16","32.58","65.97","49.99","22.26","69.19","37.85","17.65","68.20","0.94","1","48.44","2.94","0.83","78.05","33.57","8.63","79.55","12.22","2.01","85.90","10.29","0.99","91.22","0.94","0","100.00","9.15","100.00","21.83","6.36","77.44","12.62","4.77","72.59","0","0","-","0.00","100.00","23.66","20.54","53.53","12.57","11.35","52.57","0","0.94","0.00","0.00","91.72","2.49","94.31","0.968","17562"
"2013-10-05 - Ducks 4, Wild 3","Minnesota Wild","Limited ReportFull Report","49","45.1","28.3","61.44","32.22","23.81","57.50","22.57","18.25","55.29","0.92","2.13","30.22","2.62","1.05","71.35","26.64","13.09","67.05","13.27","7.77","63.07","8.93","6.62","57.42","0.92","1.08","45.90","10.28","83.66","12.97","5.42","70.51","8.2","4.2","66.13","0","1.05","0.00","0.00","74.95","15.46","10.7","59.09","5.43","4.23","56.21","0","0","-","0.00","100.00","4.09","88.31","0.924","18213"
"2013-10-05 - Flyers 1, Canadiens 4","Montreal Canadiens","Limited ReportFull Report","34.4","47.66","23.74","66.75","32.41","15.47","67.69","19.79","7.75","71.85","1.93","0","100.00","1.8","0.6","74.99","16.27","8.06","66.87","8.97","3.07","74.49","4.99","2.05","70.94","0.94","0","100.00","18.86","100.00","7.3","4.89","59.85","3.02","1.03","74.59","0.94","0","100.00","31.19","100.00","22.62","11.1","67.08","11.97","4.48","72.77","0","0","-","0.00","100.00","9.76","100.00","1.098","21273"
"2013-10-05 - Lightning 3, Blackhawks 2","Chicago Blackhawks","Limited ReportFull Report","49.35","49.05","32.88","59.87","39.52","16.46","70.60","29.41","11.5","71.89","0.94","1.01","48.19","2.78","0.92","75.09","27.78","11.06","71.53","12.67","4.18","75.18","9.76","1.05","90.25","0.94","0","100.00","9.65","100.00","15.21","6.74","69.28","8.01","3.93","67.12","0","1.02","0.00","0.00","73.94","16.31","18.16","47.32","10.48","6.39","62.14","0","0","-","0.00","100.00","3.21","91.18","0.944","21563"
"2013-10-05 - Oilers 2, Canucks 6","Vancouver Canucks","Limited ReportFull Report","37","38.45","25.91","59.74","25.49","17.99","58.63","21.38","10.28","67.52","1.93","0","100.00","1.45","0.89","62.05","23.19","10.78","68.27","8.77","2.13","80.46","6.99","1.05","86.90","0.99","0","100.00","14.15","100.00","14.68","8.37","63.68","7.03","2.85","71.14","0.95","0","100.00","13.48","100.00","12.52","15.38","44.87","6.21","6.12","50.36","0","0","-","0.00","100.00","9.04","100.00","1.090","18910"
"2013-10-05 - Panthers 0, Blues 7","St Louis Blues","Limited ReportFull Report","41","39.55","30.18","56.72","34.68","22.99","60.14","24.06","15.28","61.16","4.96","0","100.00","1.62","1.58","50.67","22.62","16.96","57.15","5.04","6.2","44.81","4.09","6.14","40.01","1.95","0","100.00","47.76","100.00","18.03","10.56","63.07","8.18","1.88","81.32","2","0","100.00","24.51","100.00","16.07","12.81","55.64","11.89","7.07","62.71","1.06","0","100.00","8.92","100.00","20.62","100.00","1.206","16264"
"2013-10-05 - Red Wings 1, Bruins 4","Boston Bruins","Limited ReportFull Report","49.95","47.6","39.39","54.72","39.44","29.5","57.21","30","21.89","57.82","1.93","1.01","65.64","1.78","1.18","60.22","22.28","15.65","58.75","8.03","3.98","66.86","6.09","3.93","60.75","0.99","1.01","49.49","16.26","74.31","14.49","11.36","56.07","8.08","7.87","50.66","0","0","-","0.00","100.00","21.32","21.4","49.90","13.85","8.12","63.03","0.95","0","100.00","6.83","100.00","6.44","95.38","1.018","17565"
"2013-10-05 - Sabres 1, Penguins 4","Pittsburgh Penguins","Limited ReportFull Report","51.95","58.94","29.25","66.83","43.21","16.83","71.96","29.49","15","66.28","1.93","1","65.80","2.94","0.72","80.24","31.76","13.48","70.20","17.05","3.95","81.20","13.18","3.89","77.20","1.93","1.02","65.39","14.65","73.73","14.79","9.26","61.48","6.2","4.79","56.37","0","0","-","0.00","100.00","22.57","12.71","63.98","9.79","5.38","64.52","0","0","-","0.00","100.00","6.55","93.31","0.999","18641"
"2013-10-05 - Senators 4, Maple Leafs 5","Toronto Maple Leafs","Limited ReportFull Report","48.966666666667","46.2","60.55","43.28","34.07","46.05","42.53","26.48","32.38","44.98","1.87","4.2","30.77","1.85","1.63","53.06","20.52","21","49.42","7.37","3.2","69.76","7.43","2.11","77.91","1.86","0","100.00","25.01","100.00","13.11","17.7","42.56","8.59","10.42","45.19","0","4.2","0.00","0.00","59.66","24.67","37.61","39.61","10.35","19.76","34.36","0","0","-","0.00","100.00","7.05","87.03","0.941","19552"
"2013-10-06 - Canucks 5, Flames 4","Calgary Flames","Limited ReportFull Report","50.2","46.55","52.75","46.88","33.95","38.01","47.18","26.11","25.45","50.64","2.86","4.14","40.83","2.02","2.53","44.38","25.72","30.16","46.03","11.39","14.72","43.61","8.54","12.41","40.77","0.94","3.15","23.00","11.02","74.59","14.26","15.52","47.90","7.68","4.13","65.02","1.9","1.06","64.26","24.78","74.39","18.47","16.15","53.36","9.78","6.11","61.55","0","0","-","0.00","100.00","10.94","83.74","0.947","19289"
"2013-10-06 - Ducks 3, Jets 2","Winnipeg Jets","Limited ReportFull Report","47.416666666667","34.07","47.96","41.53","21.76","38.15","36.33","14.89","28.03","34.70","0.94","2.02","31.81","1.14","2.62","30.28","16.39","27.83","37.06","6.61","12.53","34.52","3.85","11.34","25.33","0","2.02","0.00","0.00","82.19","9.83","15.23","39.23","4.91","11.21","30.45","0.95","0","100.00","19.31","100.00","14.38","16.61","46.40","6.1","5.72","51.60","0","0","-","0.00","100.00","6.33","92.78","0.991","15004"
"2013-10-06 - Flyers 1, Hurricanes 2","Carolina Hurricanes","Limited ReportFull Report","47.133333333333","49.56","35.2","58.47","38.26","26.66","58.93","29.26","16.78","63.54","1.89","1.01","65.11","1.6","1.15","58.30","15.7","13.15","54.42","7.85","4.07","65.84","4.98","2.05","70.89","0","0","-","0.00","100.00","7.9","8.96","46.85","2.94","7.07","29.36","0.95","1.06","47.26","32.25","85.04","30.71","19.23","61.49","20.72","6.64","75.72","0.95","0","100.00","4.57","100.00","6.45","93.97","1.004","16088"
"2013-10-07 - Devils 4, Oilers 5","Edmonton Oilers","Limited ReportFull Report","48.266666666667","31.82","40.99","43.70","21.65","30.18","41.78","13.56","19.87","40.57","2.82","2.11","57.24","1.43","1.67","46.18","19.57","21.39","47.78","5.41","3.47","60.90","3.69","1.18","75.70","0.94","0","100.00","25.51","100.00","14","18.11","43.60","5.44","9.71","35.91","1.03","2.02","33.68","18.90","79.15","8.96","18.23","32.95","3.63","8.88","29.00","0.89","0","100.00","24.50","100.00","20.78","89.40","1.102","16839"
"2013-10-07 - Rangers 3, Kings 1","Los Angeles Kings","Limited ReportFull Report","47.35","40.14","49.5","44.78","30.26","38.07","44.29","18.35","23.68","43.66","0","2.13","0.00","1.35","2.34","36.57","11.81","23.04","33.89","5.37","10.03","34.89","2.7","7.73","25.88","0","1.08","0.00","0.00","86.01","6.34","13.19","32.47","3.76","7.4","33.68","0","1.05","0.00","0.00","85.78","22.04","20.59","51.69","11.78","7.5","61.11","0","0","-","0.00","100.00","0.00","90.99","0.910","18118"
"2013-10-08 - Avalanche 2, Maple Leafs 1","Toronto Maple Leafs","Limited ReportFull Report","49.35","50.32","48.61","50.86","36.25","39.28","47.99","22.1","29.82","42.56","0.94","2.07","31.33","1.73","1.92","47.39","20.59","23.02","47.22","5.56","6.44","46.31","4.73","5.33","47.02","0.94","1.06","47.08","19.90","80.14","15.03","16.49","47.69","7.64","11.32","40.29","0","0","-","0.00","100.00","27.8","21.66","56.21","9.77","12.16","44.56","0","0.94","0.00","0.00","92.28","4.27","93.07","0.973","19388"
"2013-10-08 - Coyotes 1, Islanders 6","New York Islanders","Limited ReportFull Report","47.05","42.71","48.78","46.68","32.21","44.38","42.05","23.52","30.55","43.50","3.92","1","79.61","2.35","2.19","51.82","22.8","30.67","42.64","12.11","10.79","52.89","9.18","5.83","61.14","2.9","1.02","73.92","31.56","82.48","10.76","19.41","35.67","7.3","14.48","33.51","0.98","0","100.00","13.38","100.00","12.25","15.91","43.51","4.55","8.53","34.82","0","0","-","0.00","100.00","16.67","96.71","1.134","10288"
"2013-10-08 - Devils 2, Canucks 3","Vancouver Canucks","Limited ReportFull Report","54","44.18","33.55","56.84","32.94","31.43","51.17","25.54","23","52.61","1.87","2.13","46.78","1.44","1.57","47.82","16.96","17.99","48.52","5.56","10.81","33.96","4.67","7.56","38.20","0","2.14","0.00","0.00","71.67","11.42","7.24","61.20","6.71","7.2","48.25","0.96","0","100.00","14.31","100.00","26.15","15.7","62.49","13.09","8.37","61.00","0.88","0","100.00","6.75","100.00","7.34","90.73","0.981","18910"
"2013-10-08 - Hurricanes 2, Penguins 5","Pittsburgh Penguins","Limited ReportFull Report","48.016666666667","48.56","41.93","53.67","39.84","32.79","54.85","32.72","24.23","57.46","1.93","2.03","48.82","1.97","1.49","56.99","19.83","11.81","62.67","7.85","7.97","49.64","6.94","5.9","54.05","0.99","2.05","32.61","14.27","65.31","12.11","3.86","75.83","8.9","1","89.87","0.95","0","100.00","10.66","100.00","28.32","25.43","52.69","17.14","15.96","51.79","0","0","-","0.00","100.00","5.90","91.64","0.975","18451"
"2013-10-08 - Lightning 3, Sabres 2","Buffalo Sabres","Limited ReportFull Report","49.416666666667","32.31","46.53","40.98","24.4","35.52","40.72","15.68","27.44","36.36","0","1.01","0.00","1.26","2","38.67","16.28","19.71","45.24","5.67","13.72","29.24","2.84","10.48","21.31","0","0","-","0.00","100.00","10.68","6.09","63.68","4.88","1.03","82.60","0","0","-","0.00","100.00","14.73","24.98","37.10","7.98","15.86","33.47","0","0.94","0.00","0.00","94.08","0.00","96.31","0.963","18243"
"2013-10-08 - Panthers 1, Flyers 2","Philadelphia Flyers","Limited ReportFull Report","38.7","39.37","46.16","46.03","28.38","35.44","44.47","18.88","26.92","41.23","1.93","1.01","65.57","1.43","1.7","45.62","13.12","21.74","37.64","3.97","8.09","32.91","0.95","7.01","11.88","0.94","1.04","47.62","99.52","85.23","9.3","13.37","41.03","5.02","7.96","38.66","0.94","0","100.00","18.77","100.00","21.68","22.28","49.32","12.29","11.79","51.03","0","0","-","0.00","100.00","10.23","96.23","1.065","19589"
"2013-10-08 - Rangers 2, Sharks 9","San Jose Sharks","Limited ReportFull Report","52.633333333333","87.49","41.55","67.80","65.2","30.37","68.22","44.1","14.85","74.81","5.91","1","85.47","4.54","1.6","73.89","36.98","16.16","69.59","21.27","11.74","64.43","14.4","4.84","74.86","4.89","1.02","82.70","33.94","78.86","15.66","4.48","77.76","9.08","1.88","82.86","0","0","-","0.00","100.00","40.94","15.85","72.09","19.49","6.9","73.85","0.95","0","100.00","4.85","100.00","13.39","93.24","1.066","17562"
"2013-10-08 - Wild 2, Predators 3","Nashville Predators","Limited ReportFull Report","44.466666666667","26.48","42.32","38.49","22.95","33.49","40.66","15.67","24.75","38.76","0","0","-","0.92","1.39","39.84","9.17","12.84","41.66","3.02","5.05","37.43","3.06","2.94","51.00","0","0","-","0.00","100.00","6.24","7.66","44.92","3.05","5.93","33.95","0","0","-","0.00","100.00","16.13","21.31","43.08","8.73","13.57","39.13","0","0","-","0.00","100.00","0.00","100.00","1.000","17196"
"2013-10-09 - Blackhawks 2, Blues 3","St Louis Blues","Limited ReportFull Report","56.033333333333","43.71","48.43","47.44","35.88","35.09","50.56","30.19","25.7","54.02","1.89","0","100.00","1.59","1.57","50.25","20.04","16.77","54.43","5.61","7.46","42.93","5.68","6.32","47.30","0.94","0","100.00","16.59","100.00","14.54","9.31","60.97","10.71","6.17","63.44","0.95","0","100.00","8.85","100.00","21.47","25.6","45.62","13.81","12.17","53.16","0","0","-","0.00","100.00","6.25","100.00","1.062","16565"
"2013-10-09 - Canadiens 2, Flames 3","Calgary Flames","Limited ReportFull Report","50.1","43.75","48.96","47.19","30.63","39.31","43.79","24.2","26.87","47.38","1.93","1.01","65.57","1.7","2.31","42.42","15.27","22.69","40.23","5.9","11.95","33.06","5.98","8.85","40.30","1.93","1.04","65.09","32.31","88.30","9.57","10.65","47.34","4.07","4.06","50.07","0","0","-","0.00","100.00","24.98","24.14","50.86","14.52","11.76","55.25","0","0","-","0.00","100.00","7.98","96.23","1.042","19289"
"2013-10-09 - Senators 3, Kings 4","Los Angeles Kings","Limited ReportFull Report","47.133333333333","52.16","34.84","59.95","38.62","25.78","59.97","27.3","16.08","62.93","0.94","2.02","31.89","1.44","1.04","58.02","19.27","9.8","66.30","4.05","3.97","50.49","4.11","3.92","51.14","0","2.03","0.00","0.00","48.22","15.56","5.68","73.26","7.07","3.89","64.50","0","0","-","0.00","100.00","25.91","21.35","54.82","13.28","7.17","64.92","0.95","0","100.00","7.13","100.00","3.46","87.47","0.909","18118"
"2013-10-10 - Avalanche 2, Bruins 0","Boston Bruins","Limited ReportFull Report","44.166666666667","45.13","40.87","52.48","37.47","25.64","59.37","23.01","19.09","54.66","0","0","-","1.45","1.29","52.99","25.4","23.86","51.56","7.17","9.9","42.00","6.32","6.56","49.08","0","0","-","0.00","100.00","17.97","14.12","56.00","8.44","4.2","66.77","0","0","-","0.00","100.00","16.22","14.92","52.08","6.29","8.37","42.90","0","0","-","0.00","100.00","0.00","100.00","1.000","17565"
"2013-10-10 - Blue Jackets 4, Sabres 1","Buffalo Sabres","Limited ReportFull Report","49.716666666667","39.39","43.63","47.44","28.53","36.5","43.87","22.79","28.6","44.34","0.92","4.24","17.90","1.5","1.86","44.55","16.65","24.45","40.50","7.04","6.51","51.95","5.43","6.46","45.65","0.92","4.27","17.69","16.92","33.91","9.4","18.15","34.12","4.45","10.99","28.81","0","0","-","0.00","100.00","19.6","18.03","52.08","12.63","10.02","55.75","0","0","-","0.00","100.00","4.05","85.18","0.892","18210"
"2013-10-10 - Canadiens 4, Oilers 1","Edmonton Oilers","Limited ReportFull Report","45.616666666667","42.75","47.77","47.23","29.34","28.27","50.93","22.87","21.72","51.28","0","2.13","0.00","1.32","1.58","45.63","21.12","29.11","42.05","5.35","11.91","30.98","5.38","9.6","35.91","0","1.06","0.00","0.00","88.98","15.68","17.41","47.39","5.81","5.2","52.76","0","1.04","0.00","0.00","80.03","20.81","18.67","52.72","11.67","7","62.49","0","0","-","0.00","100.00","0.00","90.18","0.902","16839"
"2013-10-10 - Coyotes 4, Red Wings 2","Detroit Red Wings","Limited ReportFull Report","50.883333333333","37.31","52.05","41.75","29.2","48.68","37.49","23.52","35.79","39.66","1.87","3.12","37.41","1.2","2.06","36.78","16.84","25.4","39.87","5.45","7.38","42.48","5.5","6.26","46.77","0.92","1.01","47.61","16.70","83.86","11.39","18","38.76","4.8","13.59","26.09","0","1.05","0.00","0.00","92.26","19.49","22.47","46.44","13.11","14.86","46.87","0.95","1.05","47.31","7.22","92.91","7.94","91.27","0.992","20066"
"2013-10-10 - Hurricanes 3, Capitals 2","Washington Capitals","Limited ReportFull Report","42.616666666667","39.39","39.43","49.97","32.34","33.29","49.28","23.38","28.99","44.64","1.89","2.07","47.71","1.74","2","46.47","18.22","25.35","41.82","4.75","7.44","38.96","3.79","5.14","42.40","0.94","1.06","47.08","24.86","79.42","13.53","17.91","43.03","6.77","12.53","35.06","0.95","1.06","47.26","14.01","91.56","19.99","12.26","61.97","11.93","10.13","54.10","0","0","-","0.00","100.00","8.07","92.87","1.009","18506"
